run_id,schedule_name,seed,step_count,run_completed,training_settings,energy_reaction_computable,checkpoint_count,field_npz_count,final_Delta_s,final_engineering_shear_strain,peak_nominal_shear_stress_MPa,peak_step,peak_engineering_shear_strain,final_nominal_shear_stress_MPa,post_peak_drop_MPa,post_peak_drop_percent,final_alpha_max,alpha_max_location,final_HII_over_HI_peak_ratio,final_mechanics_drive_max_location,drive_location_classification,final_top_v_absmax_over_Delta_s,classification,first_alpha_ge_0p3_notch_connected_step,first_alpha_ge_0p5_notch_connected_step,first_alpha_ge_0p8_notch_connected_step,first_alpha_ge_0p95_notch_connected_step,first_alpha_ge_0p3_right_boundary_step,first_alpha_ge_0p5_right_boundary_step,first_alpha_ge_0p8_right_boundary_step,first_alpha_ge_0p95_right_boundary_step,final_alpha_ge_0p3_x_span,final_alpha_ge_0p5_x_span,final_alpha_ge_0p8_x_span,final_alpha_ge_0p95_x_span,final_alpha_ge_0p3_reaches_right_boundary,final_alpha_ge_0p5_reaches_right_boundary,final_alpha_ge_0p8_reaches_right_boundary,final_alpha_ge_0p95_reaches_right_boundary,continued_from_S0070,alpha_ge_0p3_x_span_growth_vs_S0070,alpha_ge_0p5_x_span_growth_vs_S0070,alpha_ge_0p8_x_span_growth_vs_S0070,alpha_ge_0p95_x_span_growth_vs_S0070
seed23_S0090_shear,load_schedules/load_schedule_S0090_shear.csv,23,53,True,"RPROP=300, LBFGS=1",True,53,53,0.00012,0.012,29.964742134325206,24,0.006,18.135958816856142,11.828783317469064,39.47567198957791,1.0014989376068115,"(0.005083784, 0.0049602254)",0.6315790216769639,"(0.005083784, 0.0049602254)",notch-dominated,1.1873904441016665,shear longer extension shows continued propagation,20,22,25,28,,,,,0.001831016968935728,0.0015907855704426765,0.0013300743885338306,0.0010619806125760078,False,False,False,False,False,0.00039340322837233543,0.00042379461228847504,0.00043421564623713493,0.0005981526337563992
