case,schedule_name,step_count,final_Delta_s,training_settings,continued_from_S0070,final_engineering_shear_strain,peak_nominal_shear_stress_MPa,peak_step,final_nominal_shear_stress_MPa,post_peak_drop_MPa,post_peak_drop_percent,final_alpha_max,alpha_max_location,first_alpha_ge_0p3_notch_connected_step,first_alpha_ge_0p5_notch_connected_step,first_alpha_ge_0p8_notch_connected_step,first_alpha_ge_0p95_notch_connected_step,first_alpha_ge_0p3_right_boundary_step,first_alpha_ge_0p5_right_boundary_step,first_alpha_ge_0p8_right_boundary_step,first_alpha_ge_0p95_right_boundary_step,final_alpha_ge_0p3_x_span,final_alpha_ge_0p5_x_span,final_alpha_ge_0p8_x_span,final_alpha_ge_0p95_x_span,alpha_ge_0p3_x_span_growth_vs_S0070,alpha_ge_0p5_x_span_growth_vs_S0070,alpha_ge_0p8_x_span_growth_vs_S0070,alpha_ge_0p95_x_span_growth_vs_S0070,final_HII_over_HI_peak_ratio,final_mechanics_drive_max_location,drive_location_classification,final_top_v_absmax_over_Delta_s,classification
S0070,load_schedules/load_schedule_S0070_shear.csv,43,0.0001,"RPROP=300, LBFGS=1",baseline,0.01,29.964742134325206,24,23.070974566508085,6.893767567817122,23.006263617800915,1.0009106397628784,"(0.005083784, 0.0049602254)",20,22,25,28,,,,,0.0014376137405633926,0.0011669909581542015,0.0008958587422966957,0.0004638279788196087,0.0,0.0,0.0,0.0,0.627436529888953,"(0.005083784, 0.0049602254)",notch-dominated,1.135311540565,shear extension shows propagating crack
S0090,load_schedules/load_schedule_S0090_shear.csv,53,0.00012,"RPROP=300, LBFGS=1",False,0.012,29.964742134325206,24,18.135958816856142,11.828783317469064,39.47567198957791,1.0014989376068115,"(0.005083784, 0.0049602254)",20,22,25,28,,,,,0.001831016968935728,0.0015907855704426765,0.0013300743885338306,0.0010619806125760078,0.00039340322837233543,0.00042379461228847504,0.00043421564623713493,0.0005981526337563992,0.6315790216769639,"(0.005083784, 0.0049602254)",notch-dominated,1.1873904441016665,shear longer extension shows continued propagation
