step,Delta,top_u_mode,coord_normalization,x_hat_min,x_hat_max,y_hat_min,y_hat_max,t3_gradients_use_physical_xy,top_u_min,top_u_max,top_u_mean,top_u_abs_max,top_v_min,top_v_max,top_v_mean,top_v_abs_max,top_v_error_max,bottom_u_min,bottom_u_max,bottom_u_mean,bottom_u_abs_max,bottom_v_min,bottom_v_max,bottom_v_mean,bottom_v_abs_max,loss_total,loss_log10,elastic_energy,fracture_energy,mechanics_current_energy,phase_history_elastic_energy,phase_history_energy,phase_proximal_energy,alpha_step_change_mean,alpha_step_change_max,alpha_min,alpha_max,alpha_mean,n_alpha_lt_0,n_alpha_gt_1,HI_max,HI_mean,HII_max,HII_mean,He_max,He_mean,He_current_max,He_current_mean,He_history_max,He_history_mean,mechanics_drive_max,mechanics_drive_mean,psiI_max,psiII_max,psi_minus_max,psi_residual_raw_min,psi_residual_raw_negative_count,max_alpha_x,max_alpha_y,max_He_x,max_He_y,max_He_current,max_He_current_x,max_He_current_y,max_He_history,max_He_history_x,max_He_history_y,max_mechanics_drive,max_mechanics_drive_x,max_mechanics_drive_y,tip_box_alpha_max,tip_box_He_max,bulk_alpha_max,bulk_He_max,corner_alpha_max,corner_He_max,reaction_N,reaction_N_tm_eff,notch_tip_eps_xx_mean,notch_tip_eps_xx_max,notch_tip_eps_yy_mean,notch_tip_eps_yy_max,notch_tip_eps_xy_mean,notch_tip_eps_xy_max,notch_tip_psiI_mean,notch_tip_psiI_max,notch_tip_psiII_mean,notch_tip_psiII_max,notch_tip_psi_minus_mean,notch_tip_psi_minus_max,notch_tip_He_current_mean,notch_tip_He_current_max,notch_tip_He_history_mean,notch_tip_He_history_max,notch_tip_mechanics_drive_mean,notch_tip_mechanics_drive_max,notch_tip_phase_history_drive_mean,notch_tip_phase_history_drive_max,notch_tip_HI_mean,notch_tip_HI_max,notch_tip_HII_mean,notch_tip_HII_max,notch_tip_alpha_mean,notch_tip_alpha_max,notch_tip_grad_alpha_norm_mean,notch_tip_grad_alpha_norm_max,notch_tip_g_alpha_mean,notch_tip_g_alpha_max,notch_tip_mechanics_current_energy_density_mean,notch_tip_mechanics_current_energy_density_max,notch_tip_phase_history_energy_density_mean,notch_tip_phase_history_energy_density_max,notch_tip_phase_history_total_density_mean,notch_tip_phase_history_total_density_max,notch_tip_elastic_energy_density_mean,notch_tip_elastic_energy_density_max,notch_tip_fracture_energy_density_mean,notch_tip_fracture_energy_density_max,notch_tip_phase_proximal_energy_density_mean,notch_tip_phase_proximal_energy_density_max,notch_tip_alpha_step_change_mean,notch_tip_alpha_step_change_max,bottom_right_eps_xx_mean,bottom_right_eps_xx_max,bottom_right_eps_yy_mean,bottom_right_eps_yy_max,bottom_right_eps_xy_mean,bottom_right_eps_xy_max,bottom_right_psiI_mean,bottom_right_psiI_max,bottom_right_psiII_mean,bottom_right_psiII_max,bottom_right_psi_minus_mean,bottom_right_psi_minus_max,bottom_right_He_current_mean,bottom_right_He_current_max,bottom_right_He_history_mean,bottom_right_He_history_max,bottom_right_mechanics_drive_mean,bottom_right_mechanics_drive_max,bottom_right_phase_history_drive_mean,bottom_right_phase_history_drive_max,bottom_right_HI_mean,bottom_right_HI_max,bottom_right_HII_mean,bottom_right_HII_max,bottom_right_alpha_mean,bottom_right_alpha_max,bottom_right_grad_alpha_norm_mean,bottom_right_grad_alpha_norm_max,bottom_right_g_alpha_mean,bottom_right_g_alpha_max,bottom_right_mechanics_current_energy_density_mean,bottom_right_mechanics_current_energy_density_max,bottom_right_phase_history_energy_density_mean,bottom_right_phase_history_energy_density_max,bottom_right_phase_history_total_density_mean,bottom_right_phase_history_total_density_max,bottom_right_elastic_energy_density_mean,bottom_right_elastic_energy_density_max,bottom_right_fracture_energy_density_mean,bottom_right_fracture_energy_density_max,bottom_right_phase_proximal_energy_density_mean,bottom_right_phase_proximal_energy_density_max,bottom_right_alpha_step_change_mean,bottom_right_alpha_step_change_max
0,1e-06,free,unit_box,-1.0,1.0,-1.0,1.0,True,1.2617763900379941e-07,1.648657956820898e-07,1.5397407082673453e-07,1.648657956820898e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.214701578454446e-11,-10.141781627912255,7.214077946127162e-11,6.236323272840096e-15,7.214077946127162e-11,7.214077946127162e-11,7.214701058799733e-11,0.0,9.145218064077199e-05,0.00011753042781492695,4.9680471420288086e-05,0.00011753042781492695,9.145218064077199e-05,0,0,6.81351309594902e-07,5.014076691622904e-07,3.2543965744480374e-07,2.6389608365207096e-07,1.0069111340271775e-06,7.67003598411975e-07,1.0069111340271775e-06,7.67003598411975e-07,1.0069111340271775e-06,7.67003598411975e-07,1.0069111340271775e-06,7.67003598411975e-07,6.81351309594902e-07,3.2543965744480374e-07,0.0,-3.6220717447577044e-07,5411,0.00011990014172624797,0.008171739988029003,0.0007207089802250266,0.006557815708220005,1.0069111340271775e-06,0.0007207089802250266,0.006557815708220005,1.0069111340271775e-06,0.0007207089802250266,0.006557815708220005,1.0069111340271775e-06,0.0007207089802250266,0.006557815708220005,8.416175842285156e-05,8.585474233768764e-07,0.00011357665061950684,9.374005571771704e-07,0.00011665622878354043,9.302034413849469e-07,0.1464318484067917,0.09202530235052109,-3.3115120459115133e-06,7.194628778961487e-06,0.00010287738405168056,0.00010617973020998761,9.110959581448697e-06,1.806821092031896e-05,4.7217292831192026e-07,5.751032290390867e-07,2.634893974118313e-07,2.883784588902927e-07,0.0,0.0,7.373594712589693e-07,8.585474233768764e-07,7.373594712589693e-07,8.585474233768764e-07,7.373594712589693e-07,8.585474233768764e-07,7.373594712589693e-07,8.585474233768764e-07,4.7217292831192026e-07,5.751032290390867e-07,2.634893974118313e-07,2.883784588902927e-07,8.266593067673966e-05,8.416175842285156e-05,0.007183433976024389,0.01567506417632103,0.9998446702957153,0.9998494386672974,7.372449886133836e-07,8.584117381360556e-07,7.372449886133836e-07,8.584117381360556e-07,7.372996151389088e-07,8.584682973378222e-07,7.372449886133836e-07,8.584117381360556e-07,5.468704308841943e-11,5.6675487219992604e-11,0.0,0.0,8.266593067673966e-05,8.416175842285156e-05,-1.2727998921491235e-07,0.0,9.057884744834155e-05,9.071172826224938e-05,-1.1335582712490577e-06,-1.129295469581848e-06,3.8251903333730297e-07,3.825663554835046e-07,1.9565116815556394e-07,1.9620792102159612e-07,0.0,0.0,5.794304342998657e-07,5.800380904474878e-07,5.794304342998657e-07,5.800380904474878e-07,5.794304342998657e-07,5.800380904474878e-07,5.794304342998657e-07,5.800380904474878e-07,3.8251903333730297e-07,3.825663554835046e-07,1.9565116815556394e-07,1.9620792102159612e-07,9.848177433013916e-05,9.892384696286172e-05,0.004281565546989441,0.004290477838367224,0.9998130202293396,0.9998139142990112,5.79322090743517e-07,5.799291216135316e-07,5.79322090743517e-07,5.799291216135316e-07,5.79399682010262e-07,5.800073950013029e-07,5.79322090743517e-07,5.799291216135316e-07,7.759414638597306e-11,7.82907350060924e-11,0.0,0.0,9.848177433013916e-05,9.892384696286172e-05
