seed,stress_strain_primary_metric,legacy_metric,first_alpha0p8_through_crack_step,primary_peak_step,primary_peak_stress_MPa,primary_final_stress_MPa,primary_post_peak_drop_percent,primary_final_to_peak_ratio,primary_curve_softens,legacy_peak_stress_MPa,legacy_final_stress_MPa,legacy_post_peak_drop_percent,legacy_final_to_peak_ratio,legacy_curve_softens_by_same_gate,legacy_primary_disagree,curve_fix_status
7,nominal_stress_energy_exact_MPa,nominal_stress_legacy_top_sigma_MPa,14,6,183.3964255638421,0.7842110790079401,99.57239565787778,0.0042760434212222335,True,79.58750178318326,78.99191416840627,0.7483431461380982,0.992516568538619,False,True,corrected_curve_softens
13,nominal_stress_energy_exact_MPa,nominal_stress_legacy_top_sigma_MPa,14,6,184.77900885045528,0.9264996151614399,99.49859044004762,0.005014095599523815,True,95.88290965451765,95.88290965451765,0.0,1.0,False,True,corrected_curve_softens
42,nominal_stress_energy_exact_MPa,nominal_stress_legacy_top_sigma_MPa,14,6,182.82063538208604,0.8283553142973601,99.5469027265078,0.004530972734922065,True,91.63707668152236,86.63916867796539,5.45402383461753,0.9454597616538247,False,True,corrected_curve_softens
