seed,step,Delta,nominal_strain,reference_length_mm,reference_area_mm2,stress_strain_primary_metric,stress_strain_metric_status,nominal_stress_energy_exact_MPa,nominal_stress_energy_virtual_work_MPa,nominal_stress_legacy_top_sigma_MPa,nominal_stress_bottom_sigma_legacy_MPa,reaction_N_energy_exact,reaction_N_energy_virtual_work,reaction_N_legacy_top_sigma,reaction_N_bottom_sigma_legacy,reaction_N_internal_cut_above,reaction_N_internal_cut_below,alpha0p8_through_crack,legacy_curve_status,d0040_processed
13,12,5.1e-05,0.0050999999999999995,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,40.31012649647891,40.310132317245,77.7395710756794,-113.81281633726239,0.4031012649647891,0.40310132317245,0.7773957107567939,-1.138128163372624,0.6657423294181468,0.7951311780081053,False,legacy_diagnostic_only,False
13,13,5.3e-05,0.0053,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,22.51024270663038,22.51023397548124,77.97367818428648,-113.84655306182512,0.2251024270663038,0.2251023397548124,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,False,legacy_diagnostic_only,False
13,14,5.5e-05,0.0055,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,13.40550370514392,13.405493518803269,78.13672506594182,-113.63944451317349,0.1340550370514392,0.1340549351880327,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,True,legacy_diagnostic_only,False
13,15,5.7e-05,0.0057,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,7.40419127396307,7.40419418434612,77.18744116551053,-113.9103846991885,0.0740419127396307,0.0740419418434612,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,True,legacy_diagnostic_only,False
13,16,5.9e-05,0.0059,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,5.40560686204116,5.40560868103057,77.37282783082333,-112.21333687541215,0.0540560686204116,0.0540560868103057,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,True,legacy_diagnostic_only,False
13,17,6.1e-05,0.0060999999999999995,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,3.2516221835976395,3.2516236387891597,77.32998434815042,-112.4757228677232,0.0325162218359764,0.0325162363878916,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,True,legacy_diagnostic_only,False
13,18,6.3e-05,0.0063,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,2.55834256677189,2.55833838309627,77.55159958052135,-110.67200738955718,0.0255834256677189,0.0255833838309627,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,True,legacy_diagnostic_only,False
13,19,6.5e-05,0.0065,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,2.25946187129011,2.2594669644604397,73.51442488088394,-111.61384338128985,0.0225946187129011,0.0225946696446044,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,True,legacy_diagnostic_only,False
13,20,6.7e-05,0.0067,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,1.7220436347997699,1.7220425434061297,74.98049653893462,-109.64455891664682,0.0172204363479977,0.0172204254340613,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,True,legacy_diagnostic_only,False
13,21,6.9e-05,0.0069,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,1.0329118595109301,1.03291204140987,76.28717899383224,-109.98390805264535,0.0103291185951093,0.0103291204140987,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,True,legacy_diagnostic_only,False
13,22,7.1e-05,0.0071,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,1.35775699163787,1.35775708258734,76.20909403578867,-107.09351089266458,0.0135775699163787,0.0135775708258734,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,True,legacy_diagnostic_only,False
13,23,7.3e-05,0.0073,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.92998971013003,0.92999116532155,76.08456254672288,-107.10869937415144,0.0092998971013003,0.0092999116532155,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,True,legacy_diagnostic_only,False
13,24,7.5e-05,0.007499999999999999,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.70342507569876,0.70342734943551,79.94274244716128,-108.81330429608771,0.0070342507569876,0.0070342734943551,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,True,legacy_diagnostic_only,False
13,25,7.7e-05,0.0077,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.49249620133196004,0.49249638323089995,84.70217135211844,-105.67869692230558,0.0049249620133196,0.004924963832309,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,True,legacy_diagnostic_only,False
13,26,8e-05,0.008,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.5244906333246,0.5244893600320201,85.36242761557298,-109.77836070503413,0.005244906333246,0.0052448936003202,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,True,legacy_diagnostic_only,False
13,27,8.3e-05,0.0083,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.8484421414323101,0.8484425052301899,87.89804599636047,-109.89397429561237,0.0084844214143231,0.0084844250523019,0.8789804599636047,-1.0989397429561236,0.4926854075421394,0.5566380941053481,True,legacy_diagnostic_only,False
13,28,8.6e-05,0.0086,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.53404473874252,0.53404514801513,91.97303845958731,-108.95868904179495,0.0053404473874252,0.0053404514801513,0.9197303845958732,-1.0895868904179495,0.4445474247001725,0.5186438884566266,True,legacy_diagnostic_only,False
13,29,8.9e-05,0.0089,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.58609657571651,0.58609625739336,89.55894756888404,-108.8566958967517,0.0058609657571651,0.0058609625739336,0.8955894756888404,-1.088566958967517,0.4479101127493791,0.4631294097107185,True,legacy_diagnostic_only,False
13,30,9.2e-05,0.0092,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.45134265747036995,0.45134247557143004,90.20757848117063,-106.18223853136791,0.0045134265747037,0.0045134247557143,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,True,legacy_diagnostic_only,False
13,31,9.5e-05,0.0095,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.54235219977272,0.5423517905001,92.44341924112513,-105.37032207199871,0.0054235219977272,0.005423517905001,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,True,legacy_diagnostic_only,False
13,32,9.8e-05,0.0098,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.5029448402637999,0.50294429456698,92.26226256209128,-104.07220963379508,0.005029448402638,0.0050294429456698,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,True,legacy_diagnostic_only,False
13,33,0.0001,0.01,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,0.9264996151614399,0.9264999789593199,95.88290965451765,-104.00941465225857,0.0092649961516144,0.0092649997895932,0.9588290965451765,-1.0400941465225857,0.3844944287335414,0.5839457548785683,True,legacy_diagnostic_only,False
42,0,1e-06,9.999999999999999e-05,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,7.88315155659802,7.88315228419378,3.7233145379384798,-5.305394039396409,0.0788315155659802,0.0788315228419378,0.0372331453793848,-0.0530539403939641,0.0442214940781553,0.0482065354301774,False,legacy_diagnostic_only,False
42,1,5e-06,0.0005,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,42.66358737368136,42.66358446329832,19.41498174006997,-26.747408626773673,0.4266358737368136,0.4266358446329832,0.1941498174006997,-0.2674740862677367,0.2297231300940038,0.250112838744518,False,legacy_diagnostic_only,False
42,2,1e-05,0.001,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,84.83928395435214,84.83927813358605,37.53550101230382,-52.316384253841306,0.8483928395435214,0.8483927813358605,0.3753550101230382,-0.5231638425384131,0.4471949115672757,0.4896538862048968,False,legacy_diagnostic_only,False
42,3,1.5e-05,0.0015,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,124.11816278472544,124.11815114319324,53.13720197425076,-75.32968960245012,1.2411816278472545,1.2411815114319324,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,False,legacy_diagnostic_only,False
42,4,2e-05,0.002,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,158.5787977091968,158.57880935072902,63.969794383756295,-94.27269590073595,1.585787977091968,1.58578809350729,0.639697943837563,-0.9427269590073596,0.7816494968647951,0.866623989488531,False,legacy_diagnostic_only,False
42,5,2.5e-05,0.0025,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,178.74499317258596,178.74500481411818,69.1014987802737,-105.8199312066119,1.7874499317258596,1.7874500481411817,0.6910149878027371,-1.058199312066119,0.8707868890891682,0.9768009565607072,False,legacy_diagnostic_only,False
42,6,3e-05,0.003,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,182.82063538208604,182.82063538208604,71.09326318060334,-111.99940975707104,1.8282063538208604,1.8282063538208604,0.7109326318060334,-1.1199940975707103,0.8909720890403606,1.0363172289477784,False,legacy_diagnostic_only,False
42,7,3.5e-05,0.0034999999999999996,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,171.31951171904802,171.31948843598366,69.8468776169178,-113.8755653210268,1.7131951171904802,1.7131948843598366,0.698468776169178,-1.138755653210268,0.898520303014517,1.0477849518353686,False,legacy_diagnostic_only,False
42,8,4e-05,0.004,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,146.17982087656856,146.17984415963292,67.94006960103917,-114.18011765141378,1.4617982087656856,1.4617984415963292,0.6794006960103917,-1.1418011765141378,0.8164468770031029,0.9959565455460752,False,legacy_diagnostic_only,False
42,9,4.5e-05,0.0045000000000000005,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,98.47382316365838,98.4738115221262,73.01718322810048,-114.21033300948451,0.9847382316365838,0.984738115221262,0.7301718322810048,-1.142103330094845,0.679107145721724,0.9126976247465926,False,legacy_diagnostic_only,False
42,10,4.7e-05,0.004699999999999999,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,79.80763330124319,79.80765076354146,73.77942371382967,-114.01678290044363,0.7980763330124319,0.7980765076354146,0.7377942371382967,-1.1401678290044364,0.6648628646490983,0.874740648790676,False,legacy_diagnostic_only,False
42,11,4.9e-05,0.0049,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,60.68710354156792,60.68709190003574,73.38117166790525,-114.26583438870723,0.6068710354156792,0.6068709190003574,0.7338117166790525,-1.1426583438870723,0.6066383737034234,0.8368007983067428,False,legacy_diagnostic_only,False
42,12,5.1e-05,0.0050999999999999995,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,44.69128034543246,44.691271614283316,72.73924979182372,-114.10603065823861,0.4469128034543246,0.4469127161428332,0.7273924979182372,-1.141060306582386,0.5990844716984788,0.8010084220064355,False,legacy_diagnostic_only,False
42,13,5.3e-05,0.0053,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,29.160833219066262,29.16082739830017,74.79139236774265,-114.55947137909143,0.2916083321906626,0.2916082739830017,0.7479139236774265,-1.1455947137909144,0.5621383063765844,0.7851081785789963,False,legacy_diagnostic_only,False
42,14,5.5e-05,0.0055,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,11.25844064517878,11.25843773479573,75.30319941204937,-113.93158553836773,0.1125844064517878,0.1125843773479573,0.7530319941204937,-1.1393158553836773,0.5617701335756473,0.7534376921527014,True,legacy_diagnostic_only,False
42,15,5.7e-05,0.0057,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,7.9587880463805,7.958788773976259,74.65240173086805,-112.81095645196453,0.079587880463805,0.0795878877397626,0.7465240173086805,-1.1281095645196453,0.5302040590812381,0.7550653706104538,True,legacy_diagnostic_only,False
42,16,5.9e-05,0.0059,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,4.34826688433531,4.34826615673955,74.16398902832312,-113.39496592831028,0.0434826688433531,0.0434826615673955,0.7416398902832312,-1.1339496592831029,0.5181874740250036,0.7262775226242117,True,legacy_diagnostic_only,False
42,17,6.1e-05,0.0060999999999999995,0.01,0.01,nominal_stress_energy_exact_MPa,energy_conjugate_primary,2.40038316405843,2.40038734773406,76.41108271196903,-112.75313163484559,0.0240038316405843,0.0240038734773406,0.7641108271196903,-1.127531316348456,0.5309445776174255,0.677986622924314,True,legacy_diagnostic_only,False
