case,seed,state,step,Delta,variant,init_strategy,epoch,loss_log10,elastic_energy,optimizer_returned_loss
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,100,-7.404837608337402,3.936975545570931e-08,-7.4048333168029785
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,125,-7.404841899871826,3.936933623549521e-08,-7.404841899871826
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,150,-7.404843330383301,3.9369208337802775e-08,-7.404843330383301
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,175,-7.404844284057617,3.9369147941670235e-08,-7.404844284057617
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,200,-7.404844284057617,3.936915504709759e-08,-7.404844284057617
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,225,-7.404845237731934,3.936910530910609e-08,-7.404845237731934
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,250,-7.404845237731934,3.9369055571114586e-08,-7.404845237731934
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,1,-7.370037078857422,4.265436359673913e-08,-7.404361248016357
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,25,-7.404651165008545,3.938667347824776e-08,-7.404627323150635
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,50,-7.4048027992248535,3.9372913818169764e-08,-7.404800891876221
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,75,-7.404740810394287,3.9378541316636984e-08,-7.404825210571289
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,100,-7.404836654663086,3.936985137897864e-08,-7.4048357009887695
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,125,-7.40484094619751,3.936943215876454e-08,-7.40484094619751
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,150,-7.404843330383301,3.93692545230806e-08,-7.404842376708984
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,175,-7.404843330383301,3.936919412694806e-08,-7.404674530029297
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,200,-7.404844284057617,3.9369115967247126e-08,-7.404844284057617
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,225,-7.404845714569092,3.9369030702118835e-08,-7.404845714569092
D0040_seed13_default_unitbox,13,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,250,-7.404845714569092,3.936898451684101e-08,-7.404845714569092
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,1,-7.334018707275391,4.634272698922359e-08,-7.4004621505737305
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,25,-7.401242733001709,3.969697104366787e-08,-7.401135444641113
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,50,-7.4022040367126465,3.960922612122886e-08,-7.4022979736328125
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,75,-7.402490139007568,3.9583113675689674e-08,-7.4024858474731445
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,100,-7.402597904205322,3.957335792392769e-08,-7.402595043182373
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,125,-7.402601718902588,3.957294580914095e-08,-7.402604103088379
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,150,-7.402590274810791,3.957396543796676e-08,-7.40261173248291
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,175,-7.40254545211792,3.957809013854785e-08,-7.4025397300720215
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,200,-7.402617454528809,3.957148919653264e-08,-7.40261697769165
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,225,-7.402619361877441,3.9571382615122275e-08,-7.402617454528809
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,baseline_current_split,saved_uv_prefit,250,-7.402618408203125,3.9571467880250566e-08,-7.4026198387146
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,1,-7.334035873413086,4.634092221067476e-08,-7.4004621505737305
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,25,-7.401167869567871,3.97038206756406e-08,-7.401040554046631
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,50,-7.402378082275391,3.9593299305806795e-08,-7.402346611022949
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,75,-7.402556419372559,3.957706340429468e-08,-7.402551174163818
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,100,-7.402583599090576,3.957462268999734e-08,-7.402547359466553
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,125,-7.402606964111328,3.957251237807213e-08,-7.402599334716797
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,150,-7.40261173248291,3.957204341986653e-08,-7.40261173248291
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,175,-7.402613639831543,3.9571851573327876e-08,-7.402610778808594
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,200,-7.40261697769165,3.957160288337036e-08,-7.402616024017334
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,225,-7.402616024017334,3.957162775236611e-08,-7.402617454528809
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_degraded_in_crack_band,saved_uv_prefit,250,-7.402619361877441,3.957138972054963e-08,-7.402618408203125
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,1,-7.334035873413086,4.6340879578110616e-08,-7.4004621505737305
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,25,-7.401028633117676,3.9716542943324384e-08,-7.400902271270752
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,50,-7.402379989624023,3.959320338253747e-08,-7.402357578277588
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,75,-7.402557849884033,3.9576917743033846e-08,-7.402547836303711
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,100,-7.402593612670898,3.9573688326299816e-08,-7.402594566345215
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,125,-7.402575969696045,3.95752834947416e-08,-7.4025726318359375
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,150,-7.402613639831543,3.957190131131938e-08,-7.402612686157227
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,175,-7.402616024017334,3.957163130507979e-08,-7.402616024017334
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,200,-7.402618408203125,3.9571467880250566e-08,-7.40261697769165
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,225,-7.4026198387146,3.95713115608487e-08,-7.402619361877441
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,minus_removed_in_crack_band,saved_uv_prefit,250,-7.4026198387146,3.957125116471616e-08,-7.4026198387146
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,1,-7.331106662750244,4.665443853468787e-08,-7.400478839874268
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,25,-7.401057720184326,3.971388906620632e-08,-7.400918006896973
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,50,-7.402388095855713,3.959244665452388e-08,-7.402378082275391
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,75,-7.402549743652344,3.957773486717997e-08,-7.402535438537598
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,100,-7.402591705322266,3.957386240927008e-08,-7.402593612670898
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,125,-7.402609348297119,3.957229210982405e-08,-7.402610778808594
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,150,-7.40261173248291,3.9572007892729744e-08,-7.402615070343018
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,175,-7.402618408203125,3.957140393140435e-08,-7.402593612670898
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,200,-7.402621746063232,3.957115524144683e-08,-7.402620792388916
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,225,-7.402622699737549,3.957103444918175e-08,-7.402621746063232
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,full_degradation_all_energy,saved_uv_prefit,250,-7.40261697769165,3.9571560250806215e-08,-7.402621746063232
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,1,-7.396817684173584,4.0103536491642444e-08,-7.403241157531738
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,25,-7.4040093421936035,3.9444884691874904e-08,-7.403990745544434
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,50,-7.404185771942139,3.942891169117502e-08,-7.404182434082031
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,75,-7.40421724319458,3.9426048203949904e-08,-7.404191493988037
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,100,-7.404229640960693,3.9424890019290615e-08,-7.404228687286377
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,125,-7.404235363006592,3.942436421766615e-08,-7.404235363006592
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,150,-7.404238700866699,3.942410842228128e-08,-7.404238700866699
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,175,-7.404240131378174,3.942393078659734e-08,-7.404240131378174
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,200,-7.40424108505249,3.9423852626896405e-08,-7.404239654541016
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,225,-7.404242992401123,3.942368920206718e-08,-7.404242992401123
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,baseline_current_split,saved_uv_prefit,250,-7.404243469238281,3.9423589726084174e-08,-7.404243469238281
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,1,-7.396817684173584,4.0103536491642444e-08,-7.403241157531738
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,25,-7.4040093421936035,3.9444884691874904e-08,-7.403990745544434
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,50,-7.404185771942139,3.942891169117502e-08,-7.404182434082031
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,75,-7.40421724319458,3.9426048203949904e-08,-7.404191493988037
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,100,-7.404229640960693,3.9424890019290615e-08,-7.404228687286377
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,125,-7.404235363006592,3.942436421766615e-08,-7.404235363006592
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,150,-7.404238700866699,3.942410842228128e-08,-7.404238700866699
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,175,-7.404240131378174,3.942393078659734e-08,-7.404240131378174
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,200,-7.40424108505249,3.9423852626896405e-08,-7.404239654541016
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,225,-7.404242992401123,3.942368920206718e-08,-7.404242992401123
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_degraded_in_crack_band,saved_uv_prefit,250,-7.404243469238281,3.9423589726084174e-08,-7.404243469238281
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,1,-7.396817684173584,4.0103536491642444e-08,-7.403241157531738
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,25,-7.4040093421936035,3.9444884691874904e-08,-7.403990745544434
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,50,-7.404185771942139,3.942891169117502e-08,-7.404182434082031
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,75,-7.40421724319458,3.9426048203949904e-08,-7.404191493988037
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,100,-7.404229640960693,3.9424890019290615e-08,-7.404228687286377
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,125,-7.404235363006592,3.942436421766615e-08,-7.404235363006592
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,150,-7.404238700866699,3.942410842228128e-08,-7.404238700866699
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,175,-7.404240131378174,3.942393078659734e-08,-7.404240131378174
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,200,-7.40424108505249,3.9423852626896405e-08,-7.404239654541016
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,225,-7.404242992401123,3.942368920206718e-08,-7.404242992401123
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,minus_removed_in_crack_band,saved_uv_prefit,250,-7.404243469238281,3.9423589726084174e-08,-7.404243469238281
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,1,-7.396814823150635,4.0103746101749493e-08,-7.403241157531738
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,25,-7.404055595397949,3.944072091144335e-08,-7.404044151306152
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,50,-7.404200553894043,3.9427558107263394e-08,-7.404199123382568
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,75,-7.4042205810546875,3.942572490700513e-08,-7.4042229652404785
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,100,-7.404233455657959,3.9424534747922735e-08,-7.404233455657959
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,125,-7.404237747192383,3.942412618584967e-08,-7.404237747192383
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,150,-7.404240131378174,3.9423909470315266e-08,-7.404240131378174
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,175,-7.404242992401123,3.942372472920397e-08,-7.404242038726807
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,200,-7.404244422912598,3.942357906794314e-08,-7.404243469238281
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,225,-7.404246807098389,3.942334103612666e-08,-7.404246807098389
D0040_seed42_default_unitbox,42,through_alpha0p8_onset,14,5.5e-05,full_degradation_all_energy,saved_uv_prefit,250,-7.4042487144470215,3.942317761129743e-08,-7.404247760772705
