step,Delta,loss_total,loss_log10,elastic_energy,fracture_energy,mechanics_current_energy,phase_history_elastic_energy,phase_history_energy,phase_proximal_energy,alpha_step_change_mean,alpha_step_change_max,alpha_min,alpha_max,alpha_mean,n_alpha_lt_0,n_alpha_gt_1,HI_max,HI_mean,HII_max,HII_mean,He_max,He_mean,He_current_max,He_current_mean,He_history_max,He_history_mean,mechanics_drive_max,mechanics_drive_mean,psiI_max,psiII_max,psi_minus_max,psi_residual_raw_min,psi_residual_raw_negative_count,max_alpha_x,max_alpha_y,max_He_x,max_He_y,max_He_current,max_He_current_x,max_He_current_y,max_He_history,max_He_history_x,max_He_history_y,max_mechanics_drive,max_mechanics_drive_x,max_mechanics_drive_y,tip_box_alpha_max,tip_box_He_max,bulk_alpha_max,bulk_He_max,corner_alpha_max,corner_He_max,reaction_N,reaction_N_tm_eff,notch_tip_eps_xx_mean,notch_tip_eps_xx_max,notch_tip_eps_yy_mean,notch_tip_eps_yy_max,notch_tip_eps_xy_mean,notch_tip_eps_xy_max,notch_tip_psiI_mean,notch_tip_psiI_max,notch_tip_psiII_mean,notch_tip_psiII_max,notch_tip_psi_minus_mean,notch_tip_psi_minus_max,notch_tip_He_current_mean,notch_tip_He_current_max,notch_tip_He_history_mean,notch_tip_He_history_max,notch_tip_mechanics_drive_mean,notch_tip_mechanics_drive_max,notch_tip_phase_history_drive_mean,notch_tip_phase_history_drive_max,notch_tip_HI_mean,notch_tip_HI_max,notch_tip_HII_mean,notch_tip_HII_max,notch_tip_alpha_mean,notch_tip_alpha_max,notch_tip_grad_alpha_norm_mean,notch_tip_grad_alpha_norm_max,notch_tip_g_alpha_mean,notch_tip_g_alpha_max,notch_tip_mechanics_current_energy_density_mean,notch_tip_mechanics_current_energy_density_max,notch_tip_phase_history_energy_density_mean,notch_tip_phase_history_energy_density_max,notch_tip_phase_history_total_density_mean,notch_tip_phase_history_total_density_max,notch_tip_elastic_energy_density_mean,notch_tip_elastic_energy_density_max,notch_tip_fracture_energy_density_mean,notch_tip_fracture_energy_density_max,notch_tip_phase_proximal_energy_density_mean,notch_tip_phase_proximal_energy_density_max,notch_tip_alpha_step_change_mean,notch_tip_alpha_step_change_max,bottom_right_eps_xx_mean,bottom_right_eps_xx_max,bottom_right_eps_yy_mean,bottom_right_eps_yy_max,bottom_right_eps_xy_mean,bottom_right_eps_xy_max,bottom_right_psiI_mean,bottom_right_psiI_max,bottom_right_psiII_mean,bottom_right_psiII_max,bottom_right_psi_minus_mean,bottom_right_psi_minus_max,bottom_right_He_current_mean,bottom_right_He_current_max,bottom_right_He_history_mean,bottom_right_He_history_max,bottom_right_mechanics_drive_mean,bottom_right_mechanics_drive_max,bottom_right_phase_history_drive_mean,bottom_right_phase_history_drive_max,bottom_right_HI_mean,bottom_right_HI_max,bottom_right_HII_mean,bottom_right_HII_max,bottom_right_alpha_mean,bottom_right_alpha_max,bottom_right_grad_alpha_norm_mean,bottom_right_grad_alpha_norm_max,bottom_right_g_alpha_mean,bottom_right_g_alpha_max,bottom_right_mechanics_current_energy_density_mean,bottom_right_mechanics_current_energy_density_max,bottom_right_phase_history_energy_density_mean,bottom_right_phase_history_energy_density_max,bottom_right_phase_history_total_density_mean,bottom_right_phase_history_total_density_max,bottom_right_elastic_energy_density_mean,bottom_right_elastic_energy_density_max,bottom_right_fracture_energy_density_mean,bottom_right_fracture_energy_density_max,bottom_right_phase_proximal_energy_density_mean,bottom_right_phase_proximal_energy_density_max,bottom_right_alpha_step_change_mean,bottom_right_alpha_step_change_max
0,1e-06,7.085463426338707e-11,-10.149631739358696,7.085461384281899e-11,2.0420568077427192e-17,7.085461384281899e-11,7.085461384281899e-11,7.08546346595007e-11,0.0,5.064237939222949e-06,5.116065494803479e-06,5.0067901611328125e-06,5.116065494803479e-06,5.064237939222949e-06,0,0,4.679792482420453e-07,4.6760595751038636e-07,2.4333672854481847e-07,2.4313536073350406e-07,7.128834340619505e-07,7.123074965420528e-07,7.128834340619505e-07,7.123074965420528e-07,7.128834340619505e-07,7.123074965420528e-07,7.128834340619505e-07,7.123074965420528e-07,4.679792482420453e-07,2.4333672854481847e-07,0.0,-2.3456405529032054e-07,5411,0.00029596671811304986,0.009886584244668484,0.009910179302096367,0.005197328515350819,7.128834340619505e-07,0.009910179302096367,0.005197328515350819,7.128834340619505e-07,0.009910179302096367,0.005197328515350819,7.128834340619505e-07,0.009910179302096367,0.005197328515350819,5.066394805908203e-06,7.12470352937089e-07,5.066394805908203e-06,7.128834340619505e-07,5.116065494803479e-06,7.121219027794723e-07,0.15249237418174744,0.09520948678255081,-1.088985346342497e-08,-1.008740468932956e-08,0.0001000259435386397,0.00010002776252804324,1.4422207428310685e-08,1.603218890977587e-08,4.676829519212333e-07,4.677051776980079e-07,2.4318862301697663e-07,2.4319865588040557e-07,0.0,0.0,7.124380658751761e-07,7.12470352937089e-07,7.124380658751761e-07,7.12470352937089e-07,7.124380658751761e-07,7.12470352937089e-07,7.124380658751761e-07,7.12470352937089e-07,4.676829519212333e-07,4.677051776980079e-07,2.4318862301697663e-07,2.4319865588040557e-07,5.066394805908203e-06,5.066394805908203e-06,1.3529800613198972e-09,5.683685966317853e-09,0.9999997615814209,0.9999998807907104,7.124380090317572e-07,7.124702960936702e-07,7.124380090317572e-07,7.124702960936702e-07,7.124382364054327e-07,7.124705234673456e-07,7.124380090317572e-07,7.124702960936702e-07,2.0534686147669068e-13,2.0534686147669068e-13,0.0,0.0,5.066394805908203e-06,5.066394805908203e-06,2.0160859093287797e-10,4.0321718186575595e-10,9.993284766096622e-05,9.993318963097408e-05,9.8115409130628e-09,9.868190709028113e-09,4.6691633315276704e-07,4.6691772581652913e-07,2.4270113385682635e-07,2.427028675811016e-07,0.0,0.0,7.111808031368128e-07,7.111839295248501e-07,7.111808031368128e-07,7.111839295248501e-07,7.111808031368128e-07,7.111839295248501e-07,7.111808031368128e-07,7.111839295248501e-07,4.6691633315276704e-07,4.6691772581652913e-07,2.4270113385682635e-07,2.427028675811016e-07,5.066394805908203e-06,5.066394805908203e-06,6.037733646380161e-10,6.195433610578505e-10,0.9999998807907104,0.9999998807907104,7.111807462933939e-07,7.111838726814312e-07,7.111807462933939e-07,7.111838726814312e-07,7.111809736670693e-07,7.111841000551067e-07,7.111807462933939e-07,7.111838726814312e-07,2.0534686147669068e-13,2.0534686147669068e-13,0.0,0.0,5.066394805908203e-06,5.066394805908203e-06
