case_id,stage,prefit_kind,seed,hidden_layers,neurons,Delta,alpha_mode,top_u_mode,displacement_mse,displacement_rel_rmse,strain_mse,strain_rel_rmse,u_corr,v_corr,strain_corr,He_current_corr,mechanics_energy_log10,elastic_energy,fracture_energy,standard_energy_ratio_vs_exact,pinn_mechanics_energy_ratio_vs_exact,free_residual_L2,reaction_N,reaction_ratio,reaction_sign_match,boundary_residual_abs_max,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current,max_He_current_x,max_He_current_y,classification
prefit_disp_global,prefit_end,disp_global,2,8,400,1e-06,zero_fixed,free,1.459992839397407e-16,0.01977395825088024,9.826489844044772e-09,1.1590726375579834,0.9988618660643903,0.9994247454981122,0.634741505471522,0.07393151100870121,-10.113814353942871,7.694586634521272e-11,0.0,2.045624326081702,2.0925167785646495,0.0001106898917553373,0.04894129356214469,1.009810533673964,True,0.0,5.100997077533975e-05,1.4845523082840368e-06,1.959217570401961e-06,0.02910317896127336,0.038408521718838635,0.00031188465072773397,0.0006947676271518835,0.00508278545659319,notch-amplified
prefit_disp_strain_global,prefit_end,disp_strain_global,2,8,400,1e-06,zero_fixed,free,5.4455284004923873e-14,0.3818899691104889,3.4501472789827403e-09,0.6868000030517578,0.9170912742656763,0.7890217062335048,0.7825361279017198,0.2563174710837941,-10.144948959350586,7.162276327576933e-11,0.0,1.9611950022562719,1.9477557393102667,2.8474285948691018e-05,0.10481300731730013,2.1626171102457836,True,0.0,4.02160685553099e-06,8.881945916527903e-07,1.9339888694958063e-06,0.22085564888851328,0.4808995356758843,5.575117938860785e-06,0.0006947676271518835,0.00508278545659319,other
