candidate_id,top_u_mode,displacement_mse,displacement_rel_rmse,strain_mse,strain_rel_rmse,u_corr,v_corr,strain_corr,He_current_corr,standard_energy,standard_energy_ratio,pinn_mechanics_energy,pinn_mechanics_energy_ratio,free_residual_L2,free_residual_max_abs,reaction_N,reaction_exact_N,reaction_ratio,reaction_sign_match,boundary_residual_abs_max,bottom_u_abs_max,bottom_v_abs_max,top_v_minus_delta_abs_max,accepted_target,rejection_reason,threshold_energy_ratio_max,threshold_displacement_rel_rmse_max,threshold_strain_rel_rmse_max,threshold_free_residual_l2_max,threshold_boundary_residual_abs_max
rejected_old_FE_DOF_RPROP_free_log10_e300,free,1.2544181220179256e-06,1832.902581161938,0.06591104590867627,3001.860978848485,0.02946480682213166,-0.11255412818926248,0.029639442158828404,0.20084873839771597,0.0002884617688524471,11903720.214487167,0.0003972291888203472,10802507.428642381,0.03791821565707275,0.009030597332378446,-201.55319141665106,0.04846581802239973,-4158.666863386027,False,2.5247572468697606e-15,0.0,0.0,2.5247572468697606e-15,False,standard_energy_ratio>10.0; pinn_mechanics_energy_ratio>10.0; displacement_rel_rmse>0.1; strain_rel_rmse>0.2; reaction_sign_mismatch; free_residual_L2>1e-06,10.0,0.1,0.2,1e-06,1e-10
