target_id,accepted_target,mesh,E,nu,Delta,l0,top_u_mode,standard_energy,pinn_mechanics_energy,reaction_top_v_N,reaction_bottom_v_N,free_residual_L2,bottom_u_abs_max,bottom_v_abs_max,top_v_minus_delta_abs_max,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current,max_He_current_x,max_He_current_y,classification
exact_fe_topufree_alpha0_Delta1e-6,True,geo_coarse_with_groups_mm.msh,81.5,0.38,1e-06,0.00015,free,2.4232909011199782e-11,3.67719431293434e-11,0.04846581802239973,-0.048465818022399694,1.7976327004734513e-18,0.0,0.0,0.0,4.646703018806875e-05,9.460634800007021e-07,1.9236681509937625e-06,0.020359886917060196,0.04139856029550387,4.646703018806875e-05,0.005021084355784554,0.00499864349766533,notch-amplified
