case_id,stage,top_u_mode,case,prefit_kind,mechanics_energy_log10,elastic_energy,reaction_N_tm_eff_proxy,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current_x,max_He_current_y,classification
free_random_init_energy_energy_end,energy_end,free,random_init_energy,none,-10.221470832824707,6.005224095773087e-11,0.07815837860107422,8.180444410754717e-07,7.711685725553252e-07,1.1408960745029617e-06,0.9426976504375246,1.3946627068366133,0.003412301652133465,0.00513438880443573,broad/background
free_disp_global_prefit_then_energy_prefit_end,prefit_end,free,disp_global_prefit_then_energy,disp_global,-3.3932716846466064,0.00040432289824821055,-204.7039031982422,70.94203186035156,8.457889556884766,0.986991286277771,0.11922254459153366,0.013912644738180746,0.005044497083872557,0.004957105498760939,target-like
free_disp_global_prefit_then_energy_energy_end,energy_end,free,disp_global_prefit_then_energy,disp_global,-9.908822059631348,1.233610436024435e-10,0.12487852573394775,1.5120140233193524e-05,4.373308456706582e-06,3.502246670450404e-07,0.28923729471144566,0.02316279225216349,0.0011871689930558205,0.006809868849813938,notch-amplified
free_disp_strain_global_prefit_then_energy_prefit_end,prefit_end,free,disp_strain_global_prefit_then_energy,disp_strain_global,-3.4021992683410645,0.00039609638042747974,-201.83006286621094,43.493919372558594,8.007561683654785,0.9977777600288391,0.18410761318298108,0.02294062651567709,0.00011280964827165008,0.0002940627164207399,target-like
free_disp_strain_global_prefit_then_energy_energy_end,energy_end,free,disp_strain_global_prefit_then_energy,disp_strain_global,-10.17363452911377,6.704484883934825e-11,0.0905630812048912,1.4499371445708675e-06,1.1162084092575242e-06,1.1620471696005552e-06,0.7698322740658418,0.8014465826685763,0.007499947212636471,0.007426686584949493,broad/background
free_global_curriculum_curriculum_end,curriculum_end,free,global_curriculum,global_curriculum,-10.202383041381836,6.275038128000787e-11,0.07887294143438339,9.380820529258926e-07,6.927658091626654e-07,1.2094636758774868e-06,0.7384916991023525,1.2892941210261413,0.00988017488270998,0.0002885742287617177,boundary-dominated
