case_id,stage,top_u_mode,case,prefit_kind,displacement_mse,displacement_rel_rmse,strain_mse,strain_rel_rmse,u_corr,v_corr,strain_corr,He_current_corr
free_random_init_energy_energy_end,energy_end,free,random_init_energy,none,1.254336552847235e-06,0.9996676445007324,0.06591197103261948,1.0000064373016357,0.0058664376847445965,-0.1071331575512886,0.01967860944569111,-0.07271640002727509
free_disp_global_prefit_then_energy_prefit_end,prefit_end,free,disp_global_prefit_then_energy,disp_global,5.66188242123733e-11,0.00671628350391984,0.0024401205591857433,0.19240941107273102,0.9999428987503052,0.9999006986618042,0.9816301465034485,0.9261127710342407
free_disp_global_prefit_then_energy_energy_end,energy_end,free,disp_global_prefit_then_energy,disp_global,1.2544478522613645e-06,0.9997119903564453,0.06591611355543137,1.0000379085540771,0.09258653223514557,-0.2184848040342331,-0.041764985769987106,-0.1520649641752243
free_disp_strain_global_prefit_then_energy_prefit_end,prefit_end,free,disp_strain_global_prefit_then_energy,disp_strain_global,3.050381128244517e-11,0.004929758608341217,0.00038743173354305327,0.07666873186826706,0.9999871253967285,0.9999333024024963,0.9970293045043945,0.984393835067749
free_disp_strain_global_prefit_then_energy_energy_end,energy_end,free,disp_strain_global_prefit_then_energy,disp_strain_global,1.2543878256110474e-06,0.9996880888938904,0.06591252237558365,1.00001060962677,0.10081205517053604,-0.12270555645227432,0.003556338604539633,-0.1732041984796524
free_global_curriculum_curriculum_end,curriculum_end,free,global_curriculum,global_curriculum,1.254320181942603e-06,0.9996610879898071,0.06591146439313889,1.0000026226043701,0.08533818274736404,-0.08104902505874634,0.030850861221551895,-0.00903724879026413
