seed,step,Delta,mode,R_energy_exact_N,R_virtual_current_sigma_N,legacy_top_sigma_integral_N,bottom_reaction_N,top_horizontal_work_N,top_vertical_work_N,top_total_work_N,top_edge_count,bottom_horizontal_work_N,bottom_vertical_work_N,bottom_total_work_N,bottom_edge_count,left_horizontal_work_N,left_vertical_work_N,left_total_work_N,left_edge_count,right_horizontal_work_N,right_vertical_work_N,right_total_work_N,right_edge_count,external_boundary_work_total_N
7,14,5.5e-05,no_horizontal_delta_mode,0.15956904098857194,-18.18593978881836,0.7072643097513112,-1.1384542984101476,0.0,0.7072643097513112,0.7072643097513112,19,0.0,0.0,0.0,19,0.0,0.00021668794511643959,0.00021668794511643959,34,0.0,-8.390745568187031e-05,-8.390745568187031e-05,34,0.7073970902407457
7,14,5.5e-05,affine_vertical_mode,0.15790743054822087,0.06978417187929153,0.7072643097513112,-1.1384542984101476,0.0,0.7072643097513112,0.7072643097513112,19,0.0,0.0,0.0,19,0.0,0.0007973233783998955,0.0007973233783998955,34,0.0,-0.0003449553369281481,-0.0003449553369281481,34,0.7077166777927829
7,15,5.7e-05,global_delta_mode,0.11356447066646069,-20.227306365966797,0.7041526593297722,-1.1385741505852125,-0.001984374140438833,0.7041526593297722,0.7021682851893335,19,0.0,0.0,0.0,19,-0.001419882619274147,-0.0016454484421946467,-0.0030653310614687937,34,0.4727026048699603,-0.005214236509604208,0.46748836836035607,34,1.1665913224882207
7,15,5.7e-05,pure_top_vertical_mode,0.11406137491576374,-0.0037524006329476833,0.7041526593297722,-1.1385741505852125,0.0,0.7041526593297722,0.7041526593297722,19,0.0,0.0,0.0,19,0.0,-0.0007519638982430484,-0.0007519638982430484,34,0.0,-0.005899194967861802,-0.005899194967861802,34,0.6975015004636673
7,15,5.7e-05,no_horizontal_delta_mode,0.11315415031276643,-20.83873748779297,0.7041526593297722,-1.1385741505852125,0.0,0.7041526593297722,0.7041526593297722,19,0.0,0.0,0.0,19,0.0,-0.0016454484421946467,-0.0016454484421946467,34,0.0,-0.005214236509604208,-0.005214236509604208,34,0.6972929743779734
7,15,5.7e-05,affine_vertical_mode,0.11406137491576374,-0.0037524006329476833,0.7041526593297722,-1.1385741505852125,0.0,0.7041526593297722,0.7041526593297722,19,0.0,0.0,0.0,19,0.0,-0.0007519638982430484,-0.0007519638982430484,34,0.0,-0.005899194967861802,-0.005899194967861802,34,0.6975015004636673
7,16,5.9e-05,global_delta_mode,0.07449212716892362,-23.434062957763672,0.688694490752876,-1.138462204576597,-0.0020647391558610197,0.688694490752876,0.6866297515970149,19,0.0,0.0,0.0,19,-0.0013373732829358846,-0.0021524830278618497,-0.0034898563107977343,34,0.5212302892575941,-0.014843700640440953,0.5063865886171529,34,1.1895264839033701
7,16,5.9e-05,pure_top_vertical_mode,0.08072529453784227,-0.0936281755566597,0.688694490752876,-1.138462204576597,0.0,0.688694490752876,0.688694490752876,19,0.0,0.0,0.0,19,0.0,-0.0005926801003125536,-0.0005926801003125536,34,0.0,-0.014713393838838082,-0.014713393838838082,34,0.6733884168137254
7,16,5.9e-05,no_horizontal_delta_mode,0.07430797268170863,-24.083648681640625,0.688694490752876,-1.138462204576597,0.0,0.688694490752876,0.688694490752876,19,0.0,0.0,0.0,19,0.0,-0.0021524830278618497,-0.0021524830278618497,34,0.0,-0.014843700640440953,-0.014843700640440953,34,0.6716983070845732
7,16,5.9e-05,affine_vertical_mode,0.08072529453784227,-0.0936281755566597,0.688694490752876,-1.138462204576597,0.0,0.688694490752876,0.688694490752876,19,0.0,0.0,0.0,19,0.0,-0.0005926801003125536,-0.0005926801003125536,34,0.0,-0.014713393838838082,-0.014713393838838082,34,0.6733884168137254
7,17,6.1e-05,global_delta_mode,0.03537354859872721,-26.8477725982666,0.6926931438529224,-1.1422028621878149,-0.0014661186301910241,0.6926931438529224,0.6912270252227313,19,0.0,0.0,0.0,19,-0.0015289177300375247,-0.004527449194808935,-0.006056366924846459,34,0.5280857220970767,-0.020036001196313206,0.5080497209007634,34,1.1932203791986482
7,17,6.1e-05,pure_top_vertical_mode,0.03117746382486075,-0.17112693190574646,0.6926931438529224,-1.1422028621878149,0.0,0.6926931438529224,0.6926931438529224,19,0.0,0.0,0.0,19,0.0,-0.0021344677628539316,-0.0021344677628539316,34,0.0,-0.01885679582186913,-0.01885679582186913,34,0.6717018802681992
7,17,6.1e-05,no_horizontal_delta_mode,0.035187658795621246,-27.50863265991211,0.6926931438529224,-1.1422028621878149,0.0,0.6926931438529224,0.6926931438529224,19,0.0,0.0,0.0,19,0.0,-0.004527449194808935,-0.004527449194808935,34,0.0,-0.020036001196313206,-0.020036001196313206,34,0.6681296934618002
7,17,6.1e-05,affine_vertical_mode,0.03117746382486075,-0.17112693190574646,0.6926931438529224,-1.1422028621878149,0.0,0.6926931438529224,0.6926931438529224,19,0.0,0.0,0.0,19,0.0,-0.0021344677628539316,-0.0021344677628539316,34,0.0,-0.01885679582186913,-0.01885679582186913,34,0.6717018802681992
7,18,6.3e-05,global_delta_mode,0.03455582555034198,-30.13135528564453,0.6808268873507809,-1.142288097458381,-0.0008278499694688132,0.6808268873507809,0.6799990373813121,19,0.0,0.0,0.0,19,-0.0014060467963713527,-0.0011583422551574084,-0.002564389051528761,34,0.551365258353647,-0.03234150253364835,0.5190237558199985,34,1.1964584041497819
7,18,6.3e-05,pure_top_vertical_mode,0.030982235330156982,-0.24663089215755463,0.6808268873507809,-1.142288097458381,0.0,0.6808268873507809,0.6808268873507809,19,0.0,0.0,0.0,19,0.0,-0.00133757759986711,-0.00133757759986711,34,0.0,-0.03214231150824533,-0.03214231150824533,34,0.6473469982426685
7,18,6.3e-05,no_horizontal_delta_mode,0.03423569069127552,-30.8289852142334,0.6808268873507809,-1.142288097458381,0.0,0.6808268873507809,0.6808268873507809,19,0.0,0.0,0.0,19,0.0,-0.0011583422551574084,-0.0011583422551574084,34,0.0,-0.03234150253364835,-0.03234150253364835,34,0.6473270425619752
7,18,6.3e-05,affine_vertical_mode,0.030982235330156982,-0.24663089215755463,0.6808268873507809,-1.142288097458381,0.0,0.6808268873507809,0.6808268873507809,19,0.0,0.0,0.0,19,0.0,-0.00133757759986711,-0.00133757759986711,34,0.0,-0.03214231150824533,-0.03214231150824533,34,0.6473469982426685
7,19,6.5e-05,global_delta_mode,0.037712903576903045,-34.48311996459961,0.7012078391452883,-1.1359143628219817,-0.0021274189998491374,0.7012078391452883,0.6990804201454391,19,0.0,0.0,0.0,19,-0.0014745727066944412,-0.001029978081603769,-0.00250455078829821,34,0.5613654160658983,-0.034730757201670605,0.5266346588642276,34,1.2232105282213683
7,19,6.5e-05,pure_top_vertical_mode,0.040551210986450315,-0.33763545751571655,0.7012078391452883,-1.1359143628219817,0.0,0.7012078391452883,0.7012078391452883,19,0.0,0.0,0.0,19,0.0,-0.0005043052833394022,-0.0005043052833394022,34,0.0,-0.03512141798470024,-0.03512141798470024,34,0.6655821158772486
7,19,6.5e-05,no_horizontal_delta_mode,0.03760660911211744,-35.18888473510742,0.7012078391452883,-1.1359143628219817,0.0,0.7012078391452883,0.7012078391452883,19,0.0,0.0,0.0,19,0.0,-0.001029978081603769,-0.001029978081603769,34,0.0,-0.034730757201670605,-0.034730757201670605,34,0.6654471038620139
7,19,6.5e-05,affine_vertical_mode,0.040551210986450315,-0.33763545751571655,0.7012078391452883,-1.1359143628219817,0.0,0.7012078391452883,0.7012078391452883,19,0.0,0.0,0.0,19,0.0,-0.0005043052833394022,-0.0005043052833394022,34,0.0,-0.03512141798470024,-0.03512141798470024,34,0.6655821158772486
7,20,6.7e-05,global_delta_mode,0.02155911897716578,-38.2750129699707,0.7002755366573624,-1.1233416716392621,-0.0016064037509356832,0.7002755366573624,0.6986691329064265,19,0.0,0.0,0.0,19,-0.0015123088801876478,0.0017721425342249486,0.00025983365403730045,34,0.5927325026522255,-0.02994542017091541,0.5627870824813103,34,1.261716049041774
7,20,6.7e-05,pure_top_vertical_mode,0.02055340155493468,-0.4161391258239746,0.7002755366573624,-1.1233416716392621,0.0,0.7002755366573624,0.7002755366573624,19,0.0,0.0,0.0,19,0.0,0.0020226348097105956,0.0020226348097105956,34,0.0,-0.02988771294307798,-0.02988771294307798,34,0.672410458523995
7,20,6.7e-05,no_horizontal_delta_mode,0.02152596425730735,-39.000789642333984,0.7002755366573624,-1.1233416716392621,0.0,0.7002755366573624,0.7002755366573624,19,0.0,0.0,0.0,19,0.0,0.0017721425342249486,0.0017721425342249486,34,0.0,-0.02994542017091541,-0.02994542017091541,34,0.672102259020672
