seed,step,Delta,mode,R_energy_exact_N,R_virtual_current_sigma_N,R_energy_minus_virtual_current_sigma_N,relative_error_current_sigma,legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,alpha0p8_through_crack
7,7,3.5e-05,global_delta_mode,1.731373369693756,-0.7361004948616028,2.467473864555359,1.425154104681536,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,False
7,7,3.5e-05,pure_top_vertical_mode,1.7339292680844665,0.8118559122085571,0.9220733558759093,0.5317825662488278,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,False
7,7,3.5e-05,no_horizontal_delta_mode,1.7327098175883293,-1.0477747917175293,2.7804846093058586,1.604702980892596,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,False
7,7,3.5e-05,affine_vertical_mode,1.7339292680844665,0.8118559122085571,0.9220733558759093,0.5317825662488278,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,False
7,8,4e-05,global_delta_mode,1.4293115818873048,-2.946578025817871,4.375889607705176,3.0615365209082848,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,False
7,8,4e-05,pure_top_vertical_mode,1.4158511767163873,0.6743832230567932,0.7414679536595941,0.5236906009988925,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,False
7,8,4e-05,no_horizontal_delta_mode,1.4245869824662805,-3.3426284790039062,4.767215461470187,3.3463842644533117,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,False
7,8,4e-05,affine_vertical_mode,1.4158511767163873,0.6743832230567932,0.7414679536595941,0.5236906009988925,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,False
7,9,4.5e-05,global_delta_mode,1.007041078992188,-6.195499420166016,7.202540499158204,7.152181424779869,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,False
7,9,4.5e-05,pure_top_vertical_mode,1.0007661767303944,0.49448588490486145,0.5062802918255329,0.505892688619436,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,False
7,9,4.5e-05,no_horizontal_delta_mode,1.006979844532907,-6.652451515197754,7.659431359730661,7.606340287062577,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,False
7,9,4.5e-05,affine_vertical_mode,1.0007661767303944,0.49448588490486145,0.5062802918255329,0.505892688619436,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,False
7,10,4.7e-05,global_delta_mode,0.8521633571945131,-7.978897571563721,8.831060928758234,10.363108028760822,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,False
7,10,4.7e-05,pure_top_vertical_mode,0.852032273542136,0.4194491505622864,0.4325831229798496,0.5077074383362039,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,False
7,10,4.7e-05,no_horizontal_delta_mode,0.851816963404417,-8.442855834960938,9.294672798365355,10.9115845277579,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,False
7,10,4.7e-05,affine_vertical_mode,0.852032273542136,0.4194491505622864,0.4325831229798496,0.5077074383362039,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,False
7,11,4.9e-05,global_delta_mode,0.6778757669962943,-10.017044067382812,10.694919834379107,15.777108955773562,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,False
7,11,4.9e-05,pure_top_vertical_mode,0.6787515012547374,0.3347858190536499,0.3439656822010875,0.5067623151701821,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,False
7,11,4.9e-05,no_horizontal_delta_mode,0.6777190137654543,-10.502492904663086,11.18021191842854,16.496824924994357,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,False
7,11,4.9e-05,affine_vertical_mode,0.6787515012547374,0.3347858190536499,0.3439656822010875,0.5067623151701821,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,False
7,12,5.1e-05,global_delta_mode,0.4787435755133629,-12.233088493347168,12.71183206886053,26.552485963345763,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,False
7,12,5.1e-05,pure_top_vertical_mode,0.4768128856085241,0.24686530232429504,0.22994758328422904,0.48225958279370423,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,False
7,12,5.1e-05,no_horizontal_delta_mode,0.4784845805261284,-12.750816345214844,13.229300925740972,27.648332807703852,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,False
7,12,5.1e-05,affine_vertical_mode,0.4768128856085241,0.24686530232429504,0.22994758328422904,0.48225958279370423,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,False
7,13,5.3e-05,global_delta_mode,0.2679606550373137,-14.832749366760254,15.100710021797568,56.354206253506824,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,False
7,13,5.3e-05,pure_top_vertical_mode,0.2537444233894348,0.15510320663452148,0.09864121675491333,0.38874240244296326,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,False
7,13,5.3e-05,no_horizontal_delta_mode,0.2677489828784019,-15.38858413696289,15.656333119841293,58.473921923175375,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,False
7,13,5.3e-05,affine_vertical_mode,0.2537444233894348,0.15510320663452148,0.09864121675491333,0.38874240244296326,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,False
7,14,5.5e-05,global_delta_mode,0.15983432240318507,-17.60835075378418,17.768185076187365,111.16626772669505,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,True
7,14,5.5e-05,pure_top_vertical_mode,0.15790743054822087,0.06978417187929153,0.08812325866892934,0.5580691064567652,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,True
7,14,5.5e-05,no_horizontal_delta_mode,0.15956904098857194,-18.18593978881836,18.34550882980693,114.96909874341355,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,True
7,14,5.5e-05,affine_vertical_mode,0.15790743054822087,0.06978417187929153,0.08812325866892934,0.5580691064567652,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,True
7,15,5.7e-05,global_delta_mode,0.11356447066646069,-20.227306365966797,20.340870836633258,179.11298064668904,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,True
7,15,5.7e-05,pure_top_vertical_mode,0.11406137491576374,-0.0037524006329476833,0.11781377554871142,1.0328980834723314,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,True
7,15,5.7e-05,no_horizontal_delta_mode,0.11315415031276643,-20.83873748779297,20.951891638105735,185.1623787567063,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,True
7,15,5.7e-05,affine_vertical_mode,0.11406137491576374,-0.0037524006329476833,0.11781377554871142,1.0328980834723314,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,True
7,16,5.9e-05,global_delta_mode,0.07449212716892362,-23.434062957763672,23.508555084932595,315.58442453419184,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,True
7,16,5.9e-05,pure_top_vertical_mode,0.08072529453784227,-0.0936281755566597,0.17435347009450197,2.1598369023326245,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,True
7,16,5.9e-05,no_horizontal_delta_mode,0.07430797268170863,-24.083648681640625,24.157956654322334,325.10585045565324,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,True
7,16,5.9e-05,affine_vertical_mode,0.08072529453784227,-0.0936281755566597,0.17435347009450197,2.1598369023326245,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,True
7,17,6.1e-05,global_delta_mode,0.03537354859872721,-26.8477725982666,26.88314614686533,759.9787754354004,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,True
7,17,6.1e-05,pure_top_vertical_mode,0.03117746382486075,-0.17112693190574646,0.2023043957306072,6.488802195940348,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,True
7,17,6.1e-05,no_horizontal_delta_mode,0.035187658795621246,-27.50863265991211,27.54382031870773,782.7693362235082,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,True
7,17,6.1e-05,affine_vertical_mode,0.03117746382486075,-0.17112693190574646,0.2023043957306072,6.488802195940348,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,True
7,18,6.3e-05,global_delta_mode,0.03455582555034198,-30.13135528564453,30.165911111194873,872.9616679899098,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,True
7,18,6.3e-05,pure_top_vertical_mode,0.030982235330156982,-0.24663089215755463,0.2776131274877116,8.96039696714501,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,True
7,18,6.3e-05,no_horizontal_delta_mode,0.03423569069127552,-30.8289852142334,30.863220904924674,901.4925734444063,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,True
7,18,6.3e-05,affine_vertical_mode,0.030982235330156982,-0.24663089215755463,0.2776131274877116,8.96039696714501,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,True
7,19,6.5e-05,global_delta_mode,0.037712903576903045,-34.48311996459961,34.52083286817651,915.3586596105665,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,True
7,19,6.5e-05,pure_top_vertical_mode,0.040551210986450315,-0.33763545751571655,0.37818666850216687,9.326149806686002,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,True
7,19,6.5e-05,no_horizontal_delta_mode,0.03760660911211744,-35.18888473510742,35.22649134421954,936.7101202663074,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,True
7,19,6.5e-05,affine_vertical_mode,0.040551210986450315,-0.33763545751571655,0.37818666850216687,9.326149806686002,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,True
7,20,6.7e-05,global_delta_mode,0.02155911897716578,-38.2750129699707,38.29657208894787,1776.3514422602086,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,True
7,20,6.7e-05,pure_top_vertical_mode,0.02055340155493468,-0.4161391258239746,0.4366925273789093,21.24672775996358,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,True
7,20,6.7e-05,no_horizontal_delta_mode,0.02152596425730735,-39.000789642333984,39.02231560659129,1812.8022113269333,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,True
7,20,6.7e-05,affine_vertical_mode,0.02055340155493468,-0.4161391258239746,0.4366925273789093,21.24672775996358,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,True
7,21,6.9e-05,global_delta_mode,0.01816071744542569,-42.15223693847656,42.17039765592199,2322.0667235557835,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,True
7,21,6.9e-05,pure_top_vertical_mode,0.020753499484271742,-0.4769863486289978,0.49773984811326955,23.983417760001725,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,True
7,21,6.9e-05,no_horizontal_delta_mode,0.01809862988011446,-42.879398345947266,42.89749697582738,2370.206875325973,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,True
7,21,6.9e-05,affine_vertical_mode,0.020753499484271742,-0.4769863486289978,0.49773984811326955,23.983417760001725,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,True
7,22,7.1e-05,global_delta_mode,0.012927604075230192,-46.20829391479492,46.22122151887015,3575.3896274895874,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,True
7,22,7.1e-05,pure_top_vertical_mode,0.011290845577605069,-0.5584091544151306,0.5696999999927357,50.45680556668957,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,True
7,22,7.1e-05,no_horizontal_delta_mode,0.012903268725494854,-46.9698486328125,46.982751901537995,3641.1511610780744,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,True
7,22,7.1e-05,affine_vertical_mode,0.011290845577605069,-0.5584091544151306,0.5696999999927357,50.45680556668957,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,True
7,23,7.3e-05,global_delta_mode,0.012206155588501133,-51.19339370727539,51.20559986286389,4195.0636702601405,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,True
7,23,7.3e-05,pure_top_vertical_mode,0.011325197192491032,-0.6445832252502441,0.6559084224427352,57.91585005492208,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,True
7,23,7.3e-05,no_horizontal_delta_mode,0.012167593013145961,-51.98162841796875,51.993796010981896,4273.137337418124,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,True
7,23,7.3e-05,affine_vertical_mode,0.011325197192491032,-0.6445832252502441,0.6559084224427352,57.91585005492208,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,True
7,24,7.5e-05,global_delta_mode,0.010817901966220234,-55.645851135253906,55.65666903722013,5144.867203549499,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,True
7,24,7.5e-05,pure_top_vertical_mode,0.011537393220351078,-0.7184040546417236,0.7299414478620747,63.267449927468355,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,True
7,24,7.5e-05,no_horizontal_delta_mode,0.010718691555666737,-56.469200134277344,56.47991882583301,5269.292294913862,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,True
7,24,7.5e-05,affine_vertical_mode,0.011537393220351078,-0.7184040546417236,0.7299414478620747,63.267449927468355,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,True
7,25,7.7e-05,global_delta_mode,0.0076982360042165965,-59.8638916015625,59.87158983756672,7777.312855149274,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,True
7,25,7.7e-05,pure_top_vertical_mode,0.007678627298446372,-0.7883875370025635,0.7960661643010098,103.67297869269929,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,True
7,25,7.7e-05,no_horizontal_delta_mode,0.00761295814299956,-60.709774017333984,60.717386975476984,7975.531434033854,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,True
7,25,7.7e-05,affine_vertical_mode,0.007678627298446372,-0.7883875370025635,0.7960661643010098,103.67297869269929,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,True
7,26,8e-05,global_delta_mode,0.010056619430542924,-65.39946746826172,65.40952408769226,6504.126415387384,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,True
7,26,8e-05,pure_top_vertical_mode,0.011456359061412513,-0.8755298256874084,0.886986184748821,77.42304339398558,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,True
7,26,8e-05,no_horizontal_delta_mode,0.010007433957071044,-66.24910736083984,66.25911479479691,6620.989464335122,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,True
7,26,8e-05,affine_vertical_mode,0.011456359061412513,-0.8755298256874084,0.886986184748821,77.42304339398558,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,True
7,27,8.3e-05,global_delta_mode,0.014326344171422534,-72.81060028076172,72.82492662493314,5083.287526360048,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,True
7,27,8.3e-05,pure_top_vertical_mode,0.020261059034965,-0.9875985383987427,1.0078595974337077,49.74367804241722,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,True
7,27,8.3e-05,no_horizontal_delta_mode,0.014268471204559319,-73.70185089111328,73.71611936231784,5166.364238010498,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,True
7,27,8.3e-05,affine_vertical_mode,0.020261059034965,-0.9875985383987427,1.0078595974337077,49.74367804241722,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,True
7,28,8.6e-05,global_delta_mode,0.009630443855712656,-79.64875793457031,79.65838837842603,8271.517862717583,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,True
7,28,8.6e-05,pure_top_vertical_mode,0.009872953341982793,-1.112078309059143,1.1219512624011259,113.63887010690597,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,True
7,28,8.6e-05,no_horizontal_delta_mode,0.009551000403007492,-80.67684936523438,80.68640036563738,8447.952775735434,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,True
7,28,8.6e-05,affine_vertical_mode,0.009872953341982793,-1.112078309059143,1.1219512624011259,113.63887010690597,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,True
7,29,8.9e-05,global_delta_mode,0.010214579560852144,-86.55278778076172,86.56300236032257,8474.455736982005,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,True
7,29,8.9e-05,pure_top_vertical_mode,0.012892280210508034,-1.227021336555481,1.239913616765989,96.17488888857535,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,True
7,29,8.9e-05,no_horizontal_delta_mode,0.010088611816172488,-87.66244506835938,87.67253368017555,8690.247506563055,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,True
7,29,8.9e-05,affine_vertical_mode,0.012892280210508034,-1.227021336555481,1.239913616765989,96.17488888857535,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,True
7,30,9.2e-05,global_delta_mode,0.005637236881739227,-92.50069427490234,92.50633151178408,16409.871263604517,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,True
7,30,9.2e-05,pure_top_vertical_mode,0.003014065896422835,-1.3128023147583008,1.3158163806547236,436.55859754637936,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,True
7,30,9.2e-05,no_horizontal_delta_mode,0.0055390109992004,-93.62309265136719,93.62863166236639,16903.49264081303,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,True
7,30,9.2e-05,affine_vertical_mode,0.003014065896422835,-1.3128023147583008,1.3158163806547236,436.55859754637936,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,True
7,31,9.5e-05,global_delta_mode,0.0075711191129812505,-99.8919906616211,99.89956178073408,13194.821041640831,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,True
7,31,9.5e-05,pure_top_vertical_mode,0.009195879101753235,-1.423317790031433,1.4325136691331863,155.77778407940045,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,True
7,31,9.5e-05,no_horizontal_delta_mode,0.007551618182333186,-101.01824951171875,101.02580112990108,13378.03351422723,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,True
7,31,9.5e-05,affine_vertical_mode,0.009195879101753235,-1.423317790031433,1.4325136691331863,155.77778407940045,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,True
7,32,9.8e-05,global_delta_mode,0.005487802354764426,-106.64231872558594,106.6478065279407,19433.609236191005,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,True
7,32,9.8e-05,pure_top_vertical_mode,0.0009839013728196733,-1.5328701734542847,1.5338540748271043,1558.9510465173676,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,True
7,32,9.8e-05,no_horizontal_delta_mode,0.005378403329814319,-107.77586364746094,107.78124205079075,20039.6354533924,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,True
7,32,9.8e-05,affine_vertical_mode,0.0009839013728196733,-1.5328701734542847,1.5338540748271043,1558.9510465173676,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,True
7,33,0.0001,global_delta_mode,0.00784211079007946,-110.92320251464844,110.93104462543852,14145.559479441443,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,True
7,33,0.0001,pure_top_vertical_mode,0.006906462658662349,-1.59770667552948,1.6046131381881423,232.33501974785534,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,True
7,33,0.0001,no_horizontal_delta_mode,0.007640373951289803,-112.04527282714844,112.05291320109973,14665.89383130699,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,True
7,33,0.0001,affine_vertical_mode,0.006906462658662349,-1.59770667552948,1.6046131381881423,232.33501974785534,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,True
13,0,1e-06,global_delta_mode,0.07881042984081432,0.05400784686207771,0.02480258297873661,0.3147119363367798,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,False
13,0,1e-06,pure_top_vertical_mode,0.07914187881397083,0.04566327854990959,0.03347860026406124,0.42302003396653376,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,False
13,0,1e-06,no_horizontal_delta_mode,0.07907843973953277,0.04592730104923248,0.033151138690300286,0.419218421601298,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,False
13,0,1e-06,affine_vertical_mode,0.07914187881397083,0.04566327854990959,0.03347860026406124,0.42302003396653376,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,False
13,1,5e-06,global_delta_mode,0.4279795102775097,0.26951515674591064,0.15846435353159904,0.370261542261329,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,False
13,1,5e-06,pure_top_vertical_mode,0.4294317914173007,0.23468516767024994,0.19474662374705076,0.4534983847011121,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,False
13,1,5e-06,no_horizontal_delta_mode,0.42912823846563697,0.2383408546447754,0.19078738382086158,0.4445929368410444,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,False
