seed,step,Delta,mode,R_energy_exact_N,R_virtual_current_sigma_N,R_energy_minus_virtual_current_sigma_N,relative_error_current_sigma,legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,alpha0p8_through_crack
13,1,5e-06,affine_vertical_mode,0.4294317914173007,0.23468516767024994,0.19474662374705076,0.4534983847011121,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,False
13,2,1e-05,global_delta_mode,0.8477876544930041,0.5285027027130127,0.3192849517799914,0.3766095791651164,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,False
13,2,1e-05,pure_top_vertical_mode,0.8498975657857955,0.45592689514160156,0.3939706706441939,0.4635507695329587,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,False
13,2,1e-05,no_horizontal_delta_mode,0.8490392356179655,0.46379727125167847,0.385241964366287,0.45373870629888163,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,False
13,2,1e-05,affine_vertical_mode,0.8498975657857955,0.45592689514160156,0.3939706706441939,0.4635507695329587,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,False
13,3,1.5e-05,global_delta_mode,1.2407952453941107,0.7649355530738831,0.4758596923202276,0.3835118599032683,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,False
13,3,1.5e-05,pure_top_vertical_mode,1.2413044460117817,0.6495308876037598,0.5917735584080219,0.47673522825874515,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,False
13,3,1.5e-05,no_horizontal_delta_mode,1.240738551132381,0.6610267162322998,0.5797118349000812,0.4672312586491307,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,False
13,3,1.5e-05,affine_vertical_mode,1.2413044460117817,0.6495308876037598,0.5917735584080219,0.47673522825874515,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,False
13,4,2e-05,global_delta_mode,1.583916717208922,0.9546114802360535,0.6293052369728684,0.39730954925571493,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,False
13,4,2e-05,pure_top_vertical_mode,1.5896924305707216,0.7979609370231628,0.7917314935475588,0.4980406764994888,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,False
13,4,2e-05,no_horizontal_delta_mode,1.5875686658546329,0.8059827089309692,0.7815859569236636,0.49231631597044273,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,False
13,4,2e-05,affine_vertical_mode,1.5896924305707216,0.7979609370231628,0.7917314935475588,0.4980406764994888,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,False
13,5,2.5e-05,global_delta_mode,1.7816273029893637,0.9285788536071777,0.8530484493821859,0.47880297296234164,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,False
13,5,2.5e-05,pure_top_vertical_mode,1.7903628759086132,0.8727042078971863,0.9176586680114269,0.5125545666521448,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,False
13,5,2.5e-05,no_horizontal_delta_mode,1.7856259364634752,0.7457670569419861,1.0398588795214891,0.5823497846256555,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,False
13,5,2.5e-05,affine_vertical_mode,1.7903628759086132,0.8727042078971863,0.9176586680114269,0.5125545666521448,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,False
13,6,3e-05,global_delta_mode,1.8477900885045528,0.4874040484428406,1.3603860400617123,0.7362232585426927,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,False
13,6,3e-05,pure_top_vertical_mode,1.8610515398904681,0.877091646194458,0.9839598936960101,0.5287117914820999,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,False
13,6,3e-05,no_horizontal_delta_mode,1.850648084655404,0.24846547842025757,1.6021826062351465,0.8657413689396692,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,False
13,6,3e-05,affine_vertical_mode,1.8610515398904681,0.877091646194458,0.9839598936960101,0.5287117914820999,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,False
13,7,3.5e-05,global_delta_mode,1.738204387947917,-0.6807290315628052,2.418933419510722,1.3916277258777707,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,False
13,7,3.5e-05,pure_top_vertical_mode,1.7434300389140844,0.8095990419387817,0.9338309969753027,0.5356286034608823,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,False
13,7,3.5e-05,no_horizontal_delta_mode,1.7341532511636615,-0.9787541627883911,2.7129074139520526,1.5643988858145161,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,False
13,7,3.5e-05,affine_vertical_mode,1.7434300389140844,0.8095990419387817,0.9338309969753027,0.5356286034608823,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,False
13,8,4e-05,global_delta_mode,1.4651683159172535,-2.7262320518493652,4.191400367766619,2.8606954724806726,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,False
13,8,4e-05,pure_top_vertical_mode,1.4601084403693676,0.6759222745895386,0.784186165779829,0.5370739214283641,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,False
13,8,4e-05,no_horizontal_delta_mode,1.4624627074226737,-3.08666729927063,4.549130006693304,3.1105955615855145,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,False
13,8,4e-05,affine_vertical_mode,1.4601084403693676,0.6759222745895386,0.784186165779829,0.5370739214283641,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,False
13,9,4.5e-05,global_delta_mode,0.9582097991369665,-6.1835222244262695,7.141732023563236,7.4532028685112595,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,False
13,9,4.5e-05,pure_top_vertical_mode,0.9614931768737733,0.4924592077732086,0.4690339691005647,0.48781830218036004,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,False
13,9,4.5e-05,no_horizontal_delta_mode,0.9578968747518957,-6.558557510375977,7.516454385127872,7.846830471259972,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,False
13,9,4.5e-05,affine_vertical_mode,0.9614931768737733,0.4924592077732086,0.4690339691005647,0.48781830218036004,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,False
13,10,4.7e-05,global_delta_mode,0.7826319779269397,-7.862860202789307,8.645492180716246,11.046689152181973,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,False
13,10,4.7e-05,pure_top_vertical_mode,0.7826051441952586,0.4162515699863434,0.36635357420891523,0.4681205802520392,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,False
13,10,4.7e-05,no_horizontal_delta_mode,0.7821065373718739,-8.245173454284668,9.027279991656542,11.542263822510764,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,False
13,10,4.7e-05,affine_vertical_mode,0.7826051441952586,0.4162515699863434,0.36635357420891523,0.4681205802520392,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,False
13,11,4.9e-05,global_delta_mode,0.593646545894444,-9.630377769470215,10.224024315364659,17.222410180051124,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,False
13,11,4.9e-05,pure_top_vertical_mode,0.5897029768675566,0.3421972692012787,0.24750570766627789,0.41971249489192597,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,False
13,11,4.9e-05,no_horizontal_delta_mode,0.593273201957345,-10.025758743286133,10.619031945243478,17.89905883193248,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,False
13,11,4.9e-05,affine_vertical_mode,0.5897029768675566,0.3421972692012787,0.24750570766627789,0.41971249489192597,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,False
13,12,5.1e-05,global_delta_mode,0.40310126496478915,-11.985645294189453,12.388746559154242,30.733583930172976,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,False
13,12,5.1e-05,pure_top_vertical_mode,0.3962339542340487,0.2619823217391968,0.13425163249485195,0.3388191018469653,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,False
13,12,5.1e-05,no_horizontal_delta_mode,0.40279101813212037,-12.374349594116211,12.777140612248331,31.721513234084263,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,False
13,12,5.1e-05,affine_vertical_mode,0.3962339542340487,0.2619823217391968,0.13425163249485195,0.3388191018469653,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,False
13,13,5.3e-05,global_delta_mode,0.2251024270663038,-14.42204475402832,14.647147181094624,65.0688105498761,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,False
13,13,5.3e-05,pure_top_vertical_mode,0.21997455041855574,0.17252303659915924,0.047451513819396496,0.21571365291625014,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,False
13,13,5.3e-05,no_horizontal_delta_mode,0.2248907258035615,-14.821868896484375,15.046759622287937,66.90698146188137,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,False
13,13,5.3e-05,affine_vertical_mode,0.21997455041855574,0.17252303659915924,0.047451513819396496,0.21571365291625014,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,False
13,14,5.5e-05,global_delta_mode,0.13405503705143929,-16.985374450683594,17.119429487735033,127.70448514490363,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,True
13,14,5.5e-05,pure_top_vertical_mode,0.1282242446905002,0.09513348340988159,0.03309076128061861,0.2580694576169355,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,True
13,14,5.5e-05,no_horizontal_delta_mode,0.134071713546291,-17.410079956054688,17.54415166960098,130.85647378962977,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,True
13,14,5.5e-05,affine_vertical_mode,0.1282242446905002,0.09513348340988159,0.03309076128061861,0.2580694576169355,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,True
13,15,5.7e-05,global_delta_mode,0.07404191273963079,-19.96435546875,20.03839738148963,270.63586879440675,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,True
13,15,5.7e-05,pure_top_vertical_mode,0.06703397957608104,0.0033639438915997744,0.06367003568448126,0.9498173327486573,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,True
13,15,5.7e-05,no_horizontal_delta_mode,0.07402447226922959,-20.440643310546875,20.514667782816105,277.13359047266886,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,True
13,15,5.7e-05,affine_vertical_mode,0.06703397957608104,0.0033639438915997744,0.06367003568448126,0.9498173327486573,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,True
13,16,5.9e-05,global_delta_mode,0.05405606862041168,-23.634456634521484,23.688512703141896,438.22115273468233,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,True
13,16,5.9e-05,pure_top_vertical_mode,0.055070930102374405,-0.09180213510990143,0.14687306521227583,2.666979928235193,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,True
13,16,5.9e-05,no_horizontal_delta_mode,0.054143238230608404,-24.131250381469727,24.185393619700335,446.6927803004546,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,True
13,16,5.9e-05,affine_vertical_mode,0.055070930102374405,-0.09180213510990143,0.14687306521227583,2.666979928235193,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,True
13,17,6.1e-05,global_delta_mode,0.03251622183597647,-27.513944625854492,27.54646084769047,847.1605645528173,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,True
13,17,6.1e-05,pure_top_vertical_mode,0.029852904845029116,-0.17945559322834015,0.20930849807336926,7.01132768016784,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,True
13,17,6.1e-05,no_horizontal_delta_mode,0.032576317607890815,-28.031709671020508,28.0642859886284,861.4935035453643,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,True
13,17,6.1e-05,affine_vertical_mode,0.029852904845029116,-0.17945559322834015,0.20930849807336926,7.01132768016784,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,True
13,18,6.3e-05,global_delta_mode,0.025583425667718984,-30.86937141418457,30.89495483985229,1207.616026138179,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,True
13,18,6.3e-05,pure_top_vertical_mode,0.02287115785293281,-0.2664692997932434,0.2893404576461762,12.650888053272457,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,True
13,18,6.3e-05,no_horizontal_delta_mode,0.02554597449488938,-31.43047523498535,31.45602120948024,1231.3494329908299,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,True
13,18,6.3e-05,affine_vertical_mode,0.02287115785293281,-0.2664692997932434,0.2893404576461762,12.650888053272457,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,True
13,19,6.5e-05,global_delta_mode,0.022594618712901138,-34.92422103881836,34.94681565753126,1546.6875587317272,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,True
13,19,6.5e-05,pure_top_vertical_mode,0.021848050892003812,-0.3661021888256073,0.3879502397176111,17.756743685524707,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,True
13,19,6.5e-05,no_horizontal_delta_mode,0.022483684006147087,-35.53059768676758,35.553081370773725,1581.283625986446,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,True
13,19,6.5e-05,affine_vertical_mode,0.021848050892003812,-0.3661021888256073,0.3879502397176111,17.756743685524707,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,True
13,20,6.7e-05,global_delta_mode,0.017220436347997747,-38.42493438720703,38.44215482355503,2232.3566050650493,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,True
13,20,6.7e-05,pure_top_vertical_mode,0.02067635432467796,-0.4277005195617676,0.44837687388644554,21.68548994883938,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,True
13,20,6.7e-05,no_horizontal_delta_mode,0.01708957825030666,-39.0750846862793,39.0921742645296,2287.4861914060475,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,True
13,20,6.7e-05,affine_vertical_mode,0.02067635432467796,-0.4277005195617676,0.44837687388644554,21.68548994883938,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,True
13,21,6.9e-05,global_delta_mode,0.010329118595109321,-42.431907653808594,42.4422367724037,4108.989201895643,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,True
13,21,6.9e-05,pure_top_vertical_mode,0.008810442523099482,-0.5081000328063965,0.516910475329496,58.67020572170406,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,True
13,21,6.9e-05,no_horizontal_delta_mode,0.010187519364990294,-43.12697982788086,43.13716734724585,4234.315126358236,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,True
13,21,6.9e-05,affine_vertical_mode,0.008810442523099482,-0.5081000328063965,0.516910475329496,58.67020572170406,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,True
13,22,7.1e-05,global_delta_mode,0.013577569916378707,-47.2358512878418,47.249428857758176,3479.9621102124393,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,True
13,22,7.1e-05,pure_top_vertical_mode,0.014320090485853143,-0.6046398878097534,0.6189599782956066,43.22318905087079,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,True
13,22,7.1e-05,no_horizontal_delta_mode,0.013611776012112387,-47.942440032958984,47.9560518089711,3523.1296611329476,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,True
13,22,7.1e-05,affine_vertical_mode,0.014320090485853143,-0.6046398878097534,0.6189599782956066,43.22318905087079,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,True
13,23,7.3e-05,global_delta_mode,0.009299897101300303,-51.309120178222656,51.31842007532396,5518.17074063633,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,True
13,23,7.3e-05,pure_top_vertical_mode,0.009226998372469097,-0.681774377822876,0.6910013761953451,74.88907533105338,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,True
13,23,7.3e-05,no_horizontal_delta_mode,0.009246465197065845,-52.038536071777344,52.04778253697441,5628.9383486232755,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,True
13,23,7.3e-05,affine_vertical_mode,0.009226998372469097,-0.681774377822876,0.6910013761953451,74.88907533105338,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,True
13,24,7.5e-05,global_delta_mode,0.007034250756987603,-55.941856384277344,55.94889063503433,7953.781087410975,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,True
13,24,7.5e-05,pure_top_vertical_mode,0.00841901965031866,-0.7613065242767334,0.7697255439270521,91.42698032518761,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,True
13,24,7.5e-05,no_horizontal_delta_mode,0.0069714469645987265,-56.680442810058594,56.68741425702319,8131.3699358087415,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,True
13,24,7.5e-05,affine_vertical_mode,0.00841901965031866,-0.7613065242767334,0.7697255439270521,91.42698032518761,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,True
13,25,7.7e-05,global_delta_mode,0.0049249620133196,-61.250450134277344,61.25537509629066,12437.735546106751,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,True
13,25,7.7e-05,pure_top_vertical_mode,0.0033514279493829235,-0.8506821393966675,0.8540335673460504,254.82677242197553,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,True
13,25,7.7e-05,no_horizontal_delta_mode,0.004868977612204617,-61.97140884399414,61.976277821606345,12728.807309825399,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,True
13,25,7.7e-05,affine_vertical_mode,0.0033514279493829235,-0.8506821393966675,0.8540335673460504,254.82677242197553,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,True
13,26,8e-05,global_delta_mode,0.0052449063332460355,-66.92816162109375,66.933406527427,12761.601880886667,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,True
13,26,8e-05,pure_top_vertical_mode,0.0033622145565459505,-0.9327319860458374,0.9360942006023834,278.4159621163635,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,True
13,26,8e-05,no_horizontal_delta_mode,0.005286554369376972,-67.61900329589844,67.62428985026781,12791.751512476629,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,True
13,26,8e-05,affine_vertical_mode,0.0033622145565459505,-0.9327319860458374,0.9360942006023834,278.4159621163635,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,True
13,27,8.3e-05,global_delta_mode,0.008484421414323151,-73.95104217529297,73.95952659670729,8717.097252129766,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,True
13,27,8.3e-05,pure_top_vertical_mode,0.008532064384780824,-1.0315738916397095,1.0401059560244903,121.90554467448608,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,True
13,27,8.3e-05,no_horizontal_delta_mode,0.008418182915193029,-74.64778137207031,74.6561995549855,8868.445875682619,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,True
13,27,8.3e-05,affine_vertical_mode,0.008532064384780824,-1.0315738916397095,1.0401059560244903,121.90554467448608,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,True
13,28,8.6e-05,global_delta_mode,0.005340447387425229,-81.9494857788086,81.95482622619602,15346.06003593804,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,True
13,28,8.6e-05,pure_top_vertical_mode,0.003943529009120539,-1.164881944656372,1.1688254736654926,296.39073808313555,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,True
13,28,8.6e-05,no_horizontal_delta_mode,0.005327368853613734,-82.67645263671875,82.68178000557236,15520.190600184653,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,True
13,28,8.6e-05,affine_vertical_mode,0.003943529009120539,-1.164881944656372,1.1688254736654926,296.39073808313555,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,True
13,29,8.9e-05,global_delta_mode,0.005860965757165104,-87.87802124023438,87.88388220599154,14994.778309112691,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,True
13,29,8.9e-05,pure_top_vertical_mode,0.006618010957026854,-1.2702643871307373,1.2768823980877642,192.94050831571974,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,True
13,29,8.9e-05,no_horizontal_delta_mode,0.005782078005722724,-88.665771484375,88.67155356238072,15335.585835165039,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,True
13,29,8.9e-05,affine_vertical_mode,0.006618010957026854,-1.2702643871307373,1.2768823980877642,192.94050831571974,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,True
13,30,9.2e-05,global_delta_mode,0.004513426574703772,-93.40191650390625,93.40642993048095,20695.236398436697,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,True
13,30,9.2e-05,pure_top_vertical_mode,0.0030985756893642247,-1.3556878566741943,1.3587864323635586,438.51968406889506,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,True
13,30,9.2e-05,no_horizontal_delta_mode,0.004434170477907173,-94.20176696777344,94.20620113825134,21245.507273034415,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,True
13,30,9.2e-05,affine_vertical_mode,0.0030985756893642247,-1.3556878566741943,1.3587864323635586,438.51968406889506,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,True
13,31,9.5e-05,global_delta_mode,0.005423521997727221,-101.52079010009766,101.52621362209538,18719.60944652588,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,True
13,31,9.5e-05,pure_top_vertical_mode,0.0030033024813747033,-1.475389838218689,1.4783931407000637,492.25582500213494,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,True
13,31,9.5e-05,no_horizontal_delta_mode,0.005441163921204861,-102.28349304199219,102.28893420591339,18799.090725291564,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,True
13,31,9.5e-05,affine_vertical_mode,0.0030033024813747033,-1.475389838218689,1.4783931407000637,492.25582500213494,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,True
13,32,9.8e-05,global_delta_mode,0.0050294484026380815,-107.900634765625,107.90566421402764,21454.7710952613,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,True
13,32,9.8e-05,pure_top_vertical_mode,0.004617375452653505,-1.5424033403396606,1.5470207157923141,335.0433014718946,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,True
13,32,9.8e-05,no_horizontal_delta_mode,0.004901705324300565,-108.64679718017578,108.65169888550008,22166.101733380685,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,True
13,32,9.8e-05,affine_vertical_mode,0.004617375452653505,-1.5424033403396606,1.5470207157923141,335.0433014718946,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,True
13,33,0.0001,global_delta_mode,0.009264996151614469,-111.55984497070312,111.56910996685474,12042.00283962485,0.9588290965451763,-1.0400941465225855,0.3844944287335414,0.5839457548785683,True
13,33,0.0001,pure_top_vertical_mode,0.012719232472591102,-1.6042059659957886,1.6169251984683797,127.12443160015513,0.9588290965451763,-1.0400941465225855,0.3844944287335414,0.5839457548785683,True
13,33,0.0001,no_horizontal_delta_mode,0.009293557013734244,-112.34329223632812,112.35258579334186,12089.298599804626,0.9588290965451763,-1.0400941465225855,0.3844944287335414,0.5839457548785683,True
13,33,0.0001,affine_vertical_mode,0.012719232472591102,-1.6042059659957886,1.6169251984683797,127.12443160015513,0.9588290965451763,-1.0400941465225855,0.3844944287335414,0.5839457548785683,True
42,0,1e-06,global_delta_mode,0.07883151556598023,0.0541740357875824,0.02465747977839783,0.312787082696134,0.037233145379384866,-0.053053940393964195,0.04422149407815532,0.04820653543017742,False
42,0,1e-06,pure_top_vertical_mode,0.07894992450019345,0.04551481828093529,0.03343510621925816,0.4234976338600075,0.037233145379384866,-0.053053940393964195,0.04422149407815532,0.04820653543017742,False
42,0,1e-06,no_horizontal_delta_mode,0.07889715197961777,0.04579771310091019,0.03309943887870759,0.41952640935959856,0.037233145379384866,-0.053053940393964195,0.04422149407815532,0.04820653543017742,False
42,0,1e-06,affine_vertical_mode,0.07894992450019345,0.04551481828093529,0.03343510621925816,0.4234976338600075,0.037233145379384866,-0.053053940393964195,0.04422149407815532,0.04820653543017742,False
42,1,5e-06,global_delta_mode,0.42663587373681366,0.2679198682308197,0.15871600550599396,0.37201748675242413,0.1941498174006997,-0.2674740862677367,0.22972313009400389,0.25011283874451806,False
42,1,5e-06,pure_top_vertical_mode,0.4266271716915071,0.23422396183013916,0.19240320986136794,0.45098676931082615,0.1941498174006997,-0.2674740862677367,0.22972313009400389,0.25011283874451806,False
42,1,5e-06,no_horizontal_delta_mode,0.4265005118213594,0.23790448904037476,0.18859602278098464,0.44219413002716035,0.1941498174006997,-0.2674740862677367,0.22972313009400389,0.25011283874451806,False
42,1,5e-06,affine_vertical_mode,0.4266271716915071,0.23422396183013916,0.19240320986136794,0.45098676931082615,0.1941498174006997,-0.2674740862677367,0.22972313009400389,0.25011283874451806,False
42,2,1e-05,global_delta_mode,0.8483928395435214,0.527596652507782,0.3207961870357394,0.37812222367216597,0.3753550101230382,-0.5231638425384131,0.44719491156727575,0.48965388620489686,False
42,2,1e-05,pure_top_vertical_mode,0.8462558034807444,0.4561363458633423,0.3901194576174021,0.4609947205239802,0.3753550101230382,-0.5231638425384131,0.44719491156727575,0.48965388620489686,False
42,2,1e-05,no_horizontal_delta_mode,0.8456443320028484,0.46410736441612244,0.38153696758672595,0.45117900416015655,0.3753550101230382,-0.5231638425384131,0.44719491156727575,0.48965388620489686,False
42,2,1e-05,affine_vertical_mode,0.8462558034807444,0.4561363458633423,0.3901194576174021,0.4609947205239802,0.3753550101230382,-0.5231638425384131,0.44719491156727575,0.48965388620489686,False
42,3,1.5e-05,global_delta_mode,1.2411816278472543,0.765224039554596,0.47595758829265833,0.3834713450586395,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,False
42,3,1.5e-05,pure_top_vertical_mode,1.2424106243997812,0.6511712670326233,0.5912393573671579,0.475880796377438,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,False
42,3,1.5e-05,no_horizontal_delta_mode,1.2415965320542455,0.6622597575187683,0.5793367745354772,0.46660630855415913,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,False
42,3,1.5e-05,affine_vertical_mode,1.2424106243997812,0.6511712670326233,0.5912393573671579,0.475880796377438,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,False
