seed,step,Delta,strain,mode,R_energy_N,R_virtual_current_sigma_N,legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,prethrough_abs_ratio_to_legacy,alpha0p8_through_crack,R_elastic_N,R_fracture_N
7,17,6.1e-05,0.0060999999999999995,no_horizontal_delta_mode,0.035187658795621246,-27.50863265991211,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,0.050798335609183606,True,0.035187658795621246,0.0
7,17,6.1e-05,0.0060999999999999995,affine_vertical_mode,0.03117746382486075,-0.17112693190574646,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,0.04500905502174362,True,0.03117746382486075,0.0
7,18,6.3e-05,0.0063,global_delta_mode,0.03455582555034198,-30.13135528564453,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,0.05075567107051966,True,0.03455582555034198,0.0
7,18,6.3e-05,0.0063,pure_top_vertical_mode,0.030982235330156982,-0.24663089215755463,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,0.0455067740504703,True,0.030982235330156982,0.0
7,18,6.3e-05,0.0063,no_horizontal_delta_mode,0.03423569069127552,-30.8289852142334,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,0.05028545629931379,True,0.03423569069127552,0.0
7,18,6.3e-05,0.0063,affine_vertical_mode,0.030982235330156982,-0.24663089215755463,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,0.0455067740504703,True,0.030982235330156982,0.0
7,19,6.5e-05,0.0065,global_delta_mode,0.037712903576903045,-34.48311996459961,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,0.053782775193831,True,0.037712903576903045,0.0
7,19,6.5e-05,0.0065,pure_top_vertical_mode,0.040551210986450315,-0.33763545751571655,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,0.057830515751048556,True,0.040551210986450315,0.0
7,19,6.5e-05,0.0065,no_horizontal_delta_mode,0.03760660911211744,-35.18888473510742,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,0.053631187520602516,True,0.03760660911211744,0.0
7,19,6.5e-05,0.0065,affine_vertical_mode,0.040551210986450315,-0.33763545751571655,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,0.057830515751048556,True,0.040551210986450315,0.0
7,20,6.7e-05,0.0067,global_delta_mode,0.02155911897716578,-38.2750129699707,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,0.030786623048513595,True,0.02155911897716578,0.0
7,20,6.7e-05,0.0067,pure_top_vertical_mode,0.02055340155493468,-0.4161391258239746,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,0.029350449186105507,True,0.02055340155493468,0.0
7,20,6.7e-05,0.0067,no_horizontal_delta_mode,0.02152596425730735,-39.000789642333984,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,0.030739277799218312,True,0.02152596425730735,0.0
7,20,6.7e-05,0.0067,affine_vertical_mode,0.02055340155493468,-0.4161391258239746,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,0.029350449186105507,True,0.02055340155493468,0.0
7,21,6.9e-05,0.0069,global_delta_mode,0.01816071744542569,-42.15223693847656,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,0.02500961996383424,True,0.01816071744542569,0.0
7,21,6.9e-05,0.0069,pure_top_vertical_mode,0.020753499484271742,-0.4769863486289978,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,0.02858021091848444,True,0.020753499484271742,0.0
7,21,6.9e-05,0.0069,no_horizontal_delta_mode,0.01809862988011446,-42.879398345947266,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,0.02492411748203087,True,0.01809862988011446,0.0
7,21,6.9e-05,0.0069,affine_vertical_mode,0.020753499484271742,-0.4769863486289978,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,0.02858021091848444,True,0.020753499484271742,0.0
7,22,7.1e-05,0.0071,global_delta_mode,0.012927604075230192,-46.20829391479492,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,0.017913094600029735,True,0.012927604075230192,0.0
7,22,7.1e-05,0.0071,pure_top_vertical_mode,0.011290845577605069,-0.5584091544151306,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,0.015645125250509002,True,0.011290845577605069,0.0
7,22,7.1e-05,0.0071,no_horizontal_delta_mode,0.012903268725494854,-46.9698486328125,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,0.017879374397941464,True,0.012903268725494854,0.0
7,22,7.1e-05,0.0071,affine_vertical_mode,0.011290845577605069,-0.5584091544151306,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,0.015645125250509002,True,0.011290845577605069,0.0
7,23,7.3e-05,0.0073,global_delta_mode,0.012206155588501133,-51.19339370727539,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,0.016613292255324014,True,0.012206155588501133,0.0
7,23,7.3e-05,0.0073,pure_top_vertical_mode,0.011325197192491032,-0.6445832252502441,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,0.015414256310584391,True,0.011325197192491032,0.0
7,23,7.3e-05,0.0073,no_horizontal_delta_mode,0.012167593013145961,-51.98162841796875,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,0.016560806332967186,True,0.012167593013145961,0.0
7,23,7.3e-05,0.0073,affine_vertical_mode,0.011325197192491032,-0.6445832252502441,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,0.015414256310584391,True,0.011325197192491032,0.0
7,24,7.5e-05,0.007499999999999999,global_delta_mode,0.010817901966220234,-55.645851135253906,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,0.014339310364035926,True,0.010817901966220234,0.0
7,24,7.5e-05,0.007499999999999999,pure_top_vertical_mode,0.011537393220351078,-0.7184040546417236,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,0.015293008080044752,True,0.011537393220351078,0.0
7,24,7.5e-05,0.007499999999999999,no_horizontal_delta_mode,0.010718691555666737,-56.469200134277344,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,0.014207805302082857,True,0.010718691555666737,0.0
7,24,7.5e-05,0.007499999999999999,affine_vertical_mode,0.011537393220351078,-0.7184040546417236,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,0.015293008080044752,True,0.011537393220351078,0.0
7,25,7.7e-05,0.0077,global_delta_mode,0.0076982360042165965,-59.8638916015625,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,0.010023111945481571,True,0.0076982360042165965,0.0
7,25,7.7e-05,0.0077,pure_top_vertical_mode,0.007678627298446372,-0.7883875370025635,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,0.009997581388489902,True,0.007678627298446372,0.0
7,25,7.7e-05,0.0077,no_horizontal_delta_mode,0.00761295814299956,-60.709774017333984,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,0.009912080074156579,True,0.00761295814299956,0.0
7,25,7.7e-05,0.0077,affine_vertical_mode,0.007678627298446372,-0.7883875370025635,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,0.009997581388489902,True,0.007678627298446372,0.0
7,26,8e-05,0.008,global_delta_mode,0.010056619430542924,-65.39946746826172,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,0.013039756059132455,True,0.010056619430542924,0.0
7,26,8e-05,0.008,pure_top_vertical_mode,0.011456359061412513,-0.8755298256874084,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,0.014854706247801788,True,0.011456359061412513,0.0
7,26,8e-05,0.008,no_horizontal_delta_mode,0.010007433957071044,-66.24910736083984,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,0.012975980495171235,True,0.010007433957071044,0.0
7,26,8e-05,0.008,affine_vertical_mode,0.011456359061412513,-0.8755298256874084,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,0.014854706247801788,True,0.011456359061412513,0.0
7,27,8.3e-05,0.0083,global_delta_mode,0.014326344171422534,-72.81060028076172,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,0.01811883286160343,True,0.014326344171422534,0.0
7,27,8.3e-05,0.0083,pure_top_vertical_mode,0.020261059034965,-0.9875985383987427,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,0.025624593257077884,True,0.020261059034965,0.0
7,27,8.3e-05,0.0083,no_horizontal_delta_mode,0.014268471204559319,-73.70185089111328,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,0.018045639686760442,True,0.014268471204559319,0.0
7,27,8.3e-05,0.0083,affine_vertical_mode,0.020261059034965,-0.9875985383987427,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,0.025624593257077884,True,0.020261059034965,0.0
7,28,8.6e-05,0.0086,global_delta_mode,0.009630443855712656,-79.64875793457031,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,0.012289398665440132,True,0.009630443855712656,0.0
7,28,8.6e-05,0.0086,pure_top_vertical_mode,0.009872953341982793,-1.112078309059143,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,0.012598864750448968,True,0.009872953341982793,0.0
7,28,8.6e-05,0.0086,no_horizontal_delta_mode,0.009551000403007492,-80.67684936523438,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,0.012188020964029864,True,0.009551000403007492,0.0
7,28,8.6e-05,0.0086,affine_vertical_mode,0.009872953341982793,-1.112078309059143,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,0.012598864750448968,True,0.009872953341982793,0.0
7,29,8.9e-05,0.0089,global_delta_mode,0.010214579560852144,-86.55278778076172,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,0.012896971151949984,True,0.010214579560852144,0.0
7,29,8.9e-05,0.0089,pure_top_vertical_mode,0.012892280210508034,-1.227021336555481,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,0.016277847264024512,True,0.012892280210508034,0.0
7,29,8.9e-05,0.0089,no_horizontal_delta_mode,0.010088611816172488,-87.66244506835938,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,0.012737923747254435,True,0.010088611816172488,0.0
7,29,8.9e-05,0.0089,affine_vertical_mode,0.012892280210508034,-1.227021336555481,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,0.016277847264024512,True,0.012892280210508034,0.0
7,30,9.2e-05,0.0092,global_delta_mode,0.005637236881739227,-92.50069427490234,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,0.007117763810700898,True,0.005637236881739227,0.0
7,30,9.2e-05,0.0092,pure_top_vertical_mode,0.003014065896422835,-1.3128023147583008,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,0.0038056603990015954,True,0.003014065896422835,0.0
7,30,9.2e-05,0.0092,no_horizontal_delta_mode,0.0055390109992004,-93.62309265136719,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,0.006993740526479194,True,0.0055390109992004,0.0
7,30,9.2e-05,0.0092,affine_vertical_mode,0.003014065896422835,-1.3128023147583008,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,0.0038056603990015954,True,0.003014065896422835,0.0
7,31,9.5e-05,0.0095,global_delta_mode,0.0075711191129812505,-99.8919906616211,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,0.009512949826728973,True,0.0075711191129812505,0.0
7,31,9.5e-05,0.0095,pure_top_vertical_mode,0.009195879101753235,-1.423317790031433,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,0.011554426129375395,True,0.009195879101753235,0.0
7,31,9.5e-05,0.0095,no_horizontal_delta_mode,0.007551618182333186,-101.01824951171875,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,0.009488447322929834,True,0.007551618182333186,0.0
7,31,9.5e-05,0.0095,affine_vertical_mode,0.009195879101753235,-1.423317790031433,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,0.011554426129375395,True,0.009195879101753235,0.0
7,32,9.8e-05,0.0098,global_delta_mode,0.005487802354764426,-106.64231872558594,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,0.007060076927429418,True,0.005487802354764426,0.0
