seed,step,Delta,strain,mode,R_energy_N,R_virtual_current_sigma_N,legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,prethrough_abs_ratio_to_legacy,alpha0p8_through_crack,R_elastic_N,R_fracture_N
7,32,9.8e-05,0.0098,pure_top_vertical_mode,0.0009839013728196733,-1.5328701734542847,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,0.0012657925581229306,True,0.0009839013728196733,0.0
7,32,9.8e-05,0.0098,no_horizontal_delta_mode,0.005378403329814319,-107.77586364746094,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,0.006919334699119578,True,0.005378403329814319,0.0
7,32,9.8e-05,0.0098,affine_vertical_mode,0.0009839013728196733,-1.5328701734542847,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,0.0012657925581229306,True,0.0009839013728196733,0.0
7,33,0.0001,0.01,global_delta_mode,0.00784211079007946,-110.92320251464844,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,0.009927738645958783,True,0.00784211079007946,0.0
7,33,0.0001,0.01,pure_top_vertical_mode,0.006906462658662349,-1.59770667552948,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,0.008743252687785441,True,0.006906462658662349,0.0
7,33,0.0001,0.01,no_horizontal_delta_mode,0.007640373951289803,-112.04527282714844,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,0.009672349419208859,True,0.007640373951289803,0.0
7,33,0.0001,0.01,affine_vertical_mode,0.006906462658662349,-1.59770667552948,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,0.008743252687785441,True,0.006906462658662349,0.0
13,0,1e-06,9.999999999999999e-05,global_delta_mode,0.07881042984081432,0.05400784686207771,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,2.104853392727016,False,0.07881042984081432,0.0
13,0,1e-06,9.999999999999999e-05,pure_top_vertical_mode,0.07914187881397083,0.04566327854990959,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,2.113705666430808,False,0.07914187881397083,0.0
13,0,1e-06,9.999999999999999e-05,no_horizontal_delta_mode,0.07907843973953277,0.04592730104923248,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,2.1120113481618663,False,0.07907843973953277,0.0
13,0,1e-06,9.999999999999999e-05,affine_vertical_mode,0.07914187881397083,0.04566327854990959,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,2.113705666430808,False,0.07914187881397083,0.0
13,1,5e-06,0.0005,global_delta_mode,0.4279795102775097,0.26951515674591064,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,2.233291999980622,False,0.4279795102775097,0.0
13,1,5e-06,0.0005,pure_top_vertical_mode,0.4294317914173007,0.23468516767024994,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,2.2408703250483684,False,0.4294317914173007,0.0
13,1,5e-06,0.0005,no_horizontal_delta_mode,0.42912823846563697,0.2383408546447754,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,2.2392863184259917,False,0.42912823846563697,0.0
13,1,5e-06,0.0005,affine_vertical_mode,0.4294317914173007,0.23468516767024994,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,2.2408703250483684,False,0.4294317914173007,0.0
13,2,1e-05,0.001,global_delta_mode,0.8477876544930041,0.5285027027130127,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,2.2624333662201037,False,0.8477876544930041,0.0
13,2,1e-05,0.001,pure_top_vertical_mode,0.8498975657857955,0.45592689514160156,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,2.2680639432676433,False,0.8498975657857955,0.0
13,2,1e-05,0.001,no_horizontal_delta_mode,0.8490392356179655,0.46379727125167847,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,2.2657733758117002,False,0.8490392356179655,0.0
13,2,1e-05,0.001,affine_vertical_mode,0.8498975657857955,0.45592689514160156,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,2.2680639432676433,False,0.8498975657857955,0.0
13,3,1.5e-05,0.0015,global_delta_mode,1.2407952453941107,0.7649355530738831,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,2.3541599954099577,False,1.2407952453941107,0.0
13,3,1.5e-05,0.0015,pure_top_vertical_mode,1.2413044460117817,0.6495308876037598,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,2.3551261014038425,False,1.2413044460117817,0.0
13,3,1.5e-05,0.0015,no_horizontal_delta_mode,1.240738551132381,0.6610267162322998,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,2.3540524294248133,False,1.240738551132381,0.0
13,3,1.5e-05,0.0015,affine_vertical_mode,1.2413044460117817,0.6495308876037598,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,2.3551261014038425,False,1.2413044460117817,0.0
13,4,2e-05,0.002,global_delta_mode,1.583916717208922,0.9546114802360535,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,2.484247029209222,False,1.583916717208922,0.0
13,4,2e-05,0.002,pure_top_vertical_mode,1.5896924305707216,0.7979609370231628,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,2.4933057749151826,False,1.5896924305707216,0.0
13,4,2e-05,0.002,no_horizontal_delta_mode,1.5875686658546329,0.8059827089309692,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,2.4899748193609157,False,1.5875686658546329,0.0
13,4,2e-05,0.002,affine_vertical_mode,1.5896924305707216,0.7979609370231628,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,2.4933057749151826,False,1.5896924305707216,0.0
13,5,2.5e-05,0.0025,global_delta_mode,1.7816273029893637,0.9285788536071777,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,2.586203628590126,False,1.7816273029893637,0.0
13,5,2.5e-05,0.0025,pure_top_vertical_mode,1.7903628759086132,0.8727042078971863,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,2.5988841540533754,False,1.7903628759086132,0.0
13,5,2.5e-05,0.0025,no_horizontal_delta_mode,1.7856259364634752,0.7457670569419861,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,2.5920080302081288,False,1.7856259364634752,0.0
13,5,2.5e-05,0.0025,affine_vertical_mode,1.7903628759086132,0.8727042078971863,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,2.5988841540533754,False,1.7903628759086132,0.0
13,6,3e-05,0.003,global_delta_mode,1.8477900885045528,0.4874040484428406,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,2.6595086531138343,False,1.8477900885045528,0.0
13,6,3e-05,0.003,pure_top_vertical_mode,1.8610515398904681,0.877091646194458,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,2.678595747980889,False,1.8610515398904681,0.0
13,6,3e-05,0.003,no_horizontal_delta_mode,1.850648084655404,0.24846547842025757,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,2.6636221428121725,False,1.850648084655404,0.0
13,6,3e-05,0.003,affine_vertical_mode,1.8610515398904681,0.877091646194458,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,2.678595747980889,False,1.8610515398904681,0.0
13,7,3.5e-05,0.0034999999999999996,global_delta_mode,1.738204387947917,-0.6807290315628052,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,2.5340085763755043,False,1.738204387947917,0.0
13,7,3.5e-05,0.0034999999999999996,pure_top_vertical_mode,1.7434300389140844,0.8095990419387817,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,2.541626693357159,False,1.7434300389140844,0.0
13,7,3.5e-05,0.0034999999999999996,no_horizontal_delta_mode,1.7341532511636615,-0.9787541627883911,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,2.5281027028047367,False,1.7341532511636615,0.0
13,7,3.5e-05,0.0034999999999999996,affine_vertical_mode,1.7434300389140844,0.8095990419387817,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,2.541626693357159,False,1.7434300389140844,0.0
13,8,4e-05,0.004,global_delta_mode,1.4651683159172535,-2.7262320518493652,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,2.136396606789671,False,1.4651683159172535,0.0
13,8,4e-05,0.004,pure_top_vertical_mode,1.4601084403693676,0.6759222745895386,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,2.12901868246941,False,1.4601084403693676,0.0
13,8,4e-05,0.004,no_horizontal_delta_mode,1.4624627074226737,-3.08666729927063,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,2.1324514949930764,False,1.4624627074226737,0.0
13,8,4e-05,0.004,affine_vertical_mode,1.4601084403693676,0.6759222745895386,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,2.12901868246941,False,1.4601084403693676,0.0
13,9,4.5e-05,0.0045000000000000005,global_delta_mode,0.9582097991369665,-6.1835222244262695,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,1.3016413615609694,False,0.9582097991369665,0.0
13,9,4.5e-05,0.0045000000000000005,pure_top_vertical_mode,0.9614931768737733,0.4924592077732086,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,1.306101533301757,False,0.9614931768737733,0.0
13,9,4.5e-05,0.0045000000000000005,no_horizontal_delta_mode,0.9578968747518957,-6.558557510375977,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,1.30121628208149,False,0.9578968747518957,0.0
13,9,4.5e-05,0.0045000000000000005,affine_vertical_mode,0.9614931768737733,0.4924592077732086,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,1.306101533301757,False,0.9614931768737733,0.0
13,10,4.7e-05,0.004699999999999999,global_delta_mode,0.7826319779269397,-7.862860202789307,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,1.0338299738097632,False,0.7826319779269397,0.0
13,10,4.7e-05,0.004699999999999999,pure_top_vertical_mode,0.7826051441952586,0.4162515699863434,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,1.0337945273714582,False,0.7826051441952586,0.0
13,10,4.7e-05,0.004699999999999999,no_horizontal_delta_mode,0.7821065373718739,-8.245173454284668,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,1.033135884875752,False,0.7821065373718739,0.0
13,10,4.7e-05,0.004699999999999999,affine_vertical_mode,0.7826051441952586,0.4162515699863434,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,1.0337945273714582,False,0.7826051441952586,0.0
13,11,4.9e-05,0.0049,global_delta_mode,0.593646545894444,-9.630377769470215,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,0.7815024446492876,False,0.593646545894444,0.0
13,11,4.9e-05,0.0049,pure_top_vertical_mode,0.5897029768675566,0.3421972692012787,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,0.776310956790949,False,0.5897029768675566,0.0
13,11,4.9e-05,0.0049,no_horizontal_delta_mode,0.593273201957345,-10.025758743286133,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,0.7810109582563226,False,0.593273201957345,0.0
13,11,4.9e-05,0.0049,affine_vertical_mode,0.5897029768675566,0.3421972692012787,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,0.776310956790949,False,0.5897029768675566,0.0
13,12,5.1e-05,0.0050999999999999995,global_delta_mode,0.40310126496478915,-11.985645294189453,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,0.5185277708470638,False,0.40310126496478915,0.0
13,12,5.1e-05,0.0050999999999999995,pure_top_vertical_mode,0.3962339542340487,0.2619823217391968,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,0.5096940319471475,False,0.3962339542340487,0.0
13,12,5.1e-05,0.0050999999999999995,no_horizontal_delta_mode,0.40279101813212037,-12.374349594116211,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,0.5181286860201527,False,0.40279101813212037,0.0
13,12,5.1e-05,0.0050999999999999995,affine_vertical_mode,0.3962339542340487,0.2619823217391968,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,0.5096940319471475,False,0.3962339542340487,0.0
13,13,5.3e-05,0.0053,global_delta_mode,0.2251024270663038,-14.42204475402832,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,0.28869027639594813,False,0.2251024270663038,0.0
13,13,5.3e-05,0.0053,pure_top_vertical_mode,0.21997455041855574,0.17252303659915924,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,0.28211385629219393,False,0.21997455041855574,0.0
13,13,5.3e-05,0.0053,no_horizontal_delta_mode,0.2248907258035615,-14.821868896484375,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,0.2884187728992913,False,0.2248907258035615,0.0
13,13,5.3e-05,0.0053,affine_vertical_mode,0.21997455041855574,0.17252303659915924,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,0.28211385629219393,False,0.21997455041855574,0.0
13,14,5.5e-05,0.0055,global_delta_mode,0.13405503705143929,-16.985374450683594,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,0.17156469885102862,True,0.13405503705143929,0.0
13,14,5.5e-05,0.0055,pure_top_vertical_mode,0.1282242446905002,0.09513348340988159,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,0.1641024045764499,True,0.1282242446905002,0.0
13,14,5.5e-05,0.0055,no_horizontal_delta_mode,0.134071713546291,-17.410079956054688,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,0.17158604156130683,True,0.134071713546291,0.0
13,14,5.5e-05,0.0055,affine_vertical_mode,0.1282242446905002,0.09513348340988159,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,0.1641024045764499,True,0.1282242446905002,0.0
13,15,5.7e-05,0.0057,global_delta_mode,0.07404191273963079,-19.96435546875,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,0.09592481836632608,True,0.07404191273963079,0.0
13,15,5.7e-05,0.0057,pure_top_vertical_mode,0.06703397957608104,0.0033639438915997744,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,0.08684570775230421,True,0.06703397957608104,0.0
13,15,5.7e-05,0.0057,no_horizontal_delta_mode,0.07402447226922959,-20.440643310546875,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,0.0959022234076931,True,0.07402447226922959,0.0
13,15,5.7e-05,0.0057,affine_vertical_mode,0.06703397957608104,0.0033639438915997744,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,0.08684570775230421,True,0.06703397957608104,0.0
13,16,5.9e-05,0.0059,global_delta_mode,0.05405606862041168,-23.634456634521484,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,0.06986440865080693,True,0.05405606862041168,0.0
13,16,5.9e-05,0.0059,pure_top_vertical_mode,0.055070930102374405,-0.09180213510990143,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,0.07117605966630519,True,0.055070930102374405,0.0
13,16,5.9e-05,0.0059,no_horizontal_delta_mode,0.054143238230608404,-24.131250381469727,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,0.06997707043743222,True,0.054143238230608404,0.0
13,16,5.9e-05,0.0059,affine_vertical_mode,0.055070930102374405,-0.09180213510990143,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,0.07117605966630519,True,0.055070930102374405,0.0
13,17,6.1e-05,0.0060999999999999995,global_delta_mode,0.03251622183597647,-27.513944625854492,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,0.04204865953364723,True,0.03251622183597647,0.0
13,17,6.1e-05,0.0060999999999999995,pure_top_vertical_mode,0.029852904845029116,-0.17945559322834015,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,0.038604565999428055,True,0.029852904845029116,0.0
13,17,6.1e-05,0.0060999999999999995,no_horizontal_delta_mode,0.032576317607890815,-28.031709671020508,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,0.04212637294898143,True,0.032576317607890815,0.0
13,17,6.1e-05,0.0060999999999999995,affine_vertical_mode,0.029852904845029116,-0.17945559322834015,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,0.038604565999428055,True,0.029852904845029116,0.0
13,18,6.3e-05,0.0063,global_delta_mode,0.025583425667718984,-30.86937141418457,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,0.032988907780239746,True,0.025583425667718984,0.0
13,18,6.3e-05,0.0063,pure_top_vertical_mode,0.02287115785293281,-0.2664692997932434,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,0.02949153592787706,True,0.02287115785293281,0.0
13,18,6.3e-05,0.0063,no_horizontal_delta_mode,0.02554597449488938,-31.43047523498535,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,0.03294061583909065,True,0.02554597449488938,0.0
13,18,6.3e-05,0.0063,affine_vertical_mode,0.02287115785293281,-0.2664692997932434,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,0.02949153592787706,True,0.02287115785293281,0.0
13,19,6.5e-05,0.0065,global_delta_mode,0.022594618712901138,-34.92422103881836,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,0.030734945896008017,True,0.022594618712901138,0.0
13,19,6.5e-05,0.0065,pure_top_vertical_mode,0.021848050892003812,-0.3661021888256073,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,0.029719406670737608,True,0.021848050892003812,0.0
13,19,6.5e-05,0.0065,no_horizontal_delta_mode,0.022483684006147087,-35.53059768676758,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,0.030584043937740918,True,0.022483684006147087,0.0
13,19,6.5e-05,0.0065,affine_vertical_mode,0.021848050892003812,-0.3661021888256073,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,0.029719406670737608,True,0.021848050892003812,0.0
13,20,6.7e-05,0.0067,global_delta_mode,0.017220436347997747,-38.42493438720703,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,0.022966554161262198,True,0.017220436347997747,0.0
13,20,6.7e-05,0.0067,pure_top_vertical_mode,0.02067635432467796,-0.4277005195617676,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,0.027575643372728918,True,0.02067635432467796,0.0
13,20,6.7e-05,0.0067,no_horizontal_delta_mode,0.01708957825030666,-39.0750846862793,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,0.02279203131367991,True,0.01708957825030666,0.0
13,20,6.7e-05,0.0067,affine_vertical_mode,0.02067635432467796,-0.4277005195617676,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,0.027575643372728918,True,0.02067635432467796,0.0
13,21,6.9e-05,0.0069,global_delta_mode,0.010329118595109321,-42.431907653808594,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,0.01353978313439067,True,0.010329118595109321,0.0
13,21,6.9e-05,0.0069,pure_top_vertical_mode,0.008810442523099482,-0.5081000328063965,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,0.011549047479933421,True,0.008810442523099482,0.0
13,21,6.9e-05,0.0069,no_horizontal_delta_mode,0.010187519364990294,-43.12697982788086,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,0.013354169729901725,True,0.010187519364990294,0.0
13,21,6.9e-05,0.0069,affine_vertical_mode,0.008810442523099482,-0.5081000328063965,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,0.011549047479933421,True,0.008810442523099482,0.0
13,22,7.1e-05,0.0071,global_delta_mode,0.013577569916378707,-47.2358512878418,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,0.017816206960815626,True,0.013577569916378707,0.0
13,22,7.1e-05,0.0071,pure_top_vertical_mode,0.014320090485853143,-0.6046398878097534,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,0.01879052712413595,True,0.014320090485853143,0.0
13,22,7.1e-05,0.0071,no_horizontal_delta_mode,0.013611776012112387,-47.942440032958984,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,0.017861091493516692,True,0.013611776012112387,0.0
13,22,7.1e-05,0.0071,affine_vertical_mode,0.014320090485853143,-0.6046398878097534,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,0.01879052712413595,True,0.014320090485853143,0.0
13,23,7.3e-05,0.0073,global_delta_mode,0.009299897101300303,-51.309120178222656,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,0.01222310648837511,True,0.009299897101300303,0.0
13,23,7.3e-05,0.0073,pure_top_vertical_mode,0.009226998372469097,-0.681774377822876,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,0.012127293715861055,True,0.009226998372469097,0.0
13,23,7.3e-05,0.0073,no_horizontal_delta_mode,0.009246465197065845,-52.038536071777344,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,0.012152879490353473,True,0.009246465197065845,0.0
13,23,7.3e-05,0.0073,affine_vertical_mode,0.009226998372469097,-0.681774377822876,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,0.012127293715861055,True,0.009226998372469097,0.0
13,24,7.5e-05,0.007499999999999999,global_delta_mode,0.007034250756987603,-55.941856384277344,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,0.008799111140873032,True,0.007034250756987603,0.0
13,24,7.5e-05,0.007499999999999999,pure_top_vertical_mode,0.00841901965031866,-0.7613065242767334,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,0.01053131202733415,True,0.00841901965031866,0.0
13,24,7.5e-05,0.007499999999999999,no_horizontal_delta_mode,0.0069714469645987265,-56.680442810058594,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,0.008720550172777163,True,0.0069714469645987265,0.0
13,24,7.5e-05,0.007499999999999999,affine_vertical_mode,0.00841901965031866,-0.7613065242767334,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,0.01053131202733415,True,0.00841901965031866,0.0
13,25,7.7e-05,0.0077,global_delta_mode,0.0049249620133196,-61.250450134277344,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,0.005814445999082909,True,0.0049249620133196,0.0
13,25,7.7e-05,0.0077,pure_top_vertical_mode,0.0033514279493829235,-0.8506821393966675,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,0.003956720230288527,True,0.0033514279493829235,0.0
13,25,7.7e-05,0.0077,no_horizontal_delta_mode,0.004868977612204617,-61.97140884399414,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,0.005748350407646122,True,0.004868977612204617,0.0
13,25,7.7e-05,0.0077,affine_vertical_mode,0.0033514279493829235,-0.8506821393966675,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,0.003956720230288527,True,0.0033514279493829235,0.0
13,26,8e-05,0.008,global_delta_mode,0.0052449063332460355,-66.92816162109375,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,0.0061442797255793925,True,0.0052449063332460355,0.0
13,26,8e-05,0.008,pure_top_vertical_mode,0.0033622145565459505,-0.9327319860458374,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,0.0039387522713008796,True,0.0033622145565459505,0.0
13,26,8e-05,0.008,no_horizontal_delta_mode,0.005286554369376972,-67.61900329589844,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,0.006193069383153914,True,0.005286554369376972,0.0
13,26,8e-05,0.008,affine_vertical_mode,0.0033622145565459505,-0.9327319860458374,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,0.0039387522713008796,True,0.0033622145565459505,0.0
13,27,8.3e-05,0.0083,global_delta_mode,0.008484421414323151,-73.95104217529297,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,0.009652571133008415,True,0.008484421414323151,0.0
13,27,8.3e-05,0.0083,pure_top_vertical_mode,0.008532064384780824,-1.0315738916397095,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,0.009706773669501258,True,0.008532064384780824,0.0
13,27,8.3e-05,0.0083,no_horizontal_delta_mode,0.008418182915193029,-74.64778137207031,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,0.009577212803503725,True,0.008418182915193029,0.0
13,27,8.3e-05,0.0083,affine_vertical_mode,0.008532064384780824,-1.0315738916397095,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,0.009706773669501258,True,0.008532064384780824,0.0
13,28,8.6e-05,0.0086,global_delta_mode,0.005340447387425229,-81.9494857788086,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,0.005806535781430997,True,0.005340447387425229,0.0
13,28,8.6e-05,0.0086,pure_top_vertical_mode,0.003943529009120539,-1.164881944656372,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,0.004287701129775455,True,0.003943529009120539,0.0
13,28,8.6e-05,0.0086,no_horizontal_delta_mode,0.005327368853613734,-82.67645263671875,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,0.00579231581650373,True,0.005327368853613734,0.0
13,28,8.6e-05,0.0086,affine_vertical_mode,0.003943529009120539,-1.164881944656372,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,0.004287701129775455,True,0.003943529009120539,0.0
13,29,8.9e-05,0.0089,global_delta_mode,0.005860965757165104,-87.87802124023438,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,0.006544254835796454,True,0.005860965757165104,0.0
13,29,8.9e-05,0.0089,pure_top_vertical_mode,0.006618010957026854,-1.2702643871307373,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,0.007389558650113243,True,0.006618010957026854,0.0
13,29,8.9e-05,0.0089,no_horizontal_delta_mode,0.005782078005722724,-88.665771484375,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,0.006456170112177181,True,0.005782078005722724,0.0
13,29,8.9e-05,0.0089,affine_vertical_mode,0.006618010957026854,-1.2702643871307373,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,0.007389558650113243,True,0.006618010957026854,0.0
13,30,9.2e-05,0.0092,global_delta_mode,0.004513426574703772,-93.40191650390625,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,0.005003378486260859,True,0.004513426574703772,0.0
13,30,9.2e-05,0.0092,pure_top_vertical_mode,0.0030985756893642247,-1.3556878566741943,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,0.0034349394380550876,True,0.0030985756893642247,0.0
13,30,9.2e-05,0.0092,no_horizontal_delta_mode,0.004434170477907173,-94.20176696777344,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,0.004915518798492894,True,0.004434170477907173,0.0
