seed,step,Delta,R_total_dPi_dDelta_N,R_current_mechanics_elastic_N,R_history_elastic_N,R_fracture_N,R_phase_history_aux_N,R_phase_history_total_N,R_frozen_branch_history_elastic_N,R_post_step_committed_history_elastic_N,I_current_active_fraction,II_current_active_fraction,history_source
7,25,7.7e-05,0.0076982360042165965,0.822022499050945,0.0076982360042165965,0.0,0.0076631213232758455,0.0076631213232758455,0.0076982360042165965,0.004199982413410908,0.03844021260738373,0.04841988533735275,checkpoint_step_0024_post_history
7,26,8e-05,0.010056619430542924,0.79261016799137,0.010056619430542924,0.0,0.010005350304709282,0.010005350304709282,0.010056619430542924,0.005981128197163343,0.041951581835746765,0.051376823335886,checkpoint_step_0025_post_history
7,27,8.3e-05,0.014326344171422534,0.7433515856973827,0.014326344171422534,0.0,0.014285988982010167,0.014285988982010167,0.014326344171422534,0.010777540410344955,0.040288303047418594,0.04897431284189224,checkpoint_step_0026_post_history
7,28,8.6e-05,0.009630443855712656,0.7022558129392564,0.009630443855712656,0.0,0.009565395885147154,0.009565395885147154,0.009630443855712656,0.007364382327068597,0.04176677018404007,0.051746442914009094,checkpoint_step_0027_post_history
7,29,8.9e-05,0.010214579560852144,0.6716902717016637,0.010214579560852144,0.0,0.010135358024854213,0.010135358024854213,0.010214579560852144,0.0049529467105458025,0.052855294197797775,0.061356496065855026,checkpoint_step_0028_post_history
7,30,9.2e-05,0.005637236881739227,0.6502614705823362,0.005637236881739227,0.0,0.005576479452429339,0.005576479452429339,0.005637236881739227,0.0027274534204480005,0.04121234640479088,0.04361485689878464,checkpoint_step_0029_post_history
7,31,9.5e-05,0.0075711191129812505,0.6184644298627973,0.0075711191129812505,0.0,0.00751738298276905,0.00751738298276905,0.0075711191129812505,0.0041107000470219646,0.046571798622608185,0.053964145481586456,checkpoint_step_0030_post_history
7,32,9.8e-05,0.005487802354764426,0.5925206933170557,0.005487802354764426,0.0,0.0054405941227742005,0.0054405941227742005,0.005487802354764426,0.002086563881675829,0.04287562519311905,0.05082239955663681,checkpoint_step_0031_post_history
7,33,0.0001,0.00784211079007946,0.581293017603457,0.00784211079007946,0.0,0.007793999429850373,0.007793999429850373,0.00784211079007946,0.002841488822014071,0.04232119768857956,0.04934392869472504,checkpoint_step_0032_post_history
13,0,1e-06,0.07881042984081432,0.07881042984081432,0.07881042984081432,0.0,0.0786605232860893,0.0786605232860893,0.07881042984081432,0.03924219709006138,1.0,1.0,zero_initial_history
13,1,5e-06,0.4279795102775097,0.42797948117367923,0.4279795102775097,0.0,0.42767482227645814,0.42767482227645814,0.4279795102775097,0.21745660342276096,0.9990759491920471,0.9987063407897949,checkpoint_step_0000_post_history
13,2,1e-05,0.8477876544930041,0.847788352984935,0.8477876544930041,0.0,0.8473573252558708,0.8473573252558708,0.8477876544930041,0.416583992773667,0.9966734647750854,0.996488630771637,checkpoint_step_0001_post_history
13,3,1.5e-05,1.2407952453941107,1.2407972244545817,1.2407952453941107,0.0,1.2401985004544258,1.2401985004544258,1.2407952453941107,0.6307237199507654,0.9961190223693848,0.9939013123512268,checkpoint_step_0002_post_history
13,4,2e-05,1.583916717208922,1.58395292237401,1.583916717208922,0.0,1.5831690980121493,1.5831690980121493,1.583916717208922,0.8054556674323976,0.988541841506958,0.9837368130683899,checkpoint_step_0003_post_history
13,5,2.5e-05,1.7816273029893637,1.812312169931829,1.7816273029893637,0.0,1.780964550562203,1.780964550562203,1.7816273029893637,0.9031292283907533,0.8726667761802673,0.8567732572555542,checkpoint_step_0004_post_history
13,6,3e-05,1.8477900885045528,1.942655653692782,1.8477900885045528,0.0,1.8473974196240306,1.8473974196240306,1.8477900885045528,0.9392988868057728,0.7135464549064636,0.722602128982544,checkpoint_step_0005_post_history
13,7,3.5e-05,1.738204387947917,1.9678506068885326,1.738204387947917,0.0,1.738029532134533,1.738029532134533,1.738180173560977,0.856658152770251,0.5496211647987366,0.590094268321991,checkpoint_step_0006_post_history
13,8,4e-05,1.4651683159172535,1.8999214516952634,1.4651683159172535,0.0,1.4650617958977818,1.4650617958977818,1.4651683159172535,0.7540201768279076,0.42469045519828796,0.4623914361000061,checkpoint_step_0007_post_history
13,9,4.5e-05,0.9582097991369665,1.729809446260333,0.9582097991369665,0.0,0.9581124177202582,0.9581124177202582,0.9582097991369665,0.48032013000920415,0.27739790081977844,0.31713175773620605,checkpoint_step_0008_post_history
13,10,4.7e-05,0.7826319779269397,1.6584009863436222,0.7826319779269397,0.0,0.7825660868547857,0.7825660868547857,0.7826319779269397,0.4062262596562505,0.2232489436864853,0.25374236702919006,checkpoint_step_0009_post_history
13,11,4.9e-05,0.593646545894444,1.5855500241741538,0.593646545894444,0.0,0.5935906665399671,0.5935906665399671,0.593646545894444,0.29600830748677254,0.17944927513599396,0.20421363413333893,checkpoint_step_0010_post_history
13,12,5.1e-05,0.40310126496478915,1.496985787525773,0.40310126496478915,0.0,0.40304134017787874,0.40304134017787874,0.4029938136227429,0.2230382669949904,0.14100906252861023,0.16244687139987946,checkpoint_step_0011_post_history
13,13,5.3e-05,0.2251024270663038,1.40476378146559,0.2251024270663038,0.0,0.2250390243716538,0.2250390243716538,0.2251024270663038,0.11826008267235011,0.10182960331439972,0.12197376042604446,checkpoint_step_0012_post_history
13,14,5.5e-05,0.13405503705143929,1.3346885098144412,0.13405503705143929,0.0,0.1340032904408872,0.1340032904408872,0.13405503705143929,0.06336600927170366,0.0802069827914238,0.09499168395996094,checkpoint_step_0013_post_history
13,15,5.7e-05,0.07404191273963079,1.2622876092791557,0.07404191273963079,0.0,0.07398177694994956,0.07398177694994956,0.07404191273963079,0.03716471474035643,0.06320458650588989,0.08131583780050278,checkpoint_step_0014_post_history
13,16,5.9e-05,0.05405606862041168,1.177566940896213,0.05405606862041168,0.0,0.05400689042289741,0.05400689042289741,0.05405606862041168,0.03258245124015957,0.06468304991722107,0.07540196180343628,checkpoint_step_0015_post_history
13,17,6.1e-05,0.03251622183597647,1.1138272238895297,0.03251622183597647,0.0,0.03247447602916509,0.03247447602916509,0.03251622183597647,0.019297758626635186,0.05211605876684189,0.06412862986326218,checkpoint_step_0016_post_history
13,18,6.3e-05,0.025583425667718984,1.0571839520707726,0.025583425667718984,0.0,0.025549876227159984,0.025549876227159984,0.025583425667718984,0.016765581676736474,0.048235077410936356,0.06117168813943863,checkpoint_step_0017_post_history
13,19,6.5e-05,0.022594618712901138,0.9971365798264742,0.022594618712901138,0.0,0.022555297618964687,0.022555297618964687,0.022594618712901138,0.014087315321376082,0.05100720748305321,0.06431343406438828,checkpoint_step_0018_post_history
13,20,6.7e-05,0.017220436347997747,0.9636224713176489,0.017220436347997747,0.0,0.017172802472487092,0.017172802472487092,0.017220436347997747,0.011999010894214734,0.058584365993738174,0.06412862986326218,checkpoint_step_0019_post_history
13,21,6.9e-05,0.010329118595109321,0.9177365573123097,0.010329118595109321,0.0,0.010279717571393121,0.010279717571393121,0.010329118595109321,0.0030485409752145642,0.05193125084042549,0.06043245270848274,checkpoint_step_0020_post_history
13,22,7.1e-05,0.013577569916378707,0.8666118374094367,0.013577569916378707,0.0,0.013538148778025061,0.013538148778025061,0.013577569916378707,0.007414378615067108,0.04379966855049133,0.05193125084042549,checkpoint_step_0021_post_history
13,23,7.3e-05,0.009299897101300303,0.8292074198834598,0.009299897101300303,0.0,0.009241972293239087,0.009241972293239087,0.009299897101300303,0.0030753421924600843,0.04379966855049133,0.04971354827284813,checkpoint_step_0022_post_history
13,24,7.5e-05,0.007034250756987603,0.7894276641309261,0.007034250756987603,0.0,0.006997902346483897,0.006997902346483897,0.007034250756987603,0.003031796950381249,0.038625024259090424,0.049898356199264526,checkpoint_step_0023_post_history
13,25,7.7e-05,0.0049249620133196,0.739263603463769,0.0049249620133196,0.0,0.004881064342043828,0.004881064342043828,0.0049249620133196,0.0034092049645551015,0.04102753475308418,0.04971354827284813,checkpoint_step_0024_post_history
13,26,8e-05,0.0052449063332460355,0.7129446603357792,0.0052449063332460355,0.0,0.0052033192332601175,0.0052033192332601175,0.0052449063332460355,0.0027856865472131176,0.047126226127147675,0.05618185177445412,checkpoint_step_0025_post_history
13,27,8.3e-05,0.008484421414323151,0.6773817003704607,0.008484421414323151,0.0,0.008427085049333982,0.008427085049333982,0.008484421414323151,0.005271730969980126,0.04176677018404007,0.05082239955663681,checkpoint_step_0026_post_history
13,28,8.6e-05,0.005340447387425229,0.6240212242119014,0.005340447387425229,0.0,0.005308238996803993,0.005308238996803993,0.005340447387425229,0.0030391545351449167,0.04121234640479088,0.04416928440332413,checkpoint_step_0027_post_history
13,29,8.9e-05,0.005860965757165104,0.5952076171524823,0.005860965757165104,0.0,0.0058303635341871995,0.0058303635341871995,0.005860965757165104,0.0030159981179167517,0.04176677018404007,0.05045277997851372,checkpoint_step_0028_post_history
13,30,9.2e-05,0.004513426574703772,0.5809199647046626,0.004513426574703772,0.0,0.004459071533347014,0.004459071533347014,0.004513426574703772,0.0024398027562710922,0.039179448038339615,0.04934392869472504,checkpoint_step_0029_post_history
13,31,9.5e-05,0.005423521997727221,0.5505811423063278,0.005423521997727221,0.0,0.005355846496968297,0.005355846496968297,0.005423521997727221,0.0030767550924792886,0.03954906761646271,0.04897431284189224,checkpoint_step_0030_post_history
13,32,9.8e-05,0.0050294484026380815,0.5323953810147941,0.0050294484026380815,0.0,0.004981045549357077,0.004981045549357077,0.0050294484026380815,0.002558152573328698,0.04287562519311905,0.049528736621141434,checkpoint_step_0031_post_history
13,33,0.0001,0.009264996151614469,0.5205663619562984,0.009264996151614469,0.0,0.009225915164279286,0.009225915164279286,0.009264996151614469,0.006285515610215953,0.042506005614995956,0.04805026948451996,checkpoint_step_0032_post_history
42,0,1e-06,0.07883151556598023,0.07883151556598023,0.07883151556598023,0.0,0.07868043030612171,0.07868043030612171,0.07883151556598023,0.040804206946631894,1.0,1.0,zero_initial_history
42,1,5e-06,0.42663587373681366,0.4266359028406441,0.42663587373681366,0.0,0.42631512042135,0.42631512042135,0.42663587373681366,0.21161574113648385,0.9988911747932434,0.9985215067863464,checkpoint_step_0000_post_history
42,2,1e-05,0.8483928395435214,0.8483928395435214,0.8483928395435214,0.0,0.8479406824335456,0.8479406824335456,0.8483928395435214,0.4247632750775665,0.9985215067863464,0.9979671239852905,checkpoint_step_0001_post_history
42,3,1.5e-05,1.2411816278472543,1.2411836069077253,1.2411816278472543,0.0,1.2405667221173644,1.2405667221173644,1.2411816278472543,0.6211091531440616,0.9959341883659363,0.9963037967681885,checkpoint_step_0002_post_history
42,4,2e-05,1.585787977091968,1.5858703991398215,1.585787977091968,0.0,1.5850147465243936,1.5850147465243936,1.585787977091968,0.7986694690771401,0.9900203347206116,0.9865089654922485,checkpoint_step_0003_post_history
42,5,2.5e-05,1.7874499317258596,1.8161889165639877,1.7874499317258596,0.0,1.7867349088191986,1.7867349088191986,1.7874499317258596,0.8812496089376509,0.8843097686767578,0.861763060092926,checkpoint_step_0004_post_history
42,6,3e-05,1.8282063538208604,1.9403161713853478,1.8282063538208604,0.0,1.8278954084962606,1.8278954084962606,1.8282063538208604,0.9171765414066613,0.6821290254592896,0.7078174352645874,checkpoint_step_0005_post_history
42,7,3.5e-05,1.7131951171904802,1.9648780580610037,1.7131951171904802,0.0,1.7130079213529825,1.7130079213529825,1.7131951171904802,0.8412027964368463,0.5555350184440613,0.5849196314811707,checkpoint_step_0006_post_history
42,8,4e-05,1.4617982087656856,1.8993676640093327,1.4617982087656856,0.0,1.4617161359637976,1.4617161359637976,1.4617982087656856,0.7349005900323391,0.416743665933609,0.45906487107276917,checkpoint_step_0007_post_history
42,9,4.5e-05,0.9847382316365838,1.7337314784526825,0.9847382316365838,0.0,0.9846774628385901,0.9846774628385901,0.9847382316365838,0.49902027240023017,0.2694511115550995,0.3156532943248749,checkpoint_step_0008_post_history
42,10,4.7e-05,0.7980763330124319,1.6620337264612317,0.7980763330124319,0.0,0.7980257505550981,0.7980257505550981,0.7980763330124319,0.3901872842106968,0.22583626210689545,0.257068932056427,checkpoint_step_0009_post_history
42,11,4.9e-05,0.6068710354156792,1.5814421931281686,0.6068710354156792,0.0,0.606815330684185,0.606815330684185,0.6063765613362193,0.32209247001446784,0.17815561592578888,0.21308445930480957,checkpoint_step_0010_post_history
42,12,5.1e-05,0.4469128034543246,1.4906692085787654,0.4469128034543246,0.0,0.4468622209969908,0.4468622209969908,0.4469128034543246,0.22111274302005768,0.14766216278076172,0.16706708073616028,checkpoint_step_0011_post_history
42,13,5.3e-05,0.2916083321906626,1.398143358528614,0.2916083321906626,0.0,0.29157556127756834,0.29157556127756834,0.2909294271375984,0.14779195771552622,0.10238403081893921,0.1254851222038269,checkpoint_step_0012_post_history
42,14,5.5e-05,0.1125844064517878,1.3148060534149408,0.1125844064517878,0.0,0.11253482807660475,0.11253482807660475,0.1125844064517878,0.058918551076203585,0.07336906343698502,0.08741452544927597,checkpoint_step_0013_post_history
42,15,5.7e-05,0.07958788046380505,1.2316132197156549,0.07958788046380505,0.0,0.07954706234158948,0.07954706234158948,0.07958788046380505,0.046983517677290365,0.06394381821155548,0.08242469280958176,checkpoint_step_0014_post_history
42,16,5.9e-05,0.04348266884335317,1.18100899271667,0.04348266884335317,0.0,0.04344135959399864,0.04344135959399864,0.04348266884335317,0.021698991986340843,0.053409721702337265,0.07078173756599426,checkpoint_step_0015_post_history
42,17,6.1e-05,0.024003831640584394,1.1086732847616076,0.024003831640584394,0.0,0.023973607312655076,0.023973607312655076,0.024003831640584394,0.0099964336186531,0.04805026948451996,0.06394381821155548,checkpoint_step_0016_post_history
42,18,6.3e-05,0.01921121474879328,1.0539839277043939,0.01921121474879328,0.0,0.019177143258275464,0.019177143258275464,0.01921121474879328,0.008441369573120028,0.04786545783281326,0.06061726063489914,checkpoint_step_0017_post_history
42,19,6.5e-05,0.02296640377608128,1.0000851470977068,0.02296640377608128,0.0,0.02293074066983536,0.02293074066983536,0.02296640377608128,0.009092645086639095,0.0399186834692955,0.05655146762728691,checkpoint_step_0018_post_history
42,20,6.7e-05,0.0167453836183995,0.9585191146470606,0.0167453836183995,0.0,0.016703665096429177,0.016703665096429177,0.0167453836183995,0.00707285153112025,0.04361485689878464,0.060802068561315536,checkpoint_step_0019_post_history
42,21,6.9e-05,0.009191560820909217,0.9133252897299826,0.009191560820909217,0.0,0.009149231118499301,0.009149231118499301,0.009191560820909217,0.004045395598950563,0.045462947338819504,0.05433376505970955,checkpoint_step_0020_post_history
42,22,7.1e-05,0.01115374925575452,0.873892568051815,0.01115374925575452,0.0,0.01112601239583455,0.01112601239583455,0.01115374925575452,0.004050000370625639,0.04176677018404007,0.05008316412568092,checkpoint_step_0021_post_history
42,23,7.3e-05,0.014568017832061742,0.841762637719512,0.014568017832061742,0.0,0.014535446098307148,0.014535446098307148,0.014568017832061742,0.0037426480048452504,0.04453890398144722,0.05304010212421417,checkpoint_step_0022_post_history
42,24,7.5e-05,0.006286295047175372,0.8003141265362501,0.006286295047175372,0.0,0.006243947154871421,0.006243947154871421,0.006286295047175372,0.0028345709779387107,0.04232119768857956,0.05082239955663681,checkpoint_step_0023_post_history
42,25,7.7e-05,0.00865524634718895,0.7672037463635206,0.00865524634718895,0.0,0.008613495083409362,0.008613495083409362,0.00865524634718895,0.006440860943257576,0.04731103405356407,0.05599704384803772,checkpoint_step_0024_post_history
42,26,8e-05,0.0056470280469511636,0.7329662912525237,0.0056470280469511636,0.0,0.005615322606900008,0.005615322606900008,0.0056470280469511636,0.002229919800811331,0.04472371190786362,0.05488819256424904,checkpoint_step_0025_post_history
42,27,8.3e-05,0.0047866096792859025,0.6996783195063472,0.0047866096792859025,0.0,0.004754157544084592,0.004754157544084592,0.0047866096792859025,0.0018525379346101545,0.03733136132359505,0.049528736621141434,checkpoint_step_0026_post_history
42,28,8.6e-05,0.005723272352042841,0.6594050209969282,0.005723272352042841,0.0,0.0056741801017778926,0.0056741801017778926,0.005723272352042841,0.002822958094839123,0.042506005614995956,0.048235077410936356,checkpoint_step_0027_post_history
42,29,8.9e-05,0.010388452210463583,0.6309593445621431,0.010388452210463583,0.0,0.010360243322793394,0.010360243322793394,0.010388452210463583,0.005667798177455552,0.0401034913957119,0.04786545783281326,checkpoint_step_0028_post_history
42,30,9.2e-05,0.005886462531634606,0.5823287065140903,0.005886462531634606,0.0,0.005843841336172773,0.005843841336172773,0.005886462531634606,0.003523563464113977,0.04786545783281326,0.05488819256424904,checkpoint_step_0029_post_history
42,31,9.5e-05,0.006363127795339096,0.5789917195215821,0.006363127795339096,0.0,0.006323067736957455,0.006323067736957455,0.006363127795339096,0.0034490099096728954,0.04527813568711281,0.054518572986125946,checkpoint_step_0030_post_history
42,32,9.8e-05,0.0050426497182343155,0.564620248042047,0.0050426497182343155,0.0,0.004979675395588856,0.004979675395588856,0.0050426497182343155,0.002631354163895594,0.05433376505970955,0.06061726063489914,checkpoint_step_0031_post_history
42,33,0.0001,0.008283553142973687,0.5477693630382419,0.008283553142973687,0.0,0.008231066203734372,0.008231066203734372,0.008283553142973687,0.0039059677874320187,0.04527813568711281,0.05599704384803772,checkpoint_step_0032_post_history
