case,schedule,final_Delta_s,step_count,peak_stress_MPa,peak_step,peak_engineering_shear_strain,final_stress_MPa,post_peak_drop_MPa,post_peak_drop_percent,final_alpha_max,through_right_boundary_any_threshold,interpretation
S0050,load_schedules/load_schedule_S0050_shear.csv,8e-05,33,29.964742134325206,24,0.006,28.4379260847345,1.5268160495907068,5.0953752338209135,1.000342845916748,False,"S0050 already reaches the same peak at step 24, then only a small post-peak drop by final step."
S0070,load_schedules/load_schedule_S0070_shear.csv,0.0001,43,29.964742134325206,24,0.006,23.070974566508085,6.893767567817122,23.006263617800915,1.0009106397628784,False,"23.071 MPa is S0070 final stress, not the maximum stress; peak remains about 29.9647 MPa."
S0090,load_schedules/load_schedule_S0090_shear.csv,0.00012,53,29.964742134325206,24,0.006,18.135958816856142,11.828783317469064,39.47567198957791,1.0014989376068115,False,18.136 MPa is S0090 final stress after further post-peak softening; peak remains about 29.9647 MPa.
