seed,step,Delta,branch,reaction_N,ratio_to_legacy_abs,legacy_top_sigma_integral_N,postprocessed_sigma_virtual_work_N,is_conjugate_to_postprocessed_sigma,matches_training_mechanics_objective,alpha0p8_through_crack,I_current_active_fraction,II_current_active_fraction
7,6,3e-05,pre_step_history_energy,1.8339642556384206,2.6439108949213646,0.6936558486752507,0.4658364341594279,False,True,False,0.7030124068260193,0.7177971005439758
7,6,3e-05,post_step_committed_history_energy,0.907769484911114,1.3086741597360985,0.6936558486752507,0.4658364341594279,False,False,False,0.7030124068260193,0.7177971005439758
7,6,3e-05,frozen_active_branch_energy,1.8339642556384206,2.6439108949213646,0.6936558486752507,0.4658364341594279,False,False,False,0.7030124068260193,0.7177971005439758
7,7,3.5e-05,current_trial_energy,1.9654149655252695,2.857858881808412,0.6877228886408776,-0.7361004827544093,True,False,False,0.5241175293922424,0.5693956613540649
7,7,3.5e-05,pre_step_history_energy,1.731373369693756,2.517545072718763,0.6877228886408776,-0.7361004827544093,False,True,False,0.5241175293922424,0.5693956613540649
7,7,3.5e-05,post_step_committed_history_energy,0.8592535159550607,1.2494182324703094,0.6877228886408776,-0.7361004827544093,False,False,False,0.5241175293922424,0.5693956613540649
7,7,3.5e-05,frozen_active_branch_energy,1.731373369693756,2.517545072718763,0.6877228886408776,-0.7361004827544093,False,False,False,0.5241175293922424,0.5693956613540649
7,8,4e-05,current_trial_energy,1.8960180459544063,2.8291376867333975,0.6701752462756956,-2.9465779662132263,True,False,False,0.416743665933609,0.45000922679901123
7,8,4e-05,pre_step_history_energy,1.4293115818873048,2.1327430247987955,0.6701752462756956,-2.9465779662132263,False,True,False,0.416743665933609,0.45000922679901123
7,8,4e-05,post_step_committed_history_energy,0.6878816056996584,1.0264204915391322,0.6701752462756956,-2.9465779662132263,False,False,False,0.416743665933609,0.45000922679901123
7,8,4e-05,frozen_active_branch_energy,1.4293115818873048,2.1327430247987955,0.6701752462756956,-2.9465779662132263,False,False,False,0.416743665933609,0.45000922679901123
7,9,4.5e-05,current_trial_energy,1.7477304209023714,2.533976777200285,0.6897184049308401,-6.195499561727047,True,False,False,0.30105340480804443,0.3321012854576111
7,9,4.5e-05,pre_step_history_energy,1.007041078992188,1.4600756943598838,0.6897184049308401,-6.195499561727047,False,True,False,0.30105340480804443,0.3321012854576111
7,9,4.5e-05,post_step_committed_history_energy,0.511847494635731,0.7421108251954728,0.6897184049308401,-6.195499561727047,False,False,False,0.30105340480804443,0.3321012854576111
7,9,4.5e-05,frozen_active_branch_energy,1.0067992843687534,1.4597251242986735,0.6897184049308401,-6.195499561727047,False,False,False,0.30105340480804443,0.3321012854576111
7,10,4.7e-05,current_trial_energy,1.6764310421422124,2.3508761790271024,0.713109034451995,-7.978897541761398,True,False,False,0.24967658519744873,0.27739790081977844
7,10,4.7e-05,pre_step_history_energy,0.8521633571945131,1.194997280954907,0.713109034451995,-7.978897541761398,False,True,False,0.24967658519744873,0.27739790081977844
7,10,4.7e-05,post_step_committed_history_energy,0.4210031474940479,0.5903769650283247,0.713109034451995,-7.978897541761398,False,False,False,0.24967658519744873,0.27739790081977844
7,10,4.7e-05,frozen_active_branch_energy,0.8521633571945131,1.194997280954907,0.713109034451995,-7.978897541761398,False,False,False,0.24967658519744873,0.27739790081977844
7,11,4.9e-05,current_trial_energy,1.6020399052649736,2.2405046607503247,0.7150352924186576,-10.01704391092062,True,False,False,0.19719091057777405,0.22602106630802155
7,11,4.9e-05,pre_step_history_energy,0.6778757669962943,0.9480312009541955,0.7150352924186576,-10.01704391092062,False,True,False,0.19719091057777405,0.22602106630802155
7,11,4.9e-05,post_step_committed_history_energy,0.3292779438197613,0.4605058621735373,0.7150352924186576,-10.01704391092062,False,False,False,0.19719091057777405,0.22602106630802155
7,11,4.9e-05,frozen_active_branch_energy,0.6778757669962943,0.9480312009541955,0.7150352924186576,-10.01704391092062,False,False,False,0.19719091057777405,0.22602106630802155
7,12,5.1e-05,current_trial_energy,1.5212635044008493,2.1340355382527876,0.7128576245015877,-12.233088724315166,True,False,False,0.15801145136356354,0.189059317111969
7,12,5.1e-05,pre_step_history_energy,0.4787435755133629,0.6715837203089304,0.7128576245015877,-12.233088724315166,False,True,False,0.15801145136356354,0.189059317111969
7,12,5.1e-05,post_step_committed_history_energy,0.24963519535958767,0.35018941620232563,0.7128576245015877,-12.233088724315166,False,False,False,0.15801145136356354,0.189059317111969
7,12,5.1e-05,frozen_active_branch_energy,0.4776420828420669,0.6700385412529217,0.7128576245015877,-12.233088724315166,False,False,False,0.15801145136356354,0.189059317111969
7,13,5.3e-05,current_trial_energy,1.4326958917081356,2.0021742983077147,0.7155700145182586,-14.832749031484127,True,False,False,0.11920162290334702,0.14359638094902039
7,13,5.3e-05,pre_step_history_energy,0.2679606550373137,0.37447160948703556,0.7155700145182586,-14.832749031484127,False,True,False,0.11920162290334702,0.14359638094902039
7,13,5.3e-05,post_step_committed_history_energy,0.1495889446232468,0.20904864875305623,0.7155700145182586,-14.832749031484127,False,False,False,0.11920162290334702,0.14359638094902039
7,13,5.3e-05,frozen_active_branch_energy,0.2679606550373137,0.37447160948703556,0.7155700145182586,-14.832749031484127,False,False,False,0.11920162290334702,0.14359638094902039
7,14,5.5e-05,current_trial_energy,1.352899707853794,1.9128629696152797,0.7072643097513112,-17.60835014283657,True,False,True,0.08390316367149353,0.10404731333255768
7,14,5.5e-05,pre_step_history_energy,0.15983432240318507,0.2259895207484542,0.7072643097513112,-17.60835014283657,False,True,True,0.08390316367149353,0.10404731333255768
7,14,5.5e-05,post_step_committed_history_energy,0.08132148650474846,0.11498033391977999,0.7072643097513112,-17.60835014283657,False,False,True,0.08390316367149353,0.10404731333255768
7,14,5.5e-05,frozen_active_branch_energy,0.15983432240318507,0.2259895207484542,0.7072643097513112,-17.60835014283657,False,False,True,0.08390316367149353,0.10404731333255768
7,15,5.7e-05,current_trial_energy,1.2962331529706717,1.840841095742583,0.7041526593297722,-20.227305591106415,True,False,True,0.0685640349984169,0.08852338045835495
7,15,5.7e-05,pre_step_history_energy,0.11356447066646069,0.16127819608684546,0.7041526593297722,-20.227305591106415,False,True,True,0.0685640349984169,0.08852338045835495
7,15,5.7e-05,post_step_committed_history_energy,0.06815847882535309,0.09679503147829877,0.7041526593297722,-20.227305591106415,False,False,True,0.0685640349984169,0.08852338045835495
7,15,5.7e-05,frozen_active_branch_energy,0.11350325075909495,0.16119125484398483,0.7041526593297722,-20.227305591106415,False,False,True,0.0685640349984169,0.08852338045835495
7,16,5.9e-05,current_trial_energy,1.2289575533941388,1.7844742043030588,0.688694490752876,-23.43406341969967,True,False,True,0.06394381821155548,0.08371835201978683
7,16,5.9e-05,pre_step_history_energy,0.07449212716892362,0.10816425594967274,0.688694490752876,-23.43406341969967,False,True,True,0.06394381821155548,0.08371835201978683
7,16,5.9e-05,post_step_committed_history_energy,0.03891270898748189,0.05650213485074171,0.688694490752876,-23.43406341969967,False,False,True,0.06394381821155548,0.08371835201978683
7,16,5.9e-05,frozen_active_branch_energy,0.07449212716892362,0.10816425594967274,0.688694490752876,-23.43406341969967,False,False,True,0.06394381821155548,0.08371835201978683
7,17,6.1e-05,current_trial_energy,1.1704900534823537,1.689767054675628,0.6926931438529224,-26.847772300243378,True,False,True,0.05193125084042549,0.06542228907346725
7,17,6.1e-05,pre_step_history_energy,0.03537354859872721,0.05106669369061632,0.6926931438529224,-26.847772300243378,False,True,True,0.05193125084042549,0.06542228907346725
7,17,6.1e-05,post_step_committed_history_energy,0.015450872524525039,0.0223055080906152,0.6926931438529224,-26.847772300243378,False,False,True,0.05193125084042549,0.06542228907346725
7,17,6.1e-05,frozen_active_branch_energy,0.03526243381202221,0.050906283864575665,0.6926931438529224,-26.847772300243378,False,False,True,0.05193125084042549,0.06542228907346725
7,18,6.3e-05,current_trial_energy,1.125974697060883,1.6538340626385246,0.6808268873507809,-30.131354928016663,True,False,True,0.053964145481586456,0.06690075993537903
7,18,6.3e-05,pre_step_history_energy,0.03455582555034198,0.05075567107051966,0.6808268873507809,-30.131354928016663,False,True,True,0.053964145481586456,0.06690075993537903
7,18,6.3e-05,post_step_committed_history_energy,0.021250612917356193,0.03121294606922198,0.6808268873507809,-30.131354928016663,False,False,True,0.053964145481586456,0.06690075993537903
7,18,6.3e-05,frozen_active_branch_energy,0.03455582555034198,0.05075567107051966,0.6808268873507809,-30.131354928016663,False,False,True,0.053964145481586456,0.06690075993537903
7,19,6.5e-05,current_trial_energy,1.0636417428031564,1.5168708668454758,0.7012078391452883,-34.48311984539032,True,False,True,0.04472371190786362,0.06006283313035965
7,19,6.5e-05,pre_step_history_energy,0.037712903576903045,0.053782775193831,0.7012078391452883,-34.48311984539032,False,True,True,0.04472371190786362,0.06006283313035965
7,19,6.5e-05,post_step_committed_history_energy,0.0212116810871521,0.03025020529292329,0.7012078391452883,-34.48311984539032,False,False,True,0.04472371190786362,0.06006283313035965
7,19,6.5e-05,frozen_active_branch_energy,0.037712903576903045,0.053782775193831,0.7012078391452883,-34.48311984539032,False,False,True,0.04472371190786362,0.06006283313035965
7,20,6.7e-05,current_trial_energy,1.0187642183154821,1.4548048089447296,0.7002755366573624,-38.275014609098434,True,False,True,0.05100720748305321,0.057475510984659195
7,20,6.7e-05,pre_step_history_energy,0.02155911897716578,0.030786623048513595,0.7002755366573624,-38.275014609098434,False,True,True,0.05100720748305321,0.057475510984659195
7,20,6.7e-05,post_step_committed_history_energy,0.011120679118903354,0.015880433539040773,0.7002755366573624,-38.275014609098434,False,False,True,0.05100720748305321,0.057475510984659195
7,20,6.7e-05,frozen_active_branch_energy,0.02155911897716578,0.030786623048513595,0.7002755366573624,-38.275014609098434,False,False,True,0.05100720748305321,0.057475510984659195
7,21,6.9e-05,current_trial_energy,0.9810372721403837,1.35101321962187,0.7261492766258516,-42.15223714709282,True,False,True,0.04694141447544098,0.05618185177445412
7,21,6.9e-05,pre_step_history_energy,0.01816071744542569,0.02500961996383424,0.7261492766258516,-42.15223714709282,False,True,True,0.04694141447544098,0.05618185177445412
7,21,6.9e-05,post_step_committed_history_energy,0.008191664164769463,0.011280964435898237,0.7261492766258516,-42.15223714709282,False,False,True,0.04694141447544098,0.05618185177445412
7,21,6.9e-05,frozen_active_branch_energy,0.01816071744542569,0.02500961996383424,0.7261492766258516,-42.15223714709282,False,False,True,0.04694141447544098,0.05618185177445412
7,22,7.1e-05,current_trial_energy,0.941432430408895,1.304492935219333,0.7216845756628077,-46.20829224586487,True,False,True,0.04527813568711281,0.053964145481586456
7,22,7.1e-05,pre_step_history_energy,0.012927604075230192,0.017913094600029735,0.7216845756628077,-46.20829224586487,False,True,True,0.04527813568711281,0.053964145481586456
7,22,7.1e-05,post_step_committed_history_energy,0.008555835847801063,0.011855367478157939,0.7216845756628077,-46.20829224586487,False,False,True,0.04527813568711281,0.053964145481586456
7,22,7.1e-05,frozen_active_branch_energy,0.012927604075230192,0.017913094600029735,0.7216845756628077,-46.20829224586487,False,False,True,0.04527813568711281,0.053964145481586456
7,23,7.3e-05,current_trial_energy,0.8906674338504672,1.2122505135684807,0.7347222573893782,-51.193393766880035,True,False,True,0.04620217904448509,0.05544261634349823
7,23,7.3e-05,pre_step_history_energy,0.012206155588501133,0.016613292255324014,0.7347222573893782,-51.193393766880035,False,True,True,0.04620217904448509,0.05544261634349823
7,23,7.3e-05,post_step_committed_history_energy,0.00832948262541322,0.011336913427680296,0.7347222573893782,-51.193393766880035,False,False,True,0.04620217904448509,0.05544261634349823
7,23,7.3e-05,frozen_active_branch_energy,0.012206155588501133,0.016613292255324014,0.7347222573893782,-51.193393766880035,False,False,True,0.04620217904448509,0.05544261634349823
7,24,7.5e-05,current_trial_energy,0.853856501635164,1.1318011035345432,0.7544227505774859,-55.64584955573082,True,False,True,0.035668082535266876,0.04805026948451996
7,24,7.5e-05,pre_step_history_energy,0.010817901966220234,0.014339310364035926,0.7544227505774859,-55.64584955573082,False,True,True,0.035668082535266876,0.04805026948451996
7,24,7.5e-05,post_step_committed_history_energy,0.005962727755104424,0.00790369557458355,0.7544227505774859,-55.64584955573082,False,False,True,0.035668082535266876,0.04805026948451996
7,24,7.5e-05,frozen_active_branch_energy,0.010817901966220234,0.014339310364035926,0.7544227505774859,-55.64584955573082,False,False,True,0.035668082535266876,0.04805026948451996
7,25,7.7e-05,current_trial_energy,0.822022499050945,1.07027421933794,0.7680484909366865,-59.86389145255089,True,False,True,0.03844021260738373,0.04841988533735275
7,25,7.7e-05,pre_step_history_energy,0.0076982360042165965,0.010023111945481571,0.7680484909366865,-59.86389145255089,False,True,True,0.03844021260738373,0.04841988533735275
7,25,7.7e-05,post_step_committed_history_energy,0.004199982413410908,0.005468381831319984,0.7680484909366865,-59.86389145255089,False,False,True,0.03844021260738373,0.04841988533735275
7,25,7.7e-05,frozen_active_branch_energy,0.0076982360042165965,0.010023111945481571,0.7680484909366865,-59.86389145255089,False,False,True,0.03844021260738373,0.04841988533735275
7,26,8e-05,current_trial_energy,0.79261016799137,1.0277254013615869,0.7712275739621465,-65.39946794509888,True,False,True,0.041951581835746765,0.051376823335886
7,26,8e-05,pre_step_history_energy,0.010056619430542924,0.013039756059132455,0.7712275739621465,-65.39946794509888,False,True,True,0.041951581835746765,0.051376823335886
7,26,8e-05,post_step_committed_history_energy,0.005981128197163343,0.007755334999805012,0.7712275739621465,-65.39946794509888,False,False,True,0.041951581835746765,0.051376823335886
7,26,8e-05,frozen_active_branch_energy,0.010056619430542924,0.013039756059132455,0.7712275739621465,-65.39946794509888,False,False,True,0.041951581835746765,0.051376823335886
7,27,8.3e-05,current_trial_energy,0.7433515856973827,0.9401325961109718,0.7906880250428405,-72.810597717762,True,False,True,0.040288303047418594,0.04897431284189224
7,27,8.3e-05,pre_step_history_energy,0.014326344171422534,0.01811883286160343,0.7906880250428405,-72.810597717762,False,True,True,0.040288303047418594,0.04897431284189224
7,27,8.3e-05,post_step_committed_history_energy,0.010777540410344955,0.013630585096771907,0.7906880250428405,-72.810597717762,False,False,True,0.040288303047418594,0.04897431284189224
7,27,8.3e-05,frozen_active_branch_energy,0.014326344171422534,0.01811883286160343,0.7906880250428405,-72.810597717762,False,False,True,0.040288303047418594,0.04897431284189224
7,28,8.6e-05,current_trial_energy,0.7022558129392564,0.8961478598116626,0.7836383307179295,-79.64875549077988,True,False,True,0.04176677018404007,0.051746442914009094
7,28,8.6e-05,pre_step_history_energy,0.009630443855712656,0.012289398665440132,0.7836383307179295,-79.64875549077988,False,True,True,0.04176677018404007,0.051746442914009094
7,28,8.6e-05,post_step_committed_history_energy,0.007364382327068597,0.009397680075605446,0.7836383307179295,-79.64875549077988,False,False,True,0.04176677018404007,0.051746442914009094
7,28,8.6e-05,frozen_active_branch_energy,0.009630443855712656,0.012289398665440132,0.7836383307179295,-79.64875549077988,False,False,True,0.04176677018404007,0.051746442914009094
7,29,8.9e-05,current_trial_energy,0.6716902717016637,0.8480789645402809,0.7920138333648773,-86.55279129743576,True,False,True,0.052855294197797775,0.061356496065855026
7,29,8.9e-05,pre_step_history_energy,0.010214579560852144,0.012896971151949984,0.7920138333648773,-86.55279129743576,False,True,True,0.052855294197797775,0.061356496065855026
7,29,8.9e-05,post_step_committed_history_energy,0.0049529467105458025,0.006253611366234814,0.7920138333648773,-86.55279129743576,False,False,True,0.052855294197797775,0.061356496065855026
7,29,8.9e-05,frozen_active_branch_energy,0.010214579560852144,0.012896971151949984,0.7920138333648773,-86.55279129743576,False,False,True,0.052855294197797775,0.061356496065855026
7,30,9.2e-05,current_trial_energy,0.6502614705823362,0.8210418791867623,0.7919954962911475,-92.50069409608841,True,False,True,0.04121234640479088,0.04361485689878464
7,30,9.2e-05,pre_step_history_energy,0.005637236881739227,0.007117763810700898,0.7919954962911475,-92.50069409608841,False,True,True,0.04121234640479088,0.04361485689878464
7,30,9.2e-05,post_step_committed_history_energy,0.0027274534204480005,0.0034437739017714746,0.7919954962911475,-92.50069409608841,False,False,True,0.04121234640479088,0.04361485689878464
7,30,9.2e-05,frozen_active_branch_energy,0.005637236881739227,0.007117763810700898,0.7919954962911475,-92.50069409608841,False,False,True,0.04121234640479088,0.04361485689878464
7,31,9.5e-05,current_trial_energy,0.6184644298627973,0.7770873767939755,0.7958750178318326,-99.89199042320251,True,False,True,0.046571798622608185,0.053964145481586456
7,31,9.5e-05,pre_step_history_energy,0.0075711191129812505,0.009512949826728973,0.7958750178318326,-99.89199042320251,False,True,True,0.046571798622608185,0.053964145481586456
7,31,9.5e-05,post_step_committed_history_energy,0.0041107000470219646,0.005165007011051263,0.7958750178318326,-99.89199042320251,False,False,True,0.046571798622608185,0.053964145481586456
7,31,9.5e-05,frozen_active_branch_energy,0.0075711191129812505,0.009512949826728973,0.7958750178318326,-99.89199042320251,False,False,True,0.046571798622608185,0.053964145481586456
7,32,9.8e-05,current_trial_energy,0.5925206933170557,0.7622799447725008,0.7773006457540883,-106.64232075214386,True,False,True,0.04287562519311905,0.05082239955663681
7,32,9.8e-05,pre_step_history_energy,0.005487802354764426,0.007060076927429418,0.7773006457540883,-106.64232075214386,False,True,True,0.04287562519311905,0.05082239955663681
7,32,9.8e-05,post_step_committed_history_energy,0.002086563881675829,0.0026843717332198738,0.7773006457540883,-106.64232075214386,False,False,True,0.04287562519311905,0.05082239955663681
7,32,9.8e-05,frozen_active_branch_energy,0.005487802354764426,0.007060076927429418,0.7773006457540883,-106.64232075214386,False,False,True,0.04287562519311905,0.05082239955663681
7,33,0.0001,current_trial_energy,0.581293017603457,0.7358892662914502,0.7899191416840626,-110.92320084571838,True,False,True,0.04232119768857956,0.04934392869472504
7,33,0.0001,pre_step_history_energy,0.00784211079007946,0.009927738645958783,0.7899191416840626,-110.92320084571838,False,True,True,0.04232119768857956,0.04934392869472504
7,33,0.0001,post_step_committed_history_energy,0.002841488822014071,0.0035971894743000894,0.7899191416840626,-110.92320084571838,False,False,True,0.04232119768857956,0.04934392869472504
7,33,0.0001,frozen_active_branch_energy,0.00784211079007946,0.009927738645958783,0.7899191416840626,-110.92320084571838,False,False,True,0.04232119768857956,0.04934392869472504
13,0,1e-06,current_trial_energy,0.07881042984081432,2.104853392727016,0.037442241874484535,0.05400784721132368,True,False,False,1.0,1.0
13,0,1e-06,pre_step_history_energy,0.07881042984081432,2.104853392727016,0.037442241874484535,0.05400784721132368,False,True,False,1.0,1.0
13,0,1e-06,post_step_committed_history_energy,0.03924219709006138,1.048072848351622,0.037442241874484535,0.05400784721132368,False,False,False,1.0,1.0
13,0,1e-06,frozen_active_branch_energy,0.07881042984081432,2.104853392727016,0.037442241874484535,0.05400784721132368,False,False,False,1.0,1.0
13,1,5e-06,current_trial_energy,0.42797948117367923,2.23329184811038,0.19163616324297192,0.26951514882966876,True,False,False,0.9990759491920471,0.9987063407897949
13,1,5e-06,pre_step_history_energy,0.4279795102775097,2.233291999980622,0.19163616324297192,0.26951514882966876,False,True,False,0.9990759491920471,0.9987063407897949
13,1,5e-06,post_step_committed_history_energy,0.21745660342276096,1.1347367831981263,0.19163616324297192,0.26951514882966876,False,False,False,0.9990759491920471,0.9987063407897949
13,1,5e-06,frozen_active_branch_energy,0.4279795102775097,2.233291999980622,0.19163616324297192,0.26951514882966876,False,False,False,0.9990759491920471,0.9987063407897949
13,2,1e-05,current_trial_energy,0.847788352984935,2.2624352302381068,0.3747238116052988,0.5285026854835451,True,False,False,0.9966734647750854,0.996488630771637
13,2,1e-05,pre_step_history_energy,0.8477876544930041,2.2624333662201037,0.3747238116052988,0.5285026854835451,False,True,False,0.9966734647750854,0.996488630771637
13,2,1e-05,post_step_committed_history_energy,0.416583992773667,1.1117094240396446,0.3747238116052988,0.5285026854835451,False,False,False,0.9966734647750854,0.996488630771637
13,2,1e-05,frozen_active_branch_energy,0.8477876544930041,2.2624333662201037,0.3747238116052988,0.5285026854835451,False,False,False,0.9966734647750854,0.996488630771637
13,3,1.5e-05,current_trial_energy,1.2407972244545817,2.3541637502800756,0.5270649606710509,0.7649355684407055,True,False,False,0.9961190223693848,0.9939013123512268
13,3,1.5e-05,pre_step_history_energy,1.2407952453941107,2.3541599954099577,0.5270649606710509,0.7649355684407055,False,True,False,0.9961190223693848,0.9939013123512268
13,3,1.5e-05,post_step_committed_history_energy,0.6307237199507654,1.1966716951696765,0.5270649606710509,0.7649355684407055,False,False,False,0.9961190223693848,0.9939013123512268
13,3,1.5e-05,frozen_active_branch_energy,1.2407952453941107,2.3541599954099577,0.5270649606710509,0.7649355684407055,False,False,False,0.9961190223693848,0.9939013123512268
13,4,2e-05,current_trial_energy,1.58395292237401,2.484303814122744,0.637584225153772,0.9546114597469568,True,False,False,0.988541841506958,0.9837368130683899
13,4,2e-05,pre_step_history_energy,1.583916717208922,2.484247029209222,0.637584225153772,0.9546114597469568,False,True,False,0.988541841506958,0.9837368130683899
13,4,2e-05,post_step_committed_history_energy,0.8054556674323976,1.2632929668831416,0.637584225153772,0.9546114597469568,False,False,False,0.988541841506958,0.9837368130683899
13,4,2e-05,frozen_active_branch_energy,1.583916717208922,2.484247029209222,0.637584225153772,0.9546114597469568,False,False,False,0.988541841506958,0.9837368130683899
13,5,2.5e-05,current_trial_energy,1.812312169931829,2.630745668385013,0.6888967609873091,0.9285788401030004,True,False,False,0.8726667761802673,0.8567732572555542
13,5,2.5e-05,pre_step_history_energy,1.7816273029893637,2.586203628590126,0.6888967609873091,0.9285788401030004,False,True,False,0.8726667761802673,0.8567732572555542
13,5,2.5e-05,post_step_committed_history_energy,0.9031292283907533,1.3109790603404952,0.6888967609873091,0.9285788401030004,False,False,False,0.8726667761802673,0.8567732572555542
13,5,2.5e-05,frozen_active_branch_energy,1.7816273029893637,2.586203628590126,0.6888967609873091,0.9285788401030004,False,False,False,0.8726667761802673,0.8567732572555542
13,6,3e-05,current_trial_energy,1.942655653692782,2.7960478590930244,0.6947862667568702,0.48740406055003405,True,False,False,0.7135464549064636,0.722602128982544
13,6,3e-05,pre_step_history_energy,1.8477900885045528,2.6595086531138343,0.6947862667568702,0.48740406055003405,False,True,False,0.7135464549064636,0.722602128982544
13,6,3e-05,post_step_committed_history_energy,0.9392988868057728,1.3519249469196346,0.6947862667568702,0.48740406055003405,False,False,False,0.7135464549064636,0.722602128982544
13,6,3e-05,frozen_active_branch_energy,1.8477900885045528,2.6595086531138343,0.6947862667568702,0.48740406055003405,False,False,False,0.7135464549064636,0.722602128982544
13,7,3.5e-05,current_trial_energy,1.9678506068885326,2.8687939976772734,0.6859504755244915,-0.6807290483266115,True,False,False,0.5496211647987366,0.590094268321991
13,7,3.5e-05,pre_step_history_energy,1.738204387947917,2.5340085763755043,0.6859504755244915,-0.6807290483266115,False,True,False,0.5496211647987366,0.590094268321991
13,7,3.5e-05,post_step_committed_history_energy,0.856658152770251,1.2488629767553305,0.6859504755244915,-0.6807290483266115,False,False,False,0.5496211647987366,0.590094268321991
13,7,3.5e-05,frozen_active_branch_energy,1.738180173560977,2.5339732758869062,0.6859504755244915,-0.6807290483266115,False,False,False,0.5496211647987366,0.590094268321991
13,8,4e-05,current_trial_energy,1.8999214516952634,2.770320446103546,0.6858128828986199,-2.7262321673333645,True,False,False,0.42469045519828796,0.4623914361000061
13,8,4e-05,pre_step_history_energy,1.4651683159172535,2.136396606789671,0.6858128828986199,-2.7262321673333645,False,True,False,0.42469045519828796,0.4623914361000061
13,8,4e-05,post_step_committed_history_energy,0.7540201768279076,1.0994546699691707,0.6858128828986199,-2.7262321673333645,False,False,False,0.42469045519828796,0.4623914361000061
13,8,4e-05,frozen_active_branch_energy,1.4651683159172535,2.136396606789671,0.6858128828986199,-2.7262321673333645,False,False,False,0.42469045519828796,0.4623914361000061
