seed,step,Delta,branch,reaction_N,ratio_to_legacy_abs,legacy_top_sigma_integral_N,postprocessed_sigma_virtual_work_N,is_conjugate_to_postprocessed_sigma,matches_training_mechanics_objective,alpha0p8_through_crack,I_current_active_fraction,II_current_active_fraction
13,9,4.5e-05,current_trial_energy,1.729809446260333,2.3497897067002174,0.7361550020105776,-6.183522287756205,True,False,False,0.27739790081977844,0.31713175773620605
13,9,4.5e-05,pre_step_history_energy,0.9582097991369665,1.3016413615609694,0.7361550020105776,-6.183522287756205,False,True,False,0.27739790081977844,0.31713175773620605
13,9,4.5e-05,post_step_committed_history_energy,0.48032013000920415,0.6524714614413536,0.7361550020105776,-6.183522287756205,False,False,False,0.27739790081977844,0.31713175773620605
13,9,4.5e-05,frozen_active_branch_energy,0.9582097991369665,1.3016413615609694,0.7361550020105776,-6.183522287756205,False,False,False,0.27739790081977844,0.31713175773620605
13,10,4.7e-05,current_trial_energy,1.6584009863436222,2.190690767350379,0.7570219453425842,-7.862860336899757,True,False,False,0.2232489436864853,0.25374236702919006
13,10,4.7e-05,pre_step_history_energy,0.7826319779269397,1.0338299738097632,0.7570219453425842,-7.862860336899757,False,True,False,0.2232489436864853,0.25374236702919006
13,10,4.7e-05,post_step_committed_history_energy,0.4062262596562505,0.5366109425961437,0.7570219453425842,-7.862860336899757,False,False,False,0.2232489436864853,0.25374236702919006
13,10,4.7e-05,frozen_active_branch_energy,0.7826319779269397,1.0338299738097632,0.7570219453425842,-7.862860336899757,False,False,False,0.2232489436864853,0.25374236702919006
13,11,4.9e-05,current_trial_energy,1.5855500241741538,2.0872878458997457,0.7596221226932346,-9.630377404391766,True,False,False,0.17944927513599396,0.20421363413333893
13,11,4.9e-05,pre_step_history_energy,0.593646545894444,0.7815024446492876,0.7596221226932346,-9.630377404391766,False,True,False,0.17944927513599396,0.20421363413333893
13,11,4.9e-05,post_step_committed_history_energy,0.29600830748677254,0.3896783659186719,0.7596221226932346,-9.630377404391766,False,False,False,0.17944927513599396,0.20421363413333893
13,11,4.9e-05,frozen_active_branch_energy,0.593646545894444,0.7815024446492876,0.7596221226932346,-9.630377404391766,False,False,False,0.17944927513599396,0.20421363413333893
13,12,5.1e-05,current_trial_energy,1.496985787525773,1.9256419437514762,0.7773957107567939,-11.98564562946558,True,False,False,0.14100906252861023,0.16244687139987946
13,12,5.1e-05,pre_step_history_energy,0.40310126496478915,0.5185277708470638,0.7773957107567939,-11.98564562946558,False,True,False,0.14100906252861023,0.16244687139987946
13,12,5.1e-05,post_step_committed_history_energy,0.2230382669949904,0.2869044219164303,0.7773957107567939,-11.98564562946558,False,False,False,0.14100906252861023,0.16244687139987946
13,12,5.1e-05,frozen_active_branch_energy,0.4029938136227429,0.5183895512240849,0.7773957107567939,-11.98564562946558,False,False,False,0.14100906252861023,0.16244687139987946
13,13,5.3e-05,current_trial_energy,1.40476378146559,1.8015871691284182,0.7797367818428649,-14.422045089304447,True,False,False,0.10182960331439972,0.12197376042604446
13,13,5.3e-05,pre_step_history_energy,0.2251024270663038,0.28869027639594813,0.7797367818428649,-14.422045089304447,False,True,False,0.10182960331439972,0.12197376042604446
13,13,5.3e-05,post_step_committed_history_energy,0.11826008267235011,0.15166667191568023,0.7797367818428649,-14.422045089304447,False,False,False,0.10182960331439972,0.12197376042604446
13,13,5.3e-05,frozen_active_branch_energy,0.2251024270663038,0.28869027639594813,0.7797367818428649,-14.422045089304447,False,False,False,0.10182960331439972,0.12197376042604446
13,14,5.5e-05,current_trial_energy,1.3346885098144412,1.7081449327292118,0.7813672506594183,-16.985373571515083,True,False,True,0.0802069827914238,0.09499168395996094
13,14,5.5e-05,pre_step_history_energy,0.13405503705143929,0.17156469885102862,0.7813672506594183,-16.985373571515083,False,True,True,0.0802069827914238,0.09499168395996094
13,14,5.5e-05,post_step_committed_history_energy,0.06336600927170366,0.0810963208634957,0.7813672506594183,-16.985373571515083,False,False,True,0.0802069827914238,0.09499168395996094
13,14,5.5e-05,frozen_active_branch_energy,0.13405503705143929,0.17156469885102862,0.7813672506594183,-16.985373571515083,False,False,True,0.0802069827914238,0.09499168395996094
13,15,5.7e-05,current_trial_energy,1.2622876092791557,1.6353536148095298,0.7718744116551054,-19.96435597538948,True,False,True,0.06320458650588989,0.08131583780050278
13,15,5.7e-05,pre_step_history_energy,0.07404191273963079,0.09592481836632608,0.7718744116551054,-19.96435597538948,False,True,True,0.06320458650588989,0.08131583780050278
13,15,5.7e-05,post_step_committed_history_energy,0.03716471474035643,0.048148654987364245,0.7718744116551054,-19.96435597538948,False,False,True,0.06320458650588989,0.08131583780050278
13,15,5.7e-05,frozen_active_branch_energy,0.07404191273963079,0.09592481836632608,0.7718744116551054,-19.96435597538948,False,False,True,0.06320458650588989,0.08131583780050278
13,16,5.9e-05,current_trial_energy,1.177566940896213,1.52193861063341,0.7737282783082333,-23.63445609807968,True,False,True,0.06468304991722107,0.07540196180343628
13,16,5.9e-05,pre_step_history_energy,0.05405606862041168,0.06986440865080693,0.7737282783082333,-23.63445609807968,False,True,True,0.06468304991722107,0.07540196180343628
13,16,5.9e-05,post_step_committed_history_energy,0.03258245124015957,0.042110973779324073,0.7737282783082333,-23.63445609807968,False,False,True,0.06468304991722107,0.07540196180343628
13,16,5.9e-05,frozen_active_branch_energy,0.05405606862041168,0.06986440865080693,0.7737282783082333,-23.63445609807968,False,False,True,0.06468304991722107,0.07540196180343628
13,17,6.1e-05,current_trial_energy,1.1138272238895297,1.4403561998343664,0.7732998434815043,-27.51394547522068,True,False,True,0.05211605876684189,0.06412862986326218
13,17,6.1e-05,pre_step_history_energy,0.03251622183597647,0.04204865953364723,0.7732998434815043,-27.51394547522068,False,True,True,0.05211605876684189,0.06412862986326218
13,17,6.1e-05,post_step_committed_history_energy,0.019297758626635186,0.02495507892482426,0.7732998434815043,-27.51394547522068,False,False,True,0.05211605876684189,0.06412862986326218
13,17,6.1e-05,frozen_active_branch_energy,0.03251622183597647,0.04204865953364723,0.7732998434815043,-27.51394547522068,False,False,True,0.05211605876684189,0.06412862986326218
13,18,6.3e-05,current_trial_energy,1.0571839520707726,1.3632007048070038,0.7755159958052136,-30.869372189044952,True,False,True,0.048235077410936356,0.06117168813943863
13,18,6.3e-05,pre_step_history_energy,0.025583425667718984,0.032988907780239746,0.7755159958052136,-30.869372189044952,False,True,True,0.048235077410936356,0.06117168813943863
13,18,6.3e-05,post_step_committed_history_energy,0.016765581676736474,0.021618614918869433,0.7755159958052136,-30.869372189044952,False,False,True,0.048235077410936356,0.06117168813943863
13,18,6.3e-05,frozen_active_branch_energy,0.025583425667718984,0.032988907780239746,0.7755159958052136,-30.869372189044952,False,False,True,0.048235077410936356,0.06117168813943863
13,19,6.5e-05,current_trial_energy,0.9971365798264742,1.3563822085830681,0.7351442488088394,-34.9242202937603,True,False,True,0.05100720748305321,0.06431343406438828
13,19,6.5e-05,pre_step_history_energy,0.022594618712901138,0.030734945896008017,0.7351442488088394,-34.9242202937603,False,True,True,0.05100720748305321,0.06431343406438828
13,19,6.5e-05,post_step_committed_history_energy,0.014087315321376082,0.019162654600375206,0.7351442488088394,-34.9242202937603,False,False,True,0.05100720748305321,0.06431343406438828
13,19,6.5e-05,frozen_active_branch_energy,0.022594618712901138,0.030734945896008017,0.7351442488088394,-34.9242202937603,False,False,True,0.05100720748305321,0.06431343406438828
13,20,6.7e-05,current_trial_energy,0.9636224713176489,1.285164163746602,0.7498049653893462,-38.424935191869736,True,False,True,0.058584365993738174,0.06412862986326218
13,20,6.7e-05,pre_step_history_energy,0.017220436347997747,0.022966554161262198,0.7498049653893462,-38.424935191869736,False,True,True,0.058584365993738174,0.06412862986326218
13,20,6.7e-05,post_step_committed_history_energy,0.011999010894214734,0.016002842669872275,0.7498049653893462,-38.424935191869736,False,False,True,0.058584365993738174,0.06412862986326218
13,20,6.7e-05,frozen_active_branch_energy,0.017220436347997747,0.022966554161262198,0.7498049653893462,-38.424935191869736,False,False,True,0.058584365993738174,0.06412862986326218
13,21,6.9e-05,current_trial_energy,0.9177365573123097,1.20300235166188,0.7628717899383225,-42.43190586566925,True,False,True,0.05193125084042549,0.06043245270848274
13,21,6.9e-05,pre_step_history_energy,0.010329118595109321,0.01353978313439067,0.7628717899383225,-42.43190586566925,False,True,True,0.05193125084042549,0.06043245270848274
13,21,6.9e-05,post_step_committed_history_energy,0.0030485409752145642,0.003996138034493366,0.7628717899383225,-42.43190586566925,False,False,True,0.05193125084042549,0.06043245270848274
13,21,6.9e-05,frozen_active_branch_energy,0.010329118595109321,0.01353978313439067,0.7628717899383225,-42.43190586566925,False,False,True,0.05193125084042549,0.06043245270848274
13,22,7.1e-05,current_trial_energy,0.8666118374094367,1.1371501634732277,0.7620909403578867,-47.23585024476051,True,False,True,0.04379966855049133,0.05193125084042549
13,22,7.1e-05,pre_step_history_energy,0.013577569916378707,0.017816206960815626,0.7620909403578867,-47.23585024476051,False,True,True,0.04379966855049133,0.05193125084042549
13,22,7.1e-05,post_step_committed_history_energy,0.007414378615067108,0.009728994562755501,0.7620909403578867,-47.23585024476051,False,False,True,0.04379966855049133,0.05193125084042549
13,22,7.1e-05,frozen_active_branch_energy,0.013577569916378707,0.017816206960815626,0.7620909403578867,-47.23585024476051,False,False,True,0.04379966855049133,0.05193125084042549
13,23,7.3e-05,current_trial_energy,0.8292074198834598,1.0898497568074346,0.7608456254672288,-51.309119910001755,True,False,True,0.04379966855049133,0.04971354827284813
13,23,7.3e-05,pre_step_history_energy,0.009299897101300303,0.01222310648837511,0.7608456254672288,-51.309119910001755,False,True,True,0.04379966855049133,0.04971354827284813
13,23,7.3e-05,post_step_committed_history_energy,0.0030753421924600843,0.0040420054864237975,0.7608456254672288,-51.309119910001755,False,False,True,0.04379966855049133,0.04971354827284813
13,23,7.3e-05,frozen_active_branch_energy,0.009299897101300303,0.01222310648837511,0.7608456254672288,-51.309119910001755,False,False,True,0.04379966855049133,0.04971354827284813
13,24,7.5e-05,current_trial_energy,0.7894276641309261,0.9874913468883105,0.7994274244716129,-55.941857397556305,True,False,True,0.038625024259090424,0.049898356199264526
13,24,7.5e-05,pre_step_history_energy,0.007034250756987603,0.008799111140873032,0.7994274244716129,-55.941857397556305,False,True,True,0.038625024259090424,0.049898356199264526
13,24,7.5e-05,post_step_committed_history_energy,0.003031796950381249,0.003792460525588219,0.7994274244716129,-55.941857397556305,False,False,True,0.038625024259090424,0.049898356199264526
13,24,7.5e-05,frozen_active_branch_energy,0.007034250756987603,0.008799111140873032,0.7994274244716129,-55.941857397556305,False,False,True,0.038625024259090424,0.049898356199264526
13,25,7.7e-05,current_trial_energy,0.739263603463769,0.8727799909527109,0.8470217135211844,-61.25044822692871,True,False,True,0.04102753475308418,0.04971354827284813
13,25,7.7e-05,pre_step_history_energy,0.0049249620133196,0.005814445999082909,0.8470217135211844,-61.25044822692871,False,True,True,0.04102753475308418,0.04971354827284813
13,25,7.7e-05,post_step_committed_history_energy,0.0034092049645551015,0.004024932194928715,0.8470217135211844,-61.25044822692871,False,False,True,0.04102753475308418,0.04971354827284813
13,25,7.7e-05,frozen_active_branch_energy,0.0049249620133196,0.005814445999082909,0.8470217135211844,-61.25044822692871,False,False,True,0.04102753475308418,0.04971354827284813
13,26,8e-05,current_trial_energy,0.7129446603357792,0.8351972644762437,0.8536242761557299,-66.92816317081451,True,False,True,0.047126226127147675,0.05618185177445412
13,26,8e-05,pre_step_history_energy,0.0052449063332460355,0.0061442797255793925,0.8536242761557299,-66.92816317081451,False,True,True,0.047126226127147675,0.05618185177445412
13,26,8e-05,post_step_committed_history_energy,0.0027856865472131176,0.0032633637831369668,0.8536242761557299,-66.92816317081451,False,False,True,0.047126226127147675,0.05618185177445412
13,26,8e-05,frozen_active_branch_energy,0.0052449063332460355,0.0061442797255793925,0.8536242761557299,-66.92816317081451,False,False,True,0.047126226127147675,0.05618185177445412
13,27,8.3e-05,current_trial_energy,0.6773817003704607,0.7706447767889044,0.8789804599636047,-73.95104318857193,True,False,True,0.04176677018404007,0.05082239955663681
13,27,8.3e-05,pre_step_history_energy,0.008484421414323151,0.009652571133008415,0.8789804599636047,-73.95104318857193,False,True,True,0.04176677018404007,0.05082239955663681
13,27,8.3e-05,post_step_committed_history_energy,0.005271730969980126,0.005997551948081313,0.8789804599636047,-73.95104318857193,False,False,True,0.04176677018404007,0.05082239955663681
13,27,8.3e-05,frozen_active_branch_energy,0.008484421414323151,0.009652571133008415,0.8789804599636047,-73.95104318857193,False,False,True,0.04176677018404007,0.05082239955663681
13,28,8.6e-05,current_trial_energy,0.6240212242119014,0.6784827756735411,0.9197303845958731,-81.94948732852936,True,False,True,0.04121234640479088,0.04416928440332413
13,28,8.6e-05,pre_step_history_energy,0.005340447387425229,0.005806535781430997,0.9197303845958731,-81.94948732852936,False,True,True,0.04121234640479088,0.04416928440332413
13,28,8.6e-05,post_step_committed_history_energy,0.0030391545351449167,0.0033043972299341973,0.9197303845958731,-81.94948732852936,False,False,True,0.04121234640479088,0.04416928440332413
13,28,8.6e-05,frozen_active_branch_energy,0.005340447387425229,0.005806535781430997,0.9197303845958731,-81.94948732852936,False,False,True,0.04121234640479088,0.04416928440332413
13,29,8.9e-05,current_trial_energy,0.5952076171524823,0.6645987177268691,0.8955894756888404,-87.87801861763,True,False,True,0.04176677018404007,0.05045277997851372
13,29,8.9e-05,pre_step_history_energy,0.005860965757165104,0.006544254835796454,0.8955894756888404,-87.87801861763,False,True,True,0.04176677018404007,0.05045277997851372
13,29,8.9e-05,post_step_committed_history_energy,0.0030159981179167517,0.003367612281952068,0.8955894756888404,-87.87801861763,False,False,True,0.04176677018404007,0.05045277997851372
13,29,8.9e-05,frozen_active_branch_energy,0.005860965757165104,0.006544254835796454,0.8955894756888404,-87.87801861763,False,False,True,0.04176677018404007,0.05045277997851372
13,30,9.2e-05,current_trial_energy,0.5809199647046626,0.6439813311538123,0.9020757848117064,-93.40191632509232,True,False,True,0.039179448038339615,0.04934392869472504
13,30,9.2e-05,pre_step_history_energy,0.004513426574703772,0.005003378486260859,0.9020757848117064,-93.40191632509232,False,True,True,0.039179448038339615,0.04934392869472504
13,30,9.2e-05,post_step_committed_history_energy,0.0024398027562710922,0.0027046538631788695,0.9020757848117064,-93.40191632509232,False,False,True,0.039179448038339615,0.04934392869472504
13,30,9.2e-05,frozen_active_branch_energy,0.004513426574703772,0.005003378486260859,0.9020757848117064,-93.40191632509232,False,False,True,0.039179448038339615,0.04934392869472504
13,31,9.5e-05,current_trial_energy,0.5505811423063278,0.5955871676167857,0.9244341924112514,-101.52079164981842,True,False,True,0.03954906761646271,0.04897431284189224
13,31,9.5e-05,pre_step_history_energy,0.005423521997727221,0.005866855685617553,0.9244341924112514,-101.52079164981842,False,True,True,0.03954906761646271,0.04897431284189224
13,31,9.5e-05,post_step_committed_history_energy,0.0030767550924792886,0.0033282575630981617,0.9244341924112514,-101.52079164981842,False,False,True,0.03954906761646271,0.04897431284189224
13,31,9.5e-05,frozen_active_branch_energy,0.005423521997727221,0.005866855685617553,0.9244341924112514,-101.52079164981842,False,False,True,0.03954906761646271,0.04897431284189224
13,32,9.8e-05,current_trial_energy,0.5323953810147941,0.5770456590054889,0.9226226256209128,-107.90063440799713,True,False,True,0.04287562519311905,0.049528736621141434
13,32,9.8e-05,pre_step_history_energy,0.0050294484026380815,0.00545125196691695,0.9226226256209128,-107.90063440799713,False,True,True,0.04287562519311905,0.049528736621141434
13,32,9.8e-05,post_step_committed_history_energy,0.002558152573328698,0.0027726965525120256,0.9226226256209128,-107.90063440799713,False,False,True,0.04287562519311905,0.049528736621141434
13,32,9.8e-05,frozen_active_branch_energy,0.0050294484026380815,0.00545125196691695,0.9226226256209128,-107.90063440799713,False,False,True,0.04287562519311905,0.049528736621141434
13,33,0.0001,current_trial_energy,0.5205663619562984,0.542918820290276,0.9588290965451763,-111.55984550714493,True,False,True,0.042506005614995956,0.04805026948451996
13,33,0.0001,pre_step_history_energy,0.009264996151614469,0.009662823317521151,0.9588290965451763,-111.55984550714493,False,True,True,0.042506005614995956,0.04805026948451996
13,33,0.0001,post_step_committed_history_energy,0.006285515610215953,0.006555407666354442,0.9588290965451763,-111.55984550714493,False,False,True,0.042506005614995956,0.04805026948451996
13,33,0.0001,frozen_active_branch_energy,0.009264996151614469,0.009662823317521151,0.9588290965451763,-111.55984550714493,False,False,True,0.042506005614995956,0.04805026948451996
42,0,1e-06,current_trial_energy,0.07883151556598023,2.117240291217175,0.037233145379384866,0.05417403735918924,True,False,False,1.0,1.0
42,0,1e-06,pre_step_history_energy,0.07883151556598023,2.117240291217175,0.037233145379384866,0.05417403735918924,False,True,False,1.0,1.0
42,0,1e-06,post_step_committed_history_energy,0.040804206946631894,1.0959108216848163,0.037233145379384866,0.05417403735918924,False,False,False,1.0,1.0
42,0,1e-06,frozen_active_branch_energy,0.07883151556598023,2.117240291217175,0.037233145379384866,0.05417403735918924,False,False,False,1.0,1.0
42,1,5e-06,current_trial_energy,0.4266359028406441,2.197457141873709,0.1941498174006997,0.2679198805708438,True,False,False,0.9988911747932434,0.9985215067863464
42,1,5e-06,pre_step_history_energy,0.42663587373681366,2.197456991969729,0.1941498174006997,0.2679198805708438,False,True,False,0.9988911747932434,0.9985215067863464
42,1,5e-06,post_step_committed_history_energy,0.21161574113648385,1.089961061872836,0.1941498174006997,0.2679198805708438,False,False,False,0.9988911747932434,0.9985215067863464
42,1,5e-06,frozen_active_branch_energy,0.42663587373681366,2.197456991969729,0.1941498174006997,0.2679198805708438,False,False,False,0.9988911747932434,0.9985215067863464
42,2,1e-05,current_trial_energy,0.8483928395435214,2.260241149479863,0.3753550101230382,0.527596625033766,True,False,False,0.9985215067863464,0.9979671239852905
42,2,1e-05,pre_step_history_energy,0.8483928395435214,2.260241149479863,0.3753550101230382,0.527596625033766,False,True,False,0.9985215067863464,0.9979671239852905
42,2,1e-05,post_step_committed_history_energy,0.4247632750775665,1.1316307592066848,0.3753550101230382,0.527596625033766,False,False,False,0.9985215067863464,0.9979671239852905
42,2,1e-05,frozen_active_branch_energy,0.8483928395435214,2.260241149479863,0.3753550101230382,0.527596625033766,False,False,False,0.9985215067863464,0.9979671239852905
42,3,1.5e-05,current_trial_energy,1.2411836069077253,2.335809114505462,0.5313720197425076,0.7652240456081927,True,False,False,0.9959341883659363,0.9963037967681885
42,3,1.5e-05,pre_step_history_energy,1.2411816278472543,2.335805390070607,0.5313720197425076,0.7652240456081927,False,True,False,0.9959341883659363,0.9963037967681885
42,3,1.5e-05,post_step_committed_history_energy,0.6211091531440616,1.168878168340589,0.5313720197425076,0.7652240456081927,False,False,False,0.9959341883659363,0.9963037967681885
42,3,1.5e-05,frozen_active_branch_energy,1.2411816278472543,2.335805390070607,0.5313720197425076,0.7652240456081927,False,False,False,0.9959341883659363,0.9963037967681885
42,4,2e-05,current_trial_energy,1.5858703991398215,2.4790925379971487,0.639697943837563,0.9579625329934061,True,False,False,0.9900203347206116,0.9865089654922485
42,4,2e-05,pre_step_history_energy,1.585787977091968,2.478963692737214,0.639697943837563,0.9579625329934061,False,True,False,0.9900203347206116,0.9865089654922485
42,4,2e-05,post_step_committed_history_energy,0.7986694690771401,1.2485102957903902,0.639697943837563,0.9579625329934061,False,False,False,0.9900203347206116,0.9865089654922485
42,4,2e-05,frozen_active_branch_energy,1.585787977091968,2.478963692737214,0.639697943837563,0.9579625329934061,False,False,False,0.9900203347206116,0.9865089654922485
42,5,2.5e-05,current_trial_energy,1.8161889165639877,2.628291641457786,0.6910149878027371,0.9427054901607335,True,False,False,0.8843097686767578,0.861763060092926
42,5,2.5e-05,pre_step_history_energy,1.7874499317258596,2.586702116852088,0.6910149878027371,0.9427054901607335,False,True,False,0.8843097686767578,0.861763060092926
42,5,2.5e-05,post_step_committed_history_energy,0.8812496089376509,1.2752973878899712,0.6910149878027371,0.9427054901607335,False,False,False,0.8843097686767578,0.861763060092926
42,5,2.5e-05,frozen_active_branch_energy,1.7874499317258596,2.586702116852088,0.6910149878027371,0.9427054901607335,False,False,False,0.8843097686767578,0.861763060092926
42,6,3e-05,current_trial_energy,1.9403161713853478,2.7292546221379976,0.7109326318060334,0.409427477279678,True,False,False,0.6821290254592896,0.7078174352645874
42,6,3e-05,pre_step_history_energy,1.8282063538208604,2.5715606121167007,0.7109326318060334,0.409427477279678,False,True,False,0.6821290254592896,0.7078174352645874
42,6,3e-05,post_step_committed_history_energy,0.9171765414066613,1.2901033098968768,0.7109326318060334,0.409427477279678,False,False,False,0.6821290254592896,0.7078174352645874
42,6,3e-05,frozen_active_branch_energy,1.8282063538208604,2.5715606121167007,0.7109326318060334,0.409427477279678,False,False,False,0.6821290254592896,0.7078174352645874
42,7,3.5e-05,current_trial_energy,1.9648780580610037,2.8131222541365046,0.698468776169178,-0.9295455529354513,True,False,False,0.5555350184440613,0.5849196314811707
42,7,3.5e-05,pre_step_history_energy,1.7131951171904802,2.452786975799649,0.698468776169178,-0.9295455529354513,False,True,False,0.5555350184440613,0.5849196314811707
42,7,3.5e-05,post_step_committed_history_energy,0.8412027964368463,1.2043527572563906,0.698468776169178,-0.9295455529354513,False,False,False,0.5555350184440613,0.5849196314811707
42,7,3.5e-05,frozen_active_branch_energy,1.7131951171904802,2.452786975799649,0.698468776169178,-0.9295455529354513,False,False,False,0.5555350184440613,0.5849196314811707
42,8,4e-05,current_trial_energy,1.8993676640093327,2.7956516311550574,0.6794006960103917,-3.1301917042583227,True,False,False,0.416743665933609,0.45906487107276917
42,8,4e-05,pre_step_history_energy,1.4617982087656856,2.1515995160878183,0.6794006960103917,-3.1301917042583227,False,True,False,0.416743665933609,0.45906487107276917
42,8,4e-05,post_step_committed_history_energy,0.7349005900323391,1.0816894865546305,0.6794006960103917,-3.1301917042583227,False,False,False,0.416743665933609,0.45906487107276917
42,8,4e-05,frozen_active_branch_energy,1.4617982087656856,2.1515995160878183,0.6794006960103917,-3.1301917042583227,False,False,False,0.416743665933609,0.45906487107276917
42,9,4.5e-05,current_trial_energy,1.7337314784526825,2.3744157221686146,0.7301718322810048,-6.9214641116559505,True,False,False,0.2694511115550995,0.3156532943248749
42,9,4.5e-05,pre_step_history_energy,0.9847382316365838,1.348639030021648,0.7301718322810048,-6.9214641116559505,False,True,False,0.2694511115550995,0.3156532943248749
42,9,4.5e-05,post_step_committed_history_energy,0.49902027240023017,0.6834285442665274,0.7301718322810048,-6.9214641116559505,False,False,False,0.2694511115550995,0.3156532943248749
42,9,4.5e-05,frozen_active_branch_energy,0.9847382316365838,1.348639030021648,0.7301718322810048,-6.9214641116559505,False,False,False,0.2694511115550995,0.3156532943248749
42,10,4.7e-05,current_trial_energy,1.6620337264612317,2.2527063004826506,0.7377942371382967,-8.704385720193386,True,False,False,0.22583626210689545,0.257068932056427
42,10,4.7e-05,pre_step_history_energy,0.7980763330124319,1.0817058372642663,0.7377942371382967,-8.704385720193386,False,True,False,0.22583626210689545,0.257068932056427
42,10,4.7e-05,post_step_committed_history_energy,0.3901872842106968,0.5288565084543453,0.7377942371382967,-8.704385720193386,False,False,False,0.22583626210689545,0.257068932056427
42,10,4.7e-05,frozen_active_branch_energy,0.7980763330124319,1.0817058372642663,0.7377942371382967,-8.704385720193386,False,False,False,0.22583626210689545,0.257068932056427
42,11,4.9e-05,current_trial_energy,1.5814421931281686,2.1551062175528664,0.7338117166790525,-10.91871503740549,True,False,False,0.17815561592578888,0.21308445930480957
42,11,4.9e-05,pre_step_history_energy,0.6068710354156792,0.8270119182099495,0.7338117166790525,-10.91871503740549,False,True,False,0.17815561592578888,0.21308445930480957
42,11,4.9e-05,post_step_committed_history_energy,0.32209247001446784,0.43893067212408865,0.7338117166790525,-10.91871503740549,False,False,False,0.17815561592578888,0.21308445930480957
42,11,4.9e-05,frozen_active_branch_energy,0.6063765613362193,0.8263380749498586,0.7338117166790525,-10.91871503740549,False,False,False,0.17815561592578888,0.21308445930480957
42,12,5.1e-05,current_trial_energy,1.4906692085787654,2.0493326681880686,0.7273924979182372,-13.33847176283598,True,False,False,0.14766216278076172,0.16706708073616028
42,12,5.1e-05,pre_step_history_energy,0.4469128034543246,0.614403921862499,0.7273924979182372,-13.33847176283598,False,True,False,0.14766216278076172,0.16706708073616028
42,12,5.1e-05,post_step_committed_history_energy,0.22111274302005768,0.30397996082290074,0.7273924979182372,-13.33847176283598,False,False,False,0.14766216278076172,0.16706708073616028
42,12,5.1e-05,frozen_active_branch_energy,0.4469128034543246,0.614403921862499,0.7273924979182372,-13.33847176283598,False,False,False,0.14766216278076172,0.16706708073616028
42,13,5.3e-05,current_trial_energy,1.398143358528614,1.8693907337011018,0.7479139236774265,-16.264673322439194,True,False,False,0.10238403081893921,0.1254851222038269
42,13,5.3e-05,pre_step_history_energy,0.2916083321906626,0.3898955788345941,0.7479139236774265,-16.264673322439194,False,True,False,0.10238403081893921,0.1254851222038269
42,13,5.3e-05,post_step_committed_history_energy,0.14779195771552622,0.19760557069033594,0.7479139236774265,-16.264673322439194,False,False,False,0.10238403081893921,0.1254851222038269
42,13,5.3e-05,frozen_active_branch_energy,0.2909294271375984,0.38898784730082864,0.7479139236774265,-16.264673322439194,False,False,False,0.10238403081893921,0.1254851222038269
42,14,5.5e-05,current_trial_energy,1.3148060534149408,1.746016190122935,0.7530319941204937,-19.290776923298836,True,False,True,0.07336906343698502,0.08741452544927597
42,14,5.5e-05,pre_step_history_energy,0.1125844064517878,0.14950813156787732,0.7530319941204937,-19.290776923298836,False,True,True,0.07336906343698502,0.08741452544927597
42,14,5.5e-05,post_step_committed_history_energy,0.058918551076203585,0.07824176334634719,0.7530319941204937,-19.290776923298836,False,False,True,0.07336906343698502,0.08741452544927597
42,14,5.5e-05,frozen_active_branch_energy,0.1125844064517878,0.14950813156787732,0.7530319941204937,-19.290776923298836,False,False,True,0.07336906343698502,0.08741452544927597
42,15,5.7e-05,current_trial_energy,1.2316132197156549,1.6497971815505499,0.7465240173086805,-22.485462948679924,True,False,True,0.06394381821155548,0.08242469280958176
42,15,5.7e-05,pre_step_history_energy,0.07958788046380505,0.10661127923349348,0.7465240173086805,-22.485462948679924,False,True,True,0.06394381821155548,0.08242469280958176
42,15,5.7e-05,post_step_committed_history_energy,0.046983517677290365,0.0629363779167779,0.7465240173086805,-22.485462948679924,False,False,True,0.06394381821155548,0.08242469280958176
42,15,5.7e-05,frozen_active_branch_energy,0.07958788046380505,0.10661127923349348,0.7465240173086805,-22.485462948679924,False,False,True,0.06394381821155548,0.08242469280958176
42,16,5.9e-05,current_trial_energy,1.18100899271667,1.5924291670255821,0.7416398902832312,-25.466008111834526,True,False,True,0.053409721702337265,0.07078173756599426
42,16,5.9e-05,pre_step_history_energy,0.04348266884335317,0.05863043427551773,0.7416398902832312,-25.466008111834526,False,True,True,0.053409721702337265,0.07078173756599426
42,16,5.9e-05,post_step_committed_history_energy,0.021698991986340843,0.029258124152483262,0.7416398902832312,-25.466008111834526,False,False,True,0.053409721702337265,0.07078173756599426
42,16,5.9e-05,frozen_active_branch_energy,0.04348266884335317,0.05863043427551773,0.7416398902832312,-25.466008111834526,False,False,True,0.053409721702337265,0.07078173756599426
42,17,6.1e-05,current_trial_energy,1.1086732847616076,1.4509325681730527,0.7641108271196903,-29.263339936733246,True,False,True,0.04805026948451996,0.06394381821155548
42,17,6.1e-05,pre_step_history_energy,0.024003831640584394,0.031414070824080126,0.7641108271196903,-29.263339936733246,False,True,True,0.04805026948451996,0.06394381821155548
42,17,6.1e-05,post_step_committed_history_energy,0.0099964336186531,0.013082439436612327,0.7641108271196903,-29.263339936733246,False,False,True,0.04805026948451996,0.06394381821155548
42,17,6.1e-05,frozen_active_branch_energy,0.024003831640584394,0.031414070824080126,0.7641108271196903,-29.263339936733246,False,False,True,0.04805026948451996,0.06394381821155548
