seed,step,Delta,mode,R_exact_dPi_dmode_N,R_virtual_energy_autograd_sigma_N,R_virtual_current_trial_energy_sigma_N,R_virtual_postprocessed_sigma_N,energy_virtual_abs_error_N,energy_virtual_rel_error,postprocessed_virtual_rel_error,legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,internal_cut_above_element_count,internal_cut_below_element_count,alpha0p8_through_crack
7,5,2.5e-05,no_horizontal_delta_mode,1.7798006301745772,1.779800746589899,1.8238313496112823,0.7554026087746024,1.1641532182693481e-07,6.54091923855066e-08,0.575568973306574,0.6861086093039972,-1.0552538973235857,0.8613452867637285,0.9776652748717819,145,152,False
7,5,2.5e-05,affine_vertical_mode,1.7775609157979488,1.7775610322132707,1.8427614122629166,0.8755304734222591,1.1641532182693481e-07,6.549160751246371e-08,0.5074540255464424,0.6861086093039972,-1.0552538973235857,0.8613452867637285,0.9776652748717819,145,152,False
7,6,3e-05,global_delta_mode,1.8339642556384206,1.8339641392230988,1.94076937623322,0.4658364341594279,1.1641532182693481e-07,6.34774213668682e-08,0.7459948127520808,0.6936558486752507,-1.1198192161998273,0.8822925314912595,1.0474287747763096,146,160,False
7,6,3e-05,pure_top_vertical_mode,1.8303684191778302,1.830368535593152,2.0249923691153526,0.8788707200437784,1.1641532182693481e-07,6.360212545582848e-08,0.5198394427944993,0.6936558486752507,-1.1198192161998273,0.8822925314912595,1.0474287747763096,146,160,False
7,6,3e-05,no_horizontal_delta_mode,1.8333252519369125,1.8333252519369125,1.9605746492743492,0.22140427608974278,0.0,0.0,0.879233498880884,0.6936558486752507,-1.1198192161998273,0.8822925314912595,1.0474287747763096,146,160,False
7,6,3e-05,affine_vertical_mode,1.8303684191778302,1.830368535593152,2.0249923691153526,0.8788707200437784,1.1641532182693481e-07,6.360212545582848e-08,0.5198394427944993,0.6936558486752507,-1.1198192161998273,0.8822925314912595,1.0474287747763096,146,160,False
7,7,3.5e-05,global_delta_mode,1.731373369693756,1.731373369693756,1.9654147326946259,-0.7361004827544093,0.0,0.0,1.4251540976887096,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,148,156,False
7,7,3.5e-05,pure_top_vertical_mode,1.7339292680844665,1.7339292680844665,2.1332851611077785,0.8118558907881379,0.0,0.0,0.5317825786025147,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,148,156,False
7,7,3.5e-05,no_horizontal_delta_mode,1.7327098175883293,1.7327098175883293,1.9924419466406107,-1.0477748000994325,0.0,0.0,1.6047029857300497,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,148,156,False
7,7,3.5e-05,affine_vertical_mode,1.7339292680844665,1.7339292680844665,2.1332851611077785,0.8118558907881379,0.0,0.0,0.5317825786025147,0.6877228886408776,-1.1406299528019412,0.8735689643427342,1.0576028251513538,148,156,False
7,8,4e-05,global_delta_mode,1.4293115818873048,1.4293116983026266,1.8960178131237626,-2.9465779662132263,1.1641532182693481e-07,8.144852620113567e-08,3.061536479206639,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,148,152,False
7,8,4e-05,pure_top_vertical_mode,1.4158511767163873,1.4158511767163873,2.167669590562582,0.6743832491338253,0.0,0.0,0.5236905825809737,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,148,152,False
7,8,4e-05,no_horizontal_delta_mode,1.4245869824662805,1.4245870988816023,1.9182791002094746,-3.3426284790039062,1.1641532182693481e-07,8.171864776231052e-08,3.3463842644533117,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,148,152,False
7,8,4e-05,affine_vertical_mode,1.4158511767163873,1.4158511767163873,2.167669590562582,0.6743832491338253,0.0,0.0,0.5236905825809737,0.6701752462756956,-1.1406655473392364,0.7904819644184224,1.0065066348218594,148,152,False
7,9,4.5e-05,global_delta_mode,1.007041078992188,1.007041078992188,1.7477305373176932,-6.195499561727047,0.0,0.0,7.152181565351127,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,147,151,False
7,9,4.5e-05,pure_top_vertical_mode,1.0007661767303944,1.0007661767303944,2.160189673304558,0.49448589561507106,0.0,0.0,0.5058926779174261,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,147,151,False
7,9,4.5e-05,no_horizontal_delta_mode,1.006979844532907,1.006979844532907,1.7687975196167827,-6.65245158597827,0.0,0.0,7.60634035735248,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,147,151,False
7,9,4.5e-05,affine_vertical_mode,1.0007661767303944,1.0007661767303944,2.160189673304558,0.49448589561507106,0.0,0.0,0.5058926779174261,0.6897184049308401,-1.140980001588766,0.696312564080353,0.9117016860848027,147,151,False
7,10,4.7e-05,global_delta_mode,0.8521633571945131,0.852163415402174,1.6764311585575342,-7.978897541761398,5.820766091346741e-08,6.83057543158137e-08,10.363107993788274,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,147,150,False
7,10,4.7e-05,pure_top_vertical_mode,0.852032273542136,0.852032215334475,2.1476843394339085,0.4194491484668106,5.820766091346741e-08,6.831626303482838e-08,0.5077074407955894,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,147,150,False
7,10,4.7e-05,no_horizontal_delta_mode,0.851816963404417,0.8518170798197389,1.6958076739683747,-8.442855440080166,1.1641532182693481e-07,1.36667062090033e-07,10.911584064183225,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,147,150,False
7,10,4.7e-05,affine_vertical_mode,0.852032273542136,0.852032215334475,2.1476843394339085,0.4194491484668106,5.820766091346741e-08,6.831626303482838e-08,0.5077074407955894,0.713109034451995,-1.1435436726918995,0.6550865805540644,0.8758528695044606,147,150,False
7,11,4.9e-05,global_delta_mode,0.6778757669962943,0.6778757087886333,1.6020399052649736,-10.01704391092062,5.820766091346741e-08,8.586774118123272e-08,15.777108724961074,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,148,151,False
7,11,4.9e-05,pure_top_vertical_mode,0.6787515012547374,0.6787515012547374,2.129792235791683,0.3347858146298677,0.0,0.0,0.5067623216877105,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,148,151,False
7,11,4.9e-05,no_horizontal_delta_mode,0.6777190137654543,0.6777189555577934,1.6207161825150251,-10.502493008971214,5.820766091346741e-08,8.588760198723298e-08,16.49682507890494,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,148,151,False
7,11,4.9e-05,affine_vertical_mode,0.6787515012547374,0.6787515012547374,2.129792235791683,0.3347858146298677,0.0,0.0,0.5067623216877105,0.7150352924186576,-1.1426244606118396,0.6148575608660783,0.8338161278639373,148,151,False
7,12,5.1e-05,global_delta_mode,0.4787435755133629,0.47874351730570197,1.5212636208161712,-12.233088724315166,5.820766091346741e-08,1.2158421311669945e-07,26.55248644579192,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,148,151,False
7,12,5.1e-05,pure_top_vertical_mode,0.4768128856085241,0.4768128565046936,2.1057655103504658,0.24686529650352895,2.9103830456733704e-08,6.103826330026809e-08,0.4822595950013569,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,148,151,False
7,12,5.1e-05,no_horizontal_delta_mode,0.4784845805261284,0.47848449321463704,1.5390957705676556,-12.750816531479359,8.731149137020111e-08,1.8247503665467298e-07,27.64833319698393,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,148,151,False
7,12,5.1e-05,affine_vertical_mode,0.4768128856085241,0.4768128565046936,2.1057655103504658,0.24686529650352895,2.9103830456733704e-08,6.103826330026809e-08,0.4822595950013569,0.7128576245015877,-1.1384218580423728,0.5595802526562701,0.823826166394214,148,151,False
7,13,5.3e-05,global_delta_mode,0.2679606550373137,0.2679605386219919,1.432695658877492,-14.832749031484127,1.1641532182693481e-07,4.3444931051808295e-07,56.35420500229281,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,149,150,False
7,13,5.3e-05,pure_top_vertical_mode,0.2537444233894348,0.25374448159709573,2.078273566439748,0.15510320372413844,5.820766091346741e-08,2.2939483806559592e-07,0.3887424139127052,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,149,150,False
7,13,5.3e-05,no_horizontal_delta_mode,0.2677489828784019,0.2677488955669105,1.4499637763947248,-15.38858376443386,8.731149137020111e-08,3.260945772102283e-07,58.473920531838516,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,149,150,False
7,13,5.3e-05,affine_vertical_mode,0.2537444233894348,0.25374448159709573,2.078273566439748,0.15510320372413844,5.820766091346741e-08,2.2939483806559592e-07,0.3887424139127052,0.7155700145182586,-1.138536508082814,0.5621028220983304,0.777763399013622,149,150,False
7,14,5.5e-05,global_delta_mode,0.15983432240318507,0.15983422053977847,1.3528999406844378,-17.60835014283657,1.0186340659856796e-07,6.373062122515564e-07,111.16626390431448,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,149,151,True
7,14,5.5e-05,pure_top_vertical_mode,0.15790743054822087,0.15790741599630564,2.0530179608613253,0.06978417513892055,1.4551915228366852e-08,9.215472114165692e-08,0.5580690858141077,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,149,151,True
7,14,5.5e-05,no_horizontal_delta_mode,0.15956904098857194,0.15956893912516534,1.3676636153832078,-18.185939639806747,1.0186340659856796e-07,6.383657253781656e-07,114.96909780957569,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,149,151,True
7,14,5.5e-05,affine_vertical_mode,0.15790743054822087,0.15790741599630564,2.0530179608613253,0.06978417513892055,1.4551915228366852e-08,9.215472114165692e-08,0.5580690858141077,0.7072643097513112,-1.1384542984101476,0.5254806035046921,0.7555324579148656,149,151,True
7,15,5.7e-05,global_delta_mode,0.11356447066646069,0.11356449249433354,1.2962332693859935,-20.227305591106415,2.1827872842550278e-08,1.9220688226213662e-07,179.11297382360098,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,149,152,True
7,15,5.7e-05,pure_top_vertical_mode,0.11406137491576374,0.11406141857150942,2.0497154910117388,-0.0037524005165323615,4.3655745685100555e-08,3.827390798799424e-07,1.0328980824516938,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,149,152,True
7,15,5.7e-05,no_horizontal_delta_mode,0.11315415031276643,0.1131541866925545,1.3097749324515462,-20.83873748779297,3.637978807091713e-08,3.215064402884093e-07,185.1623787567063,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,149,152,True
7,15,5.7e-05,affine_vertical_mode,0.11406137491576374,0.11406141857150942,2.0497154910117388,-0.0037524005165323615,4.3655745685100555e-08,3.827390798799424e-07,1.0328980824516938,0.7041526593297722,-1.1385741505852125,0.5167802519474988,0.7395441376390316,149,152,True
7,16,5.9e-05,global_delta_mode,0.07449212716892362,0.07449212716892362,1.2289576698094606,-23.43406341969967,0.0,0.0,315.58443073533033,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,149,153,True
7,16,5.9e-05,pure_top_vertical_mode,0.08072529453784227,0.08072530181379989,2.0230950322002172,-0.09362817218061537,7.275957614183426e-09,9.013231423730036e-08,2.1598368605112306,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,149,153,True
7,16,5.9e-05,no_horizontal_delta_mode,0.07430797268170863,0.07430797268170863,1.239342032931745,-24.08364787697792,0.0,0.0,325.1058396268999,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,149,153,True
7,16,5.9e-05,affine_vertical_mode,0.08072529453784227,0.08072530181379989,2.0230950322002172,-0.09362817218061537,7.275957614183426e-09,9.013231423730036e-08,2.1598368605112306,0.688694490752876,-1.138462204576597,0.46451134154459867,0.7377947511751924,149,153,True
7,17,6.1e-05,global_delta_mode,0.03537354859872721,0.035373544960748404,1.1704901698976755,-26.847772300243378,3.637978807091713e-09,1.0284460991913637e-07,759.9787670103699,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,149,152,True
7,17,6.1e-05,pure_top_vertical_mode,0.03117746382486075,0.031177482014754787,2.011419739574194,-0.17112692876253277,1.8189894035458565e-08,5.83430844075073e-07,6.488802095123498,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,149,152,True
7,17,6.1e-05,no_horizontal_delta_mode,0.035187658795621246,0.035187658795621246,1.182537991553545,-27.508633211255074,0.0,0.0,782.769351892154,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,149,152,True
7,17,6.1e-05,affine_vertical_mode,0.03117746382486075,0.031177482014754787,2.011419739574194,-0.17112692876253277,1.8189894035458565e-08,5.83430844075073e-07,6.488802095123498,0.6926931438529224,-1.1422028621878149,0.4760615156541447,0.7168713220325532,149,152,True
7,18,6.3e-05,global_delta_mode,0.03455582555034198,0.03455580736044794,1.1259745806455612,-30.131354928016663,1.8189894035458565e-08,5.263915344450091e-07,872.9616576406311,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,149,154,True
7,18,6.3e-05,pure_top_vertical_mode,0.030982235330156982,0.030982242606114596,1.9935846794396639,-0.24663089425303042,7.275957614183426e-09,2.348428877596599e-07,8.960397034779762,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,149,154,True
7,18,6.3e-05,no_horizontal_delta_mode,0.03423569069127552,0.03423567250138149,1.1351341381669044,-30.828984454274178,1.8189894035458565e-08,5.313137742564662e-07,901.4925512465418,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,149,154,True
7,18,6.3e-05,affine_vertical_mode,0.030982235330156982,0.030982242606114596,1.9935846794396639,-0.24663089425303042,7.275957614183426e-09,2.348428877596599e-07,8.960397034779762,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,149,154,True
7,19,6.5e-05,global_delta_mode,0.037712903576903045,0.037712918128818274,1.0636418592184782,-34.48311984539032,1.4551915228366852e-08,3.858603779656746e-07,915.3586564495984,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,149,154,True
7,19,6.5e-05,pure_top_vertical_mode,0.040551210986450315,0.040551210986450315,1.964059891179204,-0.33763545798137784,0.0,0.0,9.326149818169291,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,149,154,True
7,19,6.5e-05,no_horizontal_delta_mode,0.03760660911211744,0.03760662366403267,1.0736605618149042,-35.188883543014526,1.4551915228366852e-08,3.869510060048992e-07,936.710088567281,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,149,154,True
7,19,6.5e-05,affine_vertical_mode,0.040551210986450315,0.040551210986450315,1.964059891179204,-0.33763545798137784,0.0,0.0,9.326149818169291,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,149,154,True
7,20,6.7e-05,global_delta_mode,0.02155911897716578,0.021559129891102202,1.018764334730804,-38.275014609098434,1.0913936421275139e-08,5.062329510233963e-07,1776.351518289648,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,149,154,True
7,20,6.7e-05,pure_top_vertical_mode,0.02055340155493468,0.02055337608908303,1.941947964951396,-0.4161391407251358,2.546585164964199e-08,1.239009104238898e-06,21.246728484960908,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,149,154,True
7,20,6.7e-05,no_horizontal_delta_mode,0.02152596425730735,0.021525976990233175,1.0255343513563275,-39.00079056620598,1.2732925824820995e-08,5.915147713068691e-07,1812.802254245893,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,149,154,True
7,20,6.7e-05,affine_vertical_mode,0.02055340155493468,0.02055337608908303,1.941947964951396,-0.4161391407251358,2.546585164964199e-08,1.239009104238898e-06,21.246728484960908,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,149,154,True
7,21,6.9e-05,global_delta_mode,0.01816071744542569,0.01816073381633032,0.9810371557250619,-42.15223714709282,1.6370904631912708e-08,9.014459192544841e-07,2322.066735043009,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,149,154,True
7,21,6.9e-05,pure_top_vertical_mode,0.020753499484271742,0.02075352313113399,1.9471747800707817,-0.4769863444380462,2.3646862246096134e-08,1.1394156568157172e-06,23.98341755806221,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,149,154,True
7,21,6.9e-05,no_horizontal_delta_mode,0.01809862988011446,0.01809864625101909,0.992339220829308,-42.87939891219139,1.6370904631912708e-08,9.045383402143575e-07,2370.2069066125473,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,149,154,True
7,21,6.9e-05,affine_vertical_mode,0.020753499484271742,0.02075352313113399,1.9471747800707817,-0.4769863444380462,2.3646862246096134e-08,1.1394156568157172e-06,23.98341755806221,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,149,154,True
7,22,7.1e-05,global_delta_mode,0.012927604075230192,0.012927615898661315,0.9414323139935732,-46.20829224586487,1.1823431123048067e-08,9.145879665128541e-07,3575.3894983914156,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,149,154,True
7,22,7.1e-05,pure_top_vertical_mode,0.011290845577605069,0.011290843758615665,1.9224563147872686,-0.5584091413766146,1.8189894035458565e-09,1.6110302731920696e-07,50.456804411903065,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,149,154,True
7,22,7.1e-05,no_horizontal_delta_mode,0.012903268725494854,0.01290328236791538,0.947621010709554,-46.96984961628914,1.3642420526593924e-08,1.05728407404541e-06,3641.1512372972606,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,149,154,True
7,22,7.1e-05,affine_vertical_mode,0.011290845577605069,0.011290843758615665,1.9224563147872686,-0.5584091413766146,1.8189894035458565e-09,1.6110302731920696e-07,50.456804411903065,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,149,154,True
7,23,7.3e-05,global_delta_mode,0.012206155588501133,0.012206146493554115,0.8906674338504672,-51.193393766880035,9.094947017729282e-09,7.451115096629786e-07,4195.063675143304,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,149,154,True
7,23,7.3e-05,pure_top_vertical_mode,0.011325197192491032,0.011325197192491032,1.8949207151308656,-0.6445831968449056,0.0,0.0,57.91584754676809,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,149,154,True
7,23,7.3e-05,no_horizontal_delta_mode,0.012167593013145961,0.012167583918198943,0.8977279649116099,-51.98162794113159,9.094947017729282e-09,7.474729807204294e-07,4273.137298229012,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,149,154,True
7,23,7.3e-05,affine_vertical_mode,0.011325197192491032,0.011325197192491032,1.8949207151308656,-0.6445831968449056,0.0,0.0,57.91584754676809,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,149,154,True
7,24,7.5e-05,global_delta_mode,0.010817901966220234,0.010817899237736128,0.8538563270121813,-55.64584955573082,2.7284841053187847e-09,2.5221934103661645e-07,5144.867057539387,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,149,154,True
7,24,7.5e-05,pure_top_vertical_mode,0.011537393220351078,0.011537401405803394,1.876740949228406,-0.7184040732681751,8.185452315956354e-09,7.094715556299011e-07,63.2674515419103,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,149,154,True
7,24,7.5e-05,no_horizontal_delta_mode,0.010718691555666737,0.010718688827182632,0.8600587025284767,-56.46919831633568,2.7284841053187847e-09,2.545538409374505e-07,5269.29212530905,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,149,154,True
7,24,7.5e-05,affine_vertical_mode,0.011537393220351078,0.011537401405803394,1.876740949228406,-0.7184040732681751,8.185452315956354e-09,7.094715556299011e-07,63.2674515419103,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,149,154,True
7,25,7.7e-05,global_delta_mode,0.0076982360042165965,0.007698232366237789,0.822022557258606,-59.86389145255089,3.637978807091713e-09,4.7257304207081505e-07,7777.312835792683,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,149,154,True
7,25,7.7e-05,pure_top_vertical_mode,0.007678627298446372,0.007678603651584126,1.8611988052725792,-0.7883875514380634,2.3646862246096134e-08,3.0795689551022537e-06,103.67298057265769,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,149,154,True
7,25,7.7e-05,no_horizontal_delta_mode,0.00761295814299956,0.007612954050273402,0.829254393465817,-60.70977449417114,4.092726157978177e-09,5.375999816499206e-07,7975.531496668792,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,149,154,True
7,25,7.7e-05,affine_vertical_mode,0.007678627298446372,0.007678603651584126,1.8611988052725792,-0.7883875514380634,2.3646862246096134e-08,3.0795689551022537e-06,103.67298057265769,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,149,154,True
7,26,8e-05,global_delta_mode,0.010056619430542924,0.01005661215458531,0.792610109783709,-65.39946794509888,7.275957614183426e-09,7.234993493027727e-07,6504.126462802637,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,149,154,True
7,26,8e-05,pure_top_vertical_mode,0.011456359061412513,0.011456344509497285,1.8648447003215551,-0.875529833137989,1.4551915228366852e-08,1.2702041853227907e-06,77.42304404433013,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,149,154,True
