case,seed,variant,stress_version,boundary,subdomain,integrated_sigma_xx_nx_plus_sigma_xy_ny_N,integrated_sigma_xy_nx_plus_sigma_yy_ny_N,normal_force_N,tangential_force_N,boundary_length_mm,edge_count
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,variant,physical_boundary_sum,lower,-0.3944590500274128,-0.9306386315053842,,,,52
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,right,whole,5.094462678899481,4.623357212605891,5.094462678899481,4.623357212605891,0.009999999776482582,34
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,bottom,whole,0.01914856427832725,-1.3381142354045188,1.3381142354045188,0.01914856427832725,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,left,whole,-0.06824076265144967,0.009030067347825577,0.06824076265144967,0.009030067347825577,0.00989999994635582,34
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,top,whole,-0.025865010879900948,1.3516711025034542,1.3516711025034542,-0.025865010879900948,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,whole,5.019505469646457,4.645944147052651,,,,106
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,left,upper,-0.040066708570501486,0.003955930739673306,0.040066708570501486,0.003955930739673306,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,right,upper,-0.23499838940011647,0.04258381773049206,-0.23499838940011647,0.04258381773049206,0.005199999548494816,18
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,top,upper,-0.025865010879900948,1.3516711025034542,1.3516711025034542,-0.025865010879900948,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,upper,-0.3009301088505189,1.3982108509736195,,,,54
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,right,lower,5.329461068299597,4.580773394875398,5.329461068299597,4.580773394875398,0.004800000227987766,16
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,bottom,lower,0.01914856427832725,-1.3381142354045188,1.3381142354045188,0.01914856427832725,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,left,lower,-0.028174054080948193,0.005074136608152271,0.028174054080948193,0.005074136608152271,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,lower,5.320435578496976,3.2477332960790313,,,,52
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,right,whole,-0.8585654950866093,0.20068141276299198,-0.8585654950866093,0.20068141276299198,0.009999999776482582,34
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,bottom,whole,0.0013790004168083945,-0.7369790799411371,0.7369790799411371,0.0013790004168083945,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,left,whole,-0.06657248795582517,0.011028282113180944,0.06657248795582517,0.011028282113180944,0.00989999994635582,34
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,top,whole,-0.07093207503976266,0.7423446550484991,0.7423446550484991,-0.07093207503976266,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,physical_boundary_sum,whole,-0.9946910576653887,0.217075269983535,,,,106
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,left,upper,-0.03429430229317181,0.0031675382792638058,0.03429430229317181,0.0031675382792638058,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,right,upper,-0.5758622107187791,0.08668971066818916,-0.5758622107187791,0.08668971066818916,0.005199999548494816,18
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,top,upper,-0.07093207503976266,0.7423446550484991,0.7423446550484991,-0.07093207503976266,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,physical_boundary_sum,upper,-0.6810885880517135,0.8322019039959521,,,,54
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,right,lower,-0.2827032843678301,0.11399170209480279,-0.2827032843678301,0.11399170209480279,0.004800000227987766,16
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,bottom,lower,0.0013790004168083945,-0.7369790799411371,0.7369790799411371,0.0013790004168083945,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,left,lower,-0.03227818566265336,0.007860743833917138,0.03227818566265336,0.007860743833917138,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,variant,physical_boundary_sum,lower,-0.31360246961367505,-0.6151266340124172,,,,52
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,right,whole,5.710965563038288,4.609772076876397,5.710965563038288,4.609772076876397,0.009999999776482582,34
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,bottom,whole,0.005649496749343942,-1.0688389123114843,1.0688389123114843,0.005649496749343942,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,left,whole,-0.06650266831425582,0.01102496132352471,0.06650266831425582,0.01102496132352471,0.00989999994635582,34
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,top,whole,-0.08549012127412155,1.1409801365066792,1.1409801365066792,-0.08549012127412155,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,physical_boundary_sum,whole,5.564622270199254,4.692938262395117,,,,106
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,left,upper,-0.034266188225191375,0.003166858897420773,0.034266188225191375,0.003166858897420773,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,right,upper,0.34086244936219934,-0.15009426904560816,0.34086244936219934,-0.15009426904560816,0.005199999548494816,18
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,top,upper,-0.08549012127412155,1.1409801365066792,1.1409801365066792,-0.08549012127412155,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,physical_boundary_sum,upper,0.2211061398628864,0.9940527263584917,,,,54
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,right,lower,5.370103113676089,4.759866345922006,5.370103113676089,4.759866345922006,0.004800000227987766,16
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,bottom,lower,0.005649496749343942,-1.0688389123114843,1.0688389123114843,0.005649496749343942,0.009999999776482582,19
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,left,lower,-0.03223648008906444,0.007858102426103936,0.03223648008906444,0.007858102426103936,0.00494999997317791,17
D0040_seed13_default_unitbox,13,split_domain_crack_band_void,total,physical_boundary_sum,lower,5.3435161303363685,3.6988855360366255,,,,52
D0040_seed42_default_unitbox,42,continuous_baseline,variant,right,whole,-12.629441611548945,-0.25507094086318977,-12.629441611548945,-0.25507094086318977,0.009999999776482582,34
D0040_seed42_default_unitbox,42,continuous_baseline,variant,bottom,whole,0.035298235059023665,-1.0008302107259492,1.0008302107259492,0.035298235059023665,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,variant,left,whole,-0.06857775193801041,0.0037482290568086663,0.06857775193801041,0.0037482290568086663,0.00989999994635582,34
D0040_seed42_default_unitbox,42,continuous_baseline,variant,top,whole,-0.03142007330240706,0.7977702892232456,0.7977702892232456,-0.03142007330240706,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,variant,physical_boundary_sum,whole,-12.694141201730337,-0.4543826333090847,,,,106
D0040_seed42_default_unitbox,42,continuous_baseline,variant,left,upper,-0.04345975668637093,0.005033332126029848,0.04345975668637093,0.005033332126029848,0.00494999997317791,17
D0040_seed42_default_unitbox,42,continuous_baseline,variant,right,upper,-12.137861362990211,-0.23646807284046661,-12.137861362990211,-0.23646807284046661,0.004999999888241291,17
D0040_seed42_default_unitbox,42,continuous_baseline,variant,top,upper,-0.03142007330240706,0.7977702892232456,0.7977702892232456,-0.03142007330240706,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,variant,physical_boundary_sum,upper,-12.212741192978989,0.5663355485088089,,,,53
D0040_seed42_default_unitbox,42,continuous_baseline,variant,right,lower,-0.4915802485587328,-0.018602868022723103,-0.4915802485587328,-0.018602868022723103,0.004999999888241291,17
D0040_seed42_default_unitbox,42,continuous_baseline,variant,bottom,lower,0.035298235059023665,-1.0008302107259492,1.0008302107259492,0.035298235059023665,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,variant,left,lower,-0.025117995251639498,-0.0012851030692211797,0.025117995251639498,-0.0012851030692211797,0.00494999997317791,17
D0040_seed42_default_unitbox,42,continuous_baseline,variant,physical_boundary_sum,lower,-0.4814000087513486,-1.0207181818178934,,,,53
D0040_seed42_default_unitbox,42,continuous_baseline,total,right,whole,5.81636009687425,-2.901855161148612,5.81636009687425,-2.901855161148612,0.009999999776482582,34
D0040_seed42_default_unitbox,42,continuous_baseline,total,bottom,whole,0.04497049027617196,-1.3888976045815056,1.3888976045815056,0.04497049027617196,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,total,left,whole,-0.06848191225781317,0.0037480868747383628,0.06848191225781317,0.0037480868747383628,0.00989999994635582,34
D0040_seed42_default_unitbox,42,continuous_baseline,total,top,whole,-0.03636401452770468,1.2430285914968717,1.2430285914968717,-0.03636401452770468,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,total,physical_boundary_sum,whole,5.756484660364904,-3.0439760873585078,,,,106
D0040_seed42_default_unitbox,42,continuous_baseline,total,left,upper,-0.04342832748838329,0.005031889644567501,0.04342832748838329,0.005031889644567501,0.00494999997317791,17
D0040_seed42_default_unitbox,42,continuous_baseline,total,right,upper,5.471472036174713,-2.8819296342898992,5.471472036174713,-2.8819296342898992,0.004999999888241291,17
D0040_seed42_default_unitbox,42,continuous_baseline,total,top,upper,-0.03636401452770468,1.2430285914968717,1.2430285914968717,-0.03636401452770468,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,total,physical_boundary_sum,upper,5.391679694158625,-1.63386915314846,,,,53
D0040_seed42_default_unitbox,42,continuous_baseline,total,right,lower,0.3448880606995355,-0.019925526858713807,0.3448880606995355,-0.019925526858713807,0.004999999888241291,17
D0040_seed42_default_unitbox,42,continuous_baseline,total,bottom,lower,0.04497049027617196,-1.3888976045815056,1.3888976045815056,0.04497049027617196,0.009999999776482582,19
D0040_seed42_default_unitbox,42,continuous_baseline,total,left,lower,-0.02505358476942988,-0.0012838027698291376,0.02505358476942988,-0.0012838027698291376,0.00494999997317791,17
D0040_seed42_default_unitbox,42,continuous_baseline,total,physical_boundary_sum,lower,0.36480496620627756,-1.4101069342100485,,,,53
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,right,whole,-12.308381563139553,-0.2464963258044913,-12.308381563139553,-0.2464963258044913,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,bottom,whole,-0.006631756019519375,-1.000064415273427,1.000064415273427,-0.006631756019519375,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,left,whole,-0.06565946835541392,0.010505961888221534,0.06565946835541392,0.010505961888221534,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,top,whole,-0.011308536008174282,0.7556920764095074,0.7556920764095074,-0.011308536008174282,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,physical_boundary_sum,whole,-12.39198132352266,-0.48036270278018933,,,,106
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,left,upper,-0.0383030116106629,0.011103054729303926,0.0383030116106629,0.011103054729303926,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,right,upper,-11.865559792725888,-0.28483231053359814,-11.865559792725888,-0.28483231053359814,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,top,upper,-0.011308536008174282,0.7556920764095074,0.7556920764095074,-0.011308536008174282,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,physical_boundary_sum,upper,-11.915171340344726,0.4819628206052132,,,,53
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,right,lower,-0.44282177041367243,0.03833598472910689,-0.44282177041367243,0.03833598472910689,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,bottom,lower,-0.006631756019519375,-1.000064415273427,1.000064415273427,-0.006631756019519375,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,left,lower,-0.027356456744751033,-0.0005970928410823913,0.027356456744751033,-0.0005970928410823913,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_current_split,variant,physical_boundary_sum,lower,-0.4768099831779428,-0.9623255233854024,,,,53
D0040_seed42_default_unitbox,42,split_domain_current_split,total,right,whole,5.852026150385578,-2.757445644747129,5.852026150385578,-2.757445644747129,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_current_split,total,bottom,whole,-0.006959019308240404,-1.3750952811435064,1.3750952811435064,-0.006959019308240404,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,total,left,whole,-0.06557467235862596,0.010503898208598086,0.06557467235862596,0.010503898208598086,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_current_split,total,top,whole,-0.016677834559656334,1.1513302235526737,1.1513302235526737,-0.016677834559656334,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,total,physical_boundary_sum,whole,5.762814624159055,-2.970706804129364,,,,106
D0040_seed42_default_unitbox,42,split_domain_current_split,total,left,upper,-0.03827641414083925,0.011102221882720805,0.03827641414083925,0.011102221882720805,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_current_split,total,right,upper,5.49686868855559,-2.813528799225205,5.49686868855559,-2.813528799225205,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_current_split,total,top,upper,-0.016677834559656334,1.1513302235526737,1.1513302235526737,-0.016677834559656334,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,total,physical_boundary_sum,upper,5.441914439855094,-1.6510963537898105,,,,53
D0040_seed42_default_unitbox,42,split_domain_current_split,total,right,lower,0.35515746182998664,0.05608315447807585,0.35515746182998664,0.05608315447807585,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_current_split,total,bottom,lower,-0.006959019308240404,-1.3750952811435064,1.3750952811435064,-0.006959019308240404,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_current_split,total,left,lower,-0.027298258217786694,-0.0005983236741227181,0.027298258217786694,-0.0005983236741227181,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_current_split,total,physical_boundary_sum,lower,0.32090018430395956,-1.3196104503395534,,,,53
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,right,whole,-1.0588066827004778,0.07036982474368891,-1.0588066827004778,0.07036982474368891,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,bottom,whole,0.009256088948128176,-1.0135640878125407,1.0135640878125407,0.009256088948128176,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,left,whole,-0.06286934924513245,0.02075767413381053,0.06286934924513245,0.02075767413381053,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,top,whole,-0.028896010433277008,0.8266205024898183,0.8266205024898183,-0.028896010433277008,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,physical_boundary_sum,whole,-1.141315953430759,-0.09581608644522288,,,,106
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,left,upper,-0.0347943730068446,0.01957273437472546,0.0347943730068446,0.01957273437472546,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,right,upper,-0.6664159619240757,0.003933406580332047,-0.6664159619240757,0.003933406580332047,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,top,upper,-0.028896010433277008,0.8266205024898183,0.8266205024898183,-0.028896010433277008,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,physical_boundary_sum,upper,-0.7301063453641974,0.8501266434448759,,,,53
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,right,lower,-0.39239072077640236,0.06643641816335685,-0.39239072077640236,0.06643641816335685,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,bottom,lower,0.009256088948128176,-1.0135640878125407,1.0135640878125407,0.009256088948128176,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,left,lower,-0.02807497623828785,0.001184939759085069,0.02807497623828785,0.001184939759085069,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,variant,physical_boundary_sum,lower,-0.41120960806656204,-0.9459427298900988,,,,53
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,right,whole,5.862204287905167,-2.747502053230557,5.862204287905167,-2.747502053230557,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,bottom,whole,0.010533681248124732,-1.3878655365938986,1.3878655365938986,0.010533681248124732,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,left,whole,-0.0627854692004188,0.020754896588866117,0.0627854692004188,0.020754896588866117,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,top,whole,-0.03739339529210585,1.2671009570123322,1.2671009570123322,-0.03739339529210585,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,whole,5.772559104660767,-2.847511736223257,,,,106
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,left,upper,-0.034767145641711746,0.019571223576409696,0.034767145641711746,0.019571223576409696,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,right,upper,5.39578982597234,-2.855804297856032,5.39578982597234,-2.855804297856032,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,top,upper,-0.03739339529210585,1.2671009570123322,1.2671009570123322,-0.03739339529210585,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,upper,5.323629285038523,-1.5691321172672898,,,,53
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,right,lower,0.46641446193282626,0.10830224462547526,0.46641446193282626,0.10830224462547526,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,bottom,lower,0.010533681248124732,-1.3878655365938986,1.3878655365938986,0.010533681248124732,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,left,lower,-0.02801832355870705,0.0011836730124564188,0.02801832355870705,0.0011836730124564188,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_minus_degraded_crack_band,total,physical_boundary_sum,lower,0.448929819622244,-1.2783796189559669,,,,53
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,right,whole,-0.5452485886186074,0.1705094666439976,-0.5452485886186074,0.1705094666439976,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,bottom,whole,-0.03835215385603156,-0.7222941830872477,0.7222941830872477,-0.03835215385603156,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,left,whole,-0.07824044944856191,0.005677413918838127,0.07824044944856191,0.005677413918838127,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,top,whole,-0.009874797094177509,0.39610128049570553,0.39610128049570553,-0.009874797094177509,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,physical_boundary_sum,whole,-0.6717159890173783,-0.15000602202870644,,,,106
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,left,upper,-0.04935999067826471,0.007938990424212693,0.04935999067826471,0.007938990424212693,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,right,upper,-0.28539907178177193,0.06165066846734726,-0.28539907178177193,0.06165066846734726,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,top,upper,-0.009874797094177509,0.39610128049570553,0.39610128049570553,-0.009874797094177509,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,physical_boundary_sum,upper,-0.3446338595542141,0.46569093938726547,,,,53
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,right,lower,-0.25984951683683544,0.10885879817665035,-0.25984951683683544,0.10885879817665035,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,bottom,lower,-0.03835215385603156,-0.7222941830872477,0.7222941830872477,-0.03835215385603156,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,left,lower,-0.028880458770297206,-0.002261576505374566,0.028880458770297206,-0.002261576505374566,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,variant,physical_boundary_sum,lower,-0.32708212946316423,-0.615696961415972,,,,53
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,right,whole,6.498581739484058,-2.858174330544997,6.498581739484058,-2.858174330544997,0.009999999776482582,34
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,bottom,whole,-0.04491195134050193,-0.9907934937873077,0.9907934937873077,-0.04491195134050193,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,left,whole,-0.0781605227235521,0.0056769016138105925,0.0781605227235521,0.0056769016138105925,0.00989999994635582,34
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,top,whole,-0.01594875097060987,0.5941841598801535,0.5941841598801535,-0.01594875097060987,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,physical_boundary_sum,whole,6.359560514449393,-3.2491067628383408,,,,106
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,left,upper,-0.04933239426529052,0.007938922557409297,0.04933239426529052,0.007938922557409297,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,right,upper,6.117426021791716,-3.022019863627435,6.117426021791716,-3.022019863627435,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,top,upper,-0.01594875097060987,0.5941841598801535,0.5941841598801535,-0.01594875097060987,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,physical_boundary_sum,upper,6.052144876555816,-2.4198967811898724,,,,53
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,right,lower,0.3811557176923411,0.16384553308243732,0.3811557176923411,0.16384553308243732,0.004999999888241291,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,bottom,lower,-0.04491195134050193,-0.9907934937873077,0.9907934937873077,-0.04491195134050193,0.009999999776482582,19
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,left,lower,-0.028828128458261583,-0.002262020943598703,0.028828128458261583,-0.002262020943598703,0.00494999997317791,17
D0040_seed42_default_unitbox,42,split_domain_crack_band_void,total,physical_boundary_sum,lower,0.30741563789357756,-0.8292099816484692,,,,53
