case,seed,state,step,Delta,crack_band_element_count,crack_reaches_notch_window,crack_reaches_right_boundary,crack_x_min,crack_x_max,crack_y_min,crack_y_max,crack_y_mean,upper_node_count,lower_node_count,upper_element_count,lower_element_count,mixed_label_element_count,mixed_label_inside_crack_band_count,mixed_label_outside_crack_band_count,path_point_count,split_y_min,split_y_max
D0040_seed7_default_unitbox,7,final_D0040,54,0.0002,165,True,True,0.005021084565669298,0.009958948940038681,0.004884479567408562,0.005369600839912891,0.00509735108776526,1364,1422,2652,2759,85,85,0,73,0.004930028459057212,0.005369600839912891
D0040_seed13_default_unitbox,13,final_D0040,54,0.0002,162,True,True,0.005021084565669298,0.009961839765310287,0.0046274056658148766,0.005121328867971897,0.0049086821058558095,1418,1368,2757,2654,84,84,0,71,0.004672976676374674,0.005072341300547123
D0040_seed42_default_unitbox,42,final_D0040,54,0.0002,163,True,True,0.005021084565669298,0.009958948940038681,0.004886950831860304,0.005281128920614719,0.005084527587872341,1370,1416,2663,2748,83,83,0,72,0.004930028459057212,0.005264215171337128
