field_id,top_u_mode,solver_status,n_free_dofs,n_constrained_dofs,standard_internal_energy,current_pinn_mechanics_energy,current_pinn_log10_energy,reaction_top_v_N,free_dof_residual_l2,free_dof_residual_max_abs,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current,max_He_current_x,max_He_current_y,classification,bottom_u_abs_max,bottom_v_abs_max,top_v_minus_delta_abs_max,top_u_abs_max,top_u_abs_mean,top_u_expected
exact_fe_free,free,spsolve_completed,5512,60,2.4232909011199782e-11,3.67719431293434e-11,-10.434483420224845,0.04846581802239973,1.7976327004734513e-18,2.939204326972422e-19,4.646703018806875e-05,9.460634800007021e-07,1.9236681509937625e-06,0.020359886917060196,0.04139856029550387,4.646703018806875e-05,0.005021084355784554,0.00499864349766533,notch-amplified,0.0,0.0,0.0,1.8513284487762511e-07,7.87122775084897e-08,nan
exact_fe_fixed,fixed,spsolve_completed,5492,80,2.4788291566171452e-11,3.7599336838445296e-11,-10.424819814911267,0.049576583132341076,1.900866289343469e-18,3.2526065174565133e-19,4.931996954837814e-05,1.0149907893719495e-06,1.982417643375811e-06,0.020579712409926395,0.040195029752223395,4.931996954837814e-05,0.005021084355784554,0.00499864349766533,notch-amplified,0.0,0.0,0.0,0.0,0.0,0.0
