field_id,field_type,standard_internal_energy,standard_energy_normalized_vs_exact,current_pinn_mechanics_energy,current_pinn_energy_normalized_vs_exact,current_pinn_log10_energy,sum_area_psiI,sum_area_psiII,sum_area_psi_minus,sum_area_psi_total,sum_area_He_current,sum_area_mechanics_current_density,sum_area_history_elastic_density,fracture_energy_alpha0,mixed_mode_ratio
exact_fe_free,exact_fe,2.4232909011199782e-11,1.0,3.67719431293434e-11,1.0,-10.434483420224845,2.2606064917331967e-11,1.3985242007391212e-11,9.018721718952908e-14,2.4232907154534413e-11,3.6681390855927863e-11,3.677194538139057e-11,3.677194538139057e-11,0.0,1.006441354751587
exact_fe_fixed,exact_fe,2.4788291566171452e-11,1.0229185259893885,3.7599336838445296e-11,1.0225006795586402,-10.424819814911267,2.31445145228131e-11,1.4275051821693432e-11,8.744389525069783e-14,2.4788289376240846e-11,3.7511516993587294e-11,3.759933652486539e-11,3.759933652486539e-11,0.0,1.006441354751587
fedof_rprop_free,candidate,0.0002884617688524471,11903720.214487167,0.0003972291888203472,10802507.428642381,-3.4009588465868887,0.00025462944039729175,0.00013309501560302054,8.643539189505071e-06,0.00028846177434629775,0.00038858176754783593,0.0003972291979912082,0.0003972291979912082,0.0,1.006441354751587
pinn_prefit_disp_global,candidate,0.0002919337291950385,12046994.814370606,0.00040432289824821055,10995418.349963877,-3.393271662323909,0.0002586741044510475,0.00013528120955476485,9.49222859375593e-06,0.00029193373670690715,0.0003948267077184416,0.00040432289025708185,0.00040432289025708185,0.0,1.006441354751587
pinn_prefit_disp_strain,candidate,0.0002872626638789655,11854237.71228624,0.00039609638042747974,10771701.104677316,-3.4021991262085693,0.000253799567949802,0.0001327725845562004,8.665094373705972e-06,0.0002872626720216852,0.0003874273885315278,0.0003960963619746256,0.0003960963619746256,0.0,1.006441354751587
pinn_collapsed_pure_energy_log10,candidate,3.073356936683468e-11,1.2682575316331386,4.2987734899524455e-11,1.1690362608339007,-10.366655438031493,2.6390887870489147e-11,1.6367296453677405e-11,1.2369387984499326e-13,3.073356821447604e-11,4.286361190019511e-11,4.298773498402638e-11,4.298773498402638e-11,0.0,1.006441354751587
pinn_collapsed_energy_raw,candidate,4.0268183796535236e-11,1.6617148101337893,5.701379646172455e-11,1.5504700488951995,-10.244020039026012,3.503145611402759e-11,2.1743933838550277e-11,9.777607195779078e-14,4.026818475820543e-11,5.691545029269183e-11,5.701379626059278e-11,5.701379626059278e-11,0.0,1.006441354751587
pinn_collapsed_energy_normalized,candidate,3.071921770280543e-11,1.2676652930363357,4.297515121542972e-11,1.1686940519914018,-10.366782586498708,2.6384080361982275e-11,1.6350341653685202e-11,1.34982730650761e-13,3.071921609256931e-11,4.283974036755878e-11,4.297515204901213e-11,4.297515204901213e-11,0.0,1.006441354751587
pinn_strong_displacement_anchor,candidate,3.09973993076942e-06,127914.47899782918,3.957043190894183e-06,107610.39135123997,-5.402629209409322,2.5787687453334945e-06,1.3220474630682966e-06,4.76718610123838e-08,3.099739946607851e-06,3.909331982573331e-06,3.957042995439509e-06,3.957042995439509e-06,0.0,1.006441354751587
