field_id,field_type,free_dof_residual_l2,free_dof_residual_max_abs,constrained_dof_residual_l2,reaction_top_v_kN,reaction_top_v_N,reaction_bottom_v_kN,reaction_bottom_v_N
exact_fe_free,exact_fe,1.7976327004734513e-18,2.939204326972422e-19,1.903829090929904e-05,4.846581802239973e-05,0.04846581802239973,-4.8465818022399693e-05,-0.048465818022399694
exact_fe_fixed,exact_fe,1.900866289343469e-18,3.2526065174565133e-19,1.9381932111018907e-05,4.9576583132341074e-05,0.049576583132341076,-4.9576583132343e-05,-0.049576583132343
fedof_rprop_free,candidate,0.03791821565707275,0.009030597332378446,0.07984673582863037,-0.20155319141665107,-201.55319141665106,-0.2646475004178879,-264.64750041788795
pinn_prefit_disp_global,candidate,0.053540398142271094,0.0088225589707633,0.0812832843656638,-0.20429753644400517,-204.29753644400517,-0.2702339847024274,-270.2339847024274
pinn_prefit_disp_strain,candidate,0.035467538300794646,0.009002359460392063,0.07973633668651278,-0.20155670114523253,-201.55670114523252,-0.2644793401389926,-264.4793401389926
pinn_collapsed_pure_energy_log10,candidate,2.920270854828983e-05,1.5725566047970946e-05,2.0029697910764083e-05,4.6216834264280596e-05,0.046216834264280596,-6.019699351839446e-05,-0.06019699351839446
pinn_collapsed_energy_raw,candidate,2.818592801234543e-05,5.676317601677479e-06,2.427152239694587e-05,6.862731215489929e-05,0.0686273121548993,-8.066568426994485e-05,-0.08066568426994485
pinn_collapsed_energy_normalized,candidate,2.0786548645814934e-05,6.358151049105426e-06,2.057537107089403e-05,5.017896243424465e-05,0.050178962434244655,-6.075899914227867e-05,-0.06075899914227867
pinn_strong_displacement_anchor,candidate,0.0035981003625601563,0.000937466575177898,0.007236786567164466,-0.019406959884782887,-19.406959884782886,-0.016807973817558164,-16.807973817558164
