run_group,case_id,final_step,final_Delta,final_alpha_max,final_He_max,final_mechanics_drive_max,final_notch_tip_delta_T_mean,final_bottom_right_delta_T_mean
3step,solved,2,1.075e-05,0.551106333732605,0.00013362237950786948,0.00013362237950786948,9.999632835388184,0.4020843505859375
3step,prescribed_linear_y,2,1.075e-05,0.551106333732605,0.00013361815945245326,0.00013361815945245326,9.999629974365234,0.4020676910877228
3step,no_thermal,2,1.075e-05,0.551106333732605,0.00013459636829793453,0.00013459636829793453,0.0,0.0
8step,solved,7,3.5125e-05,0.5503146648406982,0.0014434398617595434,0.0014434398617595434,9.999632835388184,0.4020843505859375
8step,prescribed_linear_y,7,3.5125e-05,0.5503146648406982,0.0014433942269533873,0.0014433942269533873,9.999629974365234,0.4020676910877228
8step,no_thermal,7,3.5125e-05,0.5503160357475281,0.001446624519303441,0.001446624519303441,0.0,0.0
