seed,step,Delta,reaction_N_energy_exact,R_exact_dPi_dmode_N,exact_reaction_reproduction_abs_error_N,reaction_N_energy_virtual_work,R_virtual_energy_autograd_sigma_N,virtual_reaction_reproduction_abs_error_N,reaction_N_legacy_top_sigma,legacy_top_sigma_integral_N,legacy_top_reproduction_abs_error_N,exact_reaction_reproduced
13,16,5.9e-05,0.05405606862041168,0.0540560686204116,7.632783294297951e-17,0.054056086810305715,0.0540560868103057,1.3877787807814457e-17,0.7737282783082333,0.7737282783082333,0.0,True
13,17,6.1e-05,0.03251622183597647,0.0325162218359764,6.938893903907228e-17,0.032516236387891695,0.0325162363878916,9.71445146547012e-17,0.7732998434815043,0.7732998434815043,0.0,True
13,18,6.3e-05,0.025583425667718984,0.0255834256677189,8.326672684688674e-17,0.025583383830962703,0.0255833838309627,3.469446951953614e-18,0.7755159958052136,0.7755159958052136,0.0,True
13,19,6.5e-05,0.022594618712901138,0.0225946187129011,3.8163916471489756e-17,0.022594669644604437,0.0225946696446044,3.8163916471489756e-17,0.7351442488088394,0.7351442488088394,0.0,True
13,20,6.7e-05,0.017220436347997747,0.0172204363479977,4.85722573273506e-17,0.017220425434061326,0.0172204254340613,2.7755575615628914e-17,0.7498049653893462,0.7498049653893462,0.0,True
13,21,6.9e-05,0.010329118595109321,0.0103291185951093,2.0816681711721685e-17,0.010329120414098725,0.0103291204140987,2.42861286636753e-17,0.7628717899383225,0.7628717899383225,0.0,True
13,22,7.1e-05,0.013577569916378707,0.0135775699163787,6.938893903907228e-18,0.013577570825873408,0.0135775708258734,8.673617379884035e-18,0.7620909403578867,0.7620909403578867,0.0,True
13,23,7.3e-05,0.009299897101300303,0.0092998971013003,3.469446951953614e-18,0.009299911653215531,0.0092999116532155,3.122502256758253e-17,0.7608456254672288,0.7608456254672288,0.0,True
13,24,7.5e-05,0.007034250756987603,0.0070342507569876,3.469446951953614e-18,0.007034273494355148,0.0070342734943551,4.7704895589362195e-17,0.7994274244716129,0.7994274244716129,0.0,True
13,25,7.7e-05,0.0049249620133196,0.0049249620133196,0.0,0.004924963832309004,0.004924963832309,4.336808689942018e-18,0.8470217135211844,0.8470217135211844,0.0,True
13,26,8e-05,0.0052449063332460355,0.005244906333246,3.5561831257524545e-17,0.005244893600320211,0.0052448936003202,1.0408340855860843e-17,0.8536242761557299,0.8536242761557299,0.0,True
13,27,8.3e-05,0.008484421414323151,0.0084844214143231,5.0306980803327406e-17,0.008484425052301958,0.0084844250523019,5.898059818321144e-17,0.8789804599636047,0.8789804599636047,0.0,True
13,28,8.6e-05,0.005340447387425229,0.0053404473874252,2.862293735361732e-17,0.005340451480151387,0.0053404514801513,8.673617379884035e-17,0.9197303845958731,0.9197303845958732,1.1102230246251565e-16,True
13,29,8.9e-05,0.005860965757165104,0.0058609657571651,4.336808689942018e-18,0.005860962573933648,0.0058609625739336,4.7704895589362195e-17,0.8955894756888404,0.8955894756888404,0.0,True
13,30,9.2e-05,0.004513426574703772,0.0045134265747037,7.19910242530375e-17,0.004513424755714368,0.0045134247557143,6.765421556309548e-17,0.9020757848117064,0.9020757848117064,0.0,True
13,31,9.5e-05,0.005423521997727221,0.0054235219977272,2.0816681711721685e-17,0.005423517905001063,0.005423517905001,6.331740687315346e-17,0.9244341924112514,0.9244341924112514,0.0,True
13,32,9.8e-05,0.0050294484026380815,0.005029448402638,8.153200337090993e-17,0.005029442945669871,0.0050294429456698,7.112366251504909e-17,0.9226226256209128,0.9226226256209128,0.0,True
13,33,0.0001,0.009264996151614469,0.0092649961516144,6.938893903907228e-17,0.009264999789593276,0.0092649997895932,7.632783294297951e-17,0.9588290965451763,0.9588290965451765,1.1102230246251565e-16,True
42,0,1e-06,0.07883151556598023,0.0788315155659802,2.7755575615628914e-17,0.07883152284193784,0.0788315228419378,4.163336342344337e-17,0.037233145379384866,0.0372331453793848,6.938893903907228e-17,True
42,1,5e-06,0.42663587373681366,0.4266358737368136,5.551115123125783e-17,0.4266358446329832,0.4266358446329832,0.0,0.1941498174006997,0.1941498174006997,0.0,True
42,2,1e-05,0.8483928395435214,0.8483928395435214,0.0,0.8483927813358605,0.8483927813358605,0.0,0.3753550101230382,0.3753550101230382,0.0,True
42,3,1.5e-05,1.2411816278472543,1.2411816278472545,2.220446049250313e-16,1.2411815114319324,1.2411815114319324,0.0,0.5313720197425076,0.5313720197425076,0.0,True
42,4,2e-05,1.585787977091968,1.585787977091968,0.0,1.5857880935072899,1.58578809350729,2.220446049250313e-16,0.639697943837563,0.639697943837563,0.0,True
42,5,2.5e-05,1.7874499317258596,1.7874499317258596,0.0,1.7874500481411815,1.7874500481411817,2.220446049250313e-16,0.6910149878027371,0.6910149878027371,0.0,True
42,6,3e-05,1.8282063538208604,1.8282063538208604,0.0,1.8282063538208604,1.8282063538208604,0.0,0.7109326318060334,0.7109326318060334,0.0,True
42,7,3.5e-05,1.7131951171904802,1.7131951171904802,0.0,1.7131948843598366,1.7131948843598366,0.0,0.698468776169178,0.698468776169178,0.0,True
42,8,4e-05,1.4617982087656856,1.4617982087656856,0.0,1.4617984415963292,1.4617984415963292,0.0,0.6794006960103917,0.6794006960103917,0.0,True
42,9,4.5e-05,0.9847382316365838,0.9847382316365838,0.0,0.984738115221262,0.984738115221262,0.0,0.7301718322810048,0.7301718322810048,0.0,True
42,10,4.7e-05,0.7980763330124319,0.7980763330124319,0.0,0.7980765076354146,0.7980765076354146,0.0,0.7377942371382967,0.7377942371382967,0.0,True
42,11,4.9e-05,0.6068710354156792,0.6068710354156792,0.0,0.6068709190003574,0.6068709190003574,0.0,0.7338117166790525,0.7338117166790525,0.0,True
42,12,5.1e-05,0.4469128034543246,0.4469128034543246,0.0,0.44691271614283323,0.4469127161428332,5.551115123125783e-17,0.7273924979182372,0.7273924979182372,0.0,True
42,13,5.3e-05,0.2916083321906626,0.2916083321906626,0.0,0.2916082739830017,0.2916082739830017,0.0,0.7479139236774265,0.7479139236774265,0.0,True
42,14,5.5e-05,0.1125844064517878,0.1125844064517878,0.0,0.11258437734795734,0.1125843773479573,4.163336342344337e-17,0.7530319941204937,0.7530319941204937,0.0,True
42,15,5.7e-05,0.07958788046380505,0.079587880463805,5.551115123125783e-17,0.07958788773976266,0.0795878877397626,6.938893903907228e-17,0.7465240173086805,0.7465240173086805,0.0,True
42,16,5.9e-05,0.04348266884335317,0.0434826688433531,6.938893903907228e-17,0.04348266156739555,0.0434826615673955,5.551115123125783e-17,0.7416398902832312,0.7416398902832312,0.0,True
42,17,6.1e-05,0.024003831640584394,0.0240038316405843,9.367506770274758e-17,0.024003873477340676,0.0240038734773406,7.632783294297951e-17,0.7641108271196903,0.7641108271196903,0.0,True
42,18,6.3e-05,0.01921121474879328,0.0192112147487932,8.326672684688674e-17,0.019211211110814475,0.0192112111108144,7.28583859910259e-17,0.7853152919946076,0.7853152919946076,0.0,True
42,19,6.5e-05,0.02296640377608128,0.0229664037760812,7.979727989493313e-17,0.022966421965975314,0.0229664219659753,1.3877787807814457e-17,0.7671061494698741,0.7671061494698741,0.0,True
42,20,6.7e-05,0.0167453836183995,0.0167453836183995,0.0,0.01674537270446308,0.016745372704463,7.979727989493313e-17,0.7590693588268155,0.7590693588268155,0.0,True
42,21,6.9e-05,0.009191560820909217,0.0091915608209092,1.734723475976807e-17,0.009191556273435708,0.0091915562734357,8.673617379884035e-18,0.7605187055292238,0.7605187055292238,0.0,True
42,22,7.1e-05,0.01115374925575452,0.0111537492557545,1.9081958235744878e-17,0.011153759260196239,0.0111537592601962,3.8163916471489756e-17,0.846388458824226,0.846388458824226,0.0,True
42,23,7.3e-05,0.014568017832061742,0.0145680178320617,4.163336342344337e-17,0.014568031474482268,0.0145680314744822,6.765421556309548e-17,0.8276058226119603,0.8276058226119603,0.0,True
42,24,7.5e-05,0.006286295047175372,0.0062862950471753,7.19910242530375e-17,0.006286279131018091,0.006286279131018,9.107298248878237e-17,0.8639850947335509,0.8639850947335509,0.0,True
42,25,7.7e-05,0.00865524634718895,0.0086552463471889,5.0306980803327406e-17,0.008655259989609476,0.0086552599896094,7.632783294297951e-17,0.8564791127942127,0.8564791127942127,0.0,True
42,26,8e-05,0.0056470280469511636,0.0056470280469511,6.331740687315346e-17,0.005647039415634936,0.0056470394156349,3.5561831257524545e-17,0.8340860840073184,0.8340860840073184,0.0,True
42,27,8.3e-05,0.0047866096792859025,0.0047866096792859,2.6020852139652106e-18,0.004786599220096832,0.0047865992200968,3.209238430557093e-17,0.8545664643868468,0.8545664643868468,0.0,True
42,28,8.6e-05,0.005723272352042841,0.0057232723520428,4.0766001685454967e-17,0.005723264166590525,0.0057232641665905,2.5153490401663703e-17,0.8552690744047743,0.8552690744047743,0.0,True
42,29,8.9e-05,0.010388452210463583,0.0103884522104635,8.326672684688674e-17,0.010388438568043057,0.010388438568043,5.724587470723463e-17,0.8505739037143487,0.8505739037143487,0.0,True
42,30,9.2e-05,0.005886462531634606,0.0058864625316346,6.071532165918825e-18,0.005886463441129308,0.0058864634411293,7.806255641895632e-18,0.8339850671774063,0.8339850671774063,0.0,True
42,31,9.5e-05,0.006363127795339096,0.006363127795339,9.627715291671279e-17,0.006363135980791412,0.0063631359807914,1.214306433183765e-17,0.8968523637660407,0.8968523637660407,0.0,True
42,32,9.8e-05,0.0050426497182343155,0.0050426497182343,1.5612511283791264e-17,0.005042642897024052,0.005042642897024,5.204170427930421e-17,0.9163707668152237,0.9163707668152236,1.1102230246251565e-16,True
42,33,0.0001,0.008283553142973687,0.0082835531429736,8.673617379884035e-17,0.008283552233478986,0.0082835522334789,8.500145032286355e-17,0.866391686779654,0.866391686779654,0.0,True
