status,model_dir,result_dir,checkpoint_count,corrected_reaction,corrected_curve,exact_reaction_computable
energy_exact_primary,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke,1,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke\curves\corrected_reaction_by_step.csv,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke\curves\corrected_stress_strain_by_step.csv,True
