"case","source_root","save_step_checkpoints_setting","checkpoint_every_step_setting","checkpoint_count","corrected_curve_exists","availability_status","primary_metric","metric_status","exact_reaction_MPa","legacy_status","run_dir","result_dir"
"default_checkpoint_smoke","D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro","True","True","1","True","energy_exact_primary","nominal_stress_energy_exact_MPa","energy_conjugate_primary","3.5363249480724335","legacy_diagnostic_only","D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke","D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\smoke_hl_2_Neurons_20_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_rprop_1_lbfgs_0_gradient_numerical_auto_ckpt_default_smoke"
