case_id,method,top_u_mode,loss_form,epochs,hidden_layers,neurons,seed,x,upper_node,lower_node,gap_y,u_jump_upper_minus_lower,v_jump_upper_minus_lower,upper_u,lower_u,upper_v,lower_v
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.00040013459511101246,221,2641,9.999983012676239e-05,5.431388672150206e-10,1.0461121746629942e-08,7.591727069211629e-08,7.537413182490127e-08,5.08319260461576e-07,4.978581387149461e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0006002018926665187,257,2613,9.999983012676239e-05,5.627143195852113e-10,1.0413373274786863e-08,7.105044375066427e-08,7.048772943107906e-08,5.076659590486088e-07,4.972525857738219e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0008002691902220249,303,2611,9.999983012676239e-05,5.71873215449159e-10,1.0424514584883582e-08,6.619080039627079e-08,6.561892718082163e-08,5.071637474429735e-07,4.9673923285809e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0010003364877775311,350,2581,9.999983012676239e-05,5.19428056122706e-10,1.0412065876153065e-08,6.141413422255937e-08,6.089470616643666e-08,5.06831156599219e-07,4.964190907230659e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0012004037853330374,404,2552,9.999983012676239e-05,4.715623447282269e-10,1.0443784503877396e-08,5.676447756286507e-08,5.629291521813684e-08,5.065406298854214e-07,4.96096845381544e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0014004710828885436,462,2522,9.999983012676239e-05,4.3573322727752384e-10,1.0415760698379017e-08,5.23175422983968e-08,5.188180907111928e-08,5.061639853920497e-07,4.957482246936706e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0016005383804440498,523,2492,9.999983012676239e-05,-3.105782298007398e-10,1.0317592114006402e-08,4.838411271634868e-08,4.869469094614942e-08,5.058715828454297e-07,4.955539907314233e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.001800605677999556,587,2461,9.999983012676239e-05,-3.085816047132539e-10,1.032520913213375e-08,4.531415953579199e-08,4.562274114050524e-08,5.056901954958448e-07,4.953649863637111e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0020006729755550623,655,2428,9.999983012676239e-05,-3.055014019537339e-10,1.0333735644962871e-08,4.2282554346684265e-08,4.2588055748638e-08,5.055292717770499e-07,4.95195536132087e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0022007401566952467,723,2393,9.999983012676239e-05,-3.0646063464701e-10,1.0337544154026546e-08,3.922290758850977e-08,3.952936822315678e-08,5.053404947830131e-07,4.950029506289866e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0024008075706660748,789,2354,9.999983012676239e-05,-3.197762055151543e-10,1.0385463156126207e-08,3.6121914348541395e-08,3.644169055405655e-08,5.053157110523898e-07,4.949302478962636e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.002600874751806259,863,2310,9.999983012676239e-05,-3.2391511695095687e-10,1.0337316780351102e-08,3.301851592141247e-08,3.334243103836343e-08,5.054088205724838e-07,4.950715037921327e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.002800942165777087,930,2269,9.999983012676239e-05,-3.055475872315583e-10,1.033930630001123e-08,2.9938082235503316e-08,3.0243629822734874e-08,5.055340466242342e-07,4.95194740324223e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0030010093469172716,998,2223,9.999983012676239e-05,-2.6475532877157093e-10,1.032452701110742e-08,2.693542811016414e-08,2.720018343893571e-08,5.056213581156044e-07,4.95296831104497e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0032010767608880997,1062,2176,9.999983012676239e-05,-2.638209650740464e-10,1.03231059256359e-08,2.3916232549936467e-08,2.4180053515010513e-08,5.057739258518268e-07,4.954508199261909e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.003401143942028284,1122,2125,9.999983012676239e-05,-2.5720048313360167e-10,1.0329983979318058e-08,2.092356155003472e-08,2.118076203316832e-08,5.059209229330008e-07,4.955909389536828e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.003601211355999112,1180,2070,9.999983012676239e-05,-2.461977288703565e-10,1.0324868071620585e-08,1.7981077959916547e-08,1.8227275688786904e-08,5.06020910506777e-07,4.956960424351564e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0038012785371392965,1233,2010,9.999983012676239e-05,-2.2574653257834143e-10,1.0330381883250084e-08,1.5032078692911455e-08,1.5257825225489796e-08,5.062296963842527e-07,4.958993145010027e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.004001345951110125,1287,1954,9.999983012676239e-05,-1.7965451348800343e-10,1.0322310117771849e-08,1.2011220462682104e-08,1.2190874976170107e-08,5.066987114332733e-07,4.963764013155014e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.004201413132250309,1339,1895,9.999983012676239e-05,-1.6257839519084882e-10,1.0328619737265399e-08,9.057928629374601e-09,9.22050702456545e-09,5.070179440735956e-07,4.966893243363302e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.00440147565677762,1388,1841,9.999983012676239e-05,-1.5817880338886425e-10,1.0335838851460721e-08,6.044706069019412e-09,6.202884872408276e-09,5.071948407930904e-07,4.968590019416297e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.0045905509032309055,1436,1789,9.999983012676239e-05,-1.5521517404692986e-10,1.0335838851460721e-08,3.2139428896016398e-09,3.3691580636485696e-09,5.072764110991557e-07,4.969405722476949e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.004754123743623495,1487,1736,9.999983012676239e-05,-1.5478590631445854e-10,1.0295138963556383e-08,7.90343068768351e-10,9.451289750828096e-10,5.072186581855931e-07,4.969235192220367e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.004889295436441898,1537,1684,9.999983012676239e-05,-1.5192902491634186e-10,1.0292410479451064e-08,-1.170976315911787e-09,-1.0190472909954451e-09,5.070984911981213e-07,4.968060807186703e-07
pinn_fixed_log10_energy_e100,PINN,fixed,log10_energy,100,8,400,2,0.004999999888241291,1585,1636,9.999983012676239e-05,-1.7161783105734685e-10,1.0269104677718133e-08,-2.717844171939987e-09,-2.5462263408826402e-09,5.06986737036641e-07,4.967176323589229e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0,158,2697,9.999983012676239e-05,2.1395862859208137e-10,1.0488520274520852e-08,7.185217754113182e-08,7.163821891253974e-08,5.073003990219149e-07,4.968118787473941e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.00020006729755550623,190,2670,9.999983012676239e-05,1.9272050622021197e-10,1.0556789220572682e-08,6.829914411810023e-08,6.810642361188002e-08,5.063130856797216e-07,4.957562964591489e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.00040013459511101246,221,2641,9.999983012676239e-05,3.8623682030447526e-10,1.0523876881052274e-08,6.464022561658567e-08,6.425398879628119e-08,5.056957661508932e-07,4.951718892698409e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0006002018926665187,257,2613,9.999983012676239e-05,4.163851485827763e-10,1.0434575870021945e-08,6.009499742276603e-08,5.967861227418325e-08,5.052428377894103e-07,4.948082619193883e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0008002691902220249,303,2611,9.999983012676239e-05,4.2169645553258306e-10,1.0473399925103877e-08,5.549908266289094e-08,5.507738620735836e-08,5.048420348430227e-07,4.943686349179188e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0010003364877775311,350,2581,9.999983012676239e-05,3.111964019808511e-10,1.0412804840598255e-08,5.136374880976291e-08,5.105255240778206e-08,5.045232569500513e-07,4.94110452109453e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0012004037853330374,404,2552,9.999983012676239e-05,2.661231235379091e-10,1.0423548246762948e-08,4.7455838370069614e-08,4.7189715246531705e-08,5.043588657827058e-07,4.939353175359429e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0014004710828885436,462,2522,9.999983012676239e-05,-2.5344348841827014e-10,1.0405187822470907e-08,4.38082068399126e-08,4.406165032833087e-08,5.041235340286221e-07,4.937183462061512e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0016005383804440498,523,2492,9.999983012676239e-05,-2.4934720954661316e-10,1.0409735295979772e-08,4.089014282726566e-08,4.1139490036812276e-08,5.039914299231896e-07,4.935816946272098e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.001800605677999556,587,2461,9.999983012676239e-05,-2.484092931354098e-10,1.0409053174953442e-08,3.7988254319998305e-08,3.8236663613133715e-08,5.038517087996297e-07,4.934426556246763e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0020006729755550623,655,2428,9.999983012676239e-05,-2.0328627670096466e-10,1.0501878477953142e-08,3.5070847559381946e-08,3.527413383608291e-08,5.038236849941313e-07,4.933218065161782e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0022007401566952467,723,2393,9.999983012676239e-05,-1.907167757053685e-10,1.0516828297113534e-08,3.214276844687447e-08,3.233348522257984e-08,5.039080974711396e-07,4.933912691740261e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0024008075706660748,789,2354,9.999983012676239e-05,-1.8673773638511193e-10,1.0490111890248954e-08,2.9216858266067902e-08,2.9403596002453014e-08,5.038307904214889e-07,4.9334067853124e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.002600874751806259,863,2310,9.999983012676239e-05,-1.460769283312402e-10,1.0450548870721832e-08,2.6401355768257417e-08,2.6547432696588658e-08,5.03672708873637e-07,4.932221600029152e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.002800942165777087,930,2269,9.999983012676239e-05,-2.6342128478518134e-10,1.0333451427868567e-08,2.420177658279954e-08,2.446519786758472e-08,5.039929646954988e-07,4.936595132676302e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0030010093469172716,998,2223,9.999983012676239e-05,-2.6778401718274836e-10,1.0354369806009345e-08,2.2195358440058044e-08,2.2463142457240792e-08,5.044180397817399e-07,4.940636699757306e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0032010767608880997,1062,2176,9.999983012676239e-05,-2.4375879092985997e-10,1.034629804053111e-08,2.020460776464006e-08,2.044836655556992e-08,5.047937747804099e-07,4.944474767398788e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.003401143942028284,1122,2125,9.999983012676239e-05,-2.3026558437777567e-10,1.0286726137564983e-08,1.789396542051236e-08,1.8124231004890134e-08,5.051899165664508e-07,4.949031904288859e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.003601211355999112,1180,2070,9.999983012676239e-05,-2.2014745582055184e-10,1.0369660685682902e-08,1.5575018608160462e-08,1.5795166063981014e-08,5.056338636677538e-07,4.952642029820709e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0038012785371392965,1233,2010,9.999983012676239e-05,-2.141202770644668e-10,1.0404846761957742e-08,1.3153359290640765e-08,1.3367479567705232e-08,5.059357590653235e-07,4.955309123033658e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.004001345951110125,1287,1954,9.999983012676239e-05,-1.7754597791963533e-10,1.0394671789981658e-08,1.0725698551539153e-08,1.0903244529458789e-08,5.061257297711563e-07,4.957310579811747e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.004201413132250309,1339,1895,9.999983012676239e-05,-1.5802115171936748e-10,1.0386258963990258e-08,8.317515565181566e-09,8.475536716900933e-09,5.06136871081253e-07,4.957506121172628e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.00440147565677762,1388,1841,9.999983012676239e-05,-1.4096945832875463e-10,1.0306507647328544e-08,6.007324859780283e-09,6.148294318109038e-09,5.06036030856194e-07,4.957295232088654e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.0045905509032309055,1436,1789,9.999983012676239e-05,-1.304396590739998e-10,1.0296957952959929e-08,3.753767963132759e-09,3.884207622206759e-09,5.058798819845833e-07,4.955829240316234e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.004754123743623495,1487,1736,9.999983012676239e-05,-1.244635505770475e-10,1.030127805279335e-08,1.774030256029846e-09,1.8984938066068935e-09,5.057539738118066e-07,4.954526957590133e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.004889295436441898,1537,1684,9.999983012676239e-05,-1.3032039336557943e-10,1.0302983355359174e-08,8.883350305355364e-11,2.1915390335802698e-10,5.054958478467597e-07,4.951928644914005e-07
pinn_fixed_log10_energy_e300,PINN,fixed,log10_energy,300,8,400,2,0.004999999888241291,1585,1636,9.999983012676239e-05,-1.3637746487660252e-10,1.0277972251060419e-08,-1.2293532858365097e-09,-1.0929758209599072e-09,5.054393454884121e-07,4.951613732373517e-07
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0,158,2697,9.999983012676239e-05,-0.001874734298326075,-0.00041150907054543495,-0.00020825646060984582,0.001666477881371975,0.0008916525403037667,0.0013031616108492017
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.00020006729755550623,190,2670,9.999983012676239e-05,-0.0018713396275416017,-0.00038560759276151657,-0.00020659956499002874,0.0016647400334477425,0.0009311159374192357,0.0013167235301807523
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.00040013459511101246,221,2641,9.999983012676239e-05,-0.0018620840273797512,-0.0003612136351875961,-0.0002049606409855187,0.0016571233281865716,0.0009690607548691332,0.0013302743900567293
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0006002018926665187,257,2613,9.999983012676239e-05,-0.0018457761034369469,-0.0003449888899922371,-0.00020047041471116245,0.001645305659621954,0.0009990991093218327,0.0013440879993140697
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0008002691902220249,303,2611,9.999983012676239e-05,-0.001832086592912674,-0.0003195835743099451,-0.00019609081209637225,0.0016359958099201322,0.001038955058902502,0.0013585386332124472
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0010003364877775311,350,2581,9.999983012676239e-05,-0.0018095046980306506,-0.0002997355768457055,-0.00018883650773204863,0.0016206682194024324,0.001071923179551959,0.0013716587563976645
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0012004037853330374,404,2552,9.999983012676239e-05,-0.0017835935577750206,-0.00027422362472862005,-0.00017941207624971867,0.001604181481525302,0.001105724135413766,0.001379947760142386
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0014004710828885436,462,2522,9.999983012676239e-05,-0.0017579298000782728,-0.00024249183479696512,-0.00016774881805758923,0.0015901810256764293,0.0011448865989223123,0.0013873784337192774
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0016005383804440498,523,2492,9.999983012676239e-05,-0.0017289452953264117,-0.00021369161549955606,-0.0001547536812722683,0.0015741916140541434,0.0011735057923942804,0.0013871974078938365
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.001800605677999556,587,2461,9.999983012676239e-05,-0.0016930224373936653,-0.0001725133042782545,-0.00014413132157642394,0.0015488910721614957,0.0012051576049998403,0.0013776709092780948
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0020006729755550623,655,2428,9.999983012676239e-05,-0.001637947978451848,-0.0001389048993587494,-0.00012723897816613317,0.001510708942078054,0.0012370386393740773,0.0013759435387328267
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0022007401566952467,723,2393,9.999983012676239e-05,-0.001592803280800581,-0.00010080181527882814,-0.00011180801811860874,0.001480995211750269,0.0012749532470479608,0.001375755062326789
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0024008075706660748,789,2354,9.999983012676239e-05,-0.0015394709771499038,-5.458202213048935e-05,-9.236885671271011e-05,0.001447102171368897,0.0013075557071715593,0.0013621377293020487
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.002600874751806259,863,2310,9.999983012676239e-05,-0.001475313794799149,-1.382315531373024e-06,-7.46160076232627e-05,0.0014006977435201406,0.001344644813798368,0.001346027129329741
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.002800942165777087,930,2269,9.999983012676239e-05,-0.0014031626051291823,4.734902177006006e-05,-5.1587147027021274e-05,0.0013515754835680127,0.0013812462566420436,0.0013338972348719835
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0030010093469172716,998,2223,9.999983012676239e-05,-0.0013293157098814845,7.334991823881865e-05,-2.940045487775933e-05,0.0012999152531847358,0.0014059413224458694,0.0013325914042070508
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0032010767608880997,1062,2176,9.999983012676239e-05,-0.001256763469427824,0.00010874250438064337,-1.018899456539657e-05,0.0012465744512155652,0.0014351088320836425,0.0013263663277029991
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.003401143942028284,1122,2125,9.999983012676239e-05,-0.0011855325428768992,0.00012113666161894798,7.309468855964951e-06,0.0011928420281037688,0.0014401993248611689,0.0013190626632422209
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.003601211355999112,1180,2070,9.999983012676239e-05,-0.0011101056588813663,0.0001351736718788743,2.5385226763319224e-05,0.0011354908347129822,0.0014516294468194246,0.0013164557749405503
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0038012785371392965,1233,2010,9.999983012676239e-05,-0.001024212222546339,0.000147878541611135,4.726248880615458e-05,0.0010714747477322817,0.0014553973451256752,0.0013075188035145402
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.004001345951110125,1287,1954,9.999983012676239e-05,-0.0009332944173365831,0.0001487714471295476,6.97728173690848e-05,0.0010030672419816256,0.001447369810193777,0.0012985983630642295
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.004201413132250309,1339,1895,9.999983012676239e-05,-0.000830603064969182,0.0001534479670226574,9.461111039854586e-05,0.0009252141462638974,0.0014387376140803099,0.0012852896470576525
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.00440147565677762,1388,1841,9.999983012676239e-05,-0.0007279925630427897,0.00015194457955658436,0.0001143911067629233,0.0008423836552537978,0.001426655799150467,0.0012747112195938826
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.0045905509032309055,1436,1789,9.999983012676239e-05,-0.0006157961906865239,0.00012138707097619772,0.0001394587307004258,0.000755254935938865,0.0013897801982238889,0.0012683931272476912
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.004754123743623495,1487,1736,9.999983012676239e-05,-0.0004885639064013958,7.720896974205971e-05,0.00017698699957691133,0.0006655508768744767,0.0013486777897924185,0.0012714688200503588
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.004889295436441898,1537,1684,9.999983012676239e-05,-0.000356940901838243,3.686512354761362e-05,0.0002203702460974455,0.0005773111479356885,0.0013182947877794504,0.0012814296642318368
fedof_fixed_log10_energy_e300,FE_DOF,fixed,log10_energy,300,nan,nan,2,0.004999999888241291,1585,1636,9.999983012676239e-05,-0.00019368823268450797,1.1650146916508675e-05,0.00028524696244858205,0.00047893519513309,0.0012984498171135783,0.0012867996701970696
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0,158,2697,9.999983012676239e-05,-4.0345678187225786e-13,1.0000690053857397e-08,-2.0377529524884253e-11,-1.9974072743011995e-11,5.050354161539872e-07,4.950347261001298e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.00020006729755550623,190,2670,9.999983012676239e-05,-3.7590243417984226e-13,1.0000690053857397e-08,-2.033822416036557e-11,-1.9962321726185728e-11,5.050379741078359e-07,4.950372840539785e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.00040013459511101246,221,2641,9.999983012676239e-05,-3.8896837140089957e-13,1.0000803740695119e-08,-2.1167416777712056e-11,-2.0778448406311156e-11,5.050391109762131e-07,4.95038307235518e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0006002018926665187,257,2613,9.999983012676239e-05,-2.5441281026328255e-13,1.0000690053857397e-08,-2.2396541218827615e-11,-2.2142128408564332e-11,5.050395088801451e-07,4.950388188262878e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0008002691902220249,303,2611,9.999983012676239e-05,-2.3053954578688973e-13,1.0000690053857397e-08,-2.5821216692589744e-11,-2.5590677146802854e-11,5.050407025919412e-07,4.950400125380838e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0010003364877775311,350,2581,9.999983012676239e-05,-2.0189752647503667e-13,1.0000746897276258e-08,-2.9546445151629186e-11,-2.934454762515415e-11,5.050413847129676e-07,4.950406378156913e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0012004037853330374,404,2552,9.999983012676239e-05,-2.492103745588281e-13,1.0000633210438536e-08,-3.29706088819659e-11,-3.2721398507407073e-11,5.050425784247636e-07,4.950419452143251e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0014004710828885436,462,2522,9.999983012676239e-05,-2.3894428102799736e-13,1.0000803740695119e-08,-3.626023786784671e-11,-3.6021293586818715e-11,5.050441131970729e-07,4.950433094563778e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0016005383804440498,523,2492,9.999983012676239e-05,-1.957461970292229e-13,1.0000519523600815e-08,-3.933879610951152e-11,-3.91430499124823e-11,5.050455911259633e-07,4.950450716023624e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.001800605677999556,587,2461,9.999983012676239e-05,-6.061713631044796e-13,1.0000576367019676e-08,-4.243491669164712e-11,-4.182874532854264e-11,5.050478648627177e-07,4.95047288495698e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0020006729755550623,655,2428,9.999983012676239e-05,-4.570441247686574e-13,1.0000576367019676e-08,-4.368004569155204e-11,-4.322300156678338e-11,5.050501385994721e-07,4.950495622324524e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0022007401566952467,723,2393,9.999983012676239e-05,-8.473291512878234e-13,1.0000974270951701e-08,-4.489919894212768e-11,-4.405186979083986e-11,5.050514459981059e-07,4.950504717271542e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0024008075706660748,789,2354,9.999983012676239e-05,-1.085281170487562e-12,1.0000690053857397e-08,-4.4571988461195033e-11,-4.348670729070747e-11,5.050528670835774e-07,4.9505217702972e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.002600874751806259,863,2310,9.999983012676239e-05,-1.2271052229895218e-12,1.0000690053857397e-08,-4.326208488669714e-11,-4.2034979663707617e-11,5.050543450124678e-07,4.950536549586104e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.002800942165777087,930,2269,9.999983012676239e-05,-9.635764408599812e-13,1.0000462680181954e-08,-4.2096260505219973e-11,-4.113268406435999e-11,5.050563913755468e-07,4.950559286953649e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0030010093469172716,998,2223,9.999983012676239e-05,-1.1154133172652791e-12,1.0000519523600815e-08,-4.128561728600211e-11,-4.017020396873683e-11,5.050583808952069e-07,4.950578613716061e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0032010767608880997,1062,2176,9.999983012676239e-05,-1.837661967041271e-12,1.0000633210438536e-08,-3.920719998662392e-11,-3.736953801958265e-11,5.050603704148671e-07,4.950597372044285e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.003401143942028284,1122,2125,9.999983012676239e-05,-1.5890205817825631e-12,1.0001201644627145e-08,-3.6091674787686046e-11,-3.450265420590348e-11,5.050615072832443e-07,4.950603056386171e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.003601211355999112,1180,2070,9.999983012676239e-05,-1.477658273518756e-12,1.0001201644627145e-08,-3.352765981512462e-11,-3.2050001541605866e-11,5.050615641266631e-07,4.95060362482036e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0038012785371392965,1233,2010,9.999983012676239e-05,-1.5657475316288583e-12,1.0001485861721449e-08,-3.098153331104747e-11,-2.941578577941861e-11,5.050613935964066e-07,4.950599077346851e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.004001345951110125,1287,1954,9.999983012676239e-05,-1.4038822188089384e-12,1.000154270514031e-08,-2.851964671368723e-11,-2.7115764494878292e-11,5.050607683187991e-07,4.950592256136588e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.004201413132250309,1339,1895,9.999983012676239e-05,-1.3712416618849588e-12,1.000154270514031e-08,-2.6564929075933996e-11,-2.5193687414049037e-11,5.05059972510935e-07,4.950584298057947e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.00440147565677762,1388,1841,9.999983012676239e-05,-2.131668105920248e-12,1.0002224826166639e-08,-2.3887555128387916e-11,-2.1755887022467668e-11,5.050586082688824e-07,4.950563834427157e-07
pinn_fixed_raw_energy_e0,PINN,fixed,raw_energy,0,8,400,2,0.0045905509032309055,1436,1789,9.999983012676239e-05,-2.278356323048847e-12,1.0002395356423222e-08,-2.032829807263603e-11,-1.8049941749587184e-11,5.050562776887091e-07,4.950538823322859e-07
