case,seed,schedule,run_status,required_seed,peak_reaction_N_tm_eff,final_reaction_N_tm_eff,post_peak_drop_fraction,post_peak_drop_percent,peak_step,peak_Delta,final_step,final_Delta,drop_gt_5pct,drop_gt_10pct,drop_gt_20pct,final_connected_crack_length_x,final_connected_high_alpha_area_fraction,final_ligament_crossing_proxy,final_extends_beyond_tiny_notch_blob,final_max_He_current_x,final_max_He_current_y,final_max_He_history_x,final_max_He_history_y,final_max_mechanics_drive_x,final_max_mechanics_drive_y,final_bulk_notch_He_ratio,final_bottom_notch_He_ratio
D0040_seed7_default_unitbox,7,D0040,completed,yes,0.9684229232080867,0.9327040022643978,0.03688359712238442,3.6883597122384417,53,0.00019,54,0.0002,False,False,False,0.005036329384893179,0.02438349737754727,True,True,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,3.6010541281609292e-06,4.124155915412001e-06
D0040_seed13_default_unitbox,13,D0040,completed,yes,1.0131171902657272,0.9429994539576544,0.06920989692187719,6.920989692187719,51,0.00017,54,0.0002,True,False,False,0.0050228009931743145,0.024351383985945337,True,True,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,3.910701562524375e-06,2.518365908090086e-06
D0040_seed42_default_unitbox,42,D0040,completed,yes,0.9898702673690795,0.9192553796006827,0.07133751774975532,7.133751774975532,51,0.00017,54,0.0002,True,False,False,0.0050228009931743145,0.024108288376565565,True,True,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,3.0948980629599435e-06,3.844463453588711e-06
