case,seed,schedule,run_status,required_seed,peak_reaction_N_tm_eff,final_reaction_N_tm_eff,post_peak_drop_fraction,post_peak_drop_percent,peak_step,peak_Delta,final_step,final_Delta,drop_gt_5pct,drop_gt_10pct,drop_gt_20pct,final_connected_crack_length_x,final_connected_high_alpha_area_fraction,final_ligament_crossing_proxy,final_extends_beyond_tiny_notch_blob,final_max_He_current_x,final_max_He_current_y,final_max_He_history_x,final_max_He_history_y,final_max_mechanics_drive_x,final_max_mechanics_drive_y,final_bulk_notch_He_ratio,final_bottom_notch_He_ratio
D0020_seed7_default_unitbox,7,D0020,completed,no,0.7958803769827806,0.7899184746855937,0.007490952748186477,0.7490952748186477,31,9.5e-05,33,0.0001,False,False,False,0.005036329384893179,0.024148891147645277,True,True,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,1.7168859697008832e-05,1.963363488330798e-05
D0020_seed13_default_unitbox,13,D0020,completed,no,0.9588313287686159,0.9588313287686159,0.0,0.0,33,0.0001,33,0.0001,False,False,False,0.0050228009931743145,0.024249808503364674,True,True,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.764928817931627e-05,1.8370093863728346e-05
D0020_seed21_default_unitbox,21,D0020,completed,no,0.8642315052619483,0.8642315052619483,0.0,0.0,33,0.0001,33,0.0001,False,False,False,0.0050228009931743145,0.02412295455085584,True,True,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.5919886881526248e-05,1.8812575658933738e-05
D0020_seed42_default_unitbox,42,D0020,completed,no,0.9163715271885303,0.8663928437020305,0.054539760352263114,5.453976035226312,32,9.8e-05,33,0.0001,True,False,False,0.0050228009931743145,0.024058512962356973,True,True,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.627672507114711e-05,1.8196778776384045e-05
D0020_seed99_default_unitbox,99,D0020,completed,no,0.9658389669586722,0.9658389669586722,0.0,0.0,33,0.0001,33,0.0001,False,False,False,0.0050228009931743145,0.02419091986025773,True,True,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.5139933729647668e-05,1.3930665273125853e-05
