case,seed,schedule,run_status,required_seed,step,Delta,strain,reaction_N_tm_eff,reaction_degraded_N,reaction_undegraded_N,reaction_old_sigma_N,alpha_min,alpha_mean,alpha_std,alpha_max,He_current_max,He_history_max,mechanics_drive_max,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_notch_He_ratio,bottom_notch_He_ratio,alpha_ge_0p2_area_fraction,alpha_ge_0p5_area_fraction,alpha_ge_0p8_area_fraction,alpha_ge_0p95_area_fraction,connected_threshold,connected_high_alpha_area_fraction,connected_crack_length_x,connected_crack_length_y,connected_min_x,connected_max_x,notch_connected_element_count,ligament_crossing_proxy,extends_beyond_tiny_notch_blob
D0040_seed7_default_unitbox,7,D0040,completed,yes,10,4.7e-05,0.004699999999999999,0.7131088285804632,0.7131088285804632,1.2373133193245651,1.2736495139495483,-0.0015318086370825768,0.10219351497924775,0.16479483182314097,1.00108802318573,8.832630157470703,8.832630157470703,8.832630157470703,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,8.832630157470703,0.0027801373857073352,0.0021158866584300995,0.00031475759045066263,0.000239553408294863,0.05144015524481405,0.017359444211865662,0.007878821134830084,0.0029372007579427685,0.5,0.017359444211865662,0.003932782914489508,0.0005777059122920036,0.004939038772135973,0.00887182168662548,203,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,11,4.9e-05,0.0049,0.7150322508260157,0.7150322508260157,1.2424860641357434,1.2785334268931772,-0.0015719784423708916,0.10571970750707416,0.1711562860332674,1.0010566711425781,10.621818542480469,10.621818542480469,10.621818542480469,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,10.621818542480469,0.0030504392227157944,0.0021170061081647873,0.0002871861546604277,0.00019930731255651932,0.05839513022685267,0.01924310840629096,0.009134086721010883,0.003415625279932432,0.5,0.01924310840629096,0.004338377621024847,0.0006309458985924721,0.004939038772135973,0.00927741639316082,225,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,12,5.1e-05,0.0050999999999999995,0.7128582664111425,0.7128582664111425,1.2394924577628228,1.274733834435719,-0.0015242162626236677,0.10836422331062658,0.1771109780086818,1.0011094808578491,12.482608795166016,12.482608795166016,12.482608795166016,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,12.482608795166016,0.002881558518856721,0.0021170098334550858,0.00023084585651459542,0.00016959674601633865,0.05850269283574067,0.021429652636986363,0.010197827678622028,0.003902931658095783,0.5,0.021429652636986363,0.004729534033685923,0.0006230087019503117,0.004939038772135973,0.009668572805821896,248,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,13,5.3e-05,0.0053,0.7155696064505834,0.7155696064505834,1.2384138038405936,1.2757116133565771,-0.001606944017112255,0.11018272969451885,0.18206060392944518,1.001179575920105,14.550580024719238,14.550580024719238,14.550580024719238,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,14.550580024719238,0.002841864712536333,0.0021170496474951506,0.0001953093765134059,0.00014549589390241508,0.05831453710830026,0.023635319109261855,0.01099792598632193,0.004462652271817362,0.5,0.023635319109261855,0.005019910167902708,0.0006426502950489521,0.004939038772135973,0.009958948940038681,267,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,14,5.5e-05,0.0055,0.7072629693601249,0.7072629693601249,1.2330188220648926,1.2664950016630645,-0.0016615164931863546,0.11129927407259738,0.18539436728792275,1.001191258430481,16.82304573059082,16.82304573059082,16.82304573059082,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,16.82304573059082,0.0027333299280144236,0.0021170056425035,0.00016247533126799804,0.0001258396176534171,0.05821931437806097,0.024197025815026134,0.0127566763313815,0.004848867907540489,0.5,0.024197025815026134,0.005019910167902708,0.0006585307419300079,0.004939038772135973,0.009958948940038681,273,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,15,5.7e-05,0.0057,0.7041533970877158,0.7041533970877158,1.2290955935499492,1.2583272606455547,-0.0016050883568823338,0.1117127749377464,0.1868608739009538,1.0011951923370361,19.027990341186523,19.027990341186523,19.027990341186523,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,19.027990341186523,0.002611866453662512,0.0021167274098843336,0.0001372644407964128,0.00011124282553910217,0.058956663260250786,0.02401930871085745,0.013118291904856793,0.00541621839391452,0.5,0.02401930871085745,0.005019910167902708,0.0006585307419300079,0.004939038772135973,0.009958948940038681,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,16,5.9e-05,0.0059,0.6886949317820551,0.6886949317820551,1.2141070102011198,1.2305511244520417,-0.0016152792377397418,0.11222781621834886,0.1880499766508279,1.001208782196045,21.59668731689453,21.59668731689453,21.59668731689453,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,21.59668731689453,0.002565645962022244,0.0021164913196116686,0.00011879812511871695,9.800073912057763e-05,0.0598254775533037,0.024084790048390606,0.013056350284365649,0.006114816058112602,0.5,0.024084790048390606,0.005019910167902708,0.0006585307419300079,0.004939038772135973,0.009958948940038681,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,17,6.1e-05,0.0060999999999999995,0.692692500707405,0.692692500707405,1.2174610578966318,1.230753605896714,-0.0017350949347019196,0.11238056612857882,0.18875204015197575,1.0012792348861694,24.467111587524414,24.467111587524414,24.467111587524414,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,24.467111587524414,0.0024225181550718805,0.002116790506988764,9.901120311672193e-05,8.65157499043777e-05,0.060585723765875024,0.02409357878418375,0.013220162173427396,0.006866145565778865,0.5,0.02409357878418375,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,18,6.3e-05,0.0063,0.6808298386039697,0.6808298386039697,1.2035867023970488,1.2112490849170532,-0.0017768008401617408,0.11252079652137786,0.1893921359762025,1.0013314485549927,27.523826599121094,27.523826599121094,27.523826599121094,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,27.523826599121094,0.0023977674311026916,0.0021158787421882153,8.711606369367472e-05,7.687443948131038e-05,0.06051580235719104,0.02409357878418375,0.013678184191427167,0.00710685889303062,0.5,0.02409357878418375,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,19,6.5e-05,0.0065,0.7012043757700963,0.7012043757700963,1.2248383294656968,1.2524756671189385,-0.00182724604383111,0.11256855949513421,0.18959457253540882,1.0013574361801147,30.874568939208984,30.874568939208984,30.874568939208984,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,30.874568939208984,0.0022431513294577563,0.0021149280946701765,7.265368899155962e-05,6.850065174462519e-05,0.06052735156954116,0.02409357878418375,0.013926923010126014,0.00703970995800785,0.5,0.02409357878418375,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,20,6.7e-05,0.0067,0.700275590055056,0.700275590055056,1.2205764345181636,1.2503151259478484,-0.0018493563402444124,0.11276518257073637,0.19001455709587298,1.001320242881775,34.14192581176758,34.14192581176758,34.14192581176758,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,34.14192581176758,0.0021494550630450195,0.002112463815137744,6.295646809425655e-05,6.187301286940435e-05,0.0600587195410662,0.02409357878418375,0.014177446540903499,0.007186753894374295,0.5,0.02409357878418375,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,21,6.9e-05,0.0069,0.7261497185135061,0.7261497185135061,1.2453471214561473,1.2977946907508657,-0.0018935756525024772,0.11279248857322625,0.19013089932522256,1.0014089345932007,36.95948028564453,36.95948028564453,36.95948028564453,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,36.95948028564453,0.0021496508270502086,0.0020932566840201616,5.816236620310802e-05,5.6636529189324276e-05,0.0591068761460091,0.024148891147645277,0.014115507205575065,0.007186753894374295,0.5,0.024148891147645277,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,273,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,22,7.1e-05,0.0071,0.7216868306905438,0.7216868306905438,1.2406763179262543,1.292132265031594,-0.001904367352835834,0.11283157656823627,0.19031972920552473,1.0014755725860596,40.673126220703125,40.673126220703125,40.673126220703125,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,40.673126220703125,0.0020786217879503956,0.0020391575526446104,5.110553284424818e-05,5.0135254948921384e-05,0.059451835168471336,0.02409357878418375,0.014177446540903499,0.007186753894374295,0.5,0.02409357878418375,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,23,7.3e-05,0.0073,0.7347203069397401,0.7347203069397401,1.2533265991645681,1.3271210112612024,-0.0019069466507062316,0.11290538467721804,0.1905531486382886,1.0014830827713013,44.62773513793945,44.62773513793945,44.62773513793945,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,44.62773513793945,0.0019882931723259377,0.0020922061521559954,4.4552858579543436e-05,4.6881298046813596e-05,0.060701197608074485,0.0243334203218606,0.014177446540903499,0.0071686788286073125,0.5,0.0243334203218606,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,275,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,24,7.5e-05,0.007499999999999999,0.7544236570216237,0.7544236570216237,1.273378922082667,1.3684638968286196,-0.001880545518361032,0.11291236059127982,0.19047514792286915,1.0014971494674683,48.74834442138672,48.74834442138672,48.74834442138672,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,48.74834442138672,0.0019740088027901934,0.0020905868150293827,4.04938634577334e-05,4.288528851273577e-05,0.06020715457023402,0.023905535029716256,0.014177446540903499,0.007132391016019905,0.5,0.023905535029716256,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,270,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,25,7.7e-05,0.0077,0.7680470429742192,0.7680470429742192,1.2839669153429152,1.3908237820765603,-0.001823018305003643,0.11298986879879348,0.1906272733850985,1.0015029907226562,52.26039123535156,52.26039123535156,52.26039123535156,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,52.26039123535156,0.0018884330987930286,0.002101187827065587,3.613507388968028e-05,4.020612508626299e-05,0.060200619004875625,0.02407758264519467,0.014115507205575065,0.007132391016019905,0.5,0.02407758264519467,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,26,8e-05,0.008,0.7712236651020161,0.7712236651020161,1.2873629868604621,1.3998322654123359,-0.0018459754064679146,0.11300125507137807,0.1906684031026628,1.0014522075653076,57.814430236816406,57.814430236816406,57.814430236816406,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,57.814430236816406,0.001906437007710332,0.002050250768661499,3.297510673202669e-05,3.5462613058078587e-05,0.060541994892204305,0.02414347759717883,0.014177446540903499,0.007132391016019905,0.5,0.02414347759717883,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,27,8.3e-05,0.0083,0.7906915984136229,0.7906915984136229,1.3059522401593096,1.4409528207977795,-0.001819835277274251,0.11297032893275566,0.19066358646909687,1.0014433860778809,63.455787658691406,63.455787658691406,63.455787658691406,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,63.455787658691406,0.0017758271365892106,0.002072797855362296,2.798526662596677e-05,3.266522931700446e-05,0.0604809947587508,0.02373923688362306,0.014177446540903499,0.007132391016019905,0.5,0.02373923688362306,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,268,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,28,8.6e-05,0.0086,0.7836327985446447,0.7836327985446447,1.3005851637420658,1.42242532386972,-0.0017988476902246475,0.11303877623328278,0.19079842659896287,1.0015439987182617,69.23052978515625,69.23052978515625,69.23052978515625,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,69.23052978515625,0.001790496497415005,0.0020534698851406574,2.5862816635543155e-05,2.9661334262690314e-05,0.06093015263058791,0.023982567864762244,0.014177446540903499,0.007132391016019905,0.5,0.023982567864762244,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,29,8.9e-05,0.0089,0.7920156979097943,0.7920156979097943,1.309875701936911,1.4357146569125563,-0.0017934159841388464,0.11309752748231845,0.1908656091797153,1.0015424489974976,76.63137817382812,76.63137817382812,76.63137817382812,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,76.63137817382812,0.0017414767877198746,0.0021149427630007267,2.2725374764493537e-05,2.759891330941823e-05,0.060283625255252674,0.02421478609962944,0.014177446540903499,0.007132391016019905,0.5,0.02421478609962944,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,273,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,30,9.2e-05,0.0092,0.7920017163011058,0.7920017163011058,1.3085322685619194,1.439328369532322,-0.0017848133575171232,0.11307040830270164,0.19086313627660048,1.001540184020996,82.87831115722656,82.87831115722656,82.87831115722656,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,82.87831115722656,0.0018452939460985344,0.002084947656840086,2.2265100728197384e-05,2.5156734346152146e-05,0.060926418674715314,0.024020892328617368,0.014177446540903499,0.007156426357432355,0.5,0.024020892328617368,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,31,9.5e-05,0.0095,0.7958803769827806,0.7958803769827806,1.3168703994335527,1.4516834290172,-0.0017189180944114923,0.11307673899145494,0.19094977900589002,1.0016489028930664,90.0137939453125,90.0137939453125,90.0137939453125,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,90.0137939453125,0.001644782017683607,0.0020140372216701508,1.8272555189517813e-05,2.23747620602879e-05,0.061340119961901765,0.024004871052838446,0.014177446540903499,0.007156426357432355,0.5,0.024004871052838446,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,32,9.8e-05,0.0098,0.7773010326264428,0.7773010326264428,1.2875690654252914,1.408102563927903,-0.0016686783637851477,0.11311931390512528,0.19093457203006625,1.0016355514526367,97.79765319824219,97.79765319824219,97.79765319824219,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,97.79765319824219,0.0017358537705149488,0.001987661235034466,1.774944197276657e-05,2.0324222208127506e-05,0.06138311301317899,0.024197386870734743,0.014177446540903499,0.007156426357432355,0.5,0.024197386870734743,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,273,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,33,0.0001,0.01,0.7899184746855937,0.7899184746855937,1.2987266605427954,1.4349280358244256,-0.0017104148864746094,0.11311122310681673,0.19097145163704732,1.001680850982666,102.67700958251953,102.67700958251953,102.67700958251953,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,102.67700958251953,0.0017628471716307093,0.0020159229170531034,1.7168859697008832e-05,1.963363488330798e-05,0.06054360364675406,0.024148891147645277,0.014177446540903499,0.007156426357432355,0.5,0.024148891147645277,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,273,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,34,0.000102,0.010199999999999999,0.7853725615123062,0.7853725615123062,1.2972184841802015,1.432293426380098,-0.00166410394012928,0.11317331313272982,0.19092181082711435,1.0016796588897705,108.44012451171875,108.44012451171875,108.44012451171875,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,108.44012451171875,0.0017784232972189778,0.0019346820190548897,1.6400048462013613e-05,1.78410162084037e-05,0.06030282062203957,0.02398259300155208,0.014177446540903499,0.007156426357432355,0.5,0.02398259300155208,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,35,0.000104,0.0104,0.7851210021431504,0.7851210021431504,1.2958101982540293,1.4460343979752606,-0.001691669225692749,0.11317493744162578,0.1909392349742581,1.0017063617706299,114.7197494506836,114.7197494506836,114.7197494506836,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,114.7197494506836,0.0018092653132043759,0.0018886709585785866,1.5771175598515002e-05,1.6463346264459022e-05,0.060350297162559165,0.02410194476487504,0.014177446540903499,0.007156426357432355,0.5,0.02410194476487504,0.005036329384893179,0.0007167397998273373,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,36,0.000106,0.0106,0.8201037523245984,0.8201037523245984,1.3339580114392815,1.484287807031995,-0.0017889037262648344,0.11310847481090788,0.1910170213908692,1.0017393827438354,119.94670104980469,119.94670104980469,119.94670104980469,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,119.94670104980469,0.0017807725584134443,0.0019161506788805127,1.4846365450884936e-05,1.5975017754634885e-05,0.06028902737990556,0.024020892328617368,0.014115507205575065,0.007132391016019905,0.5,0.024020892328617368,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,37,0.000108,0.010799999999999999,0.7978046941848905,0.7978046941848905,1.296552001724443,1.4616564159721217,-0.0017783347284421325,0.11310862881786404,0.19092836260339463,1.0016759634017944,125.6655044555664,125.6655044555664,125.6655044555664,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,125.6655044555664,0.0017941431782674028,0.001904947217553854,1.4277133458703355e-05,1.5158871368931775e-05,0.06039501322652178,0.024076177270126342,0.014177446540903499,0.007156426357432355,0.5,0.024076177270126342,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,272,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,38,0.00011,0.011,0.8686503545665113,0.8686503545665113,1.3653348694412615,1.5973211722123324,-0.001733685377985239,0.11313632798775457,0.19093084415522124,1.0016615390777588,131.757080078125,131.757080078125,131.757080078125,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,131.757080078125,0.0017658538417890629,0.001980983652174473,1.3402344987776024e-05,1.5035121080399277e-05,0.06012209624374094,0.02395944430327217,0.014177446540903499,0.007156426357432355,0.5,0.02395944430327217,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,271,True,True
D0040_seed7_default_unitbox,7,D0040,completed,yes,39,0.000112,0.0112,0.883328128042474,0.883328128042474,1.384521422429791,1.6200889713577313,-0.00167713628616184,0.11313604096857062,0.1909126590302143,1.0016536712646484,136.82806396484375,136.82806396484375,136.82806396484375,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,0.0052397302351891994,0.005016465671360493,136.82806396484375,0.0017253197962418178,0.0018320336239412427,1.260940004738441e-05,1.3389311891542664e-05,0.060120524051794584,0.024191662538139366,0.014115507205575065,0.007132391016019905,0.5,0.024191662538139366,0.005036329384893179,0.0007126559503376484,0.004939038772135973,0.009975368157029152,273,True,True
