step,Delta_mm,strain,reaction_old_N,reaction_tm_eff_N,stress_old_N_per_mm2,stress_tm_eff_N_per_mm2
0,1e-06,9.999999999999999e-05,0.04027653500315864,0.03724019676099033,4027.6535003158638,3724.0196760990325
1,5e-06,0.0005,0.2350424305177512,0.19506772716226806,23504.243051775116,19506.772716226806
2,1e-05,0.001,0.4732371191948914,0.38104313574649495,47323.711919489135,38104.313574649495
3,1.5e-05,0.0015,0.6733363137527704,0.5324371807837736,67333.63137527704,53243.71807837735
4,2e-05,0.002,0.838573346868543,0.6410798715137389,83857.3346868543,64107.98715137388
5,2.5e-05,0.0025,0.94043093736218,0.6861076404618416,94043.09373621798,68610.76404618415
6,3e-05,0.003,1.0134819908103054,0.6936550406351216,101348.19908103053,69365.50406351215
7,3.5e-05,0.0034999999999999996,1.0977222714245727,0.6877238014340037,109772.22714245725,68772.38014340037
8,4e-05,0.004,1.1407904041789152,0.6701765388470449,114079.0404178915,67017.65388470449
9,4.5e-05,0.0045000000000000005,1.2223306314353977,0.6897196222439561,122233.06314353975,68971.96222439561
10,4.7e-05,0.004699999999999999,1.2736495183389707,0.7131088317464673,127364.95183389705,71310.88317464673
11,4.9e-05,0.0049,1.2785334192813025,0.7150322412599053,127853.34192813023,71503.22412599053
12,5.1e-05,0.0050999999999999995,1.274733834293329,0.7128582713704645,127473.38342933288,71285.82713704645
13,5.3e-05,0.0053,1.2757116068939922,0.715569602789401,127571.16068939921,71556.9602789401
14,5.5e-05,0.0055,1.2664950003227204,0.7072629648234852,126649.50003227203,70726.29648234851
15,5.7e-05,0.0057,1.2583272579149707,0.7041533961253954,125832.72579149705,70415.33961253954
16,5.9e-05,0.0059,1.2305511329486762,0.6886949339559578,123055.11329486761,68869.49339559578
17,6.1e-05,0.0060999999999999995,1.2307535968147931,0.692692497604952,123075.3596814793,69269.2497604952
18,6.3e-05,0.0063,1.211249092420985,0.6808298433043092,121124.9092420985,68082.98433043092
19,6.5e-05,0.0065,1.2524756657512626,0.701204376511555,125247.56657512624,70120.43765115549
20,6.7e-05,0.0067,1.2503151122871259,0.7002755908516178,125031.51122871258,70027.55908516177
21,6.9e-05,0.0069,1.297794691481613,0.7261497163995045,129779.46914816128,72614.97163995045
22,7.1e-05,0.0071,1.2921322820602654,0.7216868278874244,129213.22820602653,72168.68278874244
23,7.3e-05,0.0073,1.3271210179937043,0.7347202969185673,132712.10179937043,73472.02969185673
24,7.5e-05,0.007499999999999999,1.3684639009170496,0.7544236589183129,136846.39009170496,75442.36589183129
25,7.7e-05,0.0077,1.3908237684745473,0.7680470470745604,139082.37684745473,76804.70470745604
26,8e-05,0.008,1.3998322710904176,0.7712236557608776,139983.22710904176,77122.36557608776
27,8.3e-05,0.0083,1.4409528055239207,0.7906916058857405,144095.28055239207,79069.16058857404
28,8.6e-05,0.0086,1.42242531762804,0.7836327960717426,142242.531762804,78363.27960717426
29,8.9e-05,0.0089,1.4357146489203387,0.792015698110049,143571.46489203387,79201.5698110049
30,9.2e-05,0.0092,1.4393283531717316,0.7920017261540124,143932.83531717316,79200.17261540124
31,9.5e-05,0.0095,1.4516834269215906,0.795880374596436,145168.34269215906,79588.0374596436
32,9.8e-05,0.0098,1.4081025649375079,0.7773010362370769,140810.25649375079,77730.10362370769
33,0.0001,0.01,1.4349280339729376,0.7899184718098695,143492.80339729376,78991.84718098695
34,0.000102,0.010199999999999999,1.432293422794828,0.7853725672255507,143229.3422794828,78537.25672255506
35,0.000104,0.0104,1.4460344026474559,0.7851210048670509,144603.4402647456,78512.1004867051
36,0.000106,0.0106,1.484287806647444,0.8201037481967433,148428.7806647444,82010.37481967433
37,0.000108,0.010799999999999999,1.4616564061640247,0.7978046928656113,146165.64061640247,79780.46928656113
38,0.00011,0.011,1.5973211560833533,0.8686503504975462,159732.11560833533,86865.03504975462
39,0.000112,0.0112,1.6200889839410593,0.8833281326872111,162008.89839410593,88332.8132687211
40,0.000115,0.0115,1.5691293456256972,0.853176207897377,156912.93456256972,85317.6207897377
41,0.000118,0.0118,1.721199139183227,0.931388530204913,172119.9139183227,93138.85302049128
42,0.00012,0.012,1.6708735554402665,0.905942438407692,167087.35554402665,90594.24384076918
43,0.000125,0.0125,1.6883110461947126,0.9152429665846284,168831.10461947124,91524.29665846283
44,0.00013,0.013,1.6464268839229135,0.8858057854723711,164642.68839229134,88580.5785472371
45,0.000135,0.0135,1.7409629319899977,0.9419055012358513,174096.29319899977,94190.55012358511
46,0.00014,0.013999999999999999,1.7237263933935765,0.9314699215394739,172372.63933935764,93146.99215394739
47,0.000145,0.014499999999999999,1.782950968760133,0.9554738563224419,178295.0968760133,95547.38563224417
48,0.00015,0.014999999999999998,1.643310734152692,0.8801521011037039,164331.0734152692,88015.21011037039
49,0.000155,0.0155,1.6478346874464478,0.8762546459593068,164783.46874464478,87625.46459593068
50,0.00016,0.016,1.7324354557786137,0.932279446828943,173243.54557786137,93227.94468289429
51,0.00017,0.017,1.7308250378391676,0.9298018135268649,173082.50378391676,92980.18135268647
52,0.00018,0.018000000000000002,1.7669880958237627,0.9497928907649111,176698.80958237627,94979.2890764911
53,0.00019,0.019,1.7868132938474446,0.968422921232559,178681.32938474443,96842.29212325589
54,0.0002,0.02,1.723471300294932,0.9327039915660862,172347.1300294932,93270.3991566086
