seed,step,load_case,Delta_s,engineering_shear_strain,reference_length_mm,reference_area_mm2,stress_strain_primary_metric,reaction_metric_status,is_energy_conjugate,nominal_shear_stress_energy_MPa,nominal_shear_stress_virtual_work_MPa,reaction_N_energy,reaction_N_virtual_work,alpha0p8_through_crack,Delta,strain,checkpoint,history_source,Pi_total_kNmm,elastic_energy_kNmm,fracture_energy_kNmm,alpha0p8_connected_count,alpha0p8_connected_min_x,alpha0p8_connected_max_x,alpha0p8_connected_mean_y,alpha0p8_connected_x_span
23,0,shear,1e-06,9.999999999999999e-05,0.01,0.01,nominal_shear_stress_energy_MPa,energy_conjugate,True,1.8341443137614988,,0.018341443137614988,,False,1e-06,9.999999999999999e-05,outputs\checkpoints\seed23_S0020_shear\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0000.pt,zero_initial_history,1.2268410246041306e-11,8.582185309635726e-12,3.686225370086449e-12,0,,,,0.0
23,1,shear,5e-06,0.0005,0.01,0.01,nominal_shear_stress_energy_MPa,energy_conjugate,True,7.6259551860857755,,0.07625955186085775,,False,5e-06,0.0005,outputs\checkpoints\seed23_S0020_shear\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0001.pt,checkpoint_step_0000_post_history,1.875244265425735e-10,1.849706360301795e-10,2.553785091383154e-12,0,,,,0.0
23,2,shear,1e-05,0.001,0.01,0.01,nominal_shear_stress_energy_MPa,energy_conjugate,True,14.669883239548653,,0.14669883239548653,,False,1e-05,0.001,outputs\checkpoints\seed23_S0020_shear\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0002.pt,checkpoint_step_0001_post_history,7.222963893660506e-10,7.204644103531166e-10,1.831975543487019e-12,0,,,,0.0
23,3,shear,1.5e-05,0.0015,0.01,0.01,nominal_shear_stress_energy_MPa,energy_conjugate,True,21.97792346123606,,0.2197792346123606,,False,1.5e-05,0.0015,outputs\checkpoints\seed23_S0020_shear\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0003.pt,checkpoint_step_0002_post_history,1.629480772535885e-09,1.6282473147555265e-09,1.2335011484454483e-12,0,,,,0.0
23,4,shear,2e-05,0.002,0.01,0.01,nominal_shear_stress_energy_MPa,energy_conjugate,True,29.297047876752913,,0.29297047876752913,,False,2e-05,0.002,outputs\checkpoints\seed23_S0020_shear\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0004.pt,checkpoint_step_0003_post_history,2.9039679549924813e-09,2.9024951331280135e-09,1.472836826457713e-12,0,,,,0.0
