step,Delta_s,top_u_min,top_u_mean,top_u_max,top_v_min,top_v_mean,top_v_max,top_v_abs_max,top_v_abs_max_over_Delta_s,top_v_identically_zero,top_v_drift_classification,diagnostic_note
0,1e-06,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,-3.253036595651793e-07,-2.027738865706397e-08,2.8228643600414216e-07,3.253036595651793e-07,0.3253036595651793,False,moderate,"top v is free and finite; smooth field, no runaway observed"
1,5e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,-2.340558012292604e-06,-3.937460064662446e-07,1.662749809838715e-06,2.340558012292604e-06,0.46811160245852074,False,moderate,"top v is free and finite; smooth field, no runaway observed"
2,1e-05,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,-4.987698048353195e-06,-7.587213985971175e-07,3.52207234755042e-06,4.987698048353195e-06,0.49876980483531946,False,moderate,"top v is free and finite; smooth field, no runaway observed"
3,1.5e-05,1.4999999621068127e-05,1.500000053056283e-05,1.4999999621068127e-05,-7.617541541549144e-06,-1.20636434530752e-06,5.258597866486525e-06,7.617541541549144e-06,0.507836102769943,False,moderate,"top v is free and finite; smooth field, no runaway observed"
4,2e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,-1.022873584588524e-05,-1.6218008340729284e-06,7.009092314547161e-06,1.022873584588524e-05,0.511436792294262,False,moderate,"top v is free and finite; smooth field, no runaway observed"
