run_id,seed,load_case,load_schedule,steps,run_completed,energy_reaction_computable,checkpoint_count,final_Delta_s,final_engineering_shear_strain,final_nominal_shear_stress_energy_MPa,curve_peak_stress_MPa,curve_peak_step,post_peak_drop_observed,alpha0p8_through_crack_any_step,final_alpha_max,final_alpha_max_x,final_alpha_max_y,final_HII_over_HI_peak_ratio,final_top_v_mean,final_top_v_min,final_top_v_max,final_top_v_absmax_over_Delta_s,final_mechanics_drive_max_x,final_mechanics_drive_max_y,classification,classification_reason
seed23_S0020_shear,23,shear,load_schedules/load_schedule_S0020_shear.csv,5,True,True,5,2e-05,0.002,29.297047876752917,29.297047876752917,4,False,False,0.0142097678035497,0.0049352771602571,0.005471390672028,0.631548217618951,-1.6218008340729284e-06,-1.022873584588524e-05,7.009092314547161e-06,0.511436792294262,0.0001128096482716,0.0002940627164207,shear smoke not convincing,"implementation path works, but global mechanics-drive peak is boundary/corner dominated, no post-peak drop, and no alpha>=0.8 through-crack in this short smoke"
