case,steps,Delta,alpha_mean,alpha_max,alpha_min,n_alpha_lt_0,n_alpha_gt_1,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_He_current_max,bottom_right_He_current_max,br_to_notch_He_current,notch_tip_mechanics_drive_max,bottom_right_mechanics_drive_max,br_to_notch_mechanics_drive,notch_tip_alpha_max,bottom_right_alpha_max,br_to_notch_alpha,elastic_energy,fracture_energy,reaction_N_tm_eff
coupled_history_alpha_init_intact_full,34,0.0001,0.4882583022117615,0.4884344935417175,0.4880833625793457,0.0,0.0,0.0099618742242455,0.0033023320138454,0.0099618742242455,0.0033023320138454,0.0099618742242455,0.0033023320138454,0.0076734172180294,0.0076440079137682,0.9961673784409767,0.0076734172180294,0.0076440079137682,0.9961673784409767,0.4882689714431762,0.4880847632884979,0.9996227322122603,1.988936730867863e-07,1.89763298408252e-07,-1.7251943349838257
coupled_current_split_alpha_init_intact_full,34,0.0001,0.4882849454879761,0.4885707497596741,0.4879673421382904,0.0,0.0,4.918022750644013e-05,0.0063181547448039,4.918022750644013e-05,0.0063181547448039,4.918022750644013e-05,0.0063181547448039,0.0076579423621296,0.0076549276709556,0.9996063314358556,0.0076579423621296,0.0076549276709556,0.9996063314358556,0.4882996678352356,0.4879727959632873,0.9993305916561496,1.9886407187641453e-07,1.897858226129756e-07,-1.7272331714630127
pinn_staggered_history_alpha_init_intact_medium,34,0.0001,0.5004050135612488,0.5051137208938599,0.4956376254558563,0.0,0.0,0.0097113996744155,0.0098797176033258,0.0097113996744155,0.0098797176033258,0.0097113996744155,0.0098797176033258,0.0076383473351597,0.0075420523062348,0.9873932115548545,0.0076383473351597,0.0075420523062348,0.9873932115548545,0.5005989074707031,0.5013519525527954,1.0015042883051763,1.8958368741550657e-07,1.9930860162276081e-07,-1.9598830938339236
