case_id,step,threshold,count_above_threshold,fraction_above_threshold,notch_connected_count,largest_component_count,largest_component_fraction,x_min,x_max,y_min,y_max,x_span,y_span,centroid_x,centroid_y,comment
C,2,0.001,2,0.00036961744594344855,0,2,1.0,0.009704736061394215,0.00988017488270998,0.00011349347187206149,0.0002885742287617177,0.00017543882131576538,0.00017508075688965619,0.009792455472052097,0.00020103385031688958,Above-threshold set is present but not connected to the notch seed window.
C,2,0.005,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,2,0.01,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,2,0.02,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,2,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,2,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,2,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.0001,36,0.006653114026982074,0,7,0.19444444444444445,0.00011280964827165008,0.00988017488270998,0.00011349347187206149,0.009848952293395996,0.00976736523443833,0.009735458821523935,0.006774484545328758,0.004534849054834922,Above-threshold set is present but not connected to the notch seed window.
C,3,0.001,5,0.0009240436148586213,0,4,0.8,0.00011280964827165008,0.00988017488270998,0.00011349347187206149,0.000789511133916676,0.00976736523443833,0.0006760176620446146,0.00785273954970762,0.0004076969285961241,Above-threshold set is present but not connected to the notch seed window.
C,3,0.005,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.01,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.02,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,3,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.0001,64,0.011827758270190353,0,38,0.59375,0.00011280964827165008,0.00988017488270998,0.00011349347187206149,0.009855893440544605,0.00976736523443833,0.009742399968672544,0.007189658235802199,0.0048401623288327755,Above-threshold set is present but not connected to the notch seed window.
C,4,0.001,5,0.0009240436148586213,0,4,0.8,0.008681846782565117,0.00988017488270998,0.00011349347187206149,0.000789511133916676,0.0011983281001448631,0.0006760176620446146,0.009566546976566314,0.0003757302474696189,Above-threshold set is present but not connected to the notch seed window.
C,4,0.005,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.01,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.02,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,4,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.0001,311,0.057475512844206246,0,112,0.36012861736334406,0.00011280964827165008,0.009941400028765202,0.00011349347187206149,0.009879717603325844,0.009828590380493551,0.009766224131453782,0.0077495295003672665,0.005612221219754887,Above-threshold set is present but not connected to the notch seed window.
C,5,0.001,96,0.01774163740528553,0,44,0.4583333333333333,0.00011280964827165008,0.00988017488270998,0.00011349347187206149,0.009855893440544605,0.00976736523443833,0.009742399968672544,0.008369491357370862,0.005894685306278309,Above-threshold set is present but not connected to the notch seed window.
C,5,0.005,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.01,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.02,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,5,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,6,0.0001,2009,0.37128072445019406,473,1534,0.7635639621702339,0.00011280964827165008,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.009862558508757502,0.009766224131453782,0.007357708327557971,0.005540151235900525,Above-threshold set includes a notch-seeded connected component.
C,6,0.001,1767,0.3265570134910368,388,1379,0.7804187889077533,0.004215323366224766,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.005760044790804386,0.009766224131453782,0.007452653668004962,0.005617431570879177,Above-threshold set includes a notch-seeded connected component.
C,6,0.005,234,0.043245241175383475,157,157,0.6709401709401709,0.0045486753806471825,0.00988017488270998,0.0002885742287617177,0.009855893440544605,0.0053314995020627975,0.009567319211782888,0.006037817040108081,0.005339370765718313,Above-threshold set includes a notch-seeded connected component.
C,6,0.01,62,0.011458140824246904,62,62,1.0,0.00473250076174736,0.005533353425562382,0.004614356905221939,0.00511520728468895,0.0008008526638150215,0.0005008503794670105,0.005066432464387148,0.004864927711746385,Above-threshold set includes a notch-seeded connected component.
C,6,0.02,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,6,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,6,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,6,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,7,0.0001,2906,0.5370541489558307,2905,2905,0.9996558843771507,0.00012646081449929625,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.009848907342529856,0.009766224131453782,0.0071560823486357785,0.00514977849752509,Above-threshold set includes a notch-seeded connected component.
C,7,0.001,2807,0.51875808538163,2807,2807,1.0,0.004262058064341545,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.005713310092687607,0.009766224131453782,0.007217696793894985,0.005175957291131422,Above-threshold set includes a notch-seeded connected component.
C,7,0.005,2447,0.4522269451118093,2447,2447,1.0,0.004414694383740425,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.005560673773288727,0.009766224131453782,0.007380268937087164,0.00521768747517786,Above-threshold set includes a notch-seeded connected component.
C,7,0.01,312,0.05766032156717797,271,271,0.8685897435897436,0.004580508917570114,0.007490301039069891,0.003276464529335499,0.008073823526501656,0.002909792121499777,0.004797358997166157,0.005426879399097883,0.0050430540368557935,Above-threshold set includes a notch-seeded connected component.
C,7,0.02,24,0.004435409351321382,24,24,1.0,0.004912742879241705,0.00540522113442421,0.004725276958197355,0.0049602254293859005,0.0004924782551825047,0.00023494847118854523,0.005092810354350756,0.004860257729887962,Above-threshold set includes a notch-seeded connected component.
C,7,0.03,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,7,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,7,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,8,0.0001,3227,0.5963777490297542,3227,3227,1.0,0.003887528320774436,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.006087839836254716,0.009766224131453782,0.007034644953067278,0.0050546482792987076,Above-threshold set includes a notch-seeded connected component.
C,8,0.001,3178,0.5873221216041398,3178,3178,1.0,0.004025513306260109,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.005949854850769043,0.009766224131453782,0.007078697454082311,0.005049243637673759,Above-threshold set includes a notch-seeded connected component.
C,8,0.005,3036,0.5610792829421549,3036,3036,1.0,0.004191882908344269,0.009975368157029152,0.00011349347187206149,0.009879717603325844,0.005783485248684883,0.009766224131453782,0.007204556755619725,0.005031579332931002,Above-threshold set includes a notch-seeded connected component.
C,8,0.01,2347,0.43374607281463684,2347,2347,1.0,0.004341629799455404,0.009969426319003105,0.00011349347187206149,0.009879717603325844,0.005627796519547701,0.009766224131453782,0.007362618764229897,0.005038950445365233,Above-threshold set includes a notch-seeded connected component.
C,8,0.02,223,0.04121234522269451,223,223,1.0,0.0046025547198951244,0.005904295481741428,0.004194054752588272,0.006113461684435606,0.001301740761846304,0.001919406931847334,0.005261261991304533,0.005026681513646659,Above-threshold set includes a notch-seeded connected component.
C,8,0.03,75,0.01386065422287932,75,75,1.0,0.004822739865630865,0.00545929279178381,0.004693159367889166,0.005443697329610586,0.0006365529261529446,0.0007505379617214203,0.005123556417723497,0.005009030941873788,Above-threshold set includes a notch-seeded connected component.
C,8,0.05,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
C,8,0.1,0,0.0,0,0,0.0,,,,,,,,,No elements above this threshold.
