seed,step,Delta,eps,R_energy_exact_N,R_fd_N,fd_abs_error_N,fd_rel_error,branch_flip_I_plus_fraction,branch_flip_I_minus_fraction,branch_flip_II_plus_fraction,branch_flip_II_minus_fraction,max_branch_flip_fraction,branch_stable,status
7,4,2e-05,1e-06,1.5864964807406068,1.586454523305747,4.1957434859796194e-05,2.644659812936343e-05,0.0035113657359033823,0.009794862009584904,0.004065792076289654,0.011458140797913074,0.011458140797913074,False,computed
7,5,2.5e-05,1e-09,1.7821155488491058,1.780797731498751,0.0013178173503547441,0.0007394679605403777,0.0025873221457004547,0.0005544261657632887,0.0029569396283477545,0.0011088523315265775,0.0029569396283477545,False,computed
7,5,2.5e-05,5e-09,1.7821155488491058,1.7825740883381513,0.00045853948904550634,0.000257300649972799,0.007946775294840336,0.005174644291400909,0.007392348721623421,0.0055442615412175655,0.007946775294840336,False,computed
7,5,2.5e-05,1e-08,1.7821155488491058,1.7829293597060314,0.0008138108569255564,0.00045665437207543434,0.011458140797913074,0.007577157579362392,0.011088523082435131,0.007022731471806765,0.011458140797913074,False,computed
7,5,2.5e-05,5e-08,1.7821155488491058,1.7834267396210635,0.0013111907719576266,0.0007357495830191238,0.024764368310570717,0.02180742844939232,0.021992238238453865,0.01663278415799141,0.024764368310570717,False,computed
7,5,2.5e-05,1e-07,1.7821155488491058,1.7835599663840185,0.0014444175349126454,0.0008105072288076121,0.032895952463150024,0.03086305595934391,0.02975420467555523,0.02291628159582615,0.032895952463150024,False,computed
7,5,2.5e-05,5e-07,1.7821155488491058,1.7827517240220914,0.0006361751729855314,0.00035697751102411665,0.057475510984659195,0.074477918446064,0.05618185177445412,0.06338939070701599,0.074477918446064,False,computed
7,5,2.5e-05,1e-06,1.7821155488491058,1.779690173009385,0.0024253758397208003,0.0013609531891953435,0.07336906343698502,0.1199408620595932,0.0746627226471901,0.1031232699751854,0.1199408620595932,False,computed
7,6,3e-05,1e-09,1.8339642556384206,1.8349766151004585,0.0010123594620379261,0.0005520061031317724,0.004620218183845282,0.0016632785554975271,0.004065792076289654,0.0018480871804058552,0.004620218183845282,False,computed
7,6,3e-05,5e-09,1.8339642556384206,1.8356871578362188,0.0017229021977982484,0.0009394415362792823,0.012197375297546387,0.009425245225429535,0.009055627509951591,0.007577157579362392,0.012197375297546387,False,computed
7,6,3e-05,1e-08,1.8339642556384206,1.8358647935201589,0.0019005378817382734,0.0010363003945661295,0.017002401873469353,0.015154315158724785,0.012751801870763302,0.011827758513391018,0.017002401873469353,False,computed
7,6,3e-05,5e-08,1.8339642556384206,1.8353674136051268,0.0014031579667062033,0.0007650955913629573,0.033450379967689514,0.03141748160123825,0.023101089522242546,0.021253002807497978,0.033450379967689514,False,computed
7,6,3e-05,1e-07,1.8339642556384206,1.836113483477675,0.0021492278392543085,0.0011719027961677158,0.04749584197998047,0.04121234640479088,0.032895952463150024,0.029014969244599342,0.04749584197998047,False,computed
7,6,3e-05,5e-07,1.8339642556384206,1.8376518085005955,0.0036875528621749254,0.0020107005089318127,0.09961190074682236,0.08833856880664825,0.07651080936193466,0.07115136086940765,0.09961190074682236,False,computed
7,6,3e-05,1e-06,1.8339642556384206,1.8366588250273708,0.0026945693889501854,0.0014692594911083368,0.13805212080478668,0.12289780378341675,0.11328774690628052,0.10940676182508469,0.13805212080478668,False,computed
7,7,3.5e-05,1e-09,1.731373369693756,1.7319479184152442,0.0005745487214880995,0.00033184565013248717,0.003880983218550682,0.0033265571109950542,0.004065792076289654,0.0027721307706087828,0.004065792076289654,False,computed
7,7,3.5e-05,5e-09,1.731373369693756,1.7287504761043238,0.0026228935894323513,0.0015149208341446805,0.010718906298279762,0.012936610728502274,0.01090371422469616,0.010349288582801819,0.012936610728502274,False,computed
7,7,3.5e-05,1e-08,1.731373369693756,1.7278622976846236,0.0035110720091324765,0.0020279115242216716,0.014230271801352501,0.01774163730442524,0.013491036370396614,0.014230271801352501,0.01774163730442524,False,computed
7,7,3.5e-05,5e-08,1.731373369693756,1.7269385921281355,0.004434777565620607,0.0025614218419017423,0.03178710117936134,0.029939012601971626,0.025688411667943,0.024394750595092773,0.03178710117936134,False,computed
7,7,3.5e-05,1e-07,1.731373369693756,1.7286083675571717,0.0027650021365843713,0.001596999344556999,0.0456477552652359,0.039179448038339615,0.03492884710431099,0.031047865748405457,0.0456477552652359,False,computed
7,7,3.5e-05,5e-07,1.731373369693756,1.735976695727004,0.004603326033247868,0.0026587714203217183,0.10608020424842834,0.06616152077913284,0.08741452544927597,0.06431343406438828,0.10608020424842834,False,computed
7,7,3.5e-05,1e-06,1.731373369693756,1.73977987572016,0.008406506026403804,0.004855397555231394,0.15246719121932983,0.08778414130210876,0.13472555577754974,0.09480687230825424,0.15246719121932983,False,computed
7,8,4e-05,1e-09,1.4293116983026266,1.4352963262354024,0.005984627932775766,0.0041870698601871,0.007207540329545736,0.004250600468367338,0.007207540329545736,0.004250600468367338,0.007207540329545736,False,computed
7,8,4e-05,5e-09,1.4293116983026266,1.4409806681214832,0.011668969818856567,0.00816404835468289,0.022177046164870262,0.013306228443980217,0.020698577165603638,0.012936610728502274,0.022177046164870262,False,computed
7,8,4e-05,1e-08,1.4293116983026266,1.4448886531681637,0.015576954865537118,0.010898221069648746,0.028460543602705002,0.01885049045085907,0.026612456887960434,0.017556829378008842,0.028460543602705002,False,computed
7,8,4e-05,5e-08,1.4293116983026266,1.4549073057423811,0.02559560743975453,0.017907645666197576,0.05377933755517006,0.03030863031744957,0.05008316412568092,0.026612456887960434,0.05377933755517006,False,computed
7,8,4e-05,1e-07,1.4293116983026266,1.460556120491674,0.031244422189047327,0.02185976804510277,0.06708556413650513,0.037516169250011444,0.0628349632024765,0.03326556831598282,0.06708556413650513,False,computed
7,8,4e-05,5e-07,1.4293116983026266,1.4882530763316026,0.05894137802897603,0.04123759575953351,0.13583441078662872,0.060247644782066345,0.12714840471744537,0.06061726063489914,0.13583441078662872,False,computed
7,8,4e-05,1e-06,1.4293116983026266,1.5021708321683036,0.072859133865677,0.050974979042150544,0.189059317111969,0.07854370772838593,0.18092773854732513,0.08501201122999191,0.189059317111969,False,computed
7,9,4.5e-05,1e-09,1.0070409625768661,1.0054179711005418,0.001622991476324387,0.0016116439515741208,0.005729070398956537,0.006837922614067793,0.0055442615412175655,0.006468305364251137,0.006837922614067793,False,computed
7,9,4.5e-05,5e-09,1.0070409625768661,1.0121681270902627,0.005127164513396565,0.005091316742743933,0.020328959450125694,0.01589355058968067,0.01995934173464775,0.014969506300985813,0.020328959450125694,False,computed
7,9,4.5e-05,1e-08,1.0070409625768661,1.0203393685515039,0.013298405974637717,0.013205427056918418,0.030493440106511116,0.01829606294631958,0.03030863031744957,0.017926445230841637,0.030493440106511116,False,computed
7,9,4.5e-05,5e-08,1.0070409625768661,1.0458123256285035,0.03877136305163731,0.03850028399284497,0.05876917392015457,0.030493440106511116,0.05784513056278229,0.031232673674821854,0.05876917392015457,False,computed
7,9,4.5e-05,1e-07,1.0070409625768661,1.0596146182706434,0.052573655693777255,0.05220607467570057,0.07725004851818085,0.036776937544345856,0.0739234909415245,0.037516169250011444,0.07725004851818085,False,computed
7,9,4.5e-05,5e-07,1.0070409625768661,1.1004601674358128,0.09341920485894661,0.09276604262442407,0.15283681452274323,0.06209573149681091,0.14692293107509613,0.06449824571609497,0.15283681452274323,False,computed
7,9,4.5e-05,1e-06,1.0070409625768661,1.1209397854372583,0.1138988228603921,0.11310247258358008,0.2114211767911911,0.08057660609483719,0.2049528807401657,0.08778414130210876,0.2114211767911911,False,computed
7,10,4.7e-05,1e-09,0.8521633571945131,0.8419931418757187,0.010170215318794362,0.011934584176767096,0.006283496506512165,0.00887081865221262,0.005913879256695509,0.008686009794473648,0.00887081865221262,False,computed
7,10,4.7e-05,5e-09,0.8521633571945131,0.8384404281969182,0.013722928997594863,0.016103636564206898,0.020144151523709297,0.020144151523709297,0.01995934173464775,0.01995934173464775,0.020144151523709297,False,computed
7,10,4.7e-05,1e-08,0.8521633571945131,0.8395062423005584,0.012657114893954713,0.014852920847974956,0.02679726481437683,0.02513398602604866,0.026982072740793228,0.025503603741526604,0.026982072740793228,False,computed
7,10,4.7e-05,5e-08,0.8521633571945131,0.8429879017057829,0.009175455488730222,0.010767249508283951,0.057475510984659195,0.04527813568711281,0.05618185177445412,0.04472371190786362,0.057475510984659195,False,computed
7,10,4.7e-05,1e-07,0.8521633571945131,0.8471801038467675,0.004983253347745631,0.005847767691104986,0.07909813523292542,0.05618185177445412,0.07725004851818085,0.056366659700870514,0.07909813523292542,False,computed
7,10,4.7e-05,5e-07,0.8521633571945131,0.8672884632687783,0.015125106074265204,0.01774906882180429,0.1537608504295349,0.09277398139238358,0.1541304737329483,0.09831824153661728,0.1541304737329483,False,computed
7,10,4.7e-05,1e-06,0.8521633571945131,0.8720029143205466,0.01983955712603347,0.023281401339936905,0.2117908000946045,0.11735353618860245,0.21345406770706177,0.12659397721290588,0.21345406770706177,False,computed
7,11,4.9e-05,1e-09,0.6778757669962943,0.6750155989720952,0.0028601680241990834,0.004219310032091351,0.006837922614067793,0.006837922614067793,0.007392348721623421,0.007207540329545736,0.007392348721623421,False,computed
7,11,4.9e-05,5e-09,0.6778757669962943,0.6700417998217745,0.007833967174519785,0.011556641431854888,0.019774533808231354,0.02051376737654209,0.019220106303691864,0.020698577165603638,0.020698577165603638,False,computed
7,11,4.9e-05,1e-08,0.6778757669962943,0.6650680006714538,0.012807766324840486,0.018893972831618425,0.026612456887960434,0.029384586960077286,0.025873221457004547,0.028275733813643456,0.029384586960077286,False,computed
7,11,4.9e-05,5e-08,0.6778757669962943,0.6604494728890131,0.017426294107281137,0.025707209131398852,0.0572907030582428,0.047126226127147675,0.056366659700870514,0.046571798622608185,0.0572907030582428,False,computed
7,11,4.9e-05,1e-07,0.6778757669962943,0.6659561790911539,0.01191958790514036,0.01758373508166065,0.07651080936193466,0.05784513056278229,0.07540196180343628,0.05784513056278229,0.07651080936193466,False,computed
7,11,4.9e-05,5e-07,0.6778757669962943,0.6986269340814033,0.020751167085109046,0.03061205031278613,0.1545000970363617,0.09647015482187271,0.15246719121932983,0.09850304573774338,0.1545000970363617,False,computed
7,11,4.9e-05,1e-06,0.6778757669962943,0.7114735467439459,0.03359777974765166,0.049563329128175376,0.21049714088439941,0.11569026112556458,0.20994271337985992,0.12326741963624954,0.21049714088439941,False,computed
7,12,5.1e-05,1e-09,0.4787435755133629,0.47961634663806757,0.0008727711247046854,0.0018230450899916553,0.007392348721623421,0.007207540329545736,0.007946775294840336,0.006837922614067793,0.007946775294840336,False,computed
7,12,5.1e-05,5e-09,0.4787435755133629,0.4803268893738277,0.0015833138604648411,0.003307227379013981,0.020698577165603638,0.018480872735381126,0.02106819488108158,0.018480872735381126,0.02106819488108158,False,computed
7,12,5.1e-05,1e-08,0.4787435755133629,0.4842348744205083,0.005491298907145392,0.011470229968636137,0.029384586960077286,0.024949178099632263,0.03030863031744957,0.02457956038415432,0.03030863031744957,False,computed
7,12,5.1e-05,5e-08,0.4787435755133629,0.48686388254282065,0.008120307029457763,0.016961704438018314,0.06006283313035965,0.04694141447544098,0.05821474641561508,0.04694141447544098,0.06006283313035965,False,computed
7,12,5.1e-05,1e-07,0.4787435755133629,0.48970605348586105,0.010962477972498164,0.022898433594107155,0.07780447602272034,0.057475510984659195,0.07651080936193466,0.0572907030582428,0.07780447602272034,False,computed
7,12,5.1e-05,5e-07,0.4787435755133629,0.5433022920442454,0.06455871653088252,0.13485030365505246,0.15875069797039032,0.09055627137422562,0.15135835111141205,0.0970245823264122,0.15875069797039032,False,computed
7,12,5.1e-05,1e-06,0.4787435755133629,0.5744524855799682,0.09570891006660531,0.19991685520578614,0.2171502560377121,0.10626501590013504,0.21012751758098602,0.11846239119768143,0.2171502560377121,False,computed
7,13,5.3e-05,1e-09,0.26796056772582233,0.2771116669464391,0.009151099220616743,0.034150917421477335,0.007392348721623421,0.005729070398956537,0.007392348721623421,0.005913879256695509,0.007392348721623421,False,computed
7,13,5.3e-05,5e-09,0.26796056772582233,0.2934541498689214,0.025493582143099047,0.0951393048591542,0.02180742844939232,0.018111255019903183,0.02180742844939232,0.01829606294631958,0.02180742844939232,False,computed
7,13,5.3e-05,1e-08,0.26796056772582233,0.3005595772265224,0.03259900950070005,0.12165599504944849,0.031232673674821854,0.02679726481437683,0.03086305595934391,0.02735169045627117,0.031232673674821854,False,computed
7,13,5.3e-05,5e-08,0.26796056772582233,0.3255706815252779,0.057610113799455576,0.2149947445192844,0.05932360142469406,0.04361485689878464,0.058029938489198685,0.04324524104595184,0.05932360142469406,False,computed
7,13,5.3e-05,1e-07,0.26796056772582233,0.34376057556073647,0.07580000783491414,0.28287747140643776,0.07614119350910187,0.052855294197797775,0.07336906343698502,0.05377933755517006,0.07614119350910187,False,computed
7,13,5.3e-05,5e-07,0.26796056772582233,0.4092015615242417,0.14124099379841937,0.5270961880590482,0.15302161872386932,0.07133616507053375,0.14710775017738342,0.07651080936193466,0.15302161872386932,False,computed
7,13,5.3e-05,1e-06,0.26796056772582233,0.4533333708423015,0.1853728031164792,0.691791350830966,0.2114211767911911,0.07798928022384644,0.20402882993221283,0.08704490959644318,0.2114211767911911,False,computed
7,14,5.5e-05,1e-09,0.15983432240318507,0.15987211554602254,3.779314283747226e-05,0.00023645198521340336,0.006098687648773193,0.005913879256695509,0.006283496506512165,0.005729070398956537,0.006283496506512165,False,computed
7,14,5.5e-05,5e-09,0.15983432240318507,0.16839862837514374,0.008564305971958674,0.05358239609109145,0.016263168305158615,0.01201256737112999,0.016447976231575012,0.011273331940174103,0.016447976231575012,False,computed
7,14,5.5e-05,1e-08,0.15983432240318507,0.17479351299698465,0.014959190593799576,0.09359185417049999,0.024394750595092773,0.016447976231575012,0.02513398602604866,0.01589355058968067,0.02513398602604866,False,computed
7,14,5.5e-05,5e-08,0.15983432240318507,0.20406787371030077,0.044233551307115704,0.27674626226734794,0.051746442914009094,0.026427647098898888,0.05082239955663681,0.025688411667943,0.051746442914009094,False,computed
7,14,5.5e-05,1e-07,0.15983432240318507,0.22495783014164772,0.06512350773846265,0.40744382532674916,0.06616152077913284,0.029384586960077286,0.06616152077913284,0.02919977903366089,0.06616152077913284,False,computed
7,14,5.5e-05,5e-07,0.15983432240318507,0.2956426214950625,0.13580829909187742,0.8496817019644782,0.13343189656734467,0.04047311097383499,0.13398632407188416,0.043060433119535446,0.13398632407188416,False,computed
7,14,5.5e-05,1e-06,0.15983432240318507,0.3467341969098925,0.18689987450670742,1.1693350445422417,0.1944187730550766,0.046571798622608185,0.19552762806415558,0.051192015409469604,0.19552762806415558,False,computed
7,15,5.7e-05,1e-09,0.11356449977029115,0.11013412404281553,0.003430375727475621,0.030206408995894846,0.004989835433661938,0.00443540932610631,0.004620218183845282,0.00443540932610631,0.004989835433661938,False,computed
7,15,5.7e-05,5e-09,0.11356449977029115,0.11937117960769683,0.005806679837405682,0.05113111799154623,0.014969506300985813,0.01090371422469616,0.01404546294361353,0.010718906298279762,0.014969506300985813,False,computed
7,15,5.7e-05,1e-08,0.11356449977029115,0.12896350654045818,0.015399006770167034,0.1355970114015812,0.02291628159582615,0.01404546294361353,0.02162262052297592,0.01404546294361353,0.02291628159582615,False,computed
7,15,5.7e-05,5e-08,0.11356449977029115,0.17138290786533616,0.057818408095045015,0.5091239622592914,0.05082239955663681,0.023101089522242546,0.04860469326376915,0.02402513474225998,0.05082239955663681,False,computed
7,15,5.7e-05,1e-07,0.11356449977029115,0.20193624550302047,0.08837174573272932,0.7781634746023657,0.06745518743991852,0.02624283917248249,0.06449824571609497,0.027166882529854774,0.06745518743991852,False,computed
7,15,5.7e-05,5e-07,0.11356449977029115,0.28622082481888356,0.1726563250485924,1.5203371246985395,0.13953058421611786,0.0341896153986454,0.1365736424922943,0.03696174547076225,0.13953058421611786,False,computed
7,15,5.7e-05,1e-06,0.11356449977029115,0.33804425925154646,0.22447975948125531,1.97667193476231,0.19922380149364471,0.03733136132359505,0.19645167887210846,0.043060433119535446,0.19922380149364471,False,computed
7,16,5.9e-05,1e-09,0.07449211261700839,0.07460698725481052,0.00011487463780213147,0.0015421047110416191,0.002402513287961483,0.002032896038144827,0.0025873221457004547,0.002402513287961483,0.0025873221457004547,False,computed
7,16,5.9e-05,5e-09,0.07449211261700839,0.07460698725481052,0.00011487463780213147,0.0015421047110416191,0.009055627509951591,0.007207540329545736,0.008501200936734676,0.007577157579362392,0.009055627509951591,False,computed
7,16,5.9e-05,1e-08,0.07449211261700839,0.08135714324453147,0.006865030627523083,0.09215781894680253,0.016447976231575012,0.009240436367690563,0.015523932874202728,0.009794862009584904,0.016447976231575012,False,computed
7,16,5.9e-05,5e-08,0.07449211261700839,0.11091572105215164,0.03642360843514325,0.48895926233708187,0.03936425969004631,0.016447976231575012,0.03936425969004631,0.016447976231575012,0.03936425969004631,False,computed
7,16,5.9e-05,1e-07,0.07449211261700839,0.12967404927621828,0.055181936659209896,0.7407755629501438,0.05377933755517006,0.018480872735381126,0.05193125084042549,0.019589724019169807,0.05377933755517006,False,computed
7,16,5.9e-05,5e-07,0.07449211261700839,0.2077484850815381,0.1332563724645297,1.7888655292896605,0.11569026112556458,0.025503603741526604,0.1145814061164856,0.029384586960077286,0.11569026112556458,False,computed
7,16,5.9e-05,1e-06,0.07449211261700839,0.2629967355005647,0.1885046228835563,2.5305313040687754,0.17057844996452332,0.02975420467555523,0.16725189983844757,0.0341896153986454,0.17057844996452332,False,computed
7,17,6.1e-05,1e-09,0.03537354859872721,0.03907985046680551,0.003706301868078299,0.10477608311572272,0.0012936610728502274,0.0009240435902029276,0.0011088523315265775,0.0011088523315265775,0.0012936610728502274,False,computed
7,17,6.1e-05,5e-09,0.03537354859872721,0.04689582056016661,0.011522271961439401,0.3257312997388673,0.010349288582801819,0.004250600468367338,0.011088523082435131,0.00443540932610631,0.011088523082435131,False,computed
7,17,6.1e-05,1e-08,0.03537354859872721,0.056488147492927965,0.021114598894200753,0.5969036110490901,0.01607835851609707,0.006098687648773193,0.01663278415799141,0.006283496506512165,0.01663278415799141,False,computed
7,17,6.1e-05,5e-08,0.03537354859872721,0.08924416761146858,0.05387061901274137,1.5229068370788141,0.035668082535266876,0.01053409744054079,0.03696174547076225,0.010349288582801819,0.03696174547076225,False,computed
7,17,6.1e-05,1e-07,0.03537354859872721,0.10835776720341528,0.07298421860468807,2.0632427759117764,0.047680649906396866,0.012197375297546387,0.04786545783281326,0.011827758513391018,0.04786545783281326,False,computed
7,17,6.1e-05,5e-07,0.03537354859872721,0.1858566633927694,0.1504831147940422,4.254114182919629,0.10626501590013504,0.01885049045085907,0.10755867511034012,0.021253002807497978,0.10755867511034012,False,computed
7,17,6.1e-05,1e-06,0.03537354859872721,0.2361808526529785,0.2008073040542513,5.676764475404557,0.15228238701820374,0.02236185595393181,0.15653298795223236,0.026427647098898888,0.15653298795223236,False,computed
7,18,6.3e-05,1e-09,0.034555829188320786,0.03552713678800501,0.0009713075996842235,0.0281083574754012,0.0012936610728502274,0.0011088523315265775,0.0012936610728502274,0.0011088523315265775,0.0012936610728502274,False,computed
7,18,6.3e-05,5e-09,0.034555829188320786,0.03979039320256561,0.005234564014244825,0.15148136037244933,0.0066531142219901085,0.00443540932610631,0.006283496506512165,0.004250600468367338,0.0066531142219901085,False,computed
7,18,6.3e-05,1e-08,0.034555829188320786,0.04476419235288631,0.010208363164565526,0.2954165304190055,0.01053409744054079,0.0055442615412175655,0.010164479725062847,0.005359453149139881,0.01053409744054079,False,computed
7,18,6.3e-05,5e-08,0.034555829188320786,0.07098321930243401,0.03642739011411322,1.0541604982358517,0.030493440106511116,0.008686009794473648,0.029569394886493683,0.009055627509951591,0.030493440106511116,False,computed
7,18,6.3e-05,1e-07,0.034555829188320786,0.08988365607365267,0.05532782688533189,1.601114144412765,0.04324524104595184,0.01053409744054079,0.04121234640479088,0.011088523082435131,0.04324524104595184,False,computed
7,18,6.3e-05,5e-07,0.034555829188320786,0.16970602700894233,0.13515019782062154,3.9110680019884962,0.10386250168085098,0.01663278415799141,0.10109037160873413,0.01940491609275341,0.10386250168085098,False,computed
7,18,6.3e-05,1e-06,0.034555829188320786,0.22466650761998608,0.1901106784316653,5.501551631002942,0.14396598935127258,0.02051376737654209,0.14119386672973633,0.023840324953198433,0.14396598935127258,False,computed
7,19,6.5e-05,1e-09,0.03771288902498782,0.03552713678800501,0.0021857522369828075,0.057957698110441,0.0009240435902029276,0.0003696174535434693,0.0011088523315265775,0.0007392349070869386,0.0011088523315265775,False,computed
7,19,6.5e-05,5e-09,0.03771288902498782,0.03694822225952521,0.0007646667654626071,0.02027600603485864,0.00443540932610631,0.0031417482532560825,0.004250600468367338,0.0031417482532560825,0.00443540932610631,False,computed
7,19,6.5e-05,1e-08,0.03771288902498782,0.03979039320256561,0.0020775041775777936,0.05508737811630608,0.007946775294840336,0.0036961743608117104,0.008131584152579308,0.004620218183845282,0.008131584152579308,False,computed
7,19,6.5e-05,5e-08,0.03771288902498782,0.052366999625519384,0.014654110600531567,0.38857035298521,0.021437812596559525,0.009055627509951591,0.01995934173464775,0.010718906298279762,0.021437812596559525,False,computed
7,19,6.5e-05,1e-07,0.03771288902498782,0.06092903959142859,0.023216150566440774,0.6156025477405936,0.030678248032927513,0.010164479725062847,0.030123822391033173,0.012751801870763302,0.030678248032927513,False,computed
