seed,step,Delta,eps,R_energy_exact_N,R_fd_N,fd_abs_error_N,fd_rel_error,branch_flip_I_plus_fraction,branch_flip_I_minus_fraction,branch_flip_II_plus_fraction,branch_flip_II_minus_fraction,max_branch_flip_fraction,branch_stable,status
7,19,6.5e-05,5e-07,0.03771288902498782,0.11603162874962436,0.07831873972463654,2.0767101579713,0.07946775108575821,0.014784697443246841,0.07891332358121872,0.018665680661797523,0.07946775108575821,False,computed
7,19,6.5e-05,1e-06,0.03771288902498782,0.1609201660812687,0.12320727705628087,3.2669806064087576,0.11864720284938812,0.01774163730442524,0.11772315949201584,0.023101089522242546,0.11864720284938812,False,computed
7,20,6.7e-05,1e-09,0.02155911897716578,0.017763568394002505,0.0037955505831632763,0.17605313961035757,0.0,0.0005544261657632887,0.0,0.0003696174535434693,0.0005544261657632887,True,computed
7,20,6.7e-05,5e-09,0.02155911897716578,0.020605739337042905,0.0009533796401228756,0.04422164194801477,0.0009240435902029276,0.002402513287961483,0.0011088523315265775,0.002402513287961483,0.002402513287961483,False,computed
7,20,6.7e-05,1e-08,0.02155911897716578,0.021671553440683056,0.00011243446351727471,0.005215169675363777,0.0029569396283477545,0.0033265571109950542,0.0029569396283477545,0.0036961743608117104,0.0036961743608117104,False,computed
7,20,6.7e-05,5e-08,0.02155911897716578,0.03325340003357269,0.011694281056406908,0.5424285226494107,0.016447976231575012,0.007207540329545736,0.015339124016463757,0.007207540329545736,0.016447976231575012,False,computed
7,20,6.7e-05,1e-07,0.02155911897716578,0.04597211500367848,0.0244129960265127,1.1323744746883946,0.0286453515291214,0.008686009794473648,0.026612456887960434,0.008316392078995705,0.0286453515291214,False,computed
7,20,6.7e-05,5e-07,0.02155911897716578,0.09605827244740794,0.07449915347024216,3.4555750422430305,0.0681944191455841,0.014230271801352501,0.06708556413650513,0.013860654085874557,0.0681944191455841,False,computed
7,20,6.7e-05,1e-06,0.02155911897716578,0.13206147286837222,0.11050235389120644,5.125550538880757,0.10534097254276276,0.018665680661797523,0.10589540004730225,0.019774533808231354,0.10589540004730225,False,computed
7,21,6.9e-05,1e-09,0.018160724721383303,0.021316282072803006,0.003155557351419702,0.17375723710542226,0.0003696174535434693,0.00018480872677173465,0.0003696174535434693,0.00018480872677173465,0.0003696174535434693,True,computed
7,21,6.9e-05,5e-09,0.018160724721383303,0.017763568394002505,0.00039715632738079876,0.021868969078814787,0.0027721307706087828,0.0014784698141738772,0.0027721307706087828,0.0014784698141738772,0.0027721307706087828,False,computed
7,21,6.9e-05,1e-08,0.018160724721383303,0.020605739337042905,0.002445014615659602,0.13463199586857486,0.004250600468367338,0.0031417482532560825,0.004250600468367338,0.0025873221457004547,0.004250600468367338,False,computed
7,21,6.9e-05,5e-08,0.018160724721383303,0.031050717552716378,0.012889992831333075,0.7097730420502317,0.015339124016463757,0.0066531142219901085,0.014784697443246841,0.0066531142219901085,0.015339124016463757,False,computed
7,21,6.9e-05,1e-07,0.018160724721383303,0.04551026222543442,0.027349537504051114,1.5059717012200766,0.026982072740793228,0.008316392078995705,0.026058029383420944,0.009055627509951591,0.026982072740793228,False,computed
7,21,6.9e-05,5e-07,0.018160724721383303,0.08978418009064626,0.07162345536926296,3.9438654826880386,0.0687488466501236,0.014784697443246841,0.06782480329275131,0.01589355058968067,0.0687488466501236,False,computed
7,21,6.9e-05,1e-06,0.018160724721383303,0.12923351278004702,0.11107278805866372,6.116098876157807,0.09850304573774338,0.01829606294631958,0.09794862568378448,0.019035298377275467,0.09850304573774338,False,computed
7,22,7.1e-05,1e-09,0.012927607713209,0.007105427357601001,0.0058221803556079985,0.4503679632589012,0.00018480872677173465,0.0003696174535434693,0.0005544261657632887,0.0003696174535434693,0.0005544261657632887,True,computed
7,22,7.1e-05,5e-09,0.012927607713209,0.012079226507921703,0.0008483812052872963,0.06562553754013194,0.0014784698141738772,0.0005544261657632887,0.0014784698141738772,0.0007392349070869386,0.0014784698141738772,False,computed
7,22,7.1e-05,1e-08,0.012927607713209,0.012079226507921703,0.0008483812052872963,0.06562553754013194,0.002032896038144827,0.0016632785554975271,0.002402513287961483,0.0016632785554975271,0.002402513287961483,False,computed
7,22,7.1e-05,5e-08,0.012927607713209,0.017621459846850485,0.004693852133641485,0.3630874511179252,0.01201256737112999,0.003880983218550682,0.01256699301302433,0.0036961743608117104,0.01256699301302433,False,computed
7,22,7.1e-05,1e-07,0.012927607713209,0.025082158572331537,0.012154550859122537,0.940201089696079,0.020698577165603638,0.0055442615412175655,0.019589724019169807,0.0055442615412175655,0.020698577165603638,False,computed
7,22,7.1e-05,5e-07,0.012927607713209,0.06464517809945391,0.051717570386244915,4.000552270270518,0.05562742426991463,0.010164479725062847,0.05414895713329315,0.011642949655652046,0.05562742426991463,False,computed
7,22,7.1e-05,1e-06,0.012927607713209,0.09470113582210615,0.08177352810889715,6.325495785685366,0.09055627137422562,0.012751801870763302,0.08796895295381546,0.014599889516830444,0.09055627137422562,False,computed
7,23,7.3e-05,1e-09,0.012206141036585905,0.010658141036401503,0.0015480000001844019,0.12682140862902747,0.00018480872677173465,0.00018480872677173465,0.00018480872677173465,0.00018480872677173465,0.00018480872677173465,True,computed
7,23,7.3e-05,5e-09,0.012206141036585905,0.012789769243681803,0.0005836282070958987,0.047814309645167044,0.0009240435902029276,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,0.0009240435902029276,True,computed
7,23,7.3e-05,1e-08,0.012206141036585905,0.012079226507921703,0.0001269145286642015,0.010397596446231125,0.0012936610728502274,0.0009240435902029276,0.0007392349070869386,0.0009240435902029276,0.0012936610728502274,False,computed
7,23,7.3e-05,5e-08,0.012206141036585905,0.013997691894473974,0.001791550857888069,0.14677455000054393,0.008501200936734676,0.0029569396283477545,0.007577157579362392,0.0029569396283477545,0.008501200936734676,False,computed
7,23,7.3e-05,1e-07,0.012206141036585905,0.0191491267287347,0.006942985692148795,0.5688108691631807,0.015523932874202728,0.004620218183845282,0.014599889516830444,0.004989835433661938,0.015523932874202728,False,computed
7,23,7.3e-05,5e-07,0.012206141036585905,0.04857270141656045,0.036366560379974544,2.979365900407979,0.04860469326376915,0.00887081865221262,0.047126226127147675,0.01256699301302433,0.04860469326376915,False,computed
7,23,7.3e-05,1e-06,0.012206141036585905,0.07836220561330265,0.06615606457671674,5.419900063289847,0.07355387508869171,0.011088523082435131,0.07281463593244553,0.015708740800619125,0.07355387508869171,False,computed
7,24,7.5e-05,1e-09,0.010817904694704339,0.010658141036401503,0.00015976365830283612,0.014768447570169926,0.00018480872677173465,0.0003696174535434693,0.0,0.0005544261657632887,0.0005544261657632887,True,computed
7,24,7.5e-05,5e-09,0.010817904694704339,0.010658141036401503,0.00015976365830283612,0.014768447570169926,0.0009240435902029276,0.0009240435902029276,0.0005544261657632887,0.0005544261657632887,0.0009240435902029276,True,computed
7,24,7.5e-05,1e-08,0.010817904694704339,0.010658141036401503,0.00015976365830283612,0.014768447570169926,0.002032896038144827,0.0014784698141738772,0.002032896038144827,0.0014784698141738772,0.002032896038144827,False,computed
7,24,7.5e-05,5e-08,0.010817904694704339,0.012221335055073723,0.0014034303603693843,0.1297321801195385,0.008501200936734676,0.0027721307706087828,0.00887081865221262,0.0025873221457004547,0.00887081865221262,False,computed
7,24,7.5e-05,1e-07,0.010817904694704339,0.014424017535930034,0.003606112841225695,0.3333467009550367,0.014230271801352501,0.004250600468367338,0.014230271801352501,0.004250600468367338,0.014230271801352501,False,computed
7,24,7.5e-05,5e-07,0.010817904694704339,0.0361595198228315,0.02534161512812716,2.3425622468769367,0.044908519834280014,0.009610053151845932,0.04527813568711281,0.009979670867323875,0.04527813568711281,False,computed
7,24,7.5e-05,1e-06,0.010817904694704339,0.056481042065570364,0.045663137370866025,4.221070406843146,0.07078173756599426,0.011273331940174103,0.06985769420862198,0.013306228443980217,0.07078173756599426,False,computed
7,25,7.7e-05,1e-09,0.007698243280174211,0.007105427357601001,0.0005928159225732097,0.07700664956899028,0.0,0.00018480872677173465,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,True,computed
7,25,7.7e-05,5e-09,0.007698243280174211,0.007105427357601002,0.0005928159225732088,0.07700664956899017,0.00018480872677173465,0.0007392349070869386,0.0005544261657632887,0.0007392349070869386,0.0007392349070869386,True,computed
7,25,7.7e-05,1e-08,0.007698243280174211,0.007105427357601002,0.0005928159225732088,0.07700664956899017,0.0011088523315265775,0.0009240435902029276,0.0012936610728502274,0.0011088523315265775,0.0012936610728502274,False,computed
7,25,7.7e-05,5e-08,0.007698243280174211,0.010089706847793423,0.002391463567619212,0.310650557612034,0.006283496506512165,0.002217704663053155,0.006468305364251137,0.0025873221457004547,0.006468305364251137,False,computed
7,25,7.7e-05,1e-07,0.007698243280174211,0.013962164757685969,0.006263921477511758,0.8136819335969343,0.01404546294361353,0.004065792076289654,0.013306228443980217,0.004065792076289654,0.01404546294361353,False,computed
7,25,7.7e-05,5e-07,0.007698243280174211,0.035427660804998595,0.027729417524824385,3.602044845249015,0.04416928440332413,0.009794862009584904,0.04176677018404007,0.010349288582801819,0.04416928440332413,False,computed
7,25,7.7e-05,1e-06,0.007698243280174211,0.05467626351673971,0.0469780202365655,6.1024338315666204,0.06708556413650513,0.012751801870763302,0.06560709327459335,0.014415080659091473,0.06708556413650513,False,computed
7,26,8e-05,1e-09,0.01005662306852173,0.007105427357601001,0.0029511957109207296,0.2934579222878778,0.00018480872677173465,0.00018480872677173465,0.0,0.0,0.00018480872677173465,True,computed
7,26,8e-05,5e-09,0.01005662306852173,0.009947598300641403,0.000109024767880328,0.010841091203028856,0.0007392349070869386,0.0003696174535434693,0.0007392349070869386,0.0009240435902029276,0.0009240435902029276,True,computed
7,26,8e-05,1e-08,0.01005662306852173,0.009947598300641403,0.000109024767880328,0.010841091203028856,0.0011088523315265775,0.0007392349070869386,0.0007392349070869386,0.0011088523315265775,0.0011088523315265775,False,computed
7,26,8e-05,5e-08,0.01005662306852173,0.012008172234345693,0.0019515491658239625,0.1940561113334866,0.004805026575922966,0.0031417482532560825,0.0036961743608117104,0.0029569396283477545,0.004805026575922966,False,computed
7,26,8e-05,1e-07,0.01005662306852173,0.014175327578413999,0.004118704509892268,0.40955144503568386,0.011458140797913074,0.0036961743608117104,0.009794862009584904,0.00443540932610631,0.011458140797913074,False,computed
7,26,8e-05,5e-07,0.01005662306852173,0.037331915336835664,0.027275292268313933,2.71217207629949,0.04213638976216316,0.009794862009584904,0.03788578882813454,0.01201256737112999,0.04213638976216316,False,computed
7,26,8e-05,1e-06,0.01005662306852173,0.059252158735034754,0.049195535666513024,4.891854386041388,0.0685640349984169,0.01201256737112999,0.06449824571609497,0.014969506300985813,0.0685640349984169,False,computed
7,27,8.3e-05,1e-09,0.01432634235243313,0.014210854715202002,0.00011548763723112816,0.00806120881311441,0.00018480872677173465,0.00018480872677173465,0.0,0.0,0.00018480872677173465,True,computed
7,27,8.3e-05,5e-09,0.01432634235243313,0.014921397450962104,0.0005950550985289738,0.041535730746229994,0.0005544261657632887,0.0,0.0003696174535434693,0.0,0.0005544261657632887,True,computed
7,27,8.3e-05,1e-08,0.01432634235243313,0.014210854715202004,0.00011548763723112643,0.008061208813114288,0.0007392349070869386,0.00018480872677173465,0.0009240435902029276,0.0003696174535434693,0.0009240435902029276,True,computed
7,27,8.3e-05,5e-08,0.01432634235243313,0.013287149158713873,0.0010391931937192567,0.07253723024026186,0.007207540329545736,0.0025873221457004547,0.0066531142219901085,0.002402513287961483,0.007207540329545736,False,computed
7,27,8.3e-05,1e-07,0.01432634235243313,0.013677947663381929,0.0006483946890512016,0.0452589134826225,0.014969506300985813,0.004065792076289654,0.015339124016463757,0.003880983218550682,0.015339124016463757,False,computed
7,27,8.3e-05,5e-07,0.01432634235243313,0.024428459255432244,0.010102116902999114,0.7051427820502565,0.03788578882813454,0.009979670867323875,0.03714655339717865,0.010718906298279762,0.03788578882813454,False,computed
7,27,8.3e-05,1e-06,0.01432634235243313,0.03991118546764483,0.025584843115211697,1.7858600950483685,0.05987802520394325,0.014599889516830444,0.05987802520394325,0.01404546294361353,0.05987802520394325,False,computed
7,28,8.6e-05,1e-09,0.009630437489249744,0.010658141036401503,0.0010277035471517593,0.10671410808688217,0.00018480872677173465,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,True,computed
7,28,8.6e-05,5e-09,0.009630437489249744,0.009237055564881302,0.0003933819243684411,0.04084777299136879,0.00018480872677173465,0.00018480872677173465,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,True,computed
7,28,8.6e-05,1e-08,0.009630437489249744,0.008881784197001252,0.0007486532922484912,0.07773824326093152,0.0007392349070869386,0.0007392349070869386,0.0007392349070869386,0.0009240435902029276,0.0009240435902029276,True,computed
7,28,8.6e-05,5e-08,0.009630437489249744,0.008881784197001252,0.0007486532922484912,0.07773824326093152,0.00443540932610631,0.0033265571109950542,0.004805026575922966,0.003880983218550682,0.004805026575922966,False,computed
7,28,8.6e-05,1e-07,0.009630437489249744,0.009592326932761353,3.811055648839101e-05,0.003957302721806048,0.009979670867323875,0.005174644291400909,0.009055627509951591,0.005174644291400909,0.009979670867323875,False,computed
7,28,8.6e-05,5e-07,0.009630437489249744,0.024357404981856234,0.01472696749260649,1.5292106416812214,0.038070596754550934,0.010718906298279762,0.035113658756017685,0.01090371422469616,0.038070596754550934,False,computed
7,28,8.6e-05,1e-06,0.009630437489249744,0.03681321913973079,0.027182781650481047,2.822590529332091,0.05544261634349823,0.014230271801352501,0.051746442914009094,0.014415080659091473,0.05544261634349823,False,computed
7,29,8.9e-05,1e-09,0.010214576832368039,0.010658141036401503,0.0004435642040334642,0.043424628480731,0.0005544261657632887,0.0003696174535434693,0.0,0.0003696174535434693,0.0005544261657632887,True,computed
7,29,8.9e-05,5e-09,0.010214576832368039,0.009947598300641403,0.000266978531726636,0.026137013417984398,0.0012936610728502274,0.0007392349070869386,0.0007392349070869386,0.0005544261657632887,0.0012936610728502274,False,computed
7,29,8.9e-05,1e-08,0.010214576832368039,0.010658141036401503,0.0004435642040334642,0.043424628480731,0.002032896038144827,0.0012936610728502274,0.0014784698141738772,0.0009240435902029276,0.002032896038144827,False,computed
7,29,8.9e-05,5e-08,0.010214576832368039,0.011795009413617663,0.0015804325812496245,0.15472325551867563,0.005174644291400909,0.0014784698141738772,0.004989835433661938,0.002032896038144827,0.005174644291400909,False,computed
7,29,8.9e-05,1e-07,0.010214576832368039,0.013820056210533949,0.00360547937816591,0.35297393493001455,0.008686009794473648,0.0033265571109950542,0.00887081865221262,0.004620218183845282,0.00887081865221262,False,computed
7,29,8.9e-05,5e-07,0.010214576832368039,0.024698465495021082,0.014483888662653044,1.4179626723993473,0.03308076038956642,0.009240436367690563,0.03141748160123825,0.009979670867323875,0.03308076038956642,False,computed
7,29,8.9e-05,1e-06,0.010214576832368039,0.03683098270812479,0.026616405875756755,2.605727707819913,0.05618185177445412,0.012751801870763302,0.051192015409469604,0.013121419586241245,0.05618185177445412,False,computed
7,30,9.2e-05,1e-09,0.005637240064970683,0.007105427357601001,0.0014681872926303177,0.26044434434387587,0.0,0.0,0.0,0.0,0.0,True,computed
7,30,9.2e-05,5e-09,0.005637240064970683,0.0056843418860808015,4.710182111011818e-05,0.0083554754751008,0.0003696174535434693,0.0,0.00018480872677173465,0.00018480872677173465,0.0003696174535434693,True,computed
7,30,9.2e-05,1e-08,0.005637240064970683,0.0056843418860808015,4.710182111011818e-05,0.0083554754751008,0.0003696174535434693,0.0007392349070869386,0.0005544261657632887,0.0009240435902029276,0.0009240435902029276,True,computed
7,30,9.2e-05,5e-08,0.005637240064970683,0.007034373084024992,0.0013971330190543085,0.24783990090043723,0.005174644291400909,0.0031417482532560825,0.0066531142219901085,0.0025873221457004547,0.0066531142219901085,False,computed
7,30,9.2e-05,1e-07,0.005637240064970683,0.007958078640513122,0.0023208385755424388,0.4116976656651411,0.009979670867323875,0.004989835433661938,0.01053409744054079,0.00443540932610631,0.01053409744054079,False,computed
7,30,9.2e-05,5e-07,0.005637240064970683,0.01951150352397235,0.013874263459001668,2.4611801695682836,0.033450379967689514,0.010349288582801819,0.03363518789410591,0.009979670867323875,0.03363518789410591,False,computed
7,30,9.2e-05,1e-06,0.005637240064970683,0.03292655037512304,0.02728931031015236,4.840899091689521,0.05655146762728691,0.013121419586241245,0.05581223592162132,0.01404546294361353,0.05655146762728691,False,computed
7,31,9.5e-05,1e-09,0.0075711113822762854,0.010658141036401503,0.0030870296541252173,0.40773797904384934,0.0003696174535434693,0.00018480872677173465,0.0,0.0,0.0003696174535434693,True,computed
7,31,9.5e-05,5e-09,0.0075711113822762854,0.007815970093361102,0.0002448587110848166,0.03234118463215619,0.00018480872677173465,0.0005544261657632887,0.0003696174535434693,0.0003696174535434693,0.0005544261657632887,True,computed
7,31,9.5e-05,1e-08,0.0075711113822762854,0.007815970093361102,0.0002448587110848166,0.03234118463215619,0.0011088523315265775,0.0007392349070869386,0.0007392349070869386,0.0003696174535434693,0.0011088523315265775,False,computed
7,31,9.5e-05,5e-08,0.0075711113822762854,0.008952838470577262,0.001381727088300977,0.18249990239683345,0.004065792076289654,0.0029569396283477545,0.0036961743608117104,0.0018480871804058552,0.004065792076289654,False,computed
7,31,9.5e-05,1e-07,0.0075711113822762854,0.010160761121369433,0.0025896497390931472,0.34204354002180304,0.007761966437101364,0.004620218183845282,0.007761966437101364,0.0031417482532560825,0.007761966437101364,False,computed
7,31,9.5e-05,5e-07,0.0075711113822762854,0.022787105535826413,0.015215994153550128,2.00974379919575,0.02679726481437683,0.01053409744054079,0.024209942668676376,0.009425245225429535,0.02679726481437683,False,computed
7,31,9.5e-05,1e-06,0.0075711113822762854,0.0326387805671402,0.025067669184863917,3.3109629378252814,0.04509332776069641,0.013491036370396614,0.040842726826667786,0.012936610728502274,0.04509332776069641,False,computed
7,32,9.8e-05,1e-09,0.005487802809511777,0.0035527136788005005,0.0019350891307112765,0.35261637450916933,0.0003696174535434693,0.00018480872677173465,0.0,0.0,0.0003696174535434693,True,computed
7,32,9.8e-05,5e-09,0.005487802809511777,0.0056843418860808015,0.00019653907656902447,0.03581380078532916,0.0003696174535434693,0.0005544261657632887,0.00018480872677173465,0.0,0.0005544261657632887,True,computed
7,32,9.8e-05,1e-08,0.005487802809511777,0.0056843418860808015,0.00019653907656902447,0.03581380078532916,0.0009240435902029276,0.0005544261657632887,0.0003696174535434693,0.0003696174535434693,0.0009240435902029276,True,computed
7,32,9.8e-05,5e-08,0.005487802809511777,0.0057553961596568115,0.0002675933501450345,0.048761473295145775,0.004065792076289654,0.002032896038144827,0.0031417482532560825,0.002402513287961483,0.004065792076289654,False,computed
7,32,9.8e-05,1e-07,0.005487802809511777,0.006714628852932947,0.0012268260434211697,0.22355505217767008,0.008131584152579308,0.0029569396283477545,0.007577157579362392,0.0031417482532560825,0.008131584152579308,False,computed
7,32,9.8e-05,5e-07,0.005487802809511777,0.013443468560581096,0.007955665751069319,1.4496996388573036,0.02809092588722706,0.007946775294840336,0.026427647098898888,0.008131584152579308,0.02809092588722706,False,computed
7,32,9.8e-05,1e-06,0.005487802809511777,0.02233946361229755,0.016851660802785773,3.0707482370863435,0.044908519834280014,0.010718906298279762,0.04232119768857956,0.011458140797913074,0.044908519834280014,False,computed
7,33,0.0001,1e-09,0.00784211079007946,0.007105427357601001,0.0007366834324784586,0.09393943189509493,0.0005544261657632887,0.0,0.0,0.0,0.0005544261657632887,True,computed
7,33,0.0001,5e-09,0.00784211079007946,0.007815970093361102,2.6140696718357503e-05,0.003333375084604312,0.0005544261657632887,0.0003696174535434693,0.0003696174535434693,0.0003696174535434693,0.0005544261657632887,True,computed
7,33,0.0001,1e-08,0.00784211079007946,0.007815970093361102,2.6140696718357503e-05,0.003333375084604312,0.0007392349070869386,0.0005544261657632887,0.0007392349070869386,0.0003696174535434693,0.0007392349070869386,True,computed
7,33,0.0001,5e-08,0.00784211079007946,0.008171241461241152,0.0003291306711616926,0.04196965332064095,0.0027721307706087828,0.0016632785554975271,0.0036961743608117104,0.0011088523315265775,0.0036961743608117104,False,computed
7,33,0.0001,1e-07,0.00784211079007946,0.008917311333789257,0.0010752005437097978,0.13710601297165598,0.005729070398956537,0.0029569396283477545,0.006098687648773193,0.0018480871804058552,0.006098687648773193,False,computed
7,33,0.0001,5e-07,0.00784211079007946,0.015354828519775765,0.0075127177296963055,0.9579968876747,0.024394750595092773,0.009425245225429535,0.023840324953198433,0.007761966437101364,0.024394750595092773,False,computed
7,33,0.0001,1e-06,0.00784211079007946,0.024137136733770603,0.016295025943691144,2.077887749852363,0.04379966855049133,0.011642949655652046,0.0399186834692955,0.011458140797913074,0.04379966855049133,False,computed
13,0,1e-06,1e-09,0.07881042984081432,0.07879460972581853,1.582011499579039e-05,0.00020073631152304,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,5e-09,0.07881042984081432,0.0787675480395933,4.288180122102858e-05,0.0005441132767280121,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,1e-08,0.07881042984081432,0.07876338470325095,4.704513756337292e-05,0.0005969405021441616,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,5e-08,0.07881042984081432,0.07874374763350289,6.668220731143037e-05,0.0008461089153570003,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,1e-07,0.07881042984081432,0.07872110081852401,8.932902229030759e-05,0.0011334670102769303,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,5e-07,0.07881042984081432,0.07856418293705758,0.00024624690375674163,0.0031245471475555304,0.0,0.0,0.0,0.0,0.0,True,computed
13,0,1e-06,1e-06,0.07881042984081432,0.07946288071991603,0.000652450879101707,0.008278737730774512,0.0,1.0,0.0,1.0,1.0,False,computed
13,1,5e-06,1e-09,0.4279795102775097,0.4279354648417666,4.4045435743100825e-05,0.00010291482345624668,0.0,0.0,0.0,0.0,0.0,True,computed
13,1,5e-06,5e-09,0.4279795102775097,0.42796877153250534,1.0738745004346129e-05,2.5091726931934034e-05,0.0,0.0,0.0,0.0,0.0,True,computed
13,1,5e-06,1e-08,0.4279795102775097,0.4279798737627516,3.6348524190543685e-07,8.493052428368508e-07,0.0,0.0,0.0,0.0,0.0,True,computed
13,1,5e-06,5e-08,0.4279795102775097,0.4279676613094807,1.1848968028971285e-05,2.7685830149411124e-05,0.0,0.0,0.0,0.0,0.0,True,computed
13,1,5e-06,1e-07,0.4279795102775097,0.4279576693022591,2.1840975250597694e-05,5.103275910670492e-05,0.0,0.0,0.0,0.0,0.0,True,computed
13,1,5e-06,5e-07,0.4279795102775097,0.4279420151576119,3.74951198978124e-05,8.760961447313186e-05,0.0003696174535434693,0.0005544261657632887,0.0005544261657632887,0.00018480872677173465,0.0005544261657632887,True,computed
13,1,5e-06,1e-06,0.4279795102775097,0.42793837917720623,4.113110030345979e-05,9.610530251036934e-05,0.0003696174535434693,0.0011088523315265775,0.0005544261657632887,0.0011088523315265775,0.0011088523315265775,False,computed
13,2,1e-05,1e-09,0.8477876544930041,0.8475442569988445,0.00024339749415958067,0.00028709723817002005,0.0,0.0,0.0,0.0,0.0,True,computed
13,2,1e-05,5e-09,0.8477876544930041,0.8478551194457395,6.746495273546316e-05,7.957765411883557e-05,0.0,0.0,0.0,0.0,0.0,True,computed
13,2,1e-05,1e-08,0.8477876544930041,0.847788506064262,8.515712579537649e-07,1.0044629140807947e-06,0.0,0.0,0.0,0.0,0.0,True,computed
13,2,1e-05,5e-08,0.8477876544930041,0.847797387848459,9.733355454955017e-06,1.14808884080481e-05,0.0,0.00018480872677173465,0.00018480872677173465,0.0,0.00018480872677173465,True,computed
13,2,1e-05,1e-07,0.8477876544930041,0.8477951674024098,7.512909405704704e-06,8.861782034556272e-06,0.00018480872677173465,0.00018480872677173465,0.00018480872677173465,0.0,0.00018480872677173465,True,computed
13,2,1e-05,5e-07,0.8477876544930041,0.8477685220498188,1.9132443185299053e-05,2.256749444734564e-05,0.0009240435902029276,0.0003696174535434693,0.0007392349070869386,0.0003696174535434693,0.0009240435902029276,True,computed
13,2,1e-05,1e-06,0.8477876544930041,0.8477516466598445,3.600783315960143e-05,4.247270288588352e-05,0.0009240435902029276,0.0012936610728502274,0.0009240435902029276,0.0012936610728502274,0.0012936610728502274,False,computed
13,3,1.5e-05,1e-09,1.2407952453941107,1.241673430740775,0.0008781853466643952,0.0007077600836433407,0.0,0.0,0.0,0.0,0.0,True,computed
13,3,1.5e-05,5e-09,1.2407952453941107,1.240785252321075,9.993073035730049e-06,8.05376477128261e-06,0.0,0.0,0.0,0.0,0.0,True,computed
13,3,1.5e-05,1e-08,1.2407952453941107,1.240874070163045,7.882476893428247e-05,6.352762007017972e-05,0.0,0.0,0.0,0.0,0.0,True,computed
13,3,1.5e-05,5e-08,1.2407952453941107,1.240785252321075,9.993073035730049e-06,8.05376477128261e-06,0.0,0.0,0.0,0.0,0.0,True,computed
13,3,1.5e-05,1e-07,1.2407952453941107,1.240803015889469,7.770495358272456e-06,6.262512197009856e-06,0.00018480872677173465,0.00018480872677173465,0.00018480872677173465,0.0005544261657632887,0.0005544261657632887,True,computed
13,3,1.5e-05,5e-07,1.2407952453941107,1.2407870286779143,8.216716196329799e-06,6.622137074453363e-06,0.0005544261657632887,0.0016632785554975271,0.0009240435902029276,0.0027721307706087828,0.0027721307706087828,False,computed
13,3,1.5e-05,1e-06,1.2407952453941107,1.2407772587152976,1.7986678813031176e-05,1.4496089407014219e-05,0.0009240435902029276,0.0036961743608117104,0.0018480871804058552,0.005174644291400909,0.005174644291400909,False,computed
13,4,2e-05,1e-09,1.583916717208922,1.581845765485923,0.0020709517229988705,0.001307487761508175,0.0,0.0,0.0,0.0,0.0,True,computed
13,4,2e-05,5e-09,1.583916717208922,1.5839773936932033,6.067648428143002e-05,3.830787542185317e-05,0.0,0.0,0.0,0.00018480872677173465,0.00018480872677173465,True,computed
13,4,2e-05,1e-08,1.583916717208922,1.5839773936932033,6.067648428143002e-05,3.830787542185317e-05,0.00018480872677173465,0.0,0.0005544261657632887,0.0005544261657632887,0.0005544261657632887,True,computed
13,4,2e-05,5e-08,1.583916717208922,1.5839241029880213,7.385779099422507e-06,4.662984498602465e-06,0.0003696174535434693,0.00018480872677173465,0.0009240435902029276,0.0007392349070869386,0.0009240435902029276,True,computed
13,4,2e-05,1e-07,1.583916717208922,1.5839152212038243,1.4960050975787453e-06,9.444973219393196e-07,0.0009240435902029276,0.0012936610728502274,0.002032896038144827,0.0014784698141738772,0.002032896038144827,False,computed
13,4,2e-05,5e-07,1.583916717208922,1.5838832467807151,3.3470428206783254e-05,2.1131431875889744e-05,0.0027721307706087828,0.008316392078995705,0.005174644291400909,0.008131584152579308,0.008316392078995705,False,computed
13,4,2e-05,1e-06,1.583916717208922,1.5838592659633832,5.7451245538686635e-05,3.627163279135256e-05,0.004805026575922966,0.01404546294361353,0.007946775294840336,0.016263168305158615,0.016263168305158615,False,computed
13,5,2.5e-05,1e-09,1.7816273029893637,1.7816859099184512,5.860692908754572e-05,3.2895167799241796e-05,0.002032896038144827,0.0011088523315265775,0.0012936610728502274,0.0014784698141738772,0.002032896038144827,False,computed
13,5,2.5e-05,5e-09,1.7816273029893637,1.7820411812863313,0.0004138782969675958,0.0002323035217708867,0.0055442615412175655,0.006468305364251137,0.005359453149139881,0.005359453149139881,0.006468305364251137,False,computed
13,5,2.5e-05,1e-08,1.7816273029893637,1.7820411812863313,0.0004138782969675958,0.0002323035217708867,0.008316392078995705,0.01090371422469616,0.008131584152579308,0.008501200936734676,0.01090371422469616,False,computed
