seed,step,Delta,strain,checkpoint,history_source,R_energy_exact_N,Pi_total_kNmm,elastic_energy_kNmm,fracture_energy_kNmm,mechanics_current_energy_kNmm,history_elastic_energy_kNmm,phase_history_total_energy_kNmm,legacy_top_sigma_integral_N,saved_field_legacy_top_sigma_integral_N,bottom_reaction_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,internal_cut_above_element_count,internal_cut_below_element_count,whole_boundary_residual_magnitude_N,alpha_mean,alpha_max,saved_field_alpha_max,alpha0p8_through_crack,alpha0p8_connected_count,alpha0p8_connected_min_x,alpha0p8_connected_max_x,alpha0p8_connected_mean_y,alpha0p8_connected_x_span
7,20,6.7e-05,0.0067,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0020.pt,checkpoint_step_0019_post_history,0.02155911897716578,6.372270888732601e-08,3.903935663629454e-08,2.4683354027388305e-08,3.402877268854354e-08,3.903935663629454e-08,6.372052752112722e-08,0.7002755366573624,0.7002755900550559,-1.1233416716392621,0.4254591035062726,0.6663936277489911,149,154,3.709177509396619,0.11276517808437347,1.001320242881775,1.001320242881775,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,21,6.9e-05,0.0069,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0021.pt,checkpoint_step_0020_post_history,0.018160724721383303,6.375333327923727e-08,3.9022232556362724e-08,2.4731097170160865e-08,3.3745848782018584e-08,3.9022232556362724e-08,6.375136507585921e-08,0.7261492766258516,0.7261497185135061,-1.1249793272959128,0.43858741894963493,0.5924164779558223,149,154,3.9570241043287475,0.1127924844622612,1.0014089345932007,1.0014089345932007,True,162,0.005021084565669298,0.009958948008716106,0.0050986144910164085,0.004937863443046808
7,22,7.1e-05,0.0071,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0022.pt,checkpoint_step_0021_post_history,0.012927607713209,6.377904071541707e-08,3.8992251205627326e-08,2.4786789509789742e-08,3.3320876724474147e-08,3.8992251205627326e-08,6.377730699114181e-08,0.7216845756628077,0.7216868306905438,-1.1186633755810798,0.41795576475710855,0.5297137396610571,149,154,4.21178405183942,0.11283159255981445,1.0014755725860596,1.0014755725860596,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,23,7.3e-05,0.0073,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0023.pt,checkpoint_step_0022_post_history,0.012206141036585905,6.380850692266904e-08,3.896881395348828e-08,2.483969296918076e-08,3.241185098090682e-08,3.896881395348828e-08,6.38064179270259e-08,0.7347222573893782,0.7347203069397402,-1.1296290378474707,0.395855773679211,0.5142560200415774,149,154,4.421209564039235,0.11290537565946579,1.0014830827713013,1.0014830827713013,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,24,7.5e-05,0.007499999999999999,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0024.pt,checkpoint_step_0023_post_history,0.010817904694704339,6.382273198823896e-08,3.897224942761568e-08,2.4850484336980116e-08,3.192428010834192e-08,3.897224942761568e-08,6.382107642366464e-08,0.7544227505774859,0.7544236570216236,-1.1343272366231876,0.42398008652896085,0.5434285883063613,149,154,4.691012654471909,0.1129123643040657,1.0014971494674683,1.0014971494674683,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,25,7.7e-05,0.0077,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0025.pt,checkpoint_step_0024_post_history,0.007698243280174211,6.384767203826414e-08,3.894879085919456e-08,2.4898879402712737e-08,3.1552932711065296e-08,3.894879085919456e-08,6.384598805198038e-08,0.7680484909366865,0.7680470429742193,-1.07999169674373,0.4399784522101795,0.5379141699834513,149,154,4.8258016047292775,0.11298985034227371,1.0015028715133667,1.0015029907226562,True,162,0.005021084565669298,0.009958948008716106,0.0050986144910164085,0.004937863443046808
7,26,8e-05,0.008,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0026.pt,checkpoint_step_0025_post_history,0.01005662306852173,6.386640905020613e-08,3.8945668023870894e-08,2.4920737473621557e-08,3.160937822599408e-08,3.8945668023870894e-08,6.386399320490455e-08,0.7712275739621465,0.7712236651020162,-1.1164001883649035,0.44516009195524797,0.5536744084382818,149,154,5.111670445892622,0.113001249730587,1.001452088356018,1.0014522075653076,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,27,8.3e-05,0.0083,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0027.pt,checkpoint_step_0026_post_history,0.01432634235243313,6.388972195736642e-08,3.895279476751057e-08,2.493692896621269e-08,3.0755078483934994e-08,3.895279476751057e-08,6.388766848886007e-08,0.7906880250428405,0.7906915984136228,-1.1032227728379278,0.4705866958963,0.5442961404925403,149,154,5.304296292868198,0.11297030746936798,1.0014433860778809,1.0014433860778809,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,28,8.6e-05,0.0086,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0028.pt,checkpoint_step_0027_post_history,0.009630437489249744,6.390823159563297e-08,3.8947057134919305e-08,2.4961178013427343e-08,3.0104629900051805e-08,3.8947057134919305e-08,6.390502704789469e-08,0.7836383307179295,0.7836327985446447,-1.1124138478489543,0.4858015763978453,0.45457349205184233,149,154,5.5375951535013295,0.11303874850273132,1.0015439987182617,1.0015439987182617,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,29,8.9e-05,0.0089,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0029.pt,checkpoint_step_0028_post_history,0.010214576832368039,6.393430851403537e-08,3.8949252711972804e-08,2.4985052249348882e-08,2.9798885137211073e-08,3.8949252711972804e-08,6.393034368556982e-08,0.7920138333648773,0.7920156979097943,-1.1066280935960706,0.43383873349217494,0.48524500816549837,149,154,5.819331202936428,0.11309752613306046,1.0015424489974976,1.0015424489974976,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,30,9.2e-05,0.0092,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0030.pt,checkpoint_step_0029_post_history,0.005637240064970683,6.394851936875057e-08,3.8961573523010884e-08,2.4986942293026004e-08,2.982083913138922e-08,3.8961573523010884e-08,6.3945329031867e-08,0.7919954962911475,0.7920017163011058,-1.0844541296649155,0.4932780463401472,0.4645256655544675,149,154,6.009255425361458,0.11307040601968765,1.0015400648117065,1.001540184020996,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,31,9.5e-05,0.0095,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0031.pt,checkpoint_step_0030_post_history,0.0075711113822762854,6.397635843313765e-08,3.896970213190798e-08,2.5006656301229668e-08,2.9287395619803647e-08,3.896970213190798e-08,6.397338836450217e-08,0.7958750178318326,0.7958803769827807,-1.1094444099080805,0.40005986073965355,0.4278969559829134,149,154,6.348467854497893,0.11307673901319504,1.0016489028930664,1.0016489028930664,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,32,9.8e-05,0.0098,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0032.pt,checkpoint_step_0031_post_history,0.005487802809511777,6.399339724794118e-08,3.897945077824261e-08,2.5013946469698567e-08,2.894404715902965e-08,3.897945077824261e-08,6.399064034212643e-08,0.7773006457540883,0.7773010326264428,-1.090382838797555,0.4059454105124869,0.4356454761623413,149,154,6.6702671108649065,0.11311930418014526,1.0016355514526367,1.0016355514526367,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
7,33,0.0001,0.01,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed7_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0033.pt,checkpoint_step_0032_post_history,0.00784211079007946,6.400948393547878e-08,3.898579237215927e-08,2.5023689786962677e-08,2.8975158272714907e-08,3.898579237215927e-08,6.40065991319716e-08,0.7899191416840626,0.7899184746855936,-1.1025048585562636,0.39065278890249855,0.44692571853037294,149,154,6.903650986045457,0.11311120539903641,1.001680850982666,1.001680850982666,True,163,0.005021084565669298,0.009958948008716106,0.0050975042880952726,0.004937863443046808
13,0,1e-06,9.999999999999999e-05,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0000.pt,zero_initial_history,0.07881042984081432,3.6016804122462887e-11,3.601073259029697e-11,6.0721504999703205e-15,3.601073259029697e-11,3.601073259029697e-11,3.588663394227254e-11,0.037442241874484535,0.03744230257884912,-0.05311686193419933,0.044218994454087474,0.04838995681460435,145,155,0.027016269660728398,-8.283311035484076e-05,4.786745921592228e-05,4.77669236715883e-05,False,0,,,,0.0
13,1,5e-06,0.0005,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0001.pt,checkpoint_step_0000_post_history,0.4279795102775097,1.050086129161798e-09,1.0491032487180973e-09,9.82881311062389e-13,1.0491032487180973e-09,1.0491032487180973e-09,1.0488502288907853e-09,0.19163616324297192,0.1916362712645624,-0.268637139625194,0.2314215633858605,0.252156258457008,145,155,0.13265798970101722,0.0001964668626897037,0.003491431474685669,0.0034914712887257338,False,0,,,,0.0
13,2,1e-05,0.001,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0002.pt,checkpoint_step_0001_post_history,0.8477876544930041,4.242748374849725e-09,4.196665237543584e-09,4.6083095672777574e-11,4.196664793454374e-09,4.196665237543584e-09,4.2395633670366806e-09,0.3747238116052988,0.374724307657355,-0.5233995804127435,0.4478271992773866,0.4888219992173729,145,155,0.3118825758355458,0.005864616017788649,0.05623248219490051,0.05623231455683708,False,0,,,,0.0
13,3,1.5e-05,0.0015,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0003.pt,checkpoint_step_0002_post_history,1.2407952453941107,9.477263418489201e-09,9.243446896789465e-09,2.338169657889466e-10,9.243445120432625e-09,9.243446896789465e-09,9.47122558159208e-09,0.5270649606710509,0.5270640479271921,-0.7534159373215125,0.6356660376104307,0.7037330038659797,145,155,0.4371304859606111,0.013378887437283993,0.13607583940029144,0.13607586920261383,False,0,,,,0.0
13,4,2e-05,0.002,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0004.pt,checkpoint_step_0003_post_history,1.583916717208922,1.6555814497110077e-08,1.5759530569425806e-08,7.962839831954227e-10,1.5759500371359536e-08,1.5759530569425806e-08,1.6546231051961513e-08,0.637584225153772,0.6375848130513062,-0.9408712267149891,0.778530767432385,0.8711976821997702,145,155,0.5380926524895979,0.02421794831752777,0.37072765827178955,0.3707275390625,False,0,,,,0.0
13,5,2.5e-05,0.0025,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0005.pt,checkpoint_step_0004_post_history,1.7816273029893637,2.5037294903995644e-08,2.2577253844247025e-08,2.4600419479270386e-09,2.2561161827638898e-08,2.2577253844247025e-08,2.5026746897083285e-08,0.6888967609873091,0.6888980877150641,-1.0550813200033837,0.8605991975030077,0.9822416879963375,144,152,0.5259963810093452,0.039073970168828964,0.8895771503448486,0.8895773887634277,False,6,0.005021084565669298,0.005142071284353733,0.004987170298894246,0.00012098671868443489
13,6,3e-05,0.003,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0006.pt,checkpoint_step_0005_post_history,1.8477900885045528,3.414425009395927e-08,2.9119821221001985e-08,5.024429317046497e-09,2.903829532385771e-08,2.9119821221001985e-08,3.413626359360933e-08,0.6947862667568702,0.6947876467664138,-1.119141004073881,0.9003227839974065,1.0449446907657856,145,152,0.4655353177182347,0.05448178946971893,0.9902418255805969,0.9902421236038208,False,21,0.005021084565669298,0.005522225517779589,0.00499544372516019,0.0005011409521102905
13,7,3.5e-05,0.0034999999999999996,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0007.pt,checkpoint_step_0006_post_history,1.738204387947917,4.314997781307284e-08,3.460058550786016e-08,8.549392305212677e-09,3.4329744380556804e-08,3.460058550786016e-08,4.314535217986304e-08,0.6859504755244915,0.6859508832276519,-1.1373983937797396,0.8656144133232562,1.0415057521730287,146,151,0.5177317672390405,0.07005010545253754,1.000504970550537,1.000504970550537,False,39,0.005021084565669298,0.0060655237175524235,0.004990295924914953,0.0010444391518831253
13,8,4e-05,0.004,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0008.pt,checkpoint_step_0007_post_history,1.4651684323325753,5.123431279230317e-08,3.851515018027385e-08,1.2719163500207742e-08,3.788893465639376e-08,3.851515018027385e-08,5.123087376546209e-08,0.6858128828986199,0.685814094410136,-1.135994525917511,0.8250393613170383,0.9838457554528494,146,152,0.8372084599718346,0.08510706573724747,1.0009403228759766,1.0009403228759766,False,56,0.005021084565669298,0.00677458057180047,0.00498333153414673,0.0017534960061311722
13,9,4.5e-05,0.0045000000000000005,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0009.pt,checkpoint_step_0008_post_history,0.9582097409293056,5.7497274497109174e-08,4.003060638524403e-08,1.7466666335508307e-08,3.8812089542261674e-08,4.003060638524403e-08,5.749421561063173e-08,0.7361550020105776,0.7361579979257612,-1.1425743393837047,0.7498481026382631,0.8670827430565613,146,153,1.2445265472697635,0.09912998229265213,1.0012127161026,1.0012128353118896,False,85,0.005021084565669298,0.007879563607275486,0.0049645011422826965,0.002858479041606188
13,10,4.7e-05,0.004699999999999999,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0010.pt,checkpoint_step_0009_post_history,0.7826319779269397,5.922412427139534e-08,4.023981858836123e-08,1.898430568303411e-08,3.8864300222485326e-08,4.023981858836123e-08,5.922187895635034e-08,0.7570219453425842,0.7570225609060944,-1.1396606721659153,0.7000457053366538,0.8377709453311352,146,153,1.4162887022570443,0.10308471322059631,1.0012216567993164,1.0012216567993164,False,105,0.005021084565669298,0.008567948825657368,0.004946226262975307,0.0035468642599880695
13,11,4.9e-05,0.0049,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0011.pt,checkpoint_step_0010_post_history,0.593646545894444,6.058727564095534e-08,4.023647903750316e-08,2.035079660345218e-08,3.873864429237983e-08,4.023647903750316e-08,6.058512269646599e-08,0.7596221226932346,0.7596229805484553,-1.1422001698809487,0.6626470156666572,0.8217287791928681,145,151,1.6672649579442187,0.10629980266094208,1.0012873411178589,1.0012873411178589,False,113,0.005021084565669298,0.008782777935266495,0.004935644039538055,0.0037616933695971966
13,12,5.1e-05,0.0050999999999999995,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0012.pt,checkpoint_step_0011_post_history,0.40310126496478915,6.160902898955101e-08,4.0028684367143796e-08,2.158034106969353e-08,3.8067422991616695e-08,4.0028684367143796e-08,6.160684762335222e-08,0.7773957107567939,0.7773960692541569,-1.1381281633726241,0.6657423294181468,0.7951311780081053,143,150,1.8215483941224542,0.10855136811733246,1.001416802406311,1.001416802406311,False,122,0.005021084565669298,0.009062402881681919,0.004930790422148392,0.004041318316012621
13,13,5.3e-05,0.0053,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0013.pt,checkpoint_step_0012_post_history,0.22510244161821902,6.229090132592319e-08,3.965701722563608e-08,2.2633885876643944e-08,3.712152718549078e-08,3.965701722563608e-08,6.228857785117725e-08,0.7797367818428649,0.7797359786197644,-1.1384655306182512,0.6502991485290078,0.7810932649093566,145,151,2.004274468705882,0.11012300848960876,1.0014091730117798,1.0014092922210693,False,135,0.005021084565669298,0.009469223208725452,0.004923415318545368,0.004448138643056154
13,14,5.5e-05,0.0055,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0014.pt,checkpoint_step_0013_post_history,0.13405502249952406,6.266732555104682e-08,3.937041270773989e-08,2.329690929059325e-08,3.6600077635284833e-08,3.937041270773989e-08,6.266534313681404e-08,0.7813672506594183,0.7813714869508857,-1.136394445131735,0.6569949598328645,0.7507389681580857,146,151,2.3012909258079923,0.11103277653455734,1.0014535188674927,1.0014535188674927,True,144,0.005021084565669298,0.009920806623995304,0.004914662684313953,0.004899722058326006
13,15,5.7e-05,0.0057,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_checkpointed_D0020_seed13_history_default_unitbox\best_models\step_checkpoints\checkpoint_mixedH_TM_step_0015.pt,checkpoint_step_0014_post_history,0.07404191273963079,6.28944221148231e-08,3.9179056443572335e-08,2.3715365671250765e-08,3.587296149021313e-08,3.9179056443572335e-08,6.289211995635924e-08,0.7718744116551054,0.7718715268457221,-1.139103846991885,0.6114664726549944,0.6948945237341749,146,151,2.5485576966693344,0.1115926131606102,1.0014610290527344,1.0014610290527344,True,150,0.005021084565669298,0.009958966635167599,0.004913646538431446,0.0049378820694983006
