seed,checkpoint_count,first_through_step,first_through_Delta,exact_peak_abs_N,exact_final_abs_N,exact_post_peak_drop_percent,legacy_peak_abs_N,legacy_final_abs_N,legacy_post_peak_drop_percent,bottom_peak_abs_N,bottom_final_abs_N,bottom_post_peak_drop_percent,fd_computed_count,fd_branch_stable_count,fd_rel_error_p95,fd_rel_error_p95_all,fd_rel_error_p95_branch_stable,fd_abs_error_p95_branch_stable_N,fd_rel_error_max,fd_rel_error_max_branch_stable,exact_final_vs_legacy_final_abs_ratio
7,34,14,5.5e-05,1.8339642556384206,0.00784211079007946,99.57239565787778,0.7958750178318326,0.7899191416840626,0.7483431461381043,1.1435436726918995,1.1025048585562636,3.5887404316645504,238,58,0.3023316901210715,3.952368500825409,0.3023316901210715,0.00309730880871939,6.325495785685366,0.4503679632589012,0.009927738645958783
13,34,14,5.5e-05,1.8477900885045528,0.009264996151614469,99.49859044004762,0.9588290965451763,0.9588290965451763,0.0,1.1425743393837047,1.0400941465225855,8.969236340140124,238,60,0.33865418377479806,3.441707682576381,0.33865418377479806,0.002080871354337431,6.86031886012715,0.5742879533369966,0.009662823317521151
42,34,14,5.5e-05,1.8282063538208604,0.008283552233478986,99.5469027762557,0.9163707668152237,0.866391686779654,5.45402383461753,1.1455947137909144,1.0249873177533961,10.527928820342883,238,63,0.31397074649368617,3.30312170676658,0.31397074649368617,0.0023174290618044324,6.113299884571069,0.39646032575460044,0.0095609784349024
