seed,pre_through_step_count,pre_through_exact_legacy_ratio_median,pre_through_exact_legacy_ratio_min,pre_through_exact_legacy_ratio_max,pre_through_exact_bottom_ratio_median,pre_through_exact_bottom_ratio_min,pre_through_exact_bottom_ratio_max,exact_post_peak_drop_percent,legacy_post_peak_drop_percent,final_exact_legacy_abs_ratio,fd_p95_branch_stable_rel,fd_p95_branch_stable_abs_N,exact_collapse_after_through,pre_through_exact_legacy_close,fd_branch_stable_abs_small
7,14,2.1620307897357645,0.37447148747033615,2.6439108949213646,1.5018802906406,0.23535527040502385,1.6888026221642407,99.57239565787778,0.7483431461381043,0.009927738645958783,0.3023316901210715,0.00309730880871939,True,False,True
13,14,2.1848443882591146,0.2886902950585476,2.6595086531138343,1.505973003912881,0.1977244242923856,1.688616099262993,99.49859044004762,0.0,0.009662823317521151,0.33865418377479806,0.002080871354337431,True,False,True
42,14,2.1745282540287736,0.3898956177479363,2.586702116852088,1.49515986576334,0.25454757933503813,1.6891429727315634,99.5469027762557,5.45402383461753,0.0095609784349024,0.31397074649368617,0.0023174290618044324,True,False,True
