run_id,schedule_name,seed,step_count,run_completed,continued_from_S0050,training_settings,energy_reaction_computable,checkpoint_count,field_npz_count,final_Delta_s,final_engineering_shear_strain,peak_nominal_shear_stress_MPa,peak_step,peak_engineering_shear_strain,final_nominal_shear_stress_MPa,post_peak_drop_MPa,post_peak_drop_percent,final_alpha_max,alpha_max_location,final_HII_over_HI_peak_ratio,final_mechanics_drive_max_location,drive_location_classification,final_top_v_absmax_over_Delta_s,classification,first_alpha_ge_0p3_notch_connected_step,first_alpha_ge_0p5_notch_connected_step,first_alpha_ge_0p8_notch_connected_step,first_alpha_ge_0p95_notch_connected_step,first_alpha_ge_0p3_right_boundary_step,first_alpha_ge_0p5_right_boundary_step,first_alpha_ge_0p8_right_boundary_step,first_alpha_ge_0p95_right_boundary_step,final_alpha_ge_0p3_x_span,final_alpha_ge_0p5_x_span,final_alpha_ge_0p8_x_span,final_alpha_ge_0p95_x_span,final_alpha_ge_0p3_reaches_right_boundary,final_alpha_ge_0p5_reaches_right_boundary,final_alpha_ge_0p8_reaches_right_boundary,final_alpha_ge_0p95_reaches_right_boundary
seed23_S0070_shear,load_schedules/load_schedule_S0070_shear.csv,23,43,True,False,"RPROP=300, LBFGS=1",True,43,43,0.0001,0.01,29.964742134325206,24,0.006,23.070974566508085,6.893767567817122,23.006263617800915,1.0009106397628784,"(0.005083784, 0.0049602254)",0.627436529888953,"(0.005083784, 0.0049602254)",notch-dominated,1.135311540565,shear extension shows propagating crack,20,22,25,28,,,,,0.0014376137405633926,0.0011669909581542015,0.0008958587422966957,0.0004638279788196087,False,False,False,False
