case_id,loss_kind,epoch,checkpoint,loss,disp_rel,strain_rel,energy_log10,elastic_energy,energy_mode,lambda_u,lambda_eps,lambda_trust_u,lambda_trust_eps
global_strain_anchor_lamEps_1e-08,continuation,270,continuation,1.1664896959473481e-07,0.9994058012962341,1.000030755996704,-10.366036415100098,4.304906778274109e-11,normalized,0.0,1e-08,0.0,0.0
global_strain_anchor_lamEps_1e-08,continuation,300,continuation,1.1640544528290775e-07,0.9993975758552551,1.0000261068344116,-10.367903709411621,4.2864344018678224e-11,normalized,0.0,1e-08,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,1,continuation,1.0,4.318140506744385,582.1016235351562,-0.847511887550354,0.14206533133983612,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,30,continuation,9.527785550744738e-06,0.9997828006744385,1.0003923177719116,-8.61862564086914,2.406437937807482e-09,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,60,continuation,2.575837925178348e-07,0.9993231296539307,0.9999973773956299,-10.197572708129883,6.344946790193262e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,90,continuation,2.5605896780689363e-07,0.9993264675140381,1.0000050067901611,-10.20130443572998,6.290661047625434e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,120,continuation,2.5411355863980134e-07,0.999320387840271,1.0000039339065552,-10.207369804382324,6.203405844562582e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,150,continuation,2.2171738578435907e-07,0.9993596076965332,0.9999987483024597,-10.312811851501465,4.8661810692074425e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,180,continuation,2.043175726385016e-07,0.9993925094604492,1.0000176429748535,-10.375716209411621,4.2100226083086056e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,210,continuation,1.9830275732601876e-07,0.9993993043899536,1.0000176429748535,-10.400300025939941,3.9783246141844586e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,240,continuation,1.959682265351148e-07,0.9994033575057983,1.0000205039978027,-10.31351089477539,4.858359547998958e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,270,continuation,1.9540178186616686e-07,0.9994017481803894,1.0000191926956177,-10.41478157043457,3.847854673777462e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-07,continuation,300,continuation,1.9454598998436268e-07,0.9993950724601746,1.000016689300537,-10.419331550598145,3.8077534181280015e-11,normalized,0.0,1e-07,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,1,continuation,1.0,4.318140506744385,582.1016235351562,-0.847511887550354,0.14206533133983612,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,30,continuation,7.53056201574509e-06,0.9991874694824219,1.0002681016921997,-8.881739616394043,1.312988384682967e-09,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,60,continuation,1.1577888017200166e-06,0.9993269443511963,0.9999955892562866,-10.196956634521484,6.35394584169724e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,90,continuation,1.15540001388581e-06,0.9993191361427307,1.000001072883606,-10.203365325927734,6.260875151653522e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,120,continuation,1.1480109378680936e-06,0.9993412494659424,1.0000109672546387,-10.22571086883545,5.94689089639111e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,150,continuation,1.1446065855125198e-06,0.9993447661399841,1.0000114440917969,-10.235515594482422,5.814125916825397e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,180,continuation,1.1428393236201373e-06,0.9993604421615601,1.0000122785568237,-10.239965438842773,5.754855619821697e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,210,continuation,1.1412926141929347e-06,0.9993526339530945,1.0000088214874268,-10.244810104370117,5.691021959242093e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,240,continuation,1.1389987548682257e-06,0.9993622899055481,1.0000050067901611,-10.252187728881836,5.5951646094065666e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-06,continuation,270,continuation,1.1372853805369232e-06,0.9993611574172974,1.0000098943710327,-10.257168769836426,5.531351418563979e-11,normalized,0.0,1e-06,0.0,0.0
