case,seed,step,Delta,reaction_total_undegraded_N,reaction_degraded_effective_N,reaction_positive_undegraded_N,reaction_negative_non_degraded_N,reaction_degraded_positive_contribution_N,reaction_residual_stiffness_positive_contribution_N,reaction_shear_abs_top_boundary_N,positive_fraction_of_total,negative_fraction_of_effective,degraded_positive_fraction_of_effective,residual_fraction_of_effective
D0040_seed13_default_unitbox,13,49,0.000155,1.3901662446528358,0.9199237207655689,2.5744257990762547,-1.1842595533205373,2.104183278379879,2.574425799076255e-08,0.026441902573790997,1.8518834052967257,-1.287345381565969,2.2873453862335005,2.7985209435993176e-08
D0040_seed13_default_unitbox,13,50,0.00016,1.405493509494057,0.9352309835691617,2.5487051839397488,-1.1432116746907766,2.0784426526856117,2.5487051839397486e-08,0.055090068093044835,1.8133880851980737,-1.2223843037448239,2.22238429778445,2.7252146568252228e-08
D0040_seed13_default_unitbox,13,51,0.00017,1.4891155340296158,1.0131171902657272,2.5878412543922216,-1.098725720117521,2.1118429204844555,2.5878412543922218e-08,0.056736972494552826,1.7378377938140253,-1.0845001256264735,2.084500135596897,2.5543355489935626e-08
D0040_seed13_default_unitbox,13,52,0.00018,1.4387666752181096,0.9566408028190225,2.6038199435076907,-1.1650532682895807,2.121694076710658,2.6038199435076907e-08,0.10606481775964832,1.8097583078319248,-1.2178586412542824,2.2178586471102473,2.721836593039699e-08
D0040_seed13_default_unitbox,13,53,0.00019,1.4216479899205823,0.9422159845210583,2.600797240961836,-1.1791492510412536,2.121365246728271,2.6007972409618362e-08,0.11342468230128794,1.8294242030385628,-1.2514638579822353,2.251463869832978,2.760298364375402e-08
D0040_seed13_default_unitbox,13,54,0.0002,1.413320482165178,0.9429994539576544,2.536255572824102,-1.1229350916392637,2.0659345537612244,2.536255572824102e-08,0.06098745433923551,1.7945367698475654,-1.1908120274369633,2.190812036094769,2.6895620799988217e-08
D0040_seed42_default_unitbox,42,0,1e-06,0.03722428585185851,0.037233147324741575,0.0844106894437145,-0.04718640393267684,0.0844195509244941,8.441068944371452e-10,0.0007845235995306378,2.2676241467638554,-1.267322461921485,2.267322452979874,2.267084453202356e-08
D0040_seed42_default_unitbox,42,1,5e-06,0.19585386129285778,0.19414997318305216,0.4575312027402294,-0.26167734267279635,0.45582731595139014,4.575312027402293e-09,0.004140121529934507,2.336084669048668,-1.3478103467265317,2.347810347218634,2.3565864843506885e-08
D0040_seed42_default_unitbox,42,2,1e-05,0.3898807312417891,0.3753547097416303,0.9225708267162324,-0.5326900932533607,0.9080448053863154,9.225708267162325e-09,0.006645503512161176,2.3662898747978627,-1.4191645380446398,2.419164544415479,2.4578639957688824e-08
D0040_seed42_default_unitbox,42,3,1.5e-05,0.5796367894740662,0.5313722341460729,1.3791352914519086,-0.7994985113523366,1.3308707274920202,1.3791352914519087e-08,0.011120329382693665,2.3793094511879898,-1.5045921859977283,2.504592152111145,2.595422197150007e-08
D0040_seed42_default_unitbox,42,4,2e-05,0.7521098461493525,0.6396984170346768,1.8202204199814458,-1.0681105762829441,1.707809002669035,1.820220419981446e-08,0.01432855288373792,2.4201523611219815,-1.6697095816403185,2.6697095962587913,2.8454352418426812e-08
D0040_seed42_default_unitbox,42,5,2.5e-05,0.888377336279421,0.691014650322044,2.1613543126188057,-1.2729769818537924,1.9639916271649303,2.161354312618806e-08,0.015667141052714956,2.432923741245686,-1.8421852290114655,2.842185221759946,3.127798103284087e-08
D0040_seed42_default_unitbox,42,6,3e-05,1.0122457521334476,0.7109322411737511,2.4459527745826164,-1.4337070233069575,2.144639257343206,2.4459527745826165e-08,0.018505277618480993,2.416362597153343,-2.0166577632488623,3.016657753209224,3.440486494949704e-08
D0040_seed42_default_unitbox,42,7,3.5e-05,1.106767079658998,0.6984669667797315,2.6602809848508686,-1.5535139141374716,2.25198087651815,2.6602809848508686e-08,0.021066447428366043,2.4036502654836087,-2.2241766440293054,3.224176637731151,3.8087427342713755e-08
D0040_seed42_default_unitbox,42,8,4e-05,1.1691916227000738,0.6793973173622648,2.784997450294924,-1.6158058296167865,2.2952031403465862,2.7849974502949238e-08,0.016079877437610766,2.381985464335938,-2.3782929198044136,3.378292910042136,4.0992176140871066e-08
D0040_seed42_default_unitbox,42,9,4.5e-05,1.2420885399390293,0.7301679191028241,2.824167907282801,-1.5820793668229658,2.312247275170489,2.8241679072828005e-08,0.018241549183837226,2.2737251141705497,-2.166733603917996,3.166733589188095,3.8678334577516465e-08
D0040_seed42_default_unitbox,42,10,4.7e-05,1.2522275396287872,0.737795778358166,2.8186551040935877,-1.5664275400788585,2.3042233327676023,2.8186551040935877e-08,0.023238802778703386,2.2509128851527698,-2.123118057905761,3.123118077329263,3.820373044646591e-08
D0040_seed42_default_unitbox,42,11,4.9e-05,1.2486105431277752,0.7338106276535717,2.816360967519409,-1.5677504253719665,2.3015610499596257,2.816360967519409e-08,0.023306030175637756,2.255596016724648,-2.136450967445096,3.1364509632670257,3.8379942472691995e-08
D0040_seed42_default_unitbox,42,12,5.1e-05,1.2438939785973755,0.7273923672859635,2.8064823553450773,-1.5625883864285512,2.289980741801335,2.8064823553450775e-08,0.019943497505884398,2.2562070430710572,-2.1482056407312324,3.1482056243533045,3.8582785324192864e-08
D0040_seed42_default_unitbox,42,13,5.3e-05,1.2604059892166084,0.7479105092814754,2.812015083510039,-1.5516090854703783,2.299519609644957,2.812015083510039e-08,0.02482128892261496,2.2310391314927154,-2.0745919013238945,3.0745919212368427,3.7598282797383986e-08
D0040_seed42_default_unitbox,42,14,5.5e-05,1.266064271063245,0.7530319747592927,2.7968936850156716,-1.5308294144425962,2.2838613858110137,2.796893685015672e-08,0.04125154477569027,2.209124567322977,-2.0328876671298413,3.0328876626268784,3.7141765273774744e-08
D0040_seed42_default_unitbox,42,15,5.7e-05,1.2598557239082455,0.7465255626898748,2.7968270343373067,-1.5369713025863416,2.2834968668144704,2.7968270343373074e-08,0.06509073516753436,2.2199581914516093,-2.0588327840353373,3.058832786095888,3.74645849267345e-08
D0040_seed42_default_unitbox,42,16,5.9e-05,1.2551363511905085,0.7416439638359882,2.790619661631525,-1.535483313933483,2.2771272819786463,2.790619661631525e-08,0.07016460731524467,2.223359764048421,-2.0703779560094273,3.0703779616848936,3.762748431467933e-08
D0040_seed42_default_unitbox,42,17,6.1e-05,1.2788998312065025,0.7641109282126209,2.7863809882708175,-1.5074811575544844,2.271592077296585,2.7863809882708178e-08,0.05661860051072949,2.178732782881182,-1.97285642947252,2.972856418387061,3.6465660748873384e-08
D0040_seed42_default_unitbox,42,18,6.3e-05,1.2985984405802347,0.7853173446340777,2.790882150056044,-1.492283709353267,2.277601048602899,2.790882150056044e-08,0.05100293800300082,2.149149469799943,-1.9002301675236828,2.9002301606672876,3.5538272128148e-08
D0040_seed42_default_unitbox,42,19,6.5e-05,1.2789937760683077,0.7671042999385373,2.772223133415621,-1.4932293496271436,2.2603336600884756,2.7722231334156214e-08,0.05645504411212272,2.1675032242436525,-1.9465792979478613,2.946579311665415,3.613880320626204e-08
D0040_seed42_default_unitbox,42,20,6.7e-05,1.2683926099520242,0.7590694600501503,2.7578524497872206,-1.4894598410606206,2.248529304049844,2.7578524497872198e-08,0.050059218918320623,2.1742892761662604,-1.962218109739542,2.9622181136114842,3.6332016961992036e-08
D0040_seed42_default_unitbox,42,21,6.9e-05,1.2710742152270467,0.7605201510278218,2.764991745528849,-1.4939175464773975,2.2544376891062985,2.7649917455288497e-08,0.05507452124527105,2.1753188857150643,-1.9643365720926784,2.9643365610490253,3.6356587551191646e-08
D0040_seed42_default_unitbox,42,22,7.1e-05,1.356138274730248,0.8463920116372793,2.753445574565246,-1.3973072989159299,2.2436993129334057,2.753445574565246e-08,0.042473080252539076,2.0303575423479137,-1.6508984958553046,2.650898498667473,3.25315638227601e-08
D0040_seed42_default_unitbox,42,23,7.3e-05,1.3347093141398312,0.827602428678626,2.7392234089968377,-1.40451409755294,2.2321165106268666,2.7392234089968372e-08,0.04283788153368373,2.052299613090032,-1.697087936046089,2.69708791719078,3.3098300754993685e-08
D0040_seed42_default_unitbox,42,24,7.5e-05,1.3722301142135296,0.863983230613214,2.7605294919731356,-1.3882993769018093,2.2522826042592614,2.7605294919731356e-08,0.0572221100794047,2.0117103271380152,-1.606859170074934,2.606859166306618,3.195119296486627e-08
D0040_seed42_default_unitbox,42,25,7.7e-05,1.3615803217973015,0.856482185275493,2.731668289083747,-1.3700879687569547,2.226570151101041,2.7316682890837468e-08,0.05932834370063147,2.0062483610793627,-1.5996689625438703,2.599668959121258,3.189404678866832e-08
D0040_seed42_default_unitbox,42,26,8e-05,1.341803377781978,0.8340883286122648,2.6987854122172323,-1.3569820421554244,2.1910703502053517,2.6987854122172326e-08,0.056067675717148324,2.011312131795619,-1.6269044843405698,2.6269044596880997,3.2356110493805905e-08
D0040_seed42_default_unitbox,42,27,8.3e-05,1.3524682998041286,0.85456567239304,2.7015451879609467,-1.3490768890146152,2.2036425547737784,2.7015451879609466e-08,0.06497161776474084,1.9974924279942075,-1.5786696477484234,2.5786696399855598,3.1613078728002383e-08
D0040_seed42_default_unitbox,42,28,8.6e-05,1.358127220035984,0.8552665016318165,2.711406809220537,-1.3532795907776047,2.20854610396337,2.7114068092205375e-08,0.0684826114089204,1.9964306503986404,-1.5822899507879682,2.5822899642971477,3.170247874840503e-08
D0040_seed42_default_unitbox,42,29,8.9e-05,1.3456921883637647,0.8505725868827634,2.6135341436129647,-1.267841953901233,2.1184145355924042,2.613534143612965e-08,0.08993628111864665,1.9421485583495708,-1.4905746710550678,2.4905746649514238,3.072676199442571e-08
D0040_seed42_default_unitbox,42,30,9.2e-05,1.317348086995881,0.8339823441650782,2.5767909639993256,-1.2594428774936146,2.093425214106741,2.576790963999326e-08,0.07990846041032704,1.9560441081867095,-1.5101553243965569,2.510155315341267,3.089742824926371e-08
D0040_seed42_default_unitbox,42,31,9.5e-05,1.3969197438540466,0.8968547281035888,2.707675803327877,-1.3107560610668818,2.207610785339453,2.707675803327877e-08,0.05006600958082151,1.9383188012344261,-1.4615032066993647,2.46150320242775,3.019079588344584e-08
D0040_seed42_default_unitbox,42,32,9.8e-05,1.4246264044708323,0.9163715271885303,2.7487168055325997,-1.3240904006941399,2.240461917320435,2.7487168055326002e-08,0.042928753750171314,1.929429917139288,-1.4449274790941067,2.4449274675679575,2.9995659227494646e-08
D0040_seed42_default_unitbox,42,33,0.0001,1.3686089713111047,0.8663928437020305,2.66690298675064,-1.298294015010637,2.1646868667072168,2.6669029867506407e-08,0.029852715403132682,1.9486230491356427,-1.4985050078012254,2.4985050170286205,3.078168299907889e-08
D0040_seed42_default_unitbox,42,34,0.000102,1.3582222299141213,0.8696548150363428,2.580110078363034,-1.2218878485714548,2.0915426619111046,2.580110078363034e-08,0.03936072231844025,1.8996229199739805,-1.40502625575688,2.405026253805884,2.966820896927031e-08
D0040_seed42_default_unitbox,42,35,0.000104,1.3091165456575546,0.8313150135144525,2.5798881515402856,-1.2707716052700189,2.102086629816799,2.5798881515402856e-08,0.04361076577045122,1.9707093001749791,-1.5286282391289043,2.5286282523998396,3.103382123021689e-08
D0040_seed42_default_unitbox,42,36,0.000106,1.3313957530881475,0.8662040680427696,2.5150224164954285,-1.1836266627332976,2.049830728831303,2.515022416495429e-08,0.05387277321465581,1.8890118964717149,-1.3664524404829452,2.366452438237788,2.903498735786643e-08
D0040_seed42_default_unitbox,42,37,0.000108,1.3133259681903091,0.8615462822579516,2.513276576639383,-1.1999506083878029,2.0614968796685935,2.5132765766393828e-08,0.06790788195955966,1.9136730998341105,-1.3927871701134347,2.392787157372203,2.9171695454973762e-08
D0040_seed42_default_unitbox,42,38,0.00011,1.4340356603070024,0.9434447999205453,2.643146369723924,-1.2091107095394638,2.1525555065283664,2.643146369723924e-08,0.08526514695897289,1.8431524702517315,-1.2815913656435354,2.281591362536154,2.8015909038308585e-08
D0040_seed42_default_unitbox,42,39,0.000112,1.4120054903933696,0.9324985525912357,2.5672387004991513,-1.1552332090948065,2.087731793399404,2.567238700499151e-08,0.06933157246717601,1.818150650238581,-1.2388579112371099,2.2388579452461297,2.7530752657634525e-08
D0040_seed42_default_unitbox,42,40,0.000115,1.3690355802146854,0.907407895578066,2.4530669830629344,-1.0840314041962156,1.9914393017760177,2.4530669830629344e-08,0.06895364150174471,1.7918212050254065,-1.1946462109034561,2.1946462131094497,2.7033784861439886e-08
D0040_seed42_default_unitbox,42,41,0.000118,1.4641316096424422,0.9758415466697542,2.6503423278983846,-1.1862107181333998,2.1620522701876905,2.6503423278983845e-08,0.06984786440819096,1.8101803898254945,-1.2155771827727264,2.2155771882905655,2.7159556148671723e-08
D0040_seed42_default_unitbox,42,42,0.00012,1.4610255043713591,0.9877077459055998,2.604588242965472,-1.1435627394519097,2.1312704887605496,2.6045882429654715e-08,0.05243955761268771,1.7827123723525673,-1.15779464542258,2.157794648867972,2.637002953315307e-08
D0040_seed42_default_unitbox,42,43,0.000125,1.4532223801968862,0.9792608219213934,2.615672179044368,-1.1624497995827363,2.141710625208923,2.6156721790443676e-08,0.05609376628126023,1.7999118474145646,-1.1870686272344793,2.187068631017734,2.671067932557738e-08
D0040_seed42_default_unitbox,42,44,0.00013,1.4052012156201905,0.9397857614345291,2.5348297535537987,-1.1296285389139475,2.069414296992927,2.5348297535537986e-08,0.06934822751045681,1.8038909484112868,-1.2020064415422025,2.202006437971655,2.6972421349356542e-08
D0040_seed42_default_unitbox,42,45,0.000135,1.3383431678461648,0.8728852759644649,2.49636692744585,-1.158023760089855,2.030909037686375,2.49636692744585e-08,0.0409476771427708,1.8652666875143293,-1.326662039075337,2.326662040945062,2.8599026655451077e-08
D0040_seed42_default_unitbox,42,46,0.00014,1.4063391399902372,0.9326309784866685,2.5423338501574313,-1.1359947099221088,2.0686257006848594,2.5423338501574312e-08,0.06554755944495895,1.8077672574590224,-1.2180538027649779,2.2180538159278282,2.725980488319982e-08
D0040_seed42_default_unitbox,42,47,0.000145,1.4301354973967004,0.9631068291307197,2.5521814367457294,-1.1220459386137744,2.0851527775217207,2.5521814367457297e-08,0.051052802477584244,1.7845731690399322,-1.1650274971329089,2.165027507284666,2.6499463606226073e-08
D0040_seed42_default_unitbox,42,48,0.00015,1.3973055343248424,0.9201434500512577,2.5547894134946794,-1.1574838767189881,2.0776273256179016,2.5547894134946795e-08,0.08944855078094668,1.8283684925996635,-1.2579385058433106,2.2579385045909577,2.7765120898837693e-08
D0040_seed42_default_unitbox,42,49,0.000155,1.481758423536518,0.9893059805178724,2.6286017876916574,-1.1468433640938687,2.1361493424132907,2.6286017876916577e-08,0.08090661902310288,1.7739745871786337,-1.1592403024729823,2.1592403002507674,2.657015968220128e-08
D0040_seed42_default_unitbox,42,50,0.00016,1.449582600713989,0.9631908533524491,2.582676256293851,-1.1330936564989298,2.0962845028422903,2.5826762562938508e-08,0.08835495339917349,1.7816689128455039,-1.1763957813294454,2.176395774052499,2.6813753964800185e-08
D0040_seed42_default_unitbox,42,51,0.00017,1.4786501071610743,0.9898702673690795,2.6000227214000016,-1.1213726122782481,2.1112428929419464,2.6000227214000016e-08,0.08762741600529883,1.7583759057049002,-1.1328480602399356,2.1328480736706035,2.6266297787794514e-08
D0040_seed42_default_unitbox,42,52,0.00018,1.2992957398890084,0.8436720289997439,2.4042499046866594,-1.1049541679837553,1.9486261959797797,2.4042499046866592e-08,0.10466512736103013,1.8504254503997999,-1.3096963393390997,2.3096963381493962,2.8497447136384666e-08
D0040_seed42_default_unitbox,42,53,0.00019,1.395256118604131,0.9231838485510168,2.514390136655133,-1.1191340195215116,2.0423178704845757,2.514390136655133e-08,0.0874171887862155,1.8020993444347893,-1.212254765156527,2.2122547677692754,2.7236071564744053e-08
D0040_seed42_default_unitbox,42,54,0.0002,1.3800688469372133,0.9192553796006827,2.471220995238335,-1.0911521496490892,2.0104075156621586,2.4712209952383352e-08,0.08846428700392761,1.7906505177062113,-1.1869956639503998,2.1869956491692917,2.688285595143119e-08
