case,seed,step,Delta,reaction_total_undegraded_N,reaction_degraded_effective_N,reaction_positive_undegraded_N,reaction_negative_non_degraded_N,reaction_degraded_positive_contribution_N,reaction_residual_stiffness_positive_contribution_N,reaction_shear_abs_top_boundary_N,positive_fraction_of_total,negative_fraction_of_effective,degraded_positive_fraction_of_effective,residual_fraction_of_effective
D0040_seed7_default_unitbox,7,20,6.7e-05,1.2205764345181636,0.700275590055056,2.7728014257580424,-1.5522249937213637,2.252500588234456,2.7728014257580433e-08,0.056199672337877024,2.2717146975335774,-2.2165916044557927,3.21659161082191,3.959586004618616e-08
D0040_seed7_default_unitbox,7,21,6.9e-05,1.2453471214561473,0.7261497185135061,2.767452953919897,-1.5221058324943848,2.248255547324902,2.767452953919897e-08,0.05957132388117582,2.2222341917681527,-2.096132235112991,3.0961322300410496,3.811132722856552e-08
D0040_seed7_default_unitbox,7,22,7.1e-05,1.2406763179262543,0.7216868306905438,2.768774653047054,-1.5280983434536815,2.2497851786443763,2.7687746530470538e-08,0.06987082159326966,2.231665594838596,-2.1173981268184225,3.117398133054023,3.836532045898302e-08
D0040_seed7_default_unitbox,7,23,7.3e-05,1.2533265991645681,0.7347203069397401,2.7540104447755307,-1.5006838617865645,2.2354041565979204,2.754010444775531e-08,0.06832908670002917,2.1973605655630988,-2.042524002143372,3.042523985635887,3.748379374794398e-08
D0040_seed7_default_unitbox,7,24,7.5e-05,1.273378922082667,0.7544236570216237,2.758407982349315,-1.4850290617371567,2.239452716570175,2.7584079823493147e-08,0.06632808200138446,2.1662114351930826,-1.968428545308186,2.968428542407157,3.656311618380561e-08
D0040_seed7_default_unitbox,7,25,7.7e-05,1.2839669153429152,0.7680470429742192,2.7527492198965917,-1.4687822957306245,2.236829354047727,2.7527492198965922e-08,0.061833997729694154,2.143940927918226,-1.9123598081217097,2.912359828098199,3.584089340721533e-08
D0040_seed7_default_unitbox,7,26,8e-05,1.2873629868604621,0.7712236651020161,2.736556530722478,-1.4491935512145593,2.22041722579819,2.7365565307224784e-08,0.07568738160562713,2.125707013991614,-1.8790833538839378,2.879083366178185,3.5483306005145625e-08
D0040_seed7_default_unitbox,7,27,8.3e-05,1.3059522401593096,0.7906915984136229,2.732587419626041,-1.4266351809066056,2.2173267770012575,2.7325874196260415e-08,0.04511340299514996,2.0924099179099382,-1.804287770059637,2.804287767126798,3.455945940374825e-08
D0040_seed7_default_unitbox,7,28,8.6e-05,1.3005851637420658,0.7836327985446447,2.738071069424726,-1.4374858993104505,2.221118696235339,2.7380710694247267e-08,0.06447797907076983,2.105260882375977,-1.8343871032199461,2.8343871011529624,3.4940741052567555e-08
D0040_seed7_default_unitbox,7,29,8.9e-05,1.309875701936911,0.7920156979097943,2.761956164959947,-1.4520804542153016,2.2440961623431677,2.761956164959947e-08,0.0534712673138481,2.1085635536836413,-1.8333985778911728,2.8333985907925228,3.487249270751849e-08
D0040_seed7_default_unitbox,7,30,9.2e-05,1.3085322685619194,0.7920017163011058,2.7483734448668575,-1.4398411767951076,2.231842886760122,2.7483734448668572e-08,0.05781500107893795,2.100348238173238,-1.817977344190128,2.81797733619003,3.4701609709921024e-08
D0040_seed7_default_unitbox,7,31,9.5e-05,1.3168703994335527,0.7958803769827806,2.7551496655915075,-1.4382792661579553,2.2341596378736965,2.7551496655915073e-08,0.07469832431816892,2.0921950001888003,-1.8071550797753535,2.8071550731574755,3.461763532902278e-08
D0040_seed7_default_unitbox,7,32,9.8e-05,1.2875690654252914,0.7773010326264428,2.6998873745412197,-1.4123183248013533,2.189619344700909,2.69988737454122e-08,0.06364053493872526,2.096887419122198,-1.816951561262223,2.8169515448890463,3.473412823624458e-08
D0040_seed7_default_unitbox,7,33,0.0001,1.2987266605427954,0.7899184746855937,2.710984846816183,-1.4122581852317766,2.2021766688718016,2.7109848468161827e-08,0.05217064709597884,2.0874175676682745,-1.7878530892620137,2.7878531005979066,3.431980557101439e-08
D0040_seed7_default_unitbox,7,34,0.000102,1.2972184841802015,0.7853725615123062,2.699620035913141,-1.4024015528051854,2.1877741169212275,2.6996200359131405e-08,0.08451115173622004,2.081083540541137,-1.7856513220995829,2.7856513254148703,3.4373750347411894e-08
D0040_seed7_default_unitbox,7,35,0.000104,1.2958101982540293,0.7851210021431504,2.6710728361302465,-1.375262636405708,2.1603836358999278,2.6710728361302466e-08,0.07476231357639482,2.0613148744540224,-1.7516569199545595,2.7516569165806457,3.402116143675943e-08
D0040_seed7_default_unitbox,7,36,0.000106,1.3339580114392815,0.8201037523245984,2.7265694918257064,-1.3926114796205347,2.2127152392627996,2.7265694918257062e-08,0.09404419652133536,2.0439695016216133,-1.6980918276171193,2.698091836539974,3.324664085607702e-08
D0040_seed7_default_unitbox,7,37,0.000108,1.296552001724443,0.7978046941848905,2.6181753263797876,-1.3216233286992436,2.11942802829566,2.618175326379788e-08,0.07975490078437232,2.0193369204610043,-1.6565750218473376,2.6565750286303587,3.281724644469224e-08
D0040_seed7_default_unitbox,7,38,0.00011,1.3653348694412615,0.8686503545665113,2.6518176186328826,-1.286482749222257,2.1551331001463656,2.6518176186328828e-08,0.07348130538634406,1.94224704721567,-1.4810133242439756,2.481013320050801,3.0528020908438336e-08
D0040_seed7_default_unitbox,7,39,0.000112,1.384521422429791,0.883328128042474,2.6708607488770593,-1.286339326416632,2.169667455578902,2.6708607488770587e-08,0.08245208701797631,1.9290858961140405,-1.4562417810324497,2.4562417823001508,3.0236337597398837e-08
D0040_seed7_default_unitbox,7,40,0.000115,1.3538780555178398,0.8531762138052142,2.6499362240432247,-1.2960581692606394,2.149234396806971,2.649936224043225e-08,0.12016614585027685,1.957293135259261,-1.5190978701576157,2.519097886263453,3.105965896803849e-08
D0040_seed7_default_unitbox,7,41,0.000118,1.4392439267024109,0.9313885336544527,2.697567116354365,-1.2583231905710228,2.18971171769342,2.6975671163543653e-08,0.08388194808187127,1.8742945975356788,-1.3510185546667506,2.3510185476535064,2.8962855123092687e-08
D0040_seed7_default_unitbox,7,42,0.00012,1.400699480240623,0.905942436442594,2.6424825867579798,-1.2417831076815098,2.147725536199629,2.6424825867579793e-08,0.08680158340581257,1.886544989867515,-1.3707086209115855,2.370708612164369,2.9168327704509988e-08
D0040_seed7_default_unitbox,7,43,0.000125,1.4065523920087428,0.9152429867943465,2.6234460000373647,-1.2168936096216736,2.132136588513452,2.6234460000373644e-08,0.06803695806836284,1.8651605265060456,-1.329585287382385,2.3295852787479916,2.8663929010000142e-08
D0040_seed7_default_unitbox,7,44,0.00013,1.3612069832350964,0.8858057874147454,2.5043022973517037,-1.1430953160160156,2.0289010984420783,2.5043022973517044e-08,0.05593003909312437,1.839765978425914,-1.2904581706924478,2.290458165060646,2.8271460098049222e-08
D0040_seed7_default_unitbox,7,45,0.000135,1.439732061972815,0.9419055049257212,2.655900330520695,-1.2161682659744892,2.1580737663695078,2.6559003305206952e-08,0.06890623489555435,1.8447184727423567,-1.291178636938104,2.2911786321279584,2.8197099567117827e-08
D0040_seed7_default_unitbox,7,46,0.00014,1.4250027999783634,0.9314699310367192,2.6296051178691435,-1.2046023188098482,2.1360722446175466,2.6296051178691436e-08,0.08068126855834891,1.8453332989304092,-1.2932272730147443,2.293227267401014,2.8230703217036888e-08
D0040_seed7_default_unitbox,7,47,0.000145,1.4611416670639175,0.9554738527531482,2.668959685970598,-1.2078180197032062,2.163291873712802,2.6689596859705983e-08,0.08925161704469833,1.8266262239538509,-1.2641036865874888,2.2641036879024887,2.7933361842190968e-08
D0040_seed7_default_unitbox,7,48,0.00015,1.377149056924805,0.8801520975021182,2.591812464736285,-1.2146634068311404,2.0948154991258896,2.5918124647362844e-08,0.09084256682519956,1.8820130266246138,-1.3800607988987008,2.3800607929822584,2.9447324753208884e-08
D0040_seed7_default_unitbox,7,49,0.000155,1.3716027875856274,0.8762546454148221,2.5760810385952215,-1.2044782507951453,2.080732891163765,2.576081038595222e-08,0.11944708486953654,1.8781538371832742,-1.3745755952311567,2.3745755894723257,2.939877183048423e-08
D0040_seed7_default_unitbox,7,50,0.00016,1.4375447852332823,0.9322794341513234,2.667154624579853,-1.2296098398367408,2.161889279187526,2.6671546245798535e-08,0.08432928388344411,1.8553541092961718,-1.318928418662463,2.3189284242396124,2.8608961292896362e-08
D0040_seed7_default_unitbox,7,51,0.00017,1.424560124614772,0.9298018151559574,2.6187573085693074,-1.194197181013516,2.1239990012518124,2.6187573085693078e-08,0.08718863403202248,1.8382918792405962,-1.2843566892942782,2.2843566947603238,2.8164682687031093e-08
D0040_seed7_default_unitbox,7,52,0.00018,1.4414397364284655,0.9497928883166101,2.5710114323558866,-1.1295716956823363,2.079364578758338,2.5710114323558866e-08,0.10443170634600578,1.7836412909819062,-1.1892821156877282,2.1892821101700957,2.706917964939372e-08
D0040_seed7_default_unitbox,7,53,0.00019,1.4590704526122245,0.9684229232080867,2.6254496068097875,-1.1663791539524784,2.1348020697397323,2.6254496068097876e-08,0.11197643412724427,1.7993987899003465,-1.2044109303904371,2.2044109227276354,2.7110568573826012e-08
D0040_seed7_default_unitbox,7,54,0.0002,1.418290658890286,0.9327040022643978,2.6136196039989414,-1.1953289446797568,2.1280329461810363,2.6136196039989414e-08,0.065810547364428,1.8427954718702846,-1.28157372733232,2.2815737265141416,2.8021961926330913e-08
D0040_seed13_default_unitbox,13,0,1e-06,0.037434183238116474,0.037442302578849125,0.0845356522143486,-0.047101468872836894,0.08454377129281994,8.45356522143486e-10,0.0007823634340172121,2.258247540132575,-1.2579746871508954,2.2579746829079386,2.2577578405154536e-08
D0040_seed13_default_unitbox,13,1,5e-06,0.1933287641706265,0.19163627126456242,0.4580603312351403,-0.2647315670645129,0.45636783953300974,4.580603312351403e-09,0.004029675583983676,2.3693335712365555,-1.3814272492238129,2.3814272555062064,2.3902590475827386e-08
D0040_seed13_default_unitbox,13,2,1e-05,0.3893394472967705,0.374724307657355,0.9219624685555818,-0.5326230197576673,0.9073473298006277,9.21962468555582e-09,0.007727633138222173,2.3680170991068987,-1.4213730171054015,2.421373023471696,2.46037540056947e-08
D0040_seed13_default_unitbox,13,3,1.5e-05,0.5757248391394607,0.527064047927192,1.38161912867108,-0.8058942938818741,1.3329583284124757,1.38161912867108e-08,0.010487665924420964,2.3997907242219982,-1.5290253566928917,2.529025331275506,2.6213495951860776e-08
D0040_seed13_default_unitbox,13,4,2e-05,0.7506846682347881,0.6375848130513062,1.822779948432631,-1.0720952806267416,1.7096800961042473,1.8227799484326317e-08,0.013566399015904083,2.4281566222990034,-1.681494381109844,2.681494384915141,2.8588823182743426e-08
D0040_seed13_default_unitbox,13,5,2.5e-05,0.8866835724546518,0.6888980877150639,2.1635270108890303,-1.2768434437343337,1.9657415222335828,2.1635270108890302e-08,0.01792305105791031,2.4400215342882996,-1.8534576688539897,2.853457655476373,3.1405617891392516e-08
D0040_seed13_default_unitbox,13,6,3e-05,0.9943021335132975,0.6947876467664137,2.441058874194227,-1.4467567293457526,2.1415443832310546,2.4410588741942275e-08,0.020523958624795124,2.45504740653519,-2.082300593683626,3.0823006039297614,3.513388422426726e-08
D0040_seed13_default_unitbox,13,7,3.5e-05,1.0907305313044593,0.6859508832276519,2.6507730034023447,-1.5600424647453357,2.245993352898745,2.6507730034023442e-08,0.0165411837048117,2.430273039329111,-2.274277215599987,3.274277222780905,3.864377272800466e-08
D0040_seed13_default_unitbox,13,8,4e-05,1.1640858227797046,0.685814094410136,2.7738849481086003,-1.6097991513078962,2.295613215205004,2.773884948108601e-08,0.015765875849110017,2.3828869777701427,-2.34728210520735,3.34728206071566,4.0446601647847445e-08
D0040_seed13_default_unitbox,13,9,4.5e-05,1.2354415459355839,0.7361579979257612,2.797797110227832,-1.5623555721655962,2.2985135584785694,2.797797110227832e-08,0.018704037731782964,2.264613100823881,-2.122310124413202,3.1223101086383442,3.800538903484112e-08
D0040_seed13_default_unitbox,13,10,4.7e-05,1.2586720019855275,0.7570225609060945,2.798182319773871,-1.5395103021029186,2.2965328783360084,2.7981823197738715e-08,0.01780897064654364,2.2231227161323996,-2.0336386015500643,3.0336386217964826,3.6962997726576e-08
D0040_seed13_default_unitbox,13,11,4.9e-05,1.2647789057188357,0.7596229805484553,2.803270031848165,-1.5384911339720417,2.2981140990200415,2.803270031848165e-08,0.015214511736803661,2.2164111206890578,-2.025335164111591,3.025335143706132,3.6903438990539437e-08
D0040_seed13_default_unitbox,13,12,5.1e-05,1.2808432589305416,0.7773960692541569,2.793275192047807,-1.5124319419096888,2.2898279972283486,2.7932751920478072e-08,0.011290180784785107,2.180809535102751,-1.94551014820635,2.9455101302804847,3.59311720565774e-08
D0040_seed13_default_unitbox,13,13,5.3e-05,1.281928528971884,0.7797359786197645,2.792570631674038,-1.5106421002513055,2.2903780724783367,2.7925706316740377e-08,0.013246527551955847,2.1784136701549968,-1.9373764218567178,2.9373764136581304,3.5814310333829355e-08
D0040_seed13_default_unitbox,13,14,5.5e-05,1.2833869835574903,0.7813714869508858,2.7922432492538722,-1.5088562587114591,2.2902277517492555,2.7922432492538722e-08,0.017066170079944962,2.1756830052256735,-1.9310357287279674,2.9310357365180018,3.5735156655766e-08
D0040_seed13_default_unitbox,13,15,5.7e-05,1.2726737485564588,0.771871526845722,2.7886544284810593,-1.5159806813951096,2.287852191901529,2.7886544284810597e-08,0.015268344628132662,2.1911777717141683,-1.9640323922689746,2.964032371100552,3.61284790472449e-08
D0040_seed13_default_unitbox,13,16,5.9e-05,1.2737529015902644,0.7737341137141779,2.785503658443143,-1.511750755872539,2.2854848685354607,2.785503658443143e-08,0.01993437636121334,2.1868477433617435,-1.9538375380860988,2.95383753672742,3.600078643387986e-08
D0040_seed13_default_unitbox,13,17,6.1e-05,1.2729758813801224,0.773297351631869,2.7779456668262537,-1.5049697776034183,2.2782671473280316,2.777945666826253e-08,0.021685553828958013,2.1822453256651557,-1.946172160589352,2.9461721839862305,3.592338265434412e-08
D0040_seed13_default_unitbox,13,18,6.3e-05,1.2745001713176403,0.775515057348396,2.7667014156351013,-1.4922012448076312,2.2677162958831736,2.7667014156351016e-08,0.03728221177476664,2.1708129021079303,-1.924142195136345,2.9241421870477162,3.567566341129307e-08
D0040_seed13_default_unitbox,13,19,6.5e-05,1.2322833444236332,0.7351456846633148,2.746729779348287,-1.514446442767367,2.249592114206304,2.746729779348287e-08,0.04074862655011627,2.228975821005675,-2.0600630247336076,3.060063006744822,3.736306743888793e-08
D0040_seed13_default_unitbox,13,20,6.7e-05,1.2421819182240315,0.749803256529474,2.7279566952903886,-1.4857747766068228,2.2355780345262377,2.7279566952903884e-08,0.053462103582685876,2.1961007927007943,-1.9815528455875926,2.9815528474413333,3.638229991047198e-08
D0040_seed13_default_unitbox,13,21,6.9e-05,1.2633883607956617,0.7628717342399415,2.7497133290188738,-1.4863249682232118,2.249196705062549,2.7497133290188737e-08,0.05616690678269328,2.1764592854782583,-1.9483287969819143,2.948328800389297,3.604424185093772e-08
D0040_seed13_default_unitbox,13,22,7.1e-05,1.255955027821958,0.7620886119255273,2.728969017616864,-1.4730139905301605,2.2351025998967535,2.728969017616864e-08,0.07085456030358633,2.17282383299135,-1.932864456284653,2.932864452926862,3.580907751293814e-08
D0040_seed13_default_unitbox,13,23,7.3e-05,1.2547808320530167,0.7608506459107669,2.7069945875537638,-1.452213757706511,2.2130643983499403,2.706994587553764e-08,0.0711986042365752,2.1573445484696316,-1.9086712556682612,2.9086712487453026,3.5578527824122296e-08
D0040_seed13_default_unitbox,13,24,7.5e-05,1.2939237001010606,0.7994232580296121,2.727793969716454,-1.4338702693703083,2.2332935212293687,2.727793969716454e-08,0.05569650372460873,2.108156740233912,-1.7936309144976053,2.793630906778851,3.412202412574055e-08
D0040_seed13_default_unitbox,13,25,7.7e-05,1.3432065288875679,0.8470172539580133,2.733639712850749,-1.3904331837180963,2.237450434626832,2.7336397128507493e-08,0.04555891676262125,2.0351596378218364,-1.6415641797386813,2.6415641761386626,3.227371933779115e-08
D0040_seed13_default_unitbox,13,26,8e-05,1.3540963890453006,0.8536250137454937,2.751523331884663,-1.3974269418590228,2.251051943367789,2.751523331884663e-08,0.06341569700880154,2.031999608111068,-1.6370501325019307,2.6370501181669157,3.22333962521982e-08
D0040_seed13_default_unitbox,13,27,8.3e-05,1.3749371895378197,0.8789771545000439,2.740123761720313,-1.3651865712021538,2.2441637286476532,2.7401237617203135e-08,0.047402859354070605,1.9929083179729803,-1.5531536447937175,2.553153648144721,3.1174004326413655e-08
D0040_seed13_default_unitbox,13,28,8.6e-05,1.4146052984794173,0.919730244277877,2.730723870189935,-1.3161185712203476,2.2358488178708633,2.7307238701899348e-08,0.04292997844536608,1.9303786527063311,-1.4309832468907158,2.4309832494704273,2.9690486826753787e-08
D0040_seed13_default_unitbox,13,29,8.9e-05,1.3857941935957891,0.8955890853931986,2.7129155251303696,-1.32712133202475,2.222710416950444,2.7129155251303695e-08,0.04607418245709947,1.9576612008245124,-1.4818417884604878,2.48184178793848,3.0291967257945015e-08
D0040_seed13_default_unitbox,13,30,9.2e-05,1.3963776342598953,0.9020765583058227,2.7306186967258412,-1.3342410639364555,2.2363176270219394,2.7306186967258414e-08,0.05283256409354127,1.9555015990879268,-1.4790774149394537,2.4790774202379633,3.027036532081244e-08
D0040_seed13_default_unitbox,13,31,9.5e-05,1.4173876325499921,0.9244392860073725,2.7225050876458585,-1.3051174560762056,2.2295567349342664,2.7225050876458584e-08,0.033759995860651454,1.9207907739027306,-1.4117935875626526,2.4117935798289794,2.945033956101414e-08
D0040_seed13_default_unitbox,13,32,9.8e-05,1.4090379974304834,0.9226251401894523,2.6614582844063364,-1.2524202859955136,2.1750454395211887,2.6614582844063362e-08,0.08880913685995934,1.8888477736297828,-1.3574530233788566,2.357453037833506,2.884658317309488e-08
D0040_seed13_default_unitbox,13,33,0.0001,1.4423220034477133,0.9588313287686159,2.648189711561069,-1.2058677066428465,2.164699034215785,2.6481897115610692e-08,0.03993363625071337,1.8360599819117094,-1.257643206330657,2.257643205083642,2.7618931840306267e-08
D0040_seed13_default_unitbox,13,34,0.000102,1.3634529198880274,0.8972962425474889,2.5565654701446414,-1.1931125505016988,2.0904088034153165,2.556565470144641e-08,0.02712537535966584,1.8750669222627778,-1.3296751885579796,2.3296752001106067,2.8491877586452018e-08
D0040_seed13_default_unitbox,13,35,0.000104,1.3717339938149014,0.8892590377526742,2.662741755894258,-1.2910077618342715,2.18026680498312,2.662741755894258e-08,0.049606410585706466,1.941150228761891,-1.451779185845434,2.4517791919136034,2.994337580896012e-08
D0040_seed13_default_unitbox,13,36,0.000106,1.3977718622735964,0.9156781952386079,2.655372502563089,-1.2576006415149175,2.1732788345046345,2.6553725025630892e-08,0.040258431405481736,1.8997180972321885,-1.3734089640380824,2.3734089615820984,2.8998970559424e-08
D0040_seed13_default_unitbox,13,37,0.000108,1.3712743409374661,0.9006639926161384,2.5549298163982113,-1.1836554761959999,2.0843194743922555,2.5549298163982106e-08,0.06655582923118175,1.8631791904248305,-1.3142031722150482,2.3142031784106076,2.836718062833803e-08
D0040_seed13_default_unitbox,13,38,0.00011,1.3861213388735933,0.913126728044466,2.5823911538000397,-1.1962698152328024,2.1093965417914786,2.582391153800039e-08,0.06960818279228909,1.863033979332988,-1.3100808228390268,2.3100808212118817,2.8280753092513634e-08
D0040_seed13_default_unitbox,13,39,0.000112,1.3740102280743876,0.8993497582236554,2.55883329961673,-1.1848230725839528,2.0841728133514033,2.5588332996167296e-08,0.07256350557000198,1.8623102269062566,-1.3174219059380725,2.317421886528266,2.8452037443928288e-08
D0040_seed13_default_unitbox,13,40,0.000115,1.4314100534271306,0.9528202043074184,2.621613693645388,-1.1902036403408003,2.143023841692583,2.621613693645388e-08,0.05153437800006456,1.831490345738897,-1.2491377019087562,2.2491376988067695,2.7514253809835765e-08
D0040_seed13_default_unitbox,13,41,0.000118,1.4166951313526754,0.9409577895285905,2.6121726353974206,-1.1954775045961858,2.1364352967322406,2.6121726353974204e-08,0.05796529499038668,1.8438495182116499,-1.270490045249646,2.2704900480207204,2.776078443121333e-08
D0040_seed13_default_unitbox,13,42,0.00012,1.4228377178163596,0.9415889214729066,2.644918412301852,-1.222080693014983,2.1636696160924385,2.6449184123018526e-08,0.036999232275362254,1.8589037802294341,-1.2978919623473366,2.297891964051423,2.8089948298929278e-08
D0040_seed13_default_unitbox,13,43,0.000125,1.3947323355034578,0.9105637767207169,2.617616028064769,-1.2228836918260566,2.133447470266273,2.617616028064769e-08,0.048164338761387045,1.8767873673193975,-1.342996199816032,2.342996201704422,2.8747201404077266e-08
D0040_seed13_default_unitbox,13,44,0.00013,1.3107746850667097,0.844272912397476,2.480497685357501,-1.1697229993104519,2.0139959182942757,2.480497685357501e-08,0.04989241645727886,1.8923905943692072,-1.3854797212299486,2.3854797290311556,2.9380282713484776e-08
D0040_seed13_default_unitbox,13,45,0.000135,1.363672240525469,0.8812978564266017,2.590891485550666,-1.2272192433096027,2.108517096134528,2.5908914855506658e-08,0.05121431218206201,1.8999371025931477,-1.3925135915859461,2.392513587499159,2.9398590574768363e-08
D0040_seed13_default_unitbox,13,46,0.00014,1.4401618964562228,0.9547308849494285,2.6511191314472664,-1.2109572341332464,2.165688132179672,2.651119131447266e-08,0.04013716140273604,1.8408479893620442,-1.2683754691746356,2.268375482892634,2.7768234727084316e-08
D0040_seed13_default_unitbox,13,47,0.000145,1.4623249654925627,0.9802475939213123,2.6152471520430014,-1.1529221863053538,2.13316976915933,2.6152471520430012e-08,0.03889068043151088,1.7884172217234175,-1.1761540588875983,2.176154047597251,2.667945494853146e-08
D0040_seed13_default_unitbox,13,48,0.00015,1.4148658458432097,0.947091020855918,2.5486940782071463,-1.133828232854106,2.0809192387422644,2.5486940782071465e-08,0.03892022154052639,1.801368013578853,-1.1971692349373424,2.197169219133413,2.691076171225661e-08
