case,seed,step,Delta,threshold,through_crack,crack_x_span,crack_y_span,connected_high_alpha_area,connected_element_count,connected_min_x,connected_max_x,connected_mean_y,reaction_N_tm_eff,first_through_step_alpha_ge_0p5,reaction_at_first_through_alpha_ge_0p5,reaction_drop_after_first_through_alpha_ge_0p5_percent,first_through_step_alpha_ge_0p8,reaction_at_first_through_alpha_ge_0p8,reaction_drop_after_first_through_alpha_ge_0p8_percent,first_through_step_alpha_ge_0p95,reaction_at_first_through_alpha_ge_0p95,reaction_drop_after_first_through_alpha_ge_0p95_percent
D0040_seed7_default_unitbox,7,7,3.5e-05,0.8,False,0.0011153477244079113,0.0002036774531006813,2.2483584416477242e-07,40,0.005021084565669298,0.0061364322900772095,0.005027747119311243,0.6877238004177538,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,7,3.5e-05,0.95,False,0.00030843308195471764,7.898639887571335e-05,3.192645792182702e-08,11,0.005021084565669298,0.005329517647624016,0.005027764476835728,0.6877238004177538,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,8,4e-05,0.5,False,0.002559980843216181,0.0004687034524977207,1.0680107607186073e-06,135,0.004939038772135973,0.007499019615352154,0.00504465497409304,0.6701765399544242,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,8,4e-05,0.8,False,0.0018024137243628502,0.0002835025079548359,4.2109667219847324e-07,62,0.005021084565669298,0.006823498290032148,0.005042375200578282,0.6701765399544242,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,8,4e-05,0.95,False,0.0007582088001072407,0.00011795852333307266,1.0297394226199685e-07,20,0.005021084565669298,0.005779293365776539,0.0050245543709024785,0.6701765399544242,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,9,4.5e-05,0.5,False,0.003653730731457472,0.0005105934105813503,1.5672864037696854e-06,187,0.004939038772135973,0.008592769503593445,0.005063220629478521,0.6897196215662094,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,9,4.5e-05,0.8,False,0.0028913342393934727,0.00031246477738022804,7.086158007041377e-07,92,0.005021084565669298,0.00791241880506277,0.005051495153052004,0.6897196215662094,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,9,4.5e-05,0.95,False,0.0007582088001072407,0.00012586498633027077,1.0477241119133396e-07,21,0.005021084565669298,0.005779293365776539,0.005021491087973118,0.6897196215662094,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,10,4.7e-05,0.5,False,0.003932782914489508,0.0005777059122920036,1.7272645891353022e-06,203,0.004939038772135973,0.00887182168662548,0.005071779602927528,0.7131088285804632,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,10,4.7e-05,0.8,False,0.00314807565882802,0.00032411469146609306,7.662481493753148e-07,98,0.005021084565669298,0.008169160224497318,0.0050540897729141375,0.7131088285804632,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,10,4.7e-05,0.95,False,0.0008903509005904198,0.00012865988537669182,1.2715183572709066e-07,23,0.005021084565669298,0.005911435466259718,0.0050173325504621735,0.7131088285804632,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,11,4.9e-05,0.5,False,0.004338377621024847,0.0006309458985924721,1.9146891645505093e-06,225,0.004939038772135973,0.00927741639316082,0.005083396745224794,0.7150322508260157,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,11,4.9e-05,0.8,False,0.0035716849379241467,0.0003767460584640503,9.088415708902176e-07,112,0.005021084565669298,0.008592769503593445,0.005063980892633221,0.7150322508260157,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,11,4.9e-05,0.95,False,0.0017764451913535595,0.00015167566016316414,2.4090417127808905e-07,36,0.005021084565669298,0.006797529757022858,0.005035045634334286,0.7150322508260157,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,12,5.1e-05,0.5,False,0.004729534033685923,0.0006230087019503117,2.1322503016563132e-06,248,0.004939038772135973,0.009668572805821896,0.005090957638927766,0.7128582664111425,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,12,5.1e-05,0.8,False,0.0039610411040484905,0.000379735603928566,1.0146837894353666e-06,123,0.005021084565669298,0.008982125669717789,0.005069670259831398,0.7128582664111425,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,12,5.1e-05,0.95,False,0.0017764451913535595,0.00015167566016316414,2.3910570234875195e-07,35,0.005021084565669298,0.006797529757022858,0.005037183354475668,0.7128582664111425,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,13,5.3e-05,0.5,True,0.005019910167902708,0.0006426502950489521,2.351714101678226e-06,267,0.004939038772135973,0.009958948940038681,0.0050985162959116676,0.7155696064505834,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,13,5.3e-05,0.8,False,0.004380788188427687,0.00039353780448436737,1.0942935659841169e-06,133,0.005021084565669298,0.009401872754096985,0.005079919129217926,0.7155696064505834,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,13,5.3e-05,0.95,False,0.0030964487232267857,0.00020577246323227882,4.2764710883602675e-07,55,0.005021084565669298,0.008117533288896084,0.005052803753113204,0.7155696064505834,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,14,5.5e-05,0.5,True,0.005019910167902708,0.0006585307419300079,2.4076039153442252e-06,273,0.004939038772135973,0.009958948940038681,0.005101411901891996,0.7072629693601249,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,14,5.5e-05,0.8,True,0.004889094736427069,0.0004118080250918865,1.2692892141785705e-06,151,0.005021084565669298,0.009910179302096367,0.005091150297431756,0.7072629693601249,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,14,5.5e-05,0.95,False,0.0030964487232267857,0.0002156323753297329,4.330561864662741e-07,56,0.005021084565669298,0.008117533288896084,0.005054951237980276,0.7072629693601249,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,15,5.7e-05,0.5,True,0.005019910167902708,0.0006585307419300079,2.389921064605005e-06,271,0.004939038772135973,0.009958948940038681,0.005101704994058477,0.7041533970877158,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,15,5.7e-05,0.8,True,0.00493014557287097,0.00042911525815725327,1.3052699614490848e-06,154,0.005021084565669298,0.009951230138540268,0.005093268980574492,0.7041533970877158,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,15,5.7e-05,0.95,False,0.0030964487232267857,0.0002156323753297329,4.397375050757546e-07,57,0.005021084565669298,0.008117533288896084,0.005055980421929506,0.7041533970877158,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,16,5.9e-05,0.5,True,0.005019910167902708,0.0006585307419300079,2.396436457274831e-06,272,0.004939038772135973,0.009958948940038681,0.005100636258515913,0.6886949317820551,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,16,5.9e-05,0.8,True,0.00493014557287097,0.00042911525815725327,1.2991067706025206e-06,153,0.005021084565669298,0.009951230138540268,0.00509441680780131,0.6886949317820551,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,16,5.9e-05,0.95,False,0.0035716849379241467,0.0002321912907063961,5.196155825615278e-07,64,0.005021084565669298,0.008592769503593445,0.005063644035544712,0.6886949317820551,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,17,6.1e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3973109364305856e-06,272,0.004939038772135973,0.009975368157029152,0.00510317094192621,0.692692500707405,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,17,6.1e-05,0.8,True,0.00493014557287097,0.00042911525815725327,1.3154060525266686e-06,155,0.005021084565669298,0.009951230138540268,0.005093097407370806,0.692692500707405,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,17,6.1e-05,0.95,False,0.003925513010472059,0.00025413092225790024,5.624901859846432e-07,69,0.005021084565669298,0.008946597576141357,0.005070822313427925,0.692692500707405,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,18,6.3e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3973109364305856e-06,272,0.004939038772135973,0.009975368157029152,0.00510317094192621,0.6808298386039697,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,18,6.3e-05,0.8,True,0.00493014557287097,0.00045960117131471634,1.360979240416782e-06,159,0.005021084565669298,0.009951230138540268,0.0050958913030489435,0.6808298386039697,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,18,6.3e-05,0.95,True,0.004889094736427069,0.0003034668043255806,7.07132414845546e-07,85,0.005021084565669298,0.009910179302096367,0.005093897544943235,0.6808298386039697,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,19,6.5e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3973109364305856e-06,272,0.004939038772135973,0.009975368157029152,0.00510317094192621,0.7012043757700963,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,19,6.5e-05,0.8,True,0.004937864374369383,0.00045960117131471634,1.38572875130194e-06,161,0.005021084565669298,0.009958948940038681,0.005096363939159776,0.7012043757700963,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,19,6.5e-05,0.95,True,0.004889094736427069,0.0003034668043255806,7.004510962360655e-07,84,0.005021084565669298,0.009910179302096367,0.0050936628166320065,0.7012043757700963,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,20,6.7e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3973109364305856e-06,272,0.004939038772135973,0.009975368157029152,0.00510317094192621,0.700275590055056,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,20,6.7e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.700275590055056,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,20,6.7e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.1508196697323e-07,85,0.005021084565669298,0.009951230138540268,0.005095977286862977,0.700275590055056,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,21,6.9e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.402814516244689e-06,273,0.004939038772135973,0.009975368157029152,0.005103601088181083,0.7261497185135061,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,21,6.9e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4044928775547305e-06,162,0.005021084565669298,0.009958948940038681,0.005098614654860195,0.7261497185135061,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,21,6.9e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.1508196697323e-07,85,0.005021084565669298,0.009951230138540268,0.005095977286862977,0.7261497185135061,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,22,7.1e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3973109364305856e-06,272,0.004939038772135973,0.009975368157029152,0.00510317094192621,0.7216868306905438,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,22,7.1e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7216868306905438,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,22,7.1e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.1508196697323e-07,85,0.005021084565669298,0.009951230138540268,0.005095977286862977,0.7216868306905438,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,23,7.3e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.4211751679104054e-06,275,0.004939038772135973,0.009975368157029152,0.005103442773900249,0.7347203069397401,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,23,7.3e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7347203069397401,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,23,7.3e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.132834980438929e-07,84,0.005021084565669298,0.009951230138540268,0.00509759338040437,0.7347203069397401,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,24,7.5e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.3786005840520374e-06,270,0.004939038772135973,0.009975368157029152,0.00510106163651303,0.7544236570216237,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,24,7.5e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7544236570216237,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,24,7.5e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.096728609212732e-07,84,0.005021084565669298,0.009951230138540268,0.005095059600924807,0.7544236570216237,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,25,7.7e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.395719320702483e-06,272,0.004939038772135973,0.009975368157029152,0.005102597589618252,0.7680470429742192,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,25,7.7e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4044928775547305e-06,162,0.005021084565669298,0.009958948940038681,0.005098614654860195,0.7680470429742192,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,25,7.7e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.096728609212732e-07,84,0.005021084565669298,0.009951230138540268,0.005095059600924807,0.7680470429742192,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,26,8e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.402275868007564e-06,272,0.004939038772135973,0.009975368157029152,0.005101137241581455,0.7712236651020161,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,26,8e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7712236651020161,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,26,8e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.096728609212732e-07,84,0.005021084565669298,0.009951230138540268,0.005095059600924807,0.7712236651020161,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,27,8.3e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.362053919569007e-06,268,0.004939038772135973,0.009975368157029152,0.005099643100011371,0.7906915984136229,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,27,8.3e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7906915984136229,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,27,8.3e-05,0.95,True,0.00493014557287097,0.0003329622559249401,7.096728609212732e-07,84,0.005021084565669298,0.009951230138540268,0.005095059600924807,0.7906915984136229,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,28,8.6e-05,0.5,True,0.005036329384893179,0.0007126559503376484,2.386265350651229e-06,271,0.004939038772135973,0.009975368157029152,0.005102469065188812,0.7836327985446447,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
D0040_seed7_default_unitbox,7,28,8.6e-05,0.8,True,0.004937864374369383,0.0004851212725043297,1.4106558410276193e-06,163,0.005021084565669298,0.009958948940038681,0.005097504450933882,0.7836327985446447,13,0.7155696064505834,-30.344273129606353,14,0.7072629693601249,-31.87513593539811,18,0.6808298386039697,-36.99517109545196
