case,seed,region,element_count,sigma_yy_tm_total_mean,sigma_yy_tm_plus_mean,sigma_yy_tm_minus_mean,sigma_yy_tm_eff_mean,abs_sigma_yy_tm_eff_mean,sigma_yy_plus_over_total_mean,sigma_yy_eff_over_total_mean,tensile_total_element_fraction,tensile_total_with_low_plus_fraction,opening_tension_misclassified_to_nondegraded
D0040_seed7_default_unitbox,7,alpha_ge_0p8_crack_band,165,63.568688085336575,104.41189306089372,-40.843204975399104,-40.82719340947541,40.82719340947541,1.941108466940387,-0.9200891174930369,0.9818181818181818,0.0,False
D0040_seed7_default_unitbox,7,above_band,434,2.5873934297333148,4.421058274582371,-1.8336648444477726,-1.5861503064443576,1.674532199209805,2.0428668002074106,0.0796876419304595,0.9124423963133641,0.0,False
D0040_seed7_default_unitbox,7,below_band,446,2.341391837533413,4.041497615671345,-1.7001057782841036,-1.4589124394564017,1.5530350725605016,1.9536473534888066,0.06023807076000718,0.9439461883408071,0.0,False
D0040_seed13_default_unitbox,13,alpha_ge_0p8_crack_band,162,63.028243188366844,103.3098702368177,-40.28162704960064,-40.26531205721843,40.26531205721843,1.614972126297376,-0.6015469408703215,0.9938271604938271,0.0,False
D0040_seed13_default_unitbox,13,above_band,447,4.40736925241827,7.288091853911045,-2.8807226016250764,-2.6372770407264197,2.715023188570502,2.0324746039613104,-0.049520300504525716,0.941834451901566,0.0,False
D0040_seed13_default_unitbox,13,below_band,456,2.351798374382493,3.9561495276723515,-1.6043511534828627,-1.368657839119949,1.481362196391146,0.8735408104140471,0.6034796758981166,0.9451754385964912,0.0,False
D0040_seed42_default_unitbox,42,alpha_ge_0p8_crack_band,163,64.70674182543176,106.70517016170216,-41.99842833622467,-41.982750093004455,41.982750093004455,1.5463956986800915,-0.5328463205486728,0.9815950920245399,0.0,False
D0040_seed42_default_unitbox,42,above_band,433,1.3854233037258818,2.3898430013422605,-1.0044196976335853,-0.7700330913497037,0.8522024020277325,2.339560032285992,-0.05377041871471112,0.9515011547344111,0.0,False
D0040_seed42_default_unitbox,42,below_band,449,0.6597176700423913,1.1602682044318895,-0.5005505346259588,-0.2633357572914796,0.36913892691685324,2.113586783884617,0.016036889383660182,0.9643652561247216,0.0,False
