case,seed,step,after_alpha0p8_through_onset,Delta,cut_x,crack_y_proxy,alpha_band_element_count,alpha_mean_in_band,g_alpha_mean_in_band,sigma_yy_tm_total_mean_in_band,sigma_yy_tm_plus_mean_in_band,sigma_yy_tm_minus_mean_in_band,sigma_yy_tm_degraded_plus_mean_in_band,sigma_yy_tm_residual_plus_mean_in_band,sigma_yy_tm_eff_mean_in_band,abs_minus_over_abs_eff_in_band,abs_degraded_plus_over_abs_eff_in_band,sigma_xy_tm_eff_mean_in_band,eps_xx_mean_in_band,eps_yy_mean_in_band,eps_xy_mean_in_band,abs_sigma_yy_tm_eff_mean_in_alpha_ge_0p8_band,abs_sigma_yy_tm_eff_max_in_alpha_ge_0p8_band,abs_sigma_xy_tm_eff_mean_in_alpha_ge_0p8_band,abs_sigma_xy_tm_eff_max_in_alpha_ge_0p8_band,v_jump_proxy,u_jump_proxy,above_node_count,below_node_count
D0040_seed7_default_unitbox,7,42,True,0.00012,0.008,0.005097504450933882,14,0.9485553801059723,0.005789169576019049,30.342632293701172,50.777103424072266,-20.434473037719727,0.01580182835459709,5.077710056866636e-07,-20.418672561645508,1.0007738248422622,0.0007738910698964482,-0.06265684962272644,0.0013596188509836793,0.3180251717567444,0.025760289281606674,20.418672561645508,47.55659484863281,0.3555510640144348,2.2615413665771484,9.486222862607166e-05,6.7959637623215696e-06,27,30
D0040_seed7_default_unitbox,7,42,True,0.00012,0.009,0.005097504450933882,17,0.9326534937409794,0.009051636792719364,26.581634521484375,43.60292434692383,-17.021286010742188,0.01866494119167328,4.360292393812415e-07,-17.002620697021484,1.001097790396746,0.0010977684866511784,-0.0737689733505249,-0.0053081330843269825,0.2810753583908081,7.814179843990132e-05,17.002620697021484,40.605918884277344,0.11164513230323792,0.4285101890563965,8.926147914688296e-05,6.788312215030405e-06,29,25
D0040_seed7_default_unitbox,7,43,True,0.000125,0.006,0.005097504450933882,16,0.9441011436283588,0.006740644574165344,34.41300582885742,57.85814666748047,-23.44513702392578,0.015727858990430832,5.785814209957607e-07,-23.429410934448242,1.0006712114752496,0.0006712870005325731,-0.4563075006008148,-0.003540461417287588,0.362618625164032,-0.006562305614352226,23.429410934448242,56.1170654296875,0.5628719329833984,4.013489723205566,0.00010924018495122306,6.418403679273994e-06,26,29
D0040_seed7_default_unitbox,7,43,True,0.000125,0.007,0.005097504450933882,15,0.9281587441762288,0.010026654228568077,31.876827239990234,52.50557327270508,-20.628751754760742,0.017248591408133507,5.250557819636015e-07,-20.611507415771484,1.0008366364789052,0.0008368427917569606,-0.001487086177803576,-0.0010593575425446033,0.3350506126880646,0.01236230693757534,20.611507415771484,55.521217346191406,0.22773262858390808,1.6057500839233398,0.0001034901810338919,6.6848990732742765e-06,27,27
D0040_seed7_default_unitbox,7,43,True,0.000125,0.008,0.005097504450933882,14,0.9491030531270164,0.005685251671820879,31.991161346435547,53.55729293823242,-21.56613540649414,0.015481100417673588,5.355728944778093e-07,-21.5506534576416,1.000718398116464,0.0007183587471304346,-0.07170884311199188,0.001650968217290938,0.33522096276283264,0.026966232806444168,21.5506534576416,50.288658142089844,0.3794441819190979,2.4345712661743164,9.968433841331043e-05,6.575951642154813e-06,27,30
D0040_seed7_default_unitbox,7,43,True,0.000125,0.009,0.005097504450933882,17,0.9334240766132579,0.00887798797339201,28.207870483398438,46.280426025390625,-18.072559356689453,0.018110694363713264,4.628043086540856e-07,-18.054447174072266,1.0010031978516185,0.0010031154202119119,-0.08012992143630981,-0.005504421424120665,0.2982223629951477,-0.00022450208780355752,18.054447174072266,43.0633544921875,0.1196623146533966,0.4533219337463379,9.420482879971226e-05,6.6544362909851395e-06,29,25
D0040_seed7_default_unitbox,7,44,True,0.00013,0.006,0.005097504450933882,16,0.9432327263057232,0.006916740909218788,36.17980194091797,60.846771240234375,-24.66696548461914,0.017034225165843964,6.084677579565323e-07,-24.649932861328125,1.0006909805145043,0.0006910454994612983,-0.48620691895484924,-0.0037937876768410206,0.38126301765441895,-0.006676887162029743,24.649932861328125,59.032264709472656,0.5969966650009155,4.258940696716309,0.00011449769975185448,6.7290029515434145e-06,26,29
D0040_seed7_default_unitbox,7,44,True,0.00013,0.007,0.005097504450933882,15,0.9284259875615438,0.009911937639117241,33.56330490112305,55.31612014770508,-21.752817153930664,0.017231162637472153,5.53161214611464e-07,-21.735586166381836,1.000792754675072,0.000792762730462884,-0.006375067867338657,-0.0011931390035897493,0.35280635952949524,0.013630321249365807,21.735586166381836,58.49580383300781,0.24580465257167816,1.6969242095947266,0.00010844350355101698,7.079767809912727e-06,27,27
D0040_seed7_default_unitbox,7,44,True,0.00013,0.008,0.005097504450933882,14,0.9491434225014278,0.005644191522151232,33.67705535888672,56.4024658203125,-22.72541618347168,0.015440131537616253,5.640246740767907e-07,-22.70997428894043,1.0006799608988888,0.0006798832680817023,-0.07808177173137665,0.001955948770046234,0.3528037965297699,0.028391757979989052,22.70997428894043,53.143165588378906,0.4045878052711487,2.610208511352539,0.00010462617672399373,7.021140960180624e-06,27,30
D0040_seed7_default_unitbox,7,44,True,0.00013,0.009,0.005097504450933882,17,0.9335005037924823,0.008818249218165874,29.789813995361328,48.892791748046875,-19.10297966003418,0.017160620540380478,4.889279239250754e-07,-19.085817337036133,1.0008992186551395,0.0008991294549948459,-0.0932953953742981,-0.0057389819994568825,0.31491902470588684,-0.00030497333500534296,19.085817337036133,45.65637969970703,0.12976504862308502,0.49277210235595703,9.924641686164502e-05,7.380553945277131e-06,29,25
D0040_seed7_default_unitbox,7,45,True,0.000135,0.006,0.005097504450933882,16,0.9434583708643913,0.006879507564008236,37.60057067871094,63.2542610168457,-25.6536865234375,0.017109055072069168,6.325425374598126e-07,-25.636577606201172,1.0006673635420116,0.0006673689185381241,-0.5036128759384155,-0.003978227265179157,0.39624857902526855,-0.007341541349887848,25.636577606201172,61.43132019042969,0.6240694522857666,4.430756568908691,0.0001189942587473522,6.754917739246728e-06,26,29
D0040_seed7_default_unitbox,7,45,True,0.000135,0.007,0.005097504450933882,15,0.928442919254303,0.009941709227859974,35.00501251220703,57.66122817993164,-22.656211853027344,0.017148708924651146,5.766123081230035e-07,-22.639062881469727,1.0007574947623672,0.0007574831614910844,0.0002688651147764176,-0.0010091058211401105,0.3678717315196991,0.013945567421615124,22.639062881469727,60.87333679199219,0.24985791742801666,1.77203369140625,0.00011320304575848342,7.152174938946027e-06,27,27
D0040_seed7_default_unitbox,7,45,True,0.000135,0.008,0.005097504450933882,14,0.9502117591244834,0.005569689907133579,35.175418853759766,58.92074966430664,-23.745332717895508,0.014648845419287682,5.892075591873436e-07,-23.730684280395508,1.000617278344228,0.0006172955337570879,-0.0802307277917862,0.0019663649145513773,0.3685299754142761,0.02872849814593792,23.730684280395508,55.67987060546875,0.4262876510620117,2.7676000595092773,0.00010921727337821115,7.004337635580567e-06,27,30
D0040_seed7_default_unitbox,7,45,True,0.000135,0.009,0.005097504450933882,17,0.9328543613938725,0.008966715075075626,31.159229278564453,51.102909088134766,-19.943683624267578,0.01931566372513771,5.110291567689274e-07,-19.924367904663086,1.000969452064774,0.0009694492602004747,-0.09156280010938644,-0.005570901092141867,0.32923150062561035,-0.0013955829199403524,19.924367904663086,47.55751037597656,0.13333198428153992,0.48190736770629883,0.00010373109283105366,7.173126243895579e-06,29,25
D0040_seed7_default_unitbox,7,46,True,0.00014,0.006,0.005097504450933882,16,0.9436841160058975,0.006832219660282135,39.3598747253418,66.2151107788086,-26.855239868164062,0.015812793746590614,6.621511374760303e-07,-26.839427947998047,1.000589130297287,0.0005891628456921002,-0.5198671817779541,-0.003948226571083069,0.41470658779144287,-0.006905893795192242,26.839427947998047,64.56570434570312,0.6528035402297974,4.632837295532227,0.00012440174676119168,7.606845755091627e-06,26,29
D0040_seed7_default_unitbox,7,46,True,0.00014,0.007,0.005097504450933882,15,0.9274789214134216,0.010195071808993816,36.85601043701172,60.701316833496094,-23.845312118530273,0.016290860250592232,6.070131917113031e-07,-23.829021453857422,1.000683648076124,0.0006836562836681269,0.014787555672228336,-0.0010547677520662546,0.3873211443424225,0.015237716026604176,23.829021453857422,63.90155029296875,0.2585736811161041,1.8834266662597656,0.00011889506273561253,8.159329337542187e-06,27,27
D0040_seed7_default_unitbox,7,46,True,0.00014,0.008,0.005097504450933882,14,0.9491177797317505,0.0056657628156244755,37.03487777709961,62.033226013183594,-24.99834632873535,0.015421809628605843,6.203322300279979e-07,-24.98292350769043,1.0006173345181228,0.0006172940338170825,-0.07761342078447342,0.0021298814099282026,0.38798871636390686,0.03022846020758152,24.98292350769043,58.681983947753906,0.4518839716911316,2.8817873001098633,0.00011489540346263783,7.833805454993126e-06,27,30
D0040_seed7_default_unitbox,7,46,True,0.00014,0.009,0.005097504450933882,17,0.9338199356023003,0.008798817172646523,33.01094436645508,54.069183349609375,-21.05824089050293,0.020536178722977638,5.406918148764817e-07,-21.037704467773438,1.0009761722226374,0.0009761606241040196,-0.09027396142482758,-0.00532113341614604,0.3485761284828186,-0.0031369118951261044,21.037704467773438,50.326377868652344,0.1308627426624298,0.5031847953796387,0.00010957309650683752,7.68401957923837e-06,29,25
D0040_seed7_default_unitbox,7,47,True,0.000145,0.006,0.005097504450933882,16,0.9436302371323109,0.006876432336866856,41.113525390625,69.13692474365234,-28.02339744567871,0.016048073768615723,6.913692232046742e-07,-28.00735092163086,1.0005729397290288,0.0005729950616722322,-0.5339066386222839,-0.0037105195224285126,0.43302637338638306,-0.0068238284438848495,28.00735092163086,67.38368225097656,0.6760302782058716,4.836336135864258,0.00012958353770844028,8.085397369309574e-06,26,29
D0040_seed7_default_unitbox,7,47,True,0.000145,0.007,0.005097504450933882,15,0.9274202227592468,0.010241973213851452,38.533329010009766,63.4443359375,-24.910999298095703,0.015342984348535538,6.344432108562614e-07,-24.895654678344727,1.0006163573502778,0.0006162916600012733,0.027779854834079742,-0.0010409598471596837,0.40492457151412964,0.01592198573052883,24.895654678344727,66.83047485351562,0.269090473651886,1.9839868545532227,0.00012377683584350896,8.539066807652827e-06,27,27
D0040_seed7_default_unitbox,7,47,True,0.000145,0.008,0.005097504450933882,14,0.949198169367654,0.005656733643263578,38.63587188720703,64.72398376464844,-26.08811378479004,0.01507275365293026,6.472399149970443e-07,-26.073041915893555,1.0005780633094177,0.0005780972431813657,-0.06971568614244461,0.0019780704751610756,0.40485385060310364,0.03147728368639946,26.073041915893555,61.32804870605469,0.4747891426086426,3.0174131393432617,0.00011972485185820174,8.183562423861684e-06,27,30
D0040_seed7_default_unitbox,7,47,True,0.000145,0.009,0.005097504450933882,17,0.9337794184684753,0.008844262920320034,34.67490005493164,56.77196502685547,-22.097061157226562,0.02042066864669323,5.677196668329998e-07,-22.076641082763672,1.000924962922862,0.0009249898374547865,-0.09001682698726654,-0.005095203872770071,0.36595889925956726,-0.004788404330611229,22.076641082763672,53.27783966064453,0.13601239025592804,0.5221223831176758,0.00011459230976846623,7.811012496780488e-06,29,25
D0040_seed7_default_unitbox,7,48,True,0.00015,0.006,0.005098614654860195,16,0.9438825063407421,0.006776455789804459,42.78819274902344,71.95318603515625,-29.16499137878418,0.017596060410141945,7.195318403319106e-07,-29.147396087646484,1.0006036659701878,0.0006036923626807154,-0.5524245500564575,-0.0038176507223397493,0.4506480097770691,-0.0073921289294958115,29.147396087646484,69.99176788330078,0.7027601003646851,5.069450378417969,0.00013482867986980255,7.940999369177866e-06,26,29
D0040_seed7_default_unitbox,7,48,True,0.00015,0.007,0.005098614654860195,15,0.9275112311045329,0.010203075595200062,40.26150131225586,66.27970886230469,-26.01820182800293,0.016899924725294113,6.627969924011268e-07,-26.00130271911621,1.0006499331617833,0.0006499645386178768,0.03004053607583046,-0.0007111896993592381,0.42294198274612427,0.0157010480761528,26.00130271911621,69.82745361328125,0.2818959355354309,2.0635499954223633,0.00012910365270120866,8.361732701208288e-06,27,27
D0040_seed7_default_unitbox,7,48,True,0.00015,0.008,0.005098614654860195,14,0.9491509710039411,0.005733977071940899,40.33559036254883,67.5599136352539,-27.22433853149414,0.015979286283254623,6.755991535101202e-07,-27.208358764648438,1.0005873109430792,0.0005872932807698918,-0.07054748386144638,0.002196455840021372,0.4226146638393402,0.03178614005446434,27.208358764648438,64.11260986328125,0.49547260999679565,3.1373109817504883,0.0001251191231353409,8.034826478925189e-06,27,30
D0040_seed7_default_unitbox,7,48,True,0.00015,0.009,0.005098614654860195,17,0.9325623827822068,0.00906927790492773,36.283382415771484,59.40943908691406,-23.126054763793945,0.021072138100862503,5.940943879068072e-07,-23.104982376098633,1.0009120278627484,0.0009120170601238354,-0.10155284404754639,-0.005420949310064316,0.3829686939716339,-0.006384880281984806,23.104982376098633,56.18366241455078,0.1477988064289093,0.5547962188720703,0.00011955006515375412,7.4792524795721595e-06,29,25
D0040_seed7_default_unitbox,7,49,True,0.000155,0.006,0.005098614654860195,16,0.9441007226705551,0.006747150328010321,44.48738479614258,74.8353271484375,-30.34794044494629,0.0169459767639637,7.483532726837439e-07,-30.33099365234375,1.0005587285664552,0.0005587016686034038,-0.5834601521492004,-0.0036443695425987244,0.46842050552368164,-0.008800216019153595,30.33099365234375,72.91575622558594,0.7378901243209839,5.2648773193359375,0.00013998762960185782,7.3004518218240795e-06,26,29
D0040_seed7_default_unitbox,7,49,True,0.000155,0.007,0.005098614654860195,15,0.9285202026367188,0.009929933585226536,42.026123046875,69.21472930908203,-27.1886043548584,0.016442585736513138,6.921471822352032e-07,-27.172157287597656,1.000605291184158,0.0006051262534100715,0.02509222738444805,-0.0008989820489659905,0.44153860211372375,0.015985971316695213,27.172157287597656,72.89915466308594,0.3037894070148468,2.1686744689941406,0.00013420040394757288,7.608791663558265e-06,27,27
D0040_seed7_default_unitbox,7,49,True,0.000155,0.008,0.005098614654860195,14,0.9495215841702053,0.005705446004867554,42.16846466064453,70.66221618652344,-28.49375343322754,0.01517678052186966,7.066223020046891e-07,-28.478574752807617,1.0005329859570458,0.0005329192438035694,-0.06661362946033478,0.0021313237957656384,0.441881388425827,0.033353861421346664,28.478574752807617,67.24154663085938,0.5238381624221802,3.3038864135742188,0.00013035115588435372,7.606384114027335e-06,27,30
D0040_seed7_default_unitbox,7,49,True,0.000155,0.009,0.005098614654860195,17,0.9332442599184373,0.00887272972613573,38.066261291503906,62.302513122558594,-24.236248016357422,0.02351248823106289,6.230251301531098e-07,-24.21273422241211,1.0009711333602112,0.0009710794334536143,-0.1020636335015297,-0.005309029016643763,0.40164315700531006,-0.006628019735217094,24.21273422241211,59.13282775878906,0.1479322761297226,0.5568971633911133,0.00012494454173630118,7.2943445874882635e-06,29,25
D0040_seed7_default_unitbox,7,50,True,0.00016,0.006,0.005098614654860195,16,0.9454343356192112,0.006548003293573856,46.15812683105469,77.62691497802734,-31.468788146972656,0.016445383429527283,7.762690756862867e-07,-31.452342987060547,1.0005228596139524,0.0005228667204949689,-0.5959922671318054,-0.0036700968630611897,0.48597002029418945,-0.009318573400378227,31.452342987060547,75.6911849975586,0.7596286535263062,5.436532974243164,0.00014516517411472513,7.5397348029645366e-06,26,29
D0040_seed7_default_unitbox,7,50,True,0.00016,0.007,0.005098614654860195,15,0.9294037977854411,0.009680707938969135,43.50971984863281,71.66112518310547,-28.151399612426758,0.015692291781306267,7.166111686274235e-07,-28.135704040527344,1.0005578524666312,0.0005577358845793484,0.018851755186915398,-0.0004974632174707949,0.45696109533309937,0.01612401194870472,28.135704040527344,75.460693359375,0.31306636333465576,2.2758350372314453,0.00013921356858864547,7.611280175802272e-06,27,27
D0040_seed7_default_unitbox,7,50,True,0.00016,0.008,0.005098614654860195,14,0.95030648793493,0.005556859076023102,43.95013427734375,73.66883087158203,-29.718706130981445,0.01388833113014698,7.366883210124797e-07,-29.704816818237305,1.0004675777948449,0.0004675447492280183,-0.06125659868121147,0.002179123926907778,0.460567444562912,0.0347982719540596,29.704816818237305,70.1015625,0.551738440990448,3.448049545288086,0.0001358245603417648,8.014002770761619e-06,27,30
D0040_seed7_default_unitbox,7,50,True,0.00016,0.009,0.005098614654860195,17,0.9343119368833654,0.008662709034979343,39.98920822143555,65.43864440917969,-25.449438095092773,0.021104440093040466,6.543864401464816e-07,-25.42833137512207,1.0008300473853096,0.0008299577263527443,-0.10540948063135147,-0.005067678168416023,0.421738862991333,-0.00796600617468357,25.42833137512207,62.5152587890625,0.1547989845275879,0.5842123031616211,0.00013073139869259744,7.725659493346406e-06,29,25
D0040_seed7_default_unitbox,7,51,True,0.00017,0.006,0.005097504450933882,16,0.944782916456461,0.006738785654306412,49.60127258300781,83.42328643798828,-33.82201385498047,0.01649601012468338,8.342328783328412e-07,-33.805519104003906,1.0004879307111307,0.00048796795795186005,-0.6387697458267212,-0.003953777253627777,0.5222245454788208,-0.009850921109318733,33.805519104003906,81.51017761230469,0.8169224262237549,5.859344482421875,0.00015555999270125284,8.276983909785611e-06,26,29
D0040_seed7_default_unitbox,7,51,True,0.00017,0.007,0.005097504450933882,15,0.9290265440940857,0.00977333728224039,46.83724594116211,77.1455307006836,-30.308292388916016,0.014970693737268448,7.714552907600591e-07,-30.293323516845703,1.0004941310603304,0.0004941911946024492,0.030999805778265,-0.0004394458665046841,0.49187183380126953,0.017810288816690445,30.293323516845703,81.46310424804688,0.33913323283195496,2.4812488555908203,0.000149451461732463,8.340954966317642e-06,27,27
D0040_seed7_default_unitbox,7,51,True,0.00017,0.008,0.005097504450933882,14,0.9494113922119141,0.005727636162191629,47.20873260498047,79.1502685546875,-31.94154167175293,0.014138937927782536,7.9150277088047e-07,-31.92740249633789,1.0004428539220083,0.0004428464836562977,-0.06895653158426285,0.0024758365470916033,0.4946640133857727,0.03683999553322792,31.92740249633789,75.5167465209961,0.5989258885383606,3.7337417602539062,0.00014574397211820016,8.5085644514038e-06,27,30
D0040_seed7_default_unitbox,7,51,True,0.00017,0.009,0.005097504450933882,17,0.934096402981702,0.008706184104084969,43.07744598388672,70.48918914794922,-27.4117488861084,0.021605653688311577,7.048919883345661e-07,-27.3901424407959,1.0007888401953076,0.0007888112935159954,-0.11988122016191483,-0.005625603254884481,0.4543716013431549,-0.010087844915688038,27.3901424407959,67.93050384521484,0.16875945031642914,0.6478996276855469,0.00014053319929220817,8.140485487086247e-06,29,25
D0040_seed7_default_unitbox,7,52,True,0.00018,0.006,0.005097504450933882,16,0.9444838091731071,0.0067283655516803265,52.900997161865234,89.00244140625,-36.1014404296875,0.015584602952003479,8.9002440972763e-07,-36.08585739135742,1.0004318322871222,0.0004318756454359873,-0.6959942579269409,-0.00428953068330884,0.5569931268692017,-0.008547032251954079,36.08585739135742,87.26417541503906,0.8826174139976501,6.35078239440918,0.0001655287879435462,9.184581182458759e-06,26,29
D0040_seed7_default_unitbox,7,52,True,0.00018,0.007,0.005097504450933882,15,0.9287725965181987,0.00982772745192051,50.112003326416016,82.5381851196289,-32.426185607910156,0.015640925616025925,8.253819032688625e-07,-32.410545349121094,1.0004825669738224,0.000482587548205204,0.021986523643136024,-0.0005017297226004303,0.5262744426727295,0.020470377057790756,32.410545349121094,86.86465454101562,0.3554288446903229,2.608592987060547,0.00015991274085536133,9.384905928931807e-06,27,27
D0040_seed7_default_unitbox,7,52,True,0.00018,0.008,0.005097504450933882,14,0.9492139092513493,0.005762096028774977,50.6280403137207,84.91780090332031,-34.28976821899414,0.015181495808064938,8.491780363328871e-07,-34.27458572387695,1.000442966553688,0.00044293739770832425,-0.09655594080686569,0.0029036945197731256,0.5303978323936462,0.040458351373672485,34.27458572387695,81.0954818725586,0.6462536454200745,4.1397857666015625,0.00015620022831070753,9.587657751176772e-06,27,30
D0040_seed7_default_unitbox,7,52,True,0.00018,0.009,0.005097504450933882,17,0.9359345436096191,0.008361821062862873,46.33028793334961,75.80779266357422,-29.477506637573242,0.020255636423826218,7.580779310956132e-07,-29.457252502441406,1.0006875771978447,0.0006876281629506159,-0.13237012922763824,-0.005761639680713415,0.4885721802711487,-0.009718338958919048,29.457252502441406,73.49415588378906,0.17806240916252136,0.7251710891723633,0.00015105640142102294,9.043743137791072e-06,29,25
D0040_seed7_default_unitbox,7,53,True,0.00019,0.006,0.005097504450933882,16,0.9451514519751072,0.006616158876568079,56.12684631347656,94.441650390625,-38.31480407714844,0.01538982056081295,9.444164561500656e-07,-38.29941177368164,1.000401893991421,0.00040182916259273813,-0.7446078062057495,-0.00433817645534873,0.590877115726471,-0.009331857785582542,38.29941177368164,92.71101379394531,0.940147876739502,6.794765472412109,0.00017553011656038861,9.96266320103723e-06,26,29
D0040_seed7_default_unitbox,7,53,True,0.00019,0.007,0.005097504450933882,15,0.928637711207072,0.009853813797235489,53.40206527709961,88.01146697998047,-34.60940170288086,0.015435884706676006,8.80114612300531e-07,-34.59396743774414,1.0004461548148387,0.0004462016313813867,0.008043256588280201,-0.00030583515763282776,0.5607396364212036,0.021451899781823158,34.59396743774414,92.21160888671875,0.3868206739425659,2.77227783203125,0.00017004667494836245,1.0110713564817734e-05,27,27
D0040_seed7_default_unitbox,7,53,True,0.00019,0.008,0.005097504450933882,14,0.9505075344017574,0.005622901022434235,54.04553985595703,90.69929504394531,-36.65375900268555,0.014618786983191967,9.069929660654452e-07,-36.6391487121582,1.0003987617354901,0.0003989936310485544,-0.1176280602812767,0.003433582605794072,0.5660738945007324,0.04317750781774521,36.6391487121582,86.73771667480469,0.7000036835670471,4.429744720458984,0.00016656701126420455,1.0357600238556324e-05,27,30
D0040_seed7_default_unitbox,7,53,True,0.00019,0.009,0.005097504450933882,17,0.934973467798794,0.00846519973129034,49.537174224853516,81.0376968383789,-31.500520706176758,0.022046228870749474,8.103770028355939e-07,-31.478471755981445,1.0007004453826804,0.0007003589323411266,-0.1420842707157135,-0.005224248860031366,0.5220343470573425,-0.010555494576692581,31.478471755981445,78.88626098632812,0.1862751543521881,0.7554311752319336,0.00016120215040151881,9.763680796070198e-06,29,25
D0040_seed7_default_unitbox,7,54,True,0.0002,0.006,0.00509735108776526,16,0.9450211226940155,0.0067362915724515915,59.6999397277832,100.43453979492188,-40.734588623046875,0.01589047536253929,1.0043453357866383e-06,-40.71870422363281,1.0003901008078946,0.0003902500255230761,-0.7884330153465271,-0.004648108966648579,0.6285058259963989,-0.00920286774635315,40.71870422363281,98.77064514160156,0.9935547709465027,7.224714279174805,0.00018647741273950343,1.1105729227670934e-05,26,29
D0040_seed7_default_unitbox,7,54,True,0.0002,0.007,0.00509735108776526,15,0.9282617410024007,0.010006118565797806,56.869686126708984,93.65676879882812,-36.7870979309082,0.016847383230924606,9.365677442474407e-07,-36.77024841308594,1.0004582378022844,0.0004581797501517258,0.016478780657052994,0.00016598265210632235,0.5969640016555786,0.02277856506407261,36.77024841308594,98.30618286132812,0.4005727767944336,2.953401565551758,0.00018108780858272912,1.1305027151643622e-05,27,27
D0040_seed7_default_unitbox,7,54,True,0.0002,0.008,0.00509735108776526,15,0.9417313575744629,0.007533840835094452,53.880836486816406,90.44617462158203,-36.56534957885742,0.016869952902197838,9.044617854669923e-07,-36.5484733581543,1.0004617489912027,0.00046157749837816406,-0.10990119725465775,0.0036488831974565983,0.5642630457878113,0.044462163001298904,36.5484733581543,92.7862548828125,0.7005412578582764,4.751306533813477,0.00017737496540980323,1.1799595754551033e-05,27,30
D0040_seed7_default_unitbox,7,54,True,0.0002,0.009,0.00509735108776526,17,0.9347349089734694,0.008576799184083939,52.84043502807617,86.49314880371094,-33.6527214050293,0.019702835008502007,8.649315645925526e-07,-33.633018493652344,1.000585820490084,0.0005858182194446978,-0.16260896623134613,-0.006307623349130154,0.5571241974830627,-0.009928707964718342,33.633018493652344,84.71220397949219,0.20681031048297882,0.8526115417480469,0.00017197352545892877,1.1731179519584062e-05,29,25
D0040_seed13_default_unitbox,13,14,True,5.5e-05,0.006,0.0049146628460019,13,0.928545933503371,0.010372878983616829,10.410969734191895,16.851238250732422,-6.440267562866211,0.015812955796718597,1.6851238626713894e-07,-6.424454689025879,1.002461356582893,0.0024613693398336145,0.011017425917088985,-0.0017042381223291159,0.10994364321231842,0.00682443380355835,6.424454689025879,11.958600997924805,0.01584620587527752,0.08929204940795898,3.465186301118063e-05,-6.753398681197894e-08,27,28
D0040_seed13_default_unitbox,13,14,True,5.5e-05,0.007,0.0049146628460019,17,0.916790015557233,0.011556096374988556,7.254077911376953,11.878783226013184,-4.624705791473389,0.03286334127187729,1.1878781691621043e-07,-4.591841220855713,1.0071571661642846,0.007156898440350043,0.015705356374382973,-0.0013766894116997719,0.07667761296033859,0.0012482948368415236,4.591841220855713,9.809623718261719,0.038234077394008636,0.25635039806365967,2.8161316009557515e-05,-3.7924267066009754e-07,27,26
D0040_seed13_default_unitbox,13,14,True,5.5e-05,0.008,0.0049146628460019,12,0.934308335185051,0.007756920997053385,7.455657482147217,12.138413429260254,-4.6827569007873535,0.025282589718699455,1.2138413296725048e-07,-4.657474040985107,1.005428448893061,0.005428390903785243,0.0008578900597058237,-0.001143246074207127,0.07870511710643768,-0.0008743844809941947,4.657474040985107,8.46224594116211,0.021209249272942543,0.08760285377502441,2.3065408640832175e-05,-9.804995803780655e-07,29,29
D0040_seed13_default_unitbox,13,14,True,5.5e-05,0.009,0.0049146628460019,12,0.9105557054281235,0.010679560713469982,4.505509376525879,7.380396366119385,-2.874887466430664,0.04717744514346123,7.380396027656388e-08,-2.827709913253784,1.0166840144937617,0.01668397628849247,0.0013155915075913072,-0.0020890708547085524,0.04809340462088585,0.0005170381627976894,2.827709913253784,4.65915584564209,0.014182823710143566,0.0338631272315979,1.88780889630489e-05,-1.4488940889923715e-06,31,26
D0040_seed13_default_unitbox,13,15,True,5.7e-05,0.006,0.0049136466967562836,13,0.9294825104566721,0.010244355536997318,11.251240730285645,18.211679458618164,-6.960437297821045,0.0157483983784914,1.8211677854651498e-07,-6.944689750671387,1.0022675666898058,0.002267689262428016,0.012326523661613464,-0.001943423179909587,0.11885583400726318,0.00683309230953455,6.944689750671387,12.959709167480469,0.017277676612138748,0.09635448455810547,3.6799136505121495e-05,-1.0691551402468374e-07,27,28
D0040_seed13_default_unitbox,13,15,True,5.7e-05,0.007,0.0049136466967562836,17,0.9194065788212944,0.011146808974444866,8.014067649841309,13.119621276855469,-5.10555362701416,0.03294616937637329,1.3119621655732772e-07,-5.072607517242432,1.0064949061522581,0.006494917902555069,0.019490066915750504,-0.001482099061831832,0.08469615876674652,0.0010770332301035523,5.072607517242432,10.929359436035156,0.041506171226501465,0.2916133403778076,3.0464430858922208e-05,-3.4590525670123735e-07,27,27
D0040_seed13_default_unitbox,13,15,True,5.7e-05,0.008,0.0049136466967562836,14,0.9213954848902566,0.01133705209940672,7.40822696685791,12.079185485839844,-4.670958995819092,0.026242494583129883,1.207918529644303e-07,-4.644716739654541,1.0056499152984952,0.005649966629629542,0.0016368841752409935,-0.0013507016701623797,0.07828601449728012,-0.0017683012410998344,4.644716739654541,9.680688858032227,0.023698702454566956,0.10269498825073242,2.5302584084595857e-05,-1.0493119808760922e-06,29,29
D0040_seed13_default_unitbox,13,15,True,5.7e-05,0.009,0.0049136466967562836,13,0.9132625368925241,0.011457759886980057,5.077832221984863,8.31760311126709,-3.2397711277008057,0.04155676066875458,8.317603317209432e-08,-3.1982150077819824,1.0129935353994988,0.012993735745607332,-0.0006677190540358424,-0.002228008583188057,0.05415453389286995,-6.93868423695676e-05,3.1982150077819824,5.561829566955566,0.016764026135206223,0.04322028160095215,2.1093744661389774e-05,-1.646143251857197e-06,31,26
