case,seed,step,after_alpha0p8_through_onset,Delta,cut_x,crack_y_proxy,alpha_band_element_count,alpha_mean_in_band,g_alpha_mean_in_band,sigma_yy_tm_total_mean_in_band,sigma_yy_tm_plus_mean_in_band,sigma_yy_tm_minus_mean_in_band,sigma_yy_tm_degraded_plus_mean_in_band,sigma_yy_tm_residual_plus_mean_in_band,sigma_yy_tm_eff_mean_in_band,abs_minus_over_abs_eff_in_band,abs_degraded_plus_over_abs_eff_in_band,sigma_xy_tm_eff_mean_in_band,eps_xx_mean_in_band,eps_yy_mean_in_band,eps_xy_mean_in_band,abs_sigma_yy_tm_eff_mean_in_alpha_ge_0p8_band,abs_sigma_yy_tm_eff_max_in_alpha_ge_0p8_band,abs_sigma_xy_tm_eff_mean_in_alpha_ge_0p8_band,abs_sigma_xy_tm_eff_max_in_alpha_ge_0p8_band,v_jump_proxy,u_jump_proxy,above_node_count,below_node_count
D0040_seed7_default_unitbox,7,16,True,5.9e-05,0.008,0.00509441680780131,15,0.9228505849838257,0.01026933453977108,7.047214984893799,11.669953346252441,-4.62273645401001,0.034329671412706375,1.1669952471038414e-07,-4.588407516479492,1.0074816670941331,0.0074818270368117185,-0.0009525055647827685,-0.001640305737964809,0.07460608333349228,0.003945639822632074,4.588407516479492,9.8436279296875,0.053384337574243546,0.22624075412750244,2.724635031107162e-05,6.876290862473309e-07,27,30
D0040_seed7_default_unitbox,7,16,True,5.9e-05,0.009,0.00509441680780131,15,0.9202618877092997,0.009175791405141354,5.410217761993408,8.937883377075195,-3.527665853500366,0.04162794351577759,8.937884388160455e-08,-3.4860382080078125,1.0119412476308867,0.01194133312140803,-0.00978777650743723,-0.0026646368205547333,0.057809893041849136,-0.0004111524613108486,3.4860382080078125,6.566925048828125,0.03193476423621178,0.07698988914489746,2.23451599846032e-05,-9.541100107839904e-07,29,25
D0040_seed7_default_unitbox,7,17,True,6.1e-05,0.006,0.005093097407370806,16,0.9385139234364033,0.007477308623492718,11.648548126220703,19.45123863220215,-7.80269193649292,0.02027769759297371,1.9451239552381594e-07,-7.782413959503174,1.0026056153136116,0.0026055794125693396,-0.09621050953865051,-0.0029409187845885754,0.12340587377548218,-0.003122648922726512,7.782413959503174,17.423133850097656,0.14355450868606567,0.884605884552002,4.057880224519461e-05,2.986743099627944e-06,26,29
D0040_seed7_default_unitbox,7,17,True,6.1e-05,0.007,0.005093097407370806,15,0.9210977911949157,0.010895075276494026,9.429709434509277,15.585831642150879,-6.156121730804443,0.023691408336162567,1.5585830226427788e-07,-6.132430553436279,1.0038632606047024,0.003863298268072061,-0.011369788087904453,-0.0018162763444706798,0.09968478232622147,0.002470947802066803,6.132430553436279,16.474102020263672,0.08000112324953079,0.40773916244506836,3.434259407960646e-05,2.117972818032959e-06,27,27
D0040_seed7_default_unitbox,7,17,True,6.1e-05,0.008,0.005093097407370806,15,0.9253182927767436,0.00988037884235382,7.776242256164551,12.88983154296875,-5.113588809967041,0.0325356088578701,1.2889830713902484e-07,-5.081052780151367,1.0064034032361902,0.006403320387650224,0.00044736414565704763,-0.0017477638320997357,0.08230037987232208,0.004515808541327715,5.081052780151367,11.101377487182617,0.06084804609417915,0.2577400207519531,2.9412181828337017e-05,9.31009462537649e-07,27,30
D0040_seed7_default_unitbox,7,17,True,6.1e-05,0.009,0.005093097407370806,15,0.9291964292526245,0.007818487472832203,6.214906215667725,10.314218521118164,-4.099311828613281,0.03493952378630638,1.0314219167639749e-07,-4.064371585845947,1.0085967146530137,0.008596537754565117,-0.019726920872926712,-0.0029273531399667263,0.06635747849941254,-0.00026494276244193316,4.064371585845947,7.61109733581543,0.04715263098478317,0.1464064121246338,2.4507015706180467e-05,-6.085652327375748e-07,29,25
D0040_seed7_default_unitbox,7,18,True,6.3e-05,0.006,0.0050958913030489435,16,0.9396848864853382,0.007284778170287609,12.402841567993164,20.729923248291016,-8.327079772949219,0.01961839385330677,2.072992231205717e-07,-8.307461738586426,1.0023614956024018,0.0023615388756090716,-0.11225423216819763,-0.003082173876464367,0.13137823343276978,-0.0033427446614950895,8.307461738586426,18.68903350830078,0.15971453487873077,1.0061769485473633,4.286065624828383e-05,2.966182182259614e-06,26,29
D0040_seed7_default_unitbox,7,18,True,6.3e-05,0.007,0.0050958913030489435,15,0.924007515112559,0.010502536781132221,10.076979637145996,16.639663696289062,-6.56268310546875,0.02274560183286667,1.663966173737208e-07,-6.539937496185303,1.0034779551481516,0.0034779540089081907,-0.008017528802156448,-0.0018459076527506113,0.10649119317531586,0.002815804909914732,6.539937496185303,17.541160583496094,0.08059605211019516,0.4385035037994385,3.648294962962003e-05,2.1010681073810832e-06,27,27
D0040_seed7_default_unitbox,7,18,True,6.3e-05,0.008,0.0050958913030489435,15,0.9285539031028748,0.009326610714197159,8.445594787597656,13.996789932250977,-5.551194667816162,0.03028152510523796,1.3996789505199558e-07,-5.520914077758789,1.0054847059075525,0.005484875272235848,-0.004710498731583357,-0.0016177472425624728,0.08927794545888901,0.0050357733853161335,5.520914077758789,12.067304611206055,0.06618338078260422,0.3133585453033447,3.1451980218359193e-05,8.49627842938019e-07,27,30
D0040_seed7_default_unitbox,7,18,True,6.3e-05,0.009,0.0050958913030489435,16,0.9271966703236103,0.008778322488069534,6.566797733306885,10.874935150146484,-4.3081374168396,0.03299006447196007,1.0874934730509267e-07,-4.275147438049316,1.0077166879665176,0.007716708008323784,-0.022184224799275398,-0.0030919453129172325,0.07011422514915466,-0.00045006396248936653,4.275147438049316,8.569486618041992,0.045442841947078705,0.1398155689239502,2.6522053138188343e-05,-7.052300886776902e-07,29,25
D0040_seed7_default_unitbox,7,19,True,6.5e-05,0.006,0.005096363939159776,16,0.9401286616921425,0.007269522175192833,13.234326362609863,22.12924575805664,-8.89492130279541,0.018694479018449783,2.212924670175198e-07,-8.876227378845215,1.0021060663671988,0.0021061289014524896,-0.121080681681633,-0.0029548280872404575,0.14005890488624573,-0.0037528392858803272,8.876227378845215,20.11893081665039,0.17466303706169128,1.1020827293395996,4.5258601072969005e-05,2.961254827527895e-06,26,29
D0040_seed7_default_unitbox,7,19,True,6.5e-05,0.007,0.005096363939159776,15,0.9246492266654969,0.010435540229082108,10.890666961669922,17.984344482421875,-7.0936760902404785,0.02210240438580513,1.7984343969601468e-07,-7.071574687957764,1.003125386248179,0.0031255279567991377,-0.005530452821403742,-0.0019102297956123948,0.11505784094333649,0.003019817639142275,7.071574687957764,19.013275146484375,0.0881204754114151,0.48760056495666504,3.876624530810794e-05,2.111794132091476e-06,27,27
D0040_seed7_default_unitbox,7,19,True,6.5e-05,0.008,0.005096363939159776,14,0.9396939660821643,0.007016721647232771,9.765421867370605,16.206979751586914,-6.44155740737915,0.020988302305340767,1.620697958060191e-07,-6.420567989349365,1.003269090532894,0.0032689167594139343,-0.002844085916876793,-0.0015995883150026202,0.10312680900096893,0.005996278487145901,6.420567989349365,13.53192138671875,0.08376606553792953,0.3746640682220459,3.3953783662986505e-05,9.556988566651454e-07,27,30
D0040_seed7_default_unitbox,7,19,True,6.5e-05,0.009,0.005096363939159776,17,0.9215169584049898,0.010411037132143974,7.0180792808532715,11.61481761932373,-4.596738815307617,0.0327601358294487,1.1614818617999845e-07,-4.563978672027588,1.0071779790472761,0.007177977414801266,-0.02486591413617134,-0.003048221580684185,0.07483524084091187,-0.0007735890685580671,4.563978672027588,9.930610656738281,0.04799185320734978,0.16165947914123535,2.8907347888011356e-05,-4.77091594050228e-07,29,25
D0040_seed7_default_unitbox,7,20,True,6.7e-05,0.006,0.005097504450933882,16,0.9402481429278851,0.007304599974304438,13.937003135681152,23.330215454101562,-9.393213272094727,0.01837605983018875,2.3330215981332003e-07,-9.374836921691895,1.0019601781403058,0.0019601471453513444,-0.13145074248313904,-0.003057003952562809,0.14747454226016998,-0.004160292446613312,9.374836921691895,21.310585021972656,0.1900685429573059,1.1910481452941895,4.744013168402883e-05,2.895800268290733e-06,26,29
D0040_seed7_default_unitbox,7,20,True,6.7e-05,0.007,0.005097504450933882,15,0.9244469404220581,0.010512398555874825,11.550907135009766,19.080493927001953,-7.529586315155029,0.022086795419454575,1.9080496826973103e-07,-7.507498741149902,1.0029420682928738,0.0029419645851411227,-0.004805378150194883,-0.0020466826390475035,0.12204102426767349,0.0031280217226594687,7.507498741149902,20.175037384033203,0.09533067792654037,0.5280318260192871,4.092791863917632e-05,1.9721861732520025e-06,27,27
D0040_seed7_default_unitbox,7,20,True,6.7e-05,0.008,0.005097504450933882,14,0.9416128482137408,0.006742055527865887,10.541224479675293,17.498292922973633,-6.957070827484131,0.01973084732890129,1.749829436903383e-07,-6.937338829040527,1.0028443181066784,0.002844152176380028,-0.005426016636192799,-0.001404985785484314,0.11119735985994339,0.006436952389776707,6.937338829040527,14.810543060302734,0.09252314269542694,0.4356577396392822,3.618597908859589e-05,8.197410402822752e-07,27,30
D0040_seed7_default_unitbox,7,20,True,6.7e-05,0.009,0.005097504450933882,17,0.9257467529352974,0.009694777429103851,7.73711633682251,12.804242134094238,-5.067126750946045,0.02910584583878517,1.2804241578123765e-07,-5.038021087646484,1.0057772015625202,0.0057772377948465455,-0.029425740242004395,-0.0033718058839440346,0.08250676840543747,-0.0010386789217591286,5.038021087646484,11.141561508178711,0.05239295959472656,0.1790868043899536,3.121435401383145e-05,-6.176987793376866e-07,29,25
D0040_seed7_default_unitbox,7,21,True,6.9e-05,0.006,0.005098614654860195,16,0.9404058717191219,0.007308860309422016,14.687699317932129,24.592336654663086,-9.904638290405273,0.017200104892253876,2.4592338832007954e-07,-9.88743782043457,1.0017396286361624,0.0017395917126989224,-0.14530383050441742,-0.0028966586105525494,0.1552945375442505,-0.0040526362136006355,9.88743782043457,22.778179168701172,0.20600152015686035,1.287332534790039,4.954623294670503e-05,3.1485222393900793e-06,26,29
D0040_seed7_default_unitbox,7,21,True,6.9e-05,0.007,0.005098614654860195,15,0.9245959679285686,0.010538767091929913,12.252774238586426,20.236366271972656,-7.9835920333862305,0.021650834009051323,2.0236367959114432e-07,-7.961941719055176,1.0027192254220147,0.0027192906922735645,-0.005148661322891712,-0.0019327601185068488,0.12936602532863617,0.0036845447029918432,7.961941719055176,21.387332916259766,0.10097193717956543,0.5559463500976562,4.309942488800044e-05,2.4058762459457354e-06,27,27
D0040_seed7_default_unitbox,7,21,True,6.9e-05,0.008,0.005098614654860195,14,0.9434524774551392,0.006573494058102369,11.33051586151123,18.811628341674805,-7.481108665466309,0.018534312024712563,1.881162603467601e-07,-7.462574005126953,1.0024836819476257,0.0024836352727596513,-0.008270835503935814,-0.0011743127834051847,0.11939581483602524,0.007291488815099001,7.462574005126953,16.10251235961914,0.1005329042673111,0.50026535987854,3.836854628187009e-05,1.356622738900047e-06,27,30
D0040_seed7_default_unitbox,7,21,True,6.9e-05,0.009,0.005098614654860195,17,0.9275776568581077,0.009487032890319824,8.45214557647705,13.979461669921875,-5.527317047119141,0.024997049942612648,1.3979462210045313e-07,-5.502319812774658,1.0045430355186638,0.0045430020051864944,-0.03582226112484932,-0.0036946649197489023,0.09013594686985016,-0.001123298890888691,5.502319812774658,12.59585189819336,0.05692720040678978,0.181615948677063,3.331962122094159e-05,1.6861036344599585e-08,29,25
D0040_seed7_default_unitbox,7,22,True,7.1e-05,0.006,0.005097504450933882,16,0.9409448653459549,0.007190579082816839,15.395747184753418,25.77825164794922,-10.382502555847168,0.01723240315914154,2.577825171101722e-07,-10.365270614624023,1.0016624690144444,0.0016625135801885292,-0.14957155287265778,-0.002967761131003499,0.16275477409362793,-0.004101995844393969,10.365270614624023,23.909622192382812,0.21757772564888,1.369091510772705,5.172319231073997e-05,3.2017871377971556e-06,26,29
D0040_seed7_default_unitbox,7,22,True,7.1e-05,0.007,0.005097504450933882,15,0.9252066810925802,0.010408924892544746,12.90579605102539,21.305095672607422,-8.399298667907715,0.020843664184212685,2.1305095287971199e-07,-8.37845516204834,1.0024877504809944,0.002487769377656595,0.0019637281075119972,-0.0018858986441046,0.13620378077030182,0.004089964088052511,8.37845516204834,22.44903564453125,0.10392127931118011,0.6073360443115234,4.513559111661312e-05,2.5540594513720997e-06,27,27
D0040_seed7_default_unitbox,7,22,True,7.1e-05,0.008,0.005097504450933882,14,0.9438520584787641,0.00654631108045578,12.136688232421875,20.162220001220703,-8.025529861450195,0.018381845206022263,2.0162219982466922e-07,-8.007147789001465,1.0022957079016301,0.002295679521648317,-0.01594233326613903,-0.0010020354529842734,0.12779366970062256,0.008121454156935215,8.007147789001465,17.309104919433594,0.10960152000188828,0.5999698638916016,4.064771647891677e-05,1.5808771439441006e-06,27,30
D0040_seed7_default_unitbox,7,22,True,7.1e-05,0.009,0.005097504450933882,17,0.9305443588425132,0.00899725966155529,9.189061164855957,15.189045906066895,-5.999986171722412,0.02290143072605133,1.5189048951924633e-07,-5.977085113525391,1.0038314760057874,0.003831538331992007,-0.039169009774923325,-0.0038990473840385675,0.09794988483190536,-0.0012238373747095466,5.977085113525391,13.846075057983398,0.060067564249038696,0.18497145175933838,3.5648671079703995e-05,3.115727812310697e-07,29,25
D0040_seed7_default_unitbox,7,23,True,7.3e-05,0.006,0.005097504450933882,16,0.9410506635904312,0.007172142155468464,16.184328079223633,27.121015548706055,-10.936689376831055,0.016660256311297417,2.7121018320031e-07,-10.920028686523438,1.001525700232654,0.0015256604895056802,-0.15530605614185333,-0.00306109176017344,0.17106887698173523,-0.0044847819954156876,10.920028686523438,25.329505920410156,0.23468679189682007,1.4588532447814941,5.4149588524055986e-05,3.257247428699203e-06,26,29
D0040_seed7_default_unitbox,7,23,True,7.3e-05,0.007,0.005097504450933882,15,0.9258393208185832,0.010312727652490139,13.71988296508789,22.64398956298828,-8.924111366271973,0.019480843096971512,2.2643992281246028e-07,-8.90462875366211,1.0021879196930978,0.002187720974775039,0.0012491886736825109,-0.001745923887938261,0.14469695091247559,0.004135948605835438,8.90462875366211,23.87053680419922,0.10987703502178192,0.6511096954345703,4.7474476189193044e-05,2.6590064660720395e-06,27,27
D0040_seed7_default_unitbox,7,23,True,7.3e-05,0.008,0.005097504450933882,14,0.9450669118336269,0.006356258410960436,12.986483573913574,21.586315155029297,-8.599830627441406,0.01739795319736004,2.158631389193033e-07,-8.58243179321289,1.0020272615789705,0.0020271589237817874,-0.016502154991030693,-0.000936045020353049,0.13668988645076752,0.008705888874828815,8.58243179321289,18.66449737548828,0.11982139199972153,0.6682579517364502,4.308944218657281e-05,1.6410659975884266e-06,27,30
D0040_seed7_default_unitbox,7,23,True,7.3e-05,0.009,0.005097504450933882,17,0.9314482597743764,0.008889146149158478,9.984650611877441,16.499547958374023,-6.51489782333374,0.02103935182094574,1.6499548394222074e-07,-6.4938578605651855,1.0032399789493889,0.0032398848685478627,-0.043010812252759933,-0.004144071135669947,0.10639520734548569,-0.0016179492231458426,6.4938578605651855,15.274225234985352,0.06580246984958649,0.17410612106323242,3.806505992542952e-05,3.648351531441661e-07,29,25
D0040_seed7_default_unitbox,7,24,True,7.5e-05,0.006,0.005097504450933882,16,0.9413031414151192,0.007156621664762497,16.96126937866211,28.433029174804688,-11.471759796142578,0.016697432845830917,2.8433029797270137e-07,-11.455060958862305,1.0014577693947018,0.0014576467908634573,-0.16761502623558044,-0.0031146479304879904,0.17924568057060242,-0.004595428705215454,11.455060958862305,26.63256072998047,0.2496374100446701,1.5692405700683594,5.629061040876431e-05,3.3207083525478482e-06,26,29
D0040_seed7_default_unitbox,7,24,True,7.5e-05,0.007,0.005097504450933882,15,0.9257326285044353,0.010389512404799461,14.427874565124512,23.81926727294922,-9.391392707824707,0.01821424812078476,2.381926407224455e-07,-9.373178482055664,1.0019432283087228,0.0019432306933720236,0.0009558235760778189,-0.0017198658315464854,0.1521196961402893,0.004571385215967894,9.373178482055664,25.236236572265625,0.11828947067260742,0.702754020690918,4.967612198082929e-05,2.8751077420734133e-06,27,27
D0040_seed7_default_unitbox,7,24,True,7.5e-05,0.008,0.005097504450933882,14,0.9439682151590075,0.006499064154922962,13.753880500793457,22.875097274780273,-9.121214866638184,0.018112804740667343,2.2875096306052e-07,-9.103102684020996,1.0019896713511736,0.001989739693089632,-0.02235495112836361,-0.0006499317823909223,0.14463742077350616,0.009885273873806,9.103102684020996,20.020732879638672,0.12963519990444183,0.7537789344787598,4.5297632452814095e-05,2.137833147302175e-06,27,30
D0040_seed7_default_unitbox,7,24,True,7.5e-05,0.009,0.005097504450933882,17,0.93149773162954,0.009001199156045914,10.687363624572754,17.67820930480957,-6.9908447265625,0.020260028541088104,1.76782080529847e-07,-6.970584869384766,1.0029064788044855,0.002906503388269668,-0.048854704946279526,-0.004569230601191521,0.11393395811319351,-0.00116901402361691,6.970584869384766,16.479053497314453,0.07162380963563919,0.18230223655700684,4.032260128136339e-05,9.493314340441684e-07,29,25
D0040_seed7_default_unitbox,7,25,True,7.7e-05,0.006,0.005098614654860195,16,0.9414315596222878,0.007163274101912975,17.624645233154297,29.550352096557617,-11.925705909729004,0.01697133295238018,2.9550349722740066e-07,-11.908733367919922,1.0014252180550791,0.0014251165449801766,-0.18064484000205994,-0.003237098455429077,0.18625643849372864,-0.004333773627877235,11.908733367919922,27.66626739501953,0.26089605689048767,1.664330005645752,5.8335916704365225e-05,3.7106132646513856e-06,26,29
D0040_seed7_default_unitbox,7,25,True,7.7e-05,0.007,0.005098614654860195,15,0.9263258735338847,0.010253993794322014,15.145745277404785,24.98488426208496,-9.83913803100586,0.018456988036632538,2.498488527180598e-07,-9.820680618286133,1.001879443333628,0.001879400089874176,-0.0018687729025259614,-0.0015637638280168176,0.15959668159484863,0.0052470192313194275,9.820680618286133,26.35550308227539,0.11865239590406418,0.7170286178588867,5.193733644167272e-05,3.2395878848648054e-06,27,27
D0040_seed7_default_unitbox,7,25,True,7.7e-05,0.008,0.005098614654860195,14,0.9457234953130994,0.006316111423075199,14.539802551269531,24.186796188354492,-9.646992683410645,0.01809155009686947,2.418679798665835e-07,-9.628901481628418,1.0018788437930062,0.0018788799668775786,-0.02234720252454281,-0.00039482643478550017,0.15279124677181244,0.010914670303463936,9.628901481628418,21.236034393310547,0.1377473771572113,0.8109207153320312,4.765830184017735e-05,2.593011724995988e-06,27,30
D0040_seed7_default_unitbox,7,25,True,7.7e-05,0.009,0.005098614654860195,17,0.931874601279988,0.008984899148344994,11.477213859558105,18.98825454711914,-7.5110392570495605,0.019696412608027458,1.8988254169016727e-07,-7.491342544555664,1.002629263363242,0.0026292233322506168,-0.05463140085339546,-0.004634791053831577,0.12225087732076645,-0.0010805659694597125,7.491342544555664,17.77536392211914,0.07650352269411087,0.19819879531860352,4.2542343555772996e-05,1.4158285325563692e-06,29,25
D0040_seed7_default_unitbox,7,26,True,8e-05,0.006,0.005097504450933882,16,0.942126676440239,0.007021482568234205,18.592002868652344,31.173433303833008,-12.58143138885498,0.016351915895938873,3.1173436809694977e-07,-12.565079689025879,1.0013013606147985,0.0013013778106174966,-0.1943560242652893,-0.0030770190060138702,0.1963510811328888,-0.005129937082529068,12.565079689025879,29.317459106445312,0.27632367610931396,1.7775111198425293,6.13928580120813e-05,3.4298653263749266e-06,26,29
D0040_seed7_default_unitbox,7,26,True,8e-05,0.007,0.005097504450933882,15,0.926489512125651,0.010228232480585575,16.09284782409668,26.547616958618164,-10.4547700881958,0.018317926675081253,2.6547616016614484e-07,-10.436450004577637,1.001755394181942,0.0017551875079214333,-0.007652170490473509,-0.0015696550253778696,0.16954177618026733,0.004952643997967243,10.436450004577637,28.05276107788086,0.12712211906909943,0.7710838317871094,5.487911093277271e-05,2.8662508784523028e-06,27,27
D0040_seed7_default_unitbox,7,26,True,8e-05,0.008,0.005097504450933882,14,0.9454052448272705,0.006364784203469753,15.526612281799316,25.831680297851562,-10.30506706237793,0.0187147855758667,2.5831681682575436e-07,-10.28635311126709,1.001819298920464,0.0018193800439698672,-0.03018302656710148,-0.00021722840028814971,0.16308340430259705,0.010983186773955822,10.28635311126709,22.872032165527344,0.14908908307552338,0.9091143608093262,5.0692041612718535e-05,2.32170025608664e-06,27,30
D0040_seed7_default_unitbox,7,26,True,8e-05,0.009,0.005097504450933882,17,0.931973867556628,0.009021867997944355,12.432517051696777,20.562185287475586,-8.129670143127441,0.019903035834431648,2.0562185909511754e-07,-8.109766006469727,1.002454341671737,0.002454205931287488,-0.06061737611889839,-0.004744409583508968,0.13232143223285675,-0.0015654442831873894,8.109766006469727,19.281078338623047,0.08411329239606857,0.2134690284729004,4.5524523974845886e-05,1.2905466836196739e-06,29,25
D0040_seed7_default_unitbox,7,27,True,8.3e-05,0.006,0.005097504450933882,16,0.9416102543473244,0.007163926027715206,19.699190139770508,33.047035217285156,-13.347844123840332,0.01556952204555273,3.304703284356947e-07,-13.332274436950684,1.001167819261693,0.0011678068974039018,-0.21559442579746246,-0.003058833535760641,0.207967609167099,-0.004786863923072815,13.332274436950684,31.280563354492188,0.29922521114349365,1.9483003616333008,6.460385519441037e-05,3.7804055972447977e-06,26,29
D0040_seed7_default_unitbox,7,27,True,8.3e-05,0.007,0.005097504450933882,15,0.9262429356575013,0.010332564823329449,17.2689151763916,28.477495193481445,-11.20858097076416,0.017954541370272636,2.8477495561674004e-07,-11.190625190734863,1.0016045377021618,0.0016044270149569366,-0.009506442584097385,-0.0013597452780231833,0.18180851638317108,0.005694073624908924,11.190625190734863,30.055965423583984,0.13379573822021484,0.8297481536865234,5.82612513055749e-05,3.145460707569496e-06,27,27
D0040_seed7_default_unitbox,7,27,True,8.3e-05,0.008,0.005097504450933882,14,0.9464439111096519,0.006285641808062792,16.705570220947266,27.817394256591797,-11.111823081970215,0.017397796735167503,2.781739283364004e-07,-11.0944242477417,1.00156825030664,0.0015681567917964624,-0.03586002439260483,1.2241029253345914e-05,0.1753731071949005,0.011748597025871277,11.0944242477417,24.867584228515625,0.166939377784729,1.042356014251709,5.411631170351972e-05,2.5168726770735465e-06,27,30
