case,npz,step,Delta,alpha_min,alpha_mean,alpha_std,alpha_max,He_current_mean,He_current_std,He_current_max,max_He_current_x,max_He_current_y,mechanics_drive_max,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,ratio_valid,notch_tip_mechanics_drive_max,bulk_mechanics_drive_p95,bottom_right_mechanics_drive_max,bulk_to_notch_mechanics_drive,bottom_to_notch_mechanics_drive,top_u_abs_max,top_v_error_max,bottom_u_abs_max,bottom_v_abs_max,notch_lip_pairs,notch_lip_u_jump_abs_max,notch_lip_v_jump_abs_max,notch_lip_u_jump_std,notch_lip_v_jump_std,eps_xx_std,eps_yy_std,eps_xy_std,strain_grad_proxy_p95,strain_grad_proxy_max,rprop_budget,status,failure,result_dir
budget_rprop_0,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_0_lbfgs_0_gradient_numerical_step0_budget_rprop0\fields_mixed_tm_step_0000.npz,0,1e-06,0.0,0.0,0.0,0.0,7.121438093989916e-07,1.513241908284202e-10,7.128240895326599e-07,0.0052580623887479305,0.009714159183204174,7.128240895326599e-07,0.0052580623887479305,0.009714159183204174,7.122027909645112e-07,7.124282006998328e-07,7.121288945199922e-07,1.0003164965627505,0.9998962424109304,True,7.122027909645112e-07,7.124282006998328e-07,7.121288945199922e-07,1.0003164965627505,0.9998962424109304,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,2.535791021607281e-12,9.999723715736764e-09,3.9298722763402887e-13,5.594824047581161e-13,9.435081707210551e-09,8.968314946965015e-09,1.3644859638258992e-08,1.0136597959054511e-08,2.946129414171568e-08,0,ok,,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_0_lbfgs_0_gradient_numerical_step0_budget_rprop0
budget_rprop_1,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_1_lbfgs_0_gradient_numerical_step0_budget_rprop1\fields_mixed_tm_step_0000.npz,0,1e-06,5.185604095458984e-06,5.646749808805443e-06,1.5977650075999963e-07,6.1492128224927e-06,7.11730007872302e-07,2.510396935854686e-10,7.126368473109324e-07,0.004998150281608105,0.009858266450464725,7.126368473109324e-07,0.004998150281608105,0.009858266450464725,7.116518645489123e-07,7.121185831238108e-07,7.121473686311219e-07,1.0006558242845247,1.000696273145471,True,7.116518645489123e-07,7.121185831238108e-07,7.121473686311219e-07,1.0006558242845247,1.000696273145471,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,6.272780905813846e-12,9.999268968385877e-09,1.0035122180106846e-12,2.716586546285645e-13,1.737391107674455e-08,7.581028308378573e-09,1.8215068732260797e-08,1.2194085695482746e-08,4.338718432061875e-08,1,ok,,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_1_lbfgs_0_gradient_numerical_step0_budget_rprop1
budget_rprop_10,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_10_lbfgs_0_gradient_numerical_step0_budget_rprop10\fields_mixed_tm_step_0000.npz,0,1e-06,8.857250213623047e-05,9.395900120211226e-05,2.034044199447402e-06,9.905298793455586e-05,6.987353211081027e-07,4.228466715088005e-09,7.155041430451092e-07,0.009711399674415588,0.009879717603325844,7.155041430451092e-07,0.009711399674415588,0.009879717603325844,6.939629884072929e-07,7.047683141081507e-07,7.094664624673896e-07,1.0155704639604153,1.0223404912352438,True,6.939629884072929e-07,7.047683141081507e-07,7.094664624673896e-07,1.0155704639604153,1.0223404912352438,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,6.564015997412298e-11,1.0003134320868412e-08,1.186414449096864e-11,8.795770012274741e-13,4.595390722711569e-07,5.45169743871812e-08,3.831511164514303e-07,3.1827030445577704e-07,9.506758747500751e-07,10,ok,,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_10_lbfgs_0_gradient_numerical_step0_budget_rprop10
budget_rprop_100,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_100_lbfgs_0_gradient_numerical_step0_budget_rprop100\fields_mixed_tm_step_0000.npz,0,1e-06,7.52409323467873e-05,7.938321278363354e-05,1.071421863035902e-06,9.347995364805683e-05,6.457733660309563e-07,1.3601578769700447e-08,8.245302751674899e-07,0.00011280964827165008,0.0002940627164207399,8.245302751674899e-07,0.00011280964827165008,0.0002940627164207399,6.630842790400493e-07,6.631712466287353e-07,7.86297960075899e-07,1.0001311561613433,1.1858190352729021,True,6.630842790400493e-07,6.631712466287353e-07,7.86297960075899e-07,1.0001311561613433,1.1858190352729021,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,1.1970158197982528e-10,1.0272799499944085e-08,6.113842762435113e-11,1.4589564155855324e-11,3.2304152346618068e-06,1.0710993724645561e-06,2.805305255064459e-06,2.9317696250805103e-06,1.7345780294665237e-05,100,ok,,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_rprop_100_lbfgs_0_gradient_numerical_step0_budget_rprop100
