delta,epochs,top_u_mode,alpha_mode,elastic_energy,fracture_energy,mixed_mode_ratio,alpha_min,alpha_mean,alpha_max,n_alpha_lt_0,n_alpha_gt_1,max_He_current,max_He_current_x,max_He_current_y,max_psiI,max_psiI_x,max_psiI_y,max_psiII,max_psiII_x,max_psiII_y,notch_tip_He_current_max,bottom_right_He_current_max,bottom_right_to_notch_He_current_ratio
1e-06,300,free,zero,0.0003972291888203472,0.0,1.006441354751587,0.0,0.0,0.0,0,0,48.69594192504883,0.00011280964827165008,0.0002940627164207399,29.771665573120117,0.00011280964827165008,0.0002940627164207399,18.803157806396484,0.00011280964827165008,0.0002940627164207399,34.6502799987793,0.9916369915008545,0.028618440934266305
