delta,epochs,top_u_mode,alpha_mode,elastic_energy,fracture_energy,mixed_mode_ratio,alpha_min,alpha_mean,alpha_max,n_alpha_lt_0,n_alpha_gt_1,max_He_current,max_He_current_x,max_He_current_y,max_psiI,max_psiI_x,max_psiI_y,max_psiII,max_psiII_x,max_psiII_y,notch_tip_He_current_max,bottom_right_He_current_max,bottom_right_to_notch_He_current_ratio
1e-06,300,fixed,zero,0.00040830476791597903,0.0,1.006441354751587,0.0,0.0,0.0,0,0,50.075035095214844,0.00011280964827165008,0.0002940627164207399,30.61481285095215,0.00011280964827165008,0.0002940627164207399,19.33567237854004,0.00011280964827165008,0.0002940627164207399,31.276840209960938,1.0564937591552734,0.03377878814045944
