npz,mode,alpha_mode,E,nu,Gc,GcII,ratio_Gc_over_GcII,eps_r,max_abs_diff,mean_abs_diff,relative_max_diff,max_He_current,max_He_current_x,max_He_current_y,notch_tip_He_current_mean,notch_tip_He_current_max,notch_tip_psiI_mean,notch_tip_psiI_max,notch_tip_psiII_mean,notch_tip_psiII_max,notch_tip_psi_minus_mean,notch_tip_psi_minus_max,notch_tip_alpha_mean,notch_tip_alpha_max,notch_tip_g_alpha_mean,notch_tip_g_alpha_max,notch_tip_elastic_energy_density_mean,notch_tip_elastic_energy_density_max,bottom_right_He_current_mean,bottom_right_He_current_max,bottom_right_psiI_mean,bottom_right_psiI_max,bottom_right_psiII_mean,bottom_right_psiII_max,bottom_right_psi_minus_mean,bottom_right_psi_minus_max,bottom_right_alpha_mean,bottom_right_alpha_max,bottom_right_g_alpha_mean,bottom_right_g_alpha_max,bottom_right_elastic_energy_density_mean,bottom_right_elastic_energy_density_max
D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_history_alpha_init_intact_D0020_seed2\fields_mixed_tm_step_0000.npz,tm_source,saved,81.5,0.38,2.4e-06,2.38464e-06,1.0064412238325282,1e-05,1.6918017373241073e-13,4.209883449580204e-14,2.179283565811448e-07,7.763109906109813e-07,0.00029596671811304986,0.009886584244668484,6.401651984974405e-07,6.402886149942984e-07,3.9372306922449234e-07,3.9379852508968924e-07,2.4486489964560133e-07,2.449125533292197e-07,0.0,0.0,-9.656094783304693e-07,-8.351008773388457e-07,1.0000119312198932,1.000012180736653,6.401728364484157e-07,6.402962489047033e-07,7.677881284990032e-07,7.684094648833519e-07,4.7190514245617526e-07,4.72256965793127e-07,2.9398933493215396e-07,2.9425712309604743e-07,0.0,0.0,4.5263133870321326e-05,6.402715371223167e-05,0.9999194761330991,0.9999570024741462,7.67726326546417e-07,7.683764251775192e-07
