npz,mode,alpha_mode,E,nu,Gc,GcII,ratio_Gc_over_GcII,eps_r,max_abs_diff,mean_abs_diff,relative_max_diff,max_He_current,max_He_current_x,max_He_current_y,notch_tip_He_current_mean,notch_tip_He_current_max,notch_tip_psiI_mean,notch_tip_psiI_max,notch_tip_psiII_mean,notch_tip_psiII_max,notch_tip_psi_minus_mean,notch_tip_psi_minus_max,notch_tip_alpha_mean,notch_tip_alpha_max,notch_tip_g_alpha_mean,notch_tip_g_alpha_max,notch_tip_elastic_energy_density_mean,notch_tip_elastic_energy_density_max,bottom_right_He_current_mean,bottom_right_He_current_max,bottom_right_psiI_mean,bottom_right_psiI_max,bottom_right_psiII_mean,bottom_right_psiII_max,bottom_right_psi_minus_mean,bottom_right_psi_minus_max,bottom_right_alpha_mean,bottom_right_alpha_max,bottom_right_g_alpha_mean,bottom_right_g_alpha_max,bottom_right_elastic_energy_density_mean,bottom_right_elastic_energy_density_max
D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_full_seed2_history_D0020\fields_mixed_tm_step_0000.npz,tm_source,saved,81.5,0.38,2.4e-06,2.38464e-06,1.0064412238325282,1e-05,2.1310650455668573e-12,3.099126567841517e-14,4.350909824447991e-08,4.89797545532103e-05,0.005021084565669298,0.004998643882572651,3.7627867705378844e-06,4.89797545532103e-05,2.3587320489654886e-06,2.994811059352558e-05,1.3950687713543322e-06,1.890984143834273e-05,8.934334545487679e-10,5.746921394895861e-08,-5.875238300538749e-05,-3.9581937016919255e-05,1.0001275082913579,1.0001641282994076,3.7641516950088364e-06,4.898560601070165e-05,1.278076300870144e-06,1.4674648967148192e-06,7.847584160252522e-07,8.999525487833544e-07,4.901606503818843e-07,5.638802689047033e-07,0.0,0.0,4.8985164539772086e-05,5.0794285925803706e-05,0.9999120320737397,0.9999156501392715,1.2779631859280032e-06,1.4673304974868334e-06
