case,npz,step,Delta,alpha_min,alpha_mean,alpha_std,alpha_max,He_current_mean,He_current_std,He_current_max,max_He_current_x,max_He_current_y,mechanics_drive_max,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,ratio_valid,notch_tip_mechanics_drive_max,bulk_mechanics_drive_p95,bottom_right_mechanics_drive_max,bulk_to_notch_mechanics_drive,bottom_to_notch_mechanics_drive,top_u_abs_max,top_v_error_max,bottom_u_abs_max,bottom_v_abs_max,notch_lip_pairs,notch_lip_u_jump_abs_max,notch_lip_v_jump_abs_max,notch_lip_u_jump_std,notch_lip_v_jump_std,eps_xx_std,eps_yy_std,eps_xy_std,strain_grad_proxy_p95,strain_grad_proxy_max,result_dir
alpha_intact_history_topufixed_step0,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_history_alpha_init_intact_D0020_seed2\fields_mixed_tm_step_0000.npz,0,1e-06,-2.8443337214412168e-06,2.9959829027589432e-05,4.451723687423285e-05,0.0002066195011138916,6.377846276723062e-07,1.098322368897798e-08,7.763109692859871e-07,0.00029596671811304986,0.009886584244668484,7.763109692859871e-07,0.00029596671811304986,0.009886584244668484,6.402885901479749e-07,6.490611525578061e-07,7.684094498472405e-07,1.0137009507038128,1.2000986143914512,True,6.402885901479749e-07,6.490611525578061e-07,7.684094498472405e-07,1.0137009507038128,1.2000986143914512,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,8.15454370695079e-10,1.0181850029766792e-08,3.740636496910221e-10,4.076632687672815e-11,4.059854629582145e-06,7.07693714110874e-07,3.0625648137824825e-06,3.212952088029971e-06,1.7459189481395167e-05,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_history_alpha_init_intact_D0020_seed2
alpha_intact_history_topufree_step0,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_gradient_numerical_history_alpha_init_intact_topufree_D0020_seed2\fields_mixed_tm_step_0000.npz,0,1e-06,5.373358726501465e-05,7.835008940174137e-05,1.1302668743202471e-05,0.00011098384857177734,6.294670364578286e-07,2.009462825111063e-08,1.0343417216063244e-06,0.00988017488270998,0.0002885742287617177,1.0343417216063244e-06,0.00988017488270998,0.0002885742287617177,6.344892540255387e-07,6.489555630651012e-07,1.0343417216063244e-06,1.022799927576047,1.6301958071691651,True,6.344892540255387e-07,6.489555630651012e-07,1.0343417216063244e-06,1.022799927576047,1.6301958071691651,1.6485351750361588e-07,2.5247572468697606e-15,0.0,0.0,27,1.535724436507735e-09,1.005508920570719e-08,4.695887509197193e-10,1.99803472353776e-11,7.685530803011303e-06,1.180923297701873e-06,2.303076262957695e-06,3.642909192473621e-06,1.9460922679037144e-05,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_gradient_numerical_history_alpha_init_intact_topufree_D0020_seed2
old_history_default_alpha_step0,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_full_seed2_history_D0020\fields_mixed_tm_step_0000.npz,0,1e-06,-0.0001209048496093601,-4.113128338827247e-05,2.8678633378538815e-05,6.17902260273695e-05,4.355177402005935e-07,8.709553662792041e-07,4.8979756684275344e-05,0.005021084565669298,0.004998643882572651,4.8979756684275344e-05,0.005021084565669298,0.004998643882572651,4.8979756684275344e-05,8.941119403971241e-07,1.46746469908976e-06,0.0182547240109948,0.029960636769779638,True,4.8979756684275344e-05,8.941119403971241e-07,1.46746469908976e-06,0.0182547240109948,0.029960636769779638,4.3711389352942345e-14,2.5247572468697606e-15,0.0,0.0,27,1.3546888055770978e-08,1.0718955074651149e-06,3.3675655794933998e-09,2.692434054536901e-07,1.586637508756209e-05,5.119088345512556e-05,1.8544448449719447e-05,2.8393342276599164e-05,0.0003331811792943899,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_2_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_gradient_numerical_full_seed2_history_D0020
