status,model_dir,result_dir,checkpoint_count,reaction_table,stress_strain_table,exact_reaction_computable
energy_conjugate,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\outputs\checkpoints\seed23_S0070_shear,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\outputs\results\seed23_S0070_shear,43,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\outputs\results\seed23_S0070_shear\curves\reaction_by_step.csv,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\outputs\results\seed23_S0070_shear\curves\stress_strain_by_step.csv,True
