group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0040,D0040_seed7_default_unitbox,7,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.23119068765604972,False
D0040,D0040_seed7_default_unitbox,7,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44831331808005204,False
D0040,D0040_seed7_default_unitbox,7,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6377780921383931,False
D0040,D0040_seed7_default_unitbox,7,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7828049774787589,False
D0040,D0040_seed7_default_unitbox,7,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8613385304389891,False
D0040,D0040_seed7_default_unitbox,7,6,3e-05,0.003,internal_cut_force_above_crack_N,0.8822949457890932,False
D0040,D0040_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.873560056444347,False
D0040,D0040_seed7_default_unitbox,7,8,4e-05,0.004,internal_cut_force_above_crack_N,0.790476496966299,False
D0040,D0040_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.6963110132122111,False
D0040,D0040_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.6550831892364916,False
D0040,D0040_seed7_default_unitbox,7,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6148610576866735,False
D0040,D0040_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.5595793652266118,False
D0040,D0040_seed7_default_unitbox,7,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.5620904427131704,False
D0040,D0040_seed7_default_unitbox,7,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.5254807156245351,True
D0040,D0040_seed7_default_unitbox,7,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.5167668867237216,True
D0040,D0040_seed7_default_unitbox,7,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.464520094852992,True
D0040,D0040_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.47605757406332483,True
D0040,D0040_seed7_default_unitbox,7,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.4506151333770924,True
D0040,D0040_seed7_default_unitbox,7,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.4614761935748801,True
D0040,D0040_seed7_default_unitbox,7,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.4254621672641046,True
D0040,D0040_seed7_default_unitbox,7,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.43857790797543733,True
D0040,D0040_seed7_default_unitbox,7,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.41797046834242824,True
D0040,D0040_seed7_default_unitbox,7,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.39584008426730666,True
D0040,D0040_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.4239873266098593,True
D0040,D0040_seed7_default_unitbox,7,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4399947384094882,True
D0040,D0040_seed7_default_unitbox,7,26,8e-05,0.008,internal_cut_force_above_crack_N,0.4451283742283059,True
D0040,D0040_seed7_default_unitbox,7,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.47060424842446963,True
D0040,D0040_seed7_default_unitbox,7,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.4857999876499399,True
D0040,D0040_seed7_default_unitbox,7,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.4338226080271251,True
D0040,D0040_seed7_default_unitbox,7,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.49325524946309895,True
D0040,D0040_seed7_default_unitbox,7,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.40004711766182216,True
D0040,D0040_seed7_default_unitbox,7,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.40595505865344844,True
D0040,D0040_seed7_default_unitbox,7,33,0.0001,0.01,internal_cut_force_above_crack_N,0.39063362048687367,True
D0040,D0040_seed7_default_unitbox,7,34,0.000102,0.010199999999999999,internal_cut_force_above_crack_N,0.3813641644034463,True
D0040,D0040_seed7_default_unitbox,7,35,0.000104,0.0104,internal_cut_force_above_crack_N,0.3781055167398453,True
D0040,D0040_seed7_default_unitbox,7,36,0.000106,0.0106,internal_cut_force_above_crack_N,0.42206962688047284,True
D0040,D0040_seed7_default_unitbox,7,37,0.000108,0.010799999999999999,internal_cut_force_above_crack_N,0.46796658891360343,True
D0040,D0040_seed7_default_unitbox,7,38,0.00011,0.011,internal_cut_force_above_crack_N,0.5040875620044265,True
D0040,D0040_seed7_default_unitbox,7,39,0.000112,0.0112,internal_cut_force_above_crack_N,0.4791884163753454,True
D0040,D0040_seed7_default_unitbox,7,40,0.000115,0.0115,internal_cut_force_above_crack_N,0.5279551750292116,True
D0040,D0040_seed7_default_unitbox,7,41,0.000118,0.0118,internal_cut_force_above_crack_N,0.4822846986976166,True
D0040,D0040_seed7_default_unitbox,7,42,0.00012,0.012,internal_cut_force_above_crack_N,0.47272480036542613,True
D0040,D0040_seed7_default_unitbox,7,43,0.000125,0.0125,internal_cut_force_above_crack_N,0.43358420006251924,True
D0040,D0040_seed7_default_unitbox,7,44,0.00013,0.013,internal_cut_force_above_crack_N,0.5105558478623774,True
D0040,D0040_seed7_default_unitbox,7,45,0.000135,0.0135,internal_cut_force_above_crack_N,0.5683994983720321,True
D0040,D0040_seed7_default_unitbox,7,46,0.00014,0.013999999999999999,internal_cut_force_above_crack_N,0.5656856390542547,True
D0040,D0040_seed7_default_unitbox,7,47,0.000145,0.014499999999999999,internal_cut_force_above_crack_N,0.49745039481196396,True
D0040,D0040_seed7_default_unitbox,7,48,0.00015,0.014999999999999998,internal_cut_force_above_crack_N,0.45628024439516907,True
D0040,D0040_seed7_default_unitbox,7,49,0.000155,0.0155,internal_cut_force_above_crack_N,0.4863128009852563,True
D0040,D0040_seed7_default_unitbox,7,50,0.00016,0.016,internal_cut_force_above_crack_N,0.511306390942685,True
D0040,D0040_seed7_default_unitbox,7,51,0.00017,0.017,internal_cut_force_above_crack_N,0.42667177253814564,True
D0040,D0040_seed7_default_unitbox,7,52,0.00018,0.018000000000000002,internal_cut_force_above_crack_N,0.47021712433938323,True
D0040,D0040_seed7_default_unitbox,7,53,0.00019,0.019,internal_cut_force_above_crack_N,0.5561893167246749,True
D0040,D0040_seed7_default_unitbox,7,54,0.0002,0.02,internal_cut_force_above_crack_N,0.5178872011877662,True
D0040,D0040_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,legacy_top_sigma_integral_N,0.03744230257884912,False
D0040,D0040_seed13_default_unitbox,13,1,5e-06,0.0005,legacy_top_sigma_integral_N,0.1916362712645624,False
D0040,D0040_seed13_default_unitbox,13,2,1e-05,0.001,legacy_top_sigma_integral_N,0.374724307657355,False
D0040,D0040_seed13_default_unitbox,13,3,1.5e-05,0.0015,legacy_top_sigma_integral_N,0.5270640479271921,False
D0040,D0040_seed13_default_unitbox,13,4,2e-05,0.002,legacy_top_sigma_integral_N,0.6375848130513062,False
D0040,D0040_seed13_default_unitbox,13,5,2.5e-05,0.0025,legacy_top_sigma_integral_N,0.6888980877150641,False
D0040,D0040_seed13_default_unitbox,13,6,3e-05,0.003,legacy_top_sigma_integral_N,0.6947876467664138,False
D0040,D0040_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,legacy_top_sigma_integral_N,0.6859508832276519,False
D0040,D0040_seed13_default_unitbox,13,8,4e-05,0.004,legacy_top_sigma_integral_N,0.685814094410136,False
D0040,D0040_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,legacy_top_sigma_integral_N,0.7361579979257612,False
D0040,D0040_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,legacy_top_sigma_integral_N,0.7570225609060944,False
D0040,D0040_seed13_default_unitbox,13,11,4.9e-05,0.0049,legacy_top_sigma_integral_N,0.7596229805484553,False
D0040,D0040_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,legacy_top_sigma_integral_N,0.7773960692541569,False
D0040,D0040_seed13_default_unitbox,13,13,5.3e-05,0.0053,legacy_top_sigma_integral_N,0.7797359786197644,False
D0040,D0040_seed13_default_unitbox,13,14,5.5e-05,0.0055,legacy_top_sigma_integral_N,0.7813714869508857,True
D0040,D0040_seed13_default_unitbox,13,15,5.7e-05,0.0057,legacy_top_sigma_integral_N,0.7718715268457221,True
D0040,D0040_seed13_default_unitbox,13,16,5.9e-05,0.0059,legacy_top_sigma_integral_N,0.7737341137141779,True
D0040,D0040_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,legacy_top_sigma_integral_N,0.773297351631869,True
D0040,D0040_seed13_default_unitbox,13,18,6.3e-05,0.0063,legacy_top_sigma_integral_N,0.775515057348396,True
D0040,D0040_seed13_default_unitbox,13,19,6.5e-05,0.0065,legacy_top_sigma_integral_N,0.7351456846633146,True
D0040,D0040_seed13_default_unitbox,13,20,6.7e-05,0.0067,legacy_top_sigma_integral_N,0.749803256529474,True
D0040,D0040_seed13_default_unitbox,13,21,6.9e-05,0.0069,legacy_top_sigma_integral_N,0.7628717342399414,True
D0040,D0040_seed13_default_unitbox,13,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.7620886119255275,True
D0040,D0040_seed13_default_unitbox,13,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.7608506459107669,True
D0040,D0040_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.7994232580296121,True
D0040,D0040_seed13_default_unitbox,13,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.8470172539580134,True
D0040,D0040_seed13_default_unitbox,13,26,8e-05,0.008,legacy_top_sigma_integral_N,0.8536250137454936,True
D0040,D0040_seed13_default_unitbox,13,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.8789771545000438,True
D0040,D0040_seed13_default_unitbox,13,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.9197302442778771,True
D0040,D0040_seed13_default_unitbox,13,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.8955890853931986,True
D0040,D0040_seed13_default_unitbox,13,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.9020765583058227,True
D0040,D0040_seed13_default_unitbox,13,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.9244392860073724,True
D0040,D0040_seed13_default_unitbox,13,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.9226251401894522,True
D0040,D0040_seed13_default_unitbox,13,33,0.0001,0.01,legacy_top_sigma_integral_N,0.958831328768616,True
D0040,D0040_seed13_default_unitbox,13,34,0.000102,0.010199999999999999,legacy_top_sigma_integral_N,0.8972962425474889,True
D0040,D0040_seed13_default_unitbox,13,35,0.000104,0.0104,legacy_top_sigma_integral_N,0.8892590377526742,True
D0040,D0040_seed13_default_unitbox,13,36,0.000106,0.0106,legacy_top_sigma_integral_N,0.9156781952386078,True
D0040,D0040_seed13_default_unitbox,13,37,0.000108,0.010799999999999999,legacy_top_sigma_integral_N,0.9006639926161384,True
D0040,D0040_seed13_default_unitbox,13,38,0.00011,0.011,legacy_top_sigma_integral_N,0.9131267280444662,True
D0040,D0040_seed13_default_unitbox,13,39,0.000112,0.0112,legacy_top_sigma_integral_N,0.8993497582236554,True
D0040,D0040_seed13_default_unitbox,13,40,0.000115,0.0115,legacy_top_sigma_integral_N,0.9528202043074184,True
D0040,D0040_seed13_default_unitbox,13,41,0.000118,0.0118,legacy_top_sigma_integral_N,0.9409577895285904,True
D0040,D0040_seed13_default_unitbox,13,42,0.00012,0.012,legacy_top_sigma_integral_N,0.9415889214729066,True
D0040,D0040_seed13_default_unitbox,13,43,0.000125,0.0125,legacy_top_sigma_integral_N,0.9105637767207168,True
D0040,D0040_seed13_default_unitbox,13,44,0.00013,0.013,legacy_top_sigma_integral_N,0.8442729123974761,True
D0040,D0040_seed13_default_unitbox,13,45,0.000135,0.0135,legacy_top_sigma_integral_N,0.8812978564266019,True
D0040,D0040_seed13_default_unitbox,13,46,0.00014,0.013999999999999999,legacy_top_sigma_integral_N,0.9547308849494286,True
D0040,D0040_seed13_default_unitbox,13,47,0.000145,0.014499999999999999,legacy_top_sigma_integral_N,0.9802475939213123,True
D0040,D0040_seed13_default_unitbox,13,48,0.00015,0.014999999999999998,legacy_top_sigma_integral_N,0.9470910208559179,True
D0040,D0040_seed13_default_unitbox,13,49,0.000155,0.0155,legacy_top_sigma_integral_N,0.919923720765569,True
D0040,D0040_seed13_default_unitbox,13,50,0.00016,0.016,legacy_top_sigma_integral_N,0.9352309835691617,True
D0040,D0040_seed13_default_unitbox,13,51,0.00017,0.017,legacy_top_sigma_integral_N,1.0131171902657272,True
D0040,D0040_seed13_default_unitbox,13,52,0.00018,0.018000000000000002,legacy_top_sigma_integral_N,0.9566408028190228,True
D0040,D0040_seed13_default_unitbox,13,53,0.00019,0.019,legacy_top_sigma_integral_N,0.9422159845210583,True
D0040,D0040_seed13_default_unitbox,13,54,0.0002,0.02,legacy_top_sigma_integral_N,0.9429994539576543,True
D0040,D0040_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.25327316239533537,False
D0040,D0040_seed13_default_unitbox,13,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.4204905406614143,False
D0040,D0040_seed13_default_unitbox,13,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8194340804820748,False
D0040,D0040_seed13_default_unitbox,13,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.1562835430503606,False
D0040,D0040_seed13_default_unitbox,13,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.331771600852385,False
D0040,D0040_seed13_default_unitbox,13,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.3278793581543182,False
D0040,D0040_seed13_default_unitbox,13,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1768585077215639,False
D0040,D0040_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8850630346179887,False
D0040,D0040_seed13_default_unitbox,13,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.44823440938146236,False
D0040,D0040_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.07139679791046648,False
D0040,D0040_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.018364618245166747,False
D0040,D0040_seed13_default_unitbox,13,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.1992178205018572,False
D0040,D0040_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.4042791857144113,False
D0040,D0040_seed13_default_unitbox,13,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.3668327671747778,False
D0040,D0040_seed13_default_unitbox,13,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.3121347093424081,True
D0040,D0040_seed13_default_unitbox,13,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.49060546404744443,True
D0040,D0040_seed13_default_unitbox,13,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.500107642862185,True
D0040,D0040_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.35877629518333076,True
D0040,D0040_seed13_default_unitbox,13,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.3907786065938685,True
D0040,D0040_seed13_default_unitbox,13,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.254702972166853,True
D0040,D0040_seed13_default_unitbox,13,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.1860038515689496,True
D0040,D0040_seed13_default_unitbox,13,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.378404366017257,True
D0040,D0040_seed13_default_unitbox,13,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.34823047395120005,True
D0040,D0040_seed13_default_unitbox,13,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.28966655218816156,True
D0040,D0040_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.45008761753253473,True
D0040,D0040_seed13_default_unitbox,13,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.3343006998427224,True
D0040,D0040_seed13_default_unitbox,13,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.05826261241147993,True
D0040,D0040_seed13_default_unitbox,13,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.2803160001786046,True
D0040,D0040_seed13_default_unitbox,13,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.2703770283191539,True
D0040,D0040_seed13_default_unitbox,13,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.018246635684298143,True
D0040,D0040_seed13_default_unitbox,13,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.05535268589884363,True
D0040,D0040_seed13_default_unitbox,13,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,-0.10551162039660993,True
D0040,D0040_seed13_default_unitbox,13,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.026528296374555595,True
D0040,D0040_seed13_default_unitbox,13,33,0.0001,0.01,saved_field_energy_fd_proxy_N,-0.14735456652897796,True
D0040,D0040_seed13_default_unitbox,13,34,0.000102,0.010199999999999999,saved_field_energy_fd_proxy_N,0.03838216758028732,True
D0040,D0040_seed13_default_unitbox,13,35,0.000104,0.0104,saved_field_energy_fd_proxy_N,0.11574295292135495,True
D0040,D0040_seed13_default_unitbox,13,36,0.000106,0.0106,saved_field_energy_fd_proxy_N,-0.15308384213660095,True
D0040,D0040_seed13_default_unitbox,13,37,0.000108,0.010799999999999999,saved_field_energy_fd_proxy_N,-0.22686030799562526,True
D0040,D0040_seed13_default_unitbox,13,38,0.00011,0.011,saved_field_energy_fd_proxy_N,-0.1320265704307967,True
D0040,D0040_seed13_default_unitbox,13,39,0.000112,0.0112,saved_field_energy_fd_proxy_N,-0.001419010677443204,True
D0040,D0040_seed13_default_unitbox,13,40,0.000115,0.0115,saved_field_energy_fd_proxy_N,0.12025319919850996,True
D0040,D0040_seed13_default_unitbox,13,41,0.000118,0.0118,saved_field_energy_fd_proxy_N,-0.08335108372761052,True
D0040,D0040_seed13_default_unitbox,13,42,0.00012,0.012,saved_field_energy_fd_proxy_N,-0.19371779804595804,True
D0040,D0040_seed13_default_unitbox,13,43,0.000125,0.0125,saved_field_energy_fd_proxy_N,0.01820717381247061,True
D0040,D0040_seed13_default_unitbox,13,44,0.00013,0.013,saved_field_energy_fd_proxy_N,0.016083290560247807,True
D0040,D0040_seed13_default_unitbox,13,45,0.000135,0.0135,saved_field_energy_fd_proxy_N,0.11298516501704985,True
D0040,D0040_seed13_default_unitbox,13,46,0.00014,0.013999999999999999,saved_field_energy_fd_proxy_N,-0.009708273818363582,True
D0040,D0040_seed13_default_unitbox,13,47,0.000145,0.014499999999999999,saved_field_energy_fd_proxy_N,-0.146968886725796,True
D0040,D0040_seed13_default_unitbox,13,48,0.00015,0.014999999999999998,saved_field_energy_fd_proxy_N,-0.025413183229391033,True
D0040,D0040_seed13_default_unitbox,13,49,0.000155,0.0155,saved_field_energy_fd_proxy_N,-0.03315702755716686,True
D0040,D0040_seed13_default_unitbox,13,50,0.00016,0.016,saved_field_energy_fd_proxy_N,-0.07743915184787217,True
D0040,D0040_seed13_default_unitbox,13,51,0.00017,0.017,saved_field_energy_fd_proxy_N,-0.009586352655709552,True
D0040,D0040_seed13_default_unitbox,13,52,0.00018,0.018000000000000002,saved_field_energy_fd_proxy_N,-0.018874335889797852,True
D0040,D0040_seed13_default_unitbox,13,53,0.00019,0.019,saved_field_energy_fd_proxy_N,0.004254936545054809,True
D0040,D0040_seed13_default_unitbox,13,54,0.0002,0.02,saved_field_energy_fd_proxy_N,0.01997061881044587,True
D0040,D0040_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.05400784070670412,False
D0040,D0040_seed13_default_unitbox,13,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.2695150957735603,False
D0040,D0040_seed13_default_unitbox,13,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.528502621483726,False
D0040,D0040_seed13_default_unitbox,13,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7649357030476781,False
D0040,D0040_seed13_default_unitbox,13,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.9546115425715627,False
D0040,D0040_seed13_default_unitbox,13,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9285786585439331,False
D0040,D0040_seed13_default_unitbox,13,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.4874037861855119,False
D0040,D0040_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.6807285665628187,False
D0040,D0040_seed13_default_unitbox,13,8,4e-05,0.004,saved_field_virtual_work_proxy_N,-2.7262340452771467,False
D0040,D0040_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,saved_field_virtual_work_proxy_N,-6.183524013476213,False
