group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0040,D0040_seed13_default_unitbox,13,45,0.000135,0.0135,saved_field_virtual_work_proxy_N,-188.58861745168662,True
D0040,D0040_seed13_default_unitbox,13,46,0.00014,0.013999999999999999,saved_field_virtual_work_proxy_N,-196.70800987804452,True
D0040,D0040_seed13_default_unitbox,13,47,0.000145,0.014499999999999999,saved_field_virtual_work_proxy_N,-209.38668913927953,True
D0040,D0040_seed13_default_unitbox,13,48,0.00015,0.014999999999999998,saved_field_virtual_work_proxy_N,-221.76809455945696,True
D0040,D0040_seed13_default_unitbox,13,49,0.000155,0.0155,saved_field_virtual_work_proxy_N,-231.08660035506492,True
D0040,D0040_seed13_default_unitbox,13,50,0.00016,0.016,saved_field_virtual_work_proxy_N,-244.09194139571468,True
D0040,D0040_seed13_default_unitbox,13,51,0.00017,0.017,saved_field_virtual_work_proxy_N,-266.2606150574193,True
D0040,D0040_seed13_default_unitbox,13,52,0.00018,0.018000000000000002,saved_field_virtual_work_proxy_N,-288.56360452570306,True
D0040,D0040_seed13_default_unitbox,13,53,0.00019,0.019,saved_field_virtual_work_proxy_N,-311.3335686780035,True
D0040,D0040_seed13_default_unitbox,13,54,0.0002,0.02,saved_field_virtual_work_proxy_N,-332.3969648776241,True
D0040,D0040_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.05311690276726277,False
D0040,D0040_seed13_default_unitbox,13,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.26863706796846454,False
D0040,D0040_seed13_default_unitbox,13,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5233996072496144,False
D0040,D0040_seed13_default_unitbox,13,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.7534162958810355,False
D0040,D0040_seed13_default_unitbox,13,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9408718760677198,False
D0040,D0040_seed13_default_unitbox,13,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.055081726047793,False
D0040,D0040_seed13_default_unitbox,13,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.119140760214245,False
D0040,D0040_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.137397935471455,False
D0040,D0040_seed13_default_unitbox,13,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.13599545429924,False
D0040,D0040_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1425736511846074,False
D0040,D0040_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.139660198906372,False
D0040,D0040_seed13_default_unitbox,13,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.1422020886502842,False
D0040,D0040_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.1381276903588893,False
D0040,D0040_seed13_default_unitbox,13,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.138466258152798,False
D0040,D0040_seed13_default_unitbox,13,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.1363955282225635,True
D0040,D0040_seed13_default_unitbox,13,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.139106834699125,True
D0040,D0040_seed13_default_unitbox,13,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.1221324078680017,True
D0040,D0040_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.1247568457323174,True
D0040,D0040_seed13_default_unitbox,13,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.106722193145281,True
D0040,D0040_seed13_default_unitbox,13,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.116138085056971,True
D0040,D0040_seed13_default_unitbox,13,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.0964483201025106,True
D0040,D0040_seed13_default_unitbox,13,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.0998409186932792,True
D0040,D0040_seed13_default_unitbox,13,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.0709373023153448,True
D0040,D0040_seed13_default_unitbox,13,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.0710921699342506,True
D0040,D0040_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.0881304584181042,True
D0040,D0040_seed13_default_unitbox,13,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.0567852331639827,True
D0040,D0040_seed13_default_unitbox,13,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.0977830734994123,True
D0040,D0040_seed13_default_unitbox,13,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.098942633553116,True
D0040,D0040_seed13_default_unitbox,13,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.0895882815502773,True
D0040,D0040_seed13_default_unitbox,13,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.0885678646771646,True
D0040,D0040_seed13_default_unitbox,13,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.0618259747659105,True
D0040,D0040_seed13_default_unitbox,13,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.053705363802711,True
D0040,D0040_seed13_default_unitbox,13,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.0407204001646844,True
D0040,D0040_seed13_default_unitbox,13,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.0400921294741883,True
D0040,D0040_seed13_default_unitbox,13,34,0.000102,0.010199999999999999,bottom_sigma_integral_outward_N,-1.0551660981576227,True
D0040,D0040_seed13_default_unitbox,13,35,0.000104,0.0104,bottom_sigma_integral_outward_N,-1.0498094737522896,True
D0040,D0040_seed13_default_unitbox,13,36,0.000106,0.0106,bottom_sigma_integral_outward_N,-1.0697621044036887,True
D0040,D0040_seed13_default_unitbox,13,37,0.000108,0.010799999999999999,bottom_sigma_integral_outward_N,-1.064638540787657,True
D0040,D0040_seed13_default_unitbox,13,38,0.00011,0.011,bottom_sigma_integral_outward_N,-0.9960959692615339,True
D0040,D0040_seed13_default_unitbox,13,39,0.000112,0.0112,bottom_sigma_integral_outward_N,-1.0089047760489531,True
D0040,D0040_seed13_default_unitbox,13,40,0.000115,0.0115,bottom_sigma_integral_outward_N,-1.0558007183197806,True
D0040,D0040_seed13_default_unitbox,13,41,0.000118,0.0118,bottom_sigma_integral_outward_N,-1.0875341943497974,True
D0040,D0040_seed13_default_unitbox,13,42,0.00012,0.012,bottom_sigma_integral_outward_N,-1.0688514295315983,True
D0040,D0040_seed13_default_unitbox,13,43,0.000125,0.0125,bottom_sigma_integral_outward_N,-1.0844776459522938,True
D0040,D0040_seed13_default_unitbox,13,44,0.00013,0.013,bottom_sigma_integral_outward_N,-1.1028742391163746,True
D0040,D0040_seed13_default_unitbox,13,45,0.000135,0.0135,bottom_sigma_integral_outward_N,-1.078302386738109,True
D0040,D0040_seed13_default_unitbox,13,46,0.00014,0.013999999999999999,bottom_sigma_integral_outward_N,-1.0714425570677544,True
D0040,D0040_seed13_default_unitbox,13,47,0.000145,0.014499999999999999,bottom_sigma_integral_outward_N,-1.0870168113584016,True
D0040,D0040_seed13_default_unitbox,13,48,0.00015,0.014999999999999998,bottom_sigma_integral_outward_N,-1.0317473812918565,True
D0040,D0040_seed13_default_unitbox,13,49,0.000155,0.0155,bottom_sigma_integral_outward_N,-1.007744784324662,True
D0040,D0040_seed13_default_unitbox,13,50,0.00016,0.016,bottom_sigma_integral_outward_N,-0.9921916775476921,True
D0040,D0040_seed13_default_unitbox,13,51,0.00017,0.017,bottom_sigma_integral_outward_N,-1.0596475479954084,True
D0040,D0040_seed13_default_unitbox,13,52,0.00018,0.018000000000000002,bottom_sigma_integral_outward_N,-1.0101539479786203,True
D0040,D0040_seed13_default_unitbox,13,53,0.00019,0.019,bottom_sigma_integral_outward_N,-1.069743264226085,True
D0040,D0040_seed13_default_unitbox,13,54,0.0002,0.02,bottom_sigma_integral_outward_N,-1.0618854026034608,True
D0040,D0040_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.044219042244333165,False
D0040,D0040_seed13_default_unitbox,13,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.23142183495888774,False
D0040,D0040_seed13_default_unitbox,13,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44782684109627474,False
D0040,D0040_seed13_default_unitbox,13,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6356679426408083,False
D0040,D0040_seed13_default_unitbox,13,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7785277869773117,False
D0040,D0040_seed13_default_unitbox,13,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8606014752415707,False
D0040,D0040_seed13_default_unitbox,13,6,3e-05,0.003,internal_cut_force_above_crack_N,0.9003394205995543,False
D0040,D0040_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.865620700072831,False
D0040,D0040_seed13_default_unitbox,13,8,4e-05,0.004,internal_cut_force_above_crack_N,0.8250391076668033,False
D0040,D0040_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.7498460651013471,False
D0040,D0040_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.7000520959786027,False
D0040,D0040_seed13_default_unitbox,13,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6626492221075546,False
D0040,D0040_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.6657284433578984,False
D0040,D0040_seed13_default_unitbox,13,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.6502866442939482,False
D0040,D0040_seed13_default_unitbox,13,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.657007874691753,True
D0040,D0040_seed13_default_unitbox,13,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.6114668717657221,True
D0040,D0040_seed13_default_unitbox,13,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.5689121864194053,True
D0040,D0040_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.6120809742948117,True
D0040,D0040_seed13_default_unitbox,13,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.5943902112079572,True
D0040,D0040_seed13_default_unitbox,13,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.547240920947059,True
D0040,D0040_seed13_default_unitbox,13,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.5067798234107939,True
D0040,D0040_seed13_default_unitbox,13,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.5247074056020051,True
D0040,D0040_seed13_default_unitbox,13,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.5178654274358117,True
D0040,D0040_seed13_default_unitbox,13,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.5047207987797607,True
D0040,D0040_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.43379936269924657,True
D0040,D0040_seed13_default_unitbox,13,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4759245225767917,True
D0040,D0040_seed13_default_unitbox,13,26,8e-05,0.008,internal_cut_force_above_crack_N,0.4765887477045687,True
D0040,D0040_seed13_default_unitbox,13,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.4926575453056823,True
D0040,D0040_seed13_default_unitbox,13,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.4445932559242475,True
D0040,D0040_seed13_default_unitbox,13,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.44795414720940185,True
D0040,D0040_seed13_default_unitbox,13,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.501612839689446,True
D0040,D0040_seed13_default_unitbox,13,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.5219462804128184,True
D0040,D0040_seed13_default_unitbox,13,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.5907154281269932,True
D0040,D0040_seed13_default_unitbox,13,33,0.0001,0.01,internal_cut_force_above_crack_N,0.3844440100854943,True
D0040,D0040_seed13_default_unitbox,13,34,0.000102,0.010199999999999999,internal_cut_force_above_crack_N,0.34530736578857396,True
D0040,D0040_seed13_default_unitbox,13,35,0.000104,0.0104,internal_cut_force_above_crack_N,0.3604251114536616,True
D0040,D0040_seed13_default_unitbox,13,36,0.000106,0.0106,internal_cut_force_above_crack_N,0.3202515336218803,True
D0040,D0040_seed13_default_unitbox,13,37,0.000108,0.010799999999999999,internal_cut_force_above_crack_N,0.3525231209032696,True
D0040,D0040_seed13_default_unitbox,13,38,0.00011,0.011,internal_cut_force_above_crack_N,0.3689231491764194,True
D0040,D0040_seed13_default_unitbox,13,39,0.000112,0.0112,internal_cut_force_above_crack_N,0.45760615878171973,True
D0040,D0040_seed13_default_unitbox,13,40,0.000115,0.0115,internal_cut_force_above_crack_N,0.3941823132933121,True
D0040,D0040_seed13_default_unitbox,13,41,0.000118,0.0118,internal_cut_force_above_crack_N,0.3595378044378662,True
D0040,D0040_seed13_default_unitbox,13,42,0.00012,0.012,internal_cut_force_above_crack_N,0.39678661118687725,True
D0040,D0040_seed13_default_unitbox,13,43,0.000125,0.0125,internal_cut_force_above_crack_N,0.32992858027133065,True
D0040,D0040_seed13_default_unitbox,13,44,0.00013,0.013,internal_cut_force_above_crack_N,0.39892365789893364,True
D0040,D0040_seed13_default_unitbox,13,45,0.000135,0.0135,internal_cut_force_above_crack_N,0.46780043404431865,True
D0040,D0040_seed13_default_unitbox,13,46,0.00014,0.013999999999999999,internal_cut_force_above_crack_N,0.4945222273481199,True
D0040,D0040_seed13_default_unitbox,13,47,0.000145,0.014499999999999999,internal_cut_force_above_crack_N,0.47441632626830255,True
D0040,D0040_seed13_default_unitbox,13,48,0.00015,0.014999999999999998,internal_cut_force_above_crack_N,0.5879776782705416,True
D0040,D0040_seed13_default_unitbox,13,49,0.000155,0.0155,internal_cut_force_above_crack_N,0.5038278166975585,True
D0040,D0040_seed13_default_unitbox,13,50,0.00016,0.016,internal_cut_force_above_crack_N,0.4925406207626444,True
D0040,D0040_seed13_default_unitbox,13,51,0.00017,0.017,internal_cut_force_above_crack_N,0.46210932159633883,True
D0040,D0040_seed13_default_unitbox,13,52,0.00018,0.018000000000000002,internal_cut_force_above_crack_N,0.4262598736265491,True
D0040,D0040_seed13_default_unitbox,13,53,0.00019,0.019,internal_cut_force_above_crack_N,0.48414736345033,True
D0040,D0040_seed13_default_unitbox,13,54,0.0002,0.02,internal_cut_force_above_crack_N,0.4242420681682143,True
D0040,D0040_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,legacy_top_sigma_integral_N,0.037233147324741575,False
D0040,D0040_seed42_default_unitbox,42,1,5e-06,0.0005,legacy_top_sigma_integral_N,0.19414997318305216,False
D0040,D0040_seed42_default_unitbox,42,2,1e-05,0.001,legacy_top_sigma_integral_N,0.3753547097416303,False
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,legacy_top_sigma_integral_N,0.5313722341460729,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,legacy_top_sigma_integral_N,0.6396984170346769,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,legacy_top_sigma_integral_N,0.691014650322044,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,legacy_top_sigma_integral_N,0.7109322411737511,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,legacy_top_sigma_integral_N,0.6984669667797315,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,legacy_top_sigma_integral_N,0.6793973173622648,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,legacy_top_sigma_integral_N,0.7301679191028242,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,legacy_top_sigma_integral_N,0.737795778358166,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,legacy_top_sigma_integral_N,0.7338106276535717,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,legacy_top_sigma_integral_N,0.7273923672859635,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,legacy_top_sigma_integral_N,0.7479105092814754,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,legacy_top_sigma_integral_N,0.7530319747592928,True
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,legacy_top_sigma_integral_N,0.7465255626898747,True
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,legacy_top_sigma_integral_N,0.7416439638359881,True
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,legacy_top_sigma_integral_N,0.7641109282126209,True
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,legacy_top_sigma_integral_N,0.7853173446340777,True
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,legacy_top_sigma_integral_N,0.7671042999385372,True
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,legacy_top_sigma_integral_N,0.7590694600501504,True
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,legacy_top_sigma_integral_N,0.7605201510278218,True
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.8463920116372794,True
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.8276024286786259,True
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.863983230613214,True
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.8564821852754931,True
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,legacy_top_sigma_integral_N,0.8340883286122648,True
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.85456567239304,True
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.8552665016318166,True
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.8505725868827633,True
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.8339823441650782,True
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.8968547281035889,True
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.9163715271885304,True
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,legacy_top_sigma_integral_N,0.8663928437020306,True
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,legacy_top_sigma_integral_N,0.8696548150363428,True
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,legacy_top_sigma_integral_N,0.8313150135144525,True
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,legacy_top_sigma_integral_N,0.8662040680427696,True
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,legacy_top_sigma_integral_N,0.8615462822579515,True
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,legacy_top_sigma_integral_N,0.9434447999205452,True
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,legacy_top_sigma_integral_N,0.9324985525912356,True
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,legacy_top_sigma_integral_N,0.9074078955780659,True
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,legacy_top_sigma_integral_N,0.9758415466697542,True
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,legacy_top_sigma_integral_N,0.9877077459055997,True
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,legacy_top_sigma_integral_N,0.9792608219213933,True
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,legacy_top_sigma_integral_N,0.9397857614345291,True
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,legacy_top_sigma_integral_N,0.8728852759644647,True
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,legacy_top_sigma_integral_N,0.9326309784866686,True
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,legacy_top_sigma_integral_N,0.9631068291307195,True
D0040,D0040_seed42_default_unitbox,42,48,0.00015,0.014999999999999998,legacy_top_sigma_integral_N,0.920143450051258,True
D0040,D0040_seed42_default_unitbox,42,49,0.000155,0.0155,legacy_top_sigma_integral_N,0.9893059805178724,True
D0040,D0040_seed42_default_unitbox,42,50,0.00016,0.016,legacy_top_sigma_integral_N,0.9631908533524491,True
D0040,D0040_seed42_default_unitbox,42,51,0.00017,0.017,legacy_top_sigma_integral_N,0.9898702673690796,True
D0040,D0040_seed42_default_unitbox,42,52,0.00018,0.018000000000000002,legacy_top_sigma_integral_N,0.8436720289997439,True
D0040,D0040_seed42_default_unitbox,42,53,0.00019,0.019,legacy_top_sigma_integral_N,0.9231838485510169,True
D0040,D0040_seed42_default_unitbox,42,54,0.0002,0.02,legacy_top_sigma_integral_N,0.9192553796006827,True
D0040,D0040_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.25245690307156193,False
D0040,D0040_seed42_default_unitbox,42,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.42059644045434247,False
D0040,D0040_seed42_default_unitbox,42,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8200455334893277,False
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.1578875413150684,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.3363436392697854,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.3224070638552738,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1668161187661312,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8875450321736561,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.46229160624006993,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.07598301307824157,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.06563732898552839,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.2608693357832679,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.42289404990139384,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.46281833481622014,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.4867206647211578,True
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.32900597565267353,True
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.3211994757613863,True
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.40923208488425133,True
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.32747593393949415,True
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.2720875082297975,True
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.24764242217762722,True
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.2713856510428124,True
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.19615099982157014,True
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.25244899480526917,True
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.2961562459674761,True
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.17107282712559585,True
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.08333145703683878,True
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.1603915219450412,True
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.1592747819648124,True
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.2605987448859861,True
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.0959667312086408,True
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,0.1463175295264678,True
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.061069340568934566,True
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,saved_field_energy_fd_proxy_N,-0.43417824657693804,True
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,saved_field_energy_fd_proxy_N,-0.18557099210307018,True
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,saved_field_energy_fd_proxy_N,-0.033738886574635925,True
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,saved_field_energy_fd_proxy_N,-0.40695264702406747,True
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,saved_field_energy_fd_proxy_N,-0.21252790074576844,True
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,saved_field_energy_fd_proxy_N,0.09515837981789471,True
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,saved_field_energy_fd_proxy_N,0.0649137762630367,True
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,saved_field_energy_fd_proxy_N,0.0009216061928234501,True
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,saved_field_energy_fd_proxy_N,0.02255595373119,True
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,saved_field_energy_fd_proxy_N,-0.07549854431412764,True
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,saved_field_energy_fd_proxy_N,-0.04879848934506931,True
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,saved_field_energy_fd_proxy_N,0.037787713314334746,True
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,saved_field_energy_fd_proxy_N,0.054998326465934694,True
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,saved_field_energy_fd_proxy_N,0.02669065758985822,True
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,saved_field_energy_fd_proxy_N,0.003668193668574307,True
D0040,D0040_seed42_default_unitbox,42,48,0.00015,0.014999999999999998,saved_field_energy_fd_proxy_N,-0.06940953213244215,True
D0040,D0040_seed42_default_unitbox,42,49,0.000155,0.0155,saved_field_energy_fd_proxy_N,-0.08016872102000525,True
