group,case,seed,run_dir,step,Delta,strain,mechanics_current_energy_proxy,history_elastic_energy_proxy,fracture_energy_proxy,legacy_top_sigma_integral_N,diagnostics_reaction_N_tm_eff,saved_field_virtual_work_proxy_N,internal_cut_force_above_crack_N,internal_cut_force_below_crack_N,internal_cut_above_element_count,internal_cut_below_element_count,crack_band_interface_force_N,crack_band_interface_edge_count,alpha0p8_through_crack,alpha0p8_connected_count,alpha0p8_connected_min_x,alpha0p8_connected_max_x,alpha0p8_connected_mean_y,alpha0p8_connected_x_span,top_boundary_outward_fx_N,top_boundary_outward_fy_N,bottom_boundary_outward_fx_N,bottom_sigma_integral_outward_N,left_boundary_outward_fx_N,left_boundary_outward_fy_N,right_boundary_outward_fx_N,right_boundary_outward_fy_N,whole_boundary_residual_x_N,whole_boundary_residual_y_N,whole_boundary_residual_magnitude_N,saved_field_energy_fd_proxy_N,saved_field_history_energy_fd_proxy_N
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,11,4.9e-05,0.0049,3.873863089349327e-08,4.0236468035773226e-08,2.035079928583402e-08,0.7596229805484553,0.7596229314804077,-9.630379177853738,0.6626492221075546,0.8217126421578245,145,151,17.240476609455854,84,False,113,0.005021084565669298,0.008782777935266495,0.004935644216736597,0.0037616933695971966,0.013320307845489602,0.7596229805484553,-0.0020118833858203933,-1.1422020886502842,-0.05543564855486486,-0.006422804587186116,-1.5744325389828997,-0.011013523365125885,-1.6185597630780955,-0.4000154360541408,1.6672576452777192,-0.1992178205018572,-0.05278646649551494
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,12,5.1e-05,0.0050999999999999995,3.806742266922729e-08,4.002866645168581e-08,2.1580340333281215e-08,0.7773960692541569,0.7773960828781128,-11.98565099918784,0.6657284433578984,0.795121385317363,143,150,18.506729375182804,89,False,122,0.005021084565669298,0.009062403813004494,0.004930790593908703,0.0040413192473351955,0.0052203264855190945,0.7773960692541569,-0.004195408679479224,-1.1381276903588893,-0.05083057306596229,-0.0023634441226309116,-1.7332557279230236,-0.00943113717300747,-1.7830613831829463,-0.3725262024003707,1.8215607779245586,-0.4042791857144113,-0.14486401996198667
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,13,5.3e-05,0.0053,3.712151415063562e-08,3.9657011955925275e-08,2.2633892731513424e-08,0.7797359786197644,0.7797359824180603,-14.42204597533391,0.6502866442939482,0.7810801292378226,145,151,19.67672584978957,96,False,135,0.005021084565669298,0.009469224140048027,0.004923415487563168,0.004448139574378729,0.003661355591459768,0.7797359786197644,0.005799572637981724,-1.138466258152798,-0.05483496355828578,-0.0067251947961896015,-1.9226494094865874,-0.013840865151893847,-1.9680234448154317,-0.37929633948111685,2.0042410015981043,-0.3668327671747778,-0.16455987356548024
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,14,5.5e-05,0.0055,3.6600091600528184e-08,3.937042695742389e-08,2.3296904074946705e-08,0.7813714869508857,0.7813714742660522,-16.985382978025335,0.657007874691753,0.7506878928570381,146,151,22.940007823479537,103,True,144,0.005021084565669298,0.009920806623995304,0.0049146628460019,0.004899722058326006,0.01103038387018096,0.7813714869508857,-0.0035770454638397713,-1.1363955282225635,-0.060809329219976255,-0.007655897666678082,-2.2180330094619825,-0.007098931026175093,-2.2713890002756174,-0.369778869964531,2.3012918987484645,-0.3121347093424081,-0.1194911739105034
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,15,5.7e-05,0.0057,3.587297531326599e-08,3.917904726028327e-08,2.3715363626700504e-08,0.7718715268457221,0.7718715071678162,-19.9643591516044,0.6114668717657221,0.694879117884021,146,151,22.526029282639243,106,True,150,0.005021084565669298,0.009958967566490173,0.0049136466967562836,0.004937883000820875,0.009793026608116363,0.7718715268457221,-0.0043174285322568305,-1.139106834699125,-0.05088351086922348,-0.008362522725130765,-2.475811958184783,0.0034310407508996252,-2.521219870978147,-0.37216678982763396,2.5485403189405638,-0.49060546404744443,-0.08989143930514427
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,16,5.9e-05,0.0059,3.4637669744338414e-08,3.9010861200203314e-08,2.405834268711039e-08,0.7737341137141779,0.7737341523170471,-23.634466312294464,0.5689121864194053,0.7146208935545056,146,150,20.28779563028677,105,True,155,0.005021084565669298,0.009958967566490173,0.004912530883185325,0.004937883000820875,0.010012661512659319,0.7737341137141779,0.017295404473304347,-1.1221324078680017,-0.049804494066457136,0.0010715334499182656,-2.7047769602447134,0.013394649009589917,-2.7272733883252065,-0.3339321116943156,2.7476409499582504,-0.500107642862185,-0.061992859843176124
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,17,6.1e-05,0.0060999999999999995,3.3872544741817256e-08,3.8931075820910564e-08,2.4230088107594857e-08,0.773297351631869,0.7732973098754883,-27.513938858859962,0.6120809742948117,0.6991742233227746,146,149,18.61544542518267,107,True,159,0.005021084565669298,0.009958967566490173,0.004909730328938122,0.004937883000820875,0.009477536347542295,0.773297351631869,0.006760537337823242,-1.1247568457323174,-0.05067702378398522,-0.005587274031048419,-2.85365447486692,0.030697572408788544,-2.8880934249655397,-0.3263491957227084,2.906473366277083,-0.35877629518333076,-0.04213128976928229
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,18,6.3e-05,0.0063,3.3202564563605085e-08,3.884233604112619e-08,2.43940180518171e-08,0.775515057348396,0.775515079498291,-30.86938007419381,0.5943902112079572,0.6587405877206514,146,149,18.133247454574764,108,True,160,0.005021084565669298,0.009958967566490173,0.004910270549589768,0.004937883000820875,-0.006964380364106403,0.775515057348396,0.004081613261303137,-1.106722193145281,-0.058131506880387096,-0.005707416889614299,-3.16398558778211,0.04415764158612595,-3.2249998617653,-0.2927569111003734,3.2382604461937947,-0.3907786065938685,-0.035218747115556975
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,19,6.5e-05,0.0065,3.230943031544178e-08,3.879020083244834e-08,2.4497189097311865e-08,0.7351456846633146,0.735145628452301,-34.924215154397686,0.547240920947059,0.6434219509940695,146,148,16.857622469090092,109,True,162,0.005021084565669298,0.009961839765310287,0.0049083909037074555,0.004940755199640989,-0.015779201835200676,0.7351456846633146,0.007992500265971285,-1.116138085056971,-0.05639903153238088,-0.004047139153098501,-3.551742306487988,0.038092565307736075,-3.6159280395895985,-0.346946974239019,3.6325346234308467,-0.254702972166853,-0.020965308379432626
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,20,6.7e-05,0.0067,3.218375267493768e-08,3.8758474807608455e-08,2.456648676030715e-08,0.749803256529474,0.7498033046722412,-38.4249289959857,0.5067798234107939,0.6001273821143998,145,148,15.085210243811254,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.02671818612681759,0.749803256529474,0.0072454232787629415,-1.0964483201025106,-0.061053826772573594,-0.0014831440358193597,-3.7230764995640295,0.06373923418789151,-3.803603089184658,-0.2843889734209645,3.8142199134631065,-0.1860038515689496,-0.015454478378976871
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,21,6.9e-05,0.0069,3.156541490916598e-08,3.8728382918932436e-08,2.4647612668005998e-08,0.7628717342399414,0.7628716826438904,-42.43191348155365,0.5247074056020051,0.6331146772156547,145,148,14.83640771120663,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.012225061303376526,0.7628717342399414,0.0013535552851625385,-1.0998409186932792,-0.05835254032650553,1.8075919942131308e-05,-3.9056781681227033,0.09482066620937696,-3.9749022144674226,-0.2421304423240187,3.9822700518269785,-0.378404366017257,-0.011183909872631778
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,22,7.1e-05,0.0071,3.067013521086865e-08,3.871373916811793e-08,2.4678048997136284e-08,0.7620886119255275,0.7620887160301208,-47.23586533210401,0.5178654274358117,0.6039896417977558,145,148,15.009143351722887,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.05252045274924359,0.7620886119255275,0.012470635401321206,-1.0709373023153448,-0.04930552629428914,0.005250388933780776,-4.071943317248406,0.07544343413054322,-4.161298660890618,-0.22815486732549328,4.167548582633964,-0.34823047395120005,-0.006925840547403889
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,23,7.3e-05,0.0073,3.017249301336118e-08,3.8700679556742816e-08,2.471038184480226e-08,0.7608506459107669,0.7608506083488464,-51.30913701786959,0.5047207987797607,0.5925108667459522,145,148,15.132316066572558,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.060573334438700374,0.7608506459107669,0.008404725394020762,-1.0710921699342506,-0.03952622924718322,0.012194311906305917,-4.2968343206342094,0.11438291538486105,-4.388529158926072,-0.18366429673231677,4.392370743987643,-0.28966655218816156,-0.010977865837676418
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,24,7.5e-05,0.007499999999999999,2.9511469002116007e-08,3.866982770476723e-08,2.4772567606260517e-08,0.7994232580296121,0.7994232773780823,-55.94187560460548,0.43379936269924657,0.5426803601026156,145,148,14.073542460281516,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.04712230124752191,0.7994232580296121,0.015221150867021726,-1.0881304584181042,-0.05696015345489718,0.0033565472209560222,-4.552173552796628,0.14572996575779082,-4.641034856632025,-0.1396206874097452,4.6431345529530175,-0.45008761753253473,-0.00803271361795449
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,25,7.7e-05,0.0077,2.8372142543231038e-08,3.8668548702271e-08,2.479010312126765e-08,0.8470172539580134,0.8470172882080078,-61.25043918895208,0.4759245225767917,0.5218508123751012,145,148,14.673264653948369,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.043817832245204705,0.8470172539580134,0.007476849748217332,-1.0567852331639827,-0.05654818091469542,0.010761837101497466,-4.738231864251061,0.1822308256668502,-4.831121027662744,-0.016775316437621535,4.831150152413678,-0.3343006998427224,-0.00145057847934435
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,26,8e-05,0.008,2.842837182690179e-08,3.866054711929243e-08,2.4812974697883085e-08,0.8536250137454936,0.8536250591278076,-66.92819240773228,0.4765887477045687,0.5142724921655766,146,148,14.96065197879708,111,True,162,0.005021084565669298,0.009961839765310287,0.0049086821058558095,0.004940755199640989,-0.05568764774549895,0.8536250137454936,0.012528902877570483,-1.0977830734994123,-0.05451242343685618,0.009760526279293491,-5.12626852191038,0.21859578282649722,-5.223939690215165,-0.015801750648127943,5.223963589299686,-0.05826261241147993,-0.0001755293008425668
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,27,8.3e-05,0.0083,2.8022566868762154e-08,3.8667495526465944e-08,2.4818847911391635e-08,0.8789771545000438,0.8789771795272827,-73.95109345915768,0.4926575453056823,0.556614530984759,145,148,13.67066425421947,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.04255827667410966,0.8789771545000438,-0.003269528806764787,-1.098942633553116,-0.05566319197781742,0.007708537655851898,-5.286941345024095,0.2419358635015768,-5.388432342482788,0.02967892210435641,5.388514076063254,-0.2803160001786046,0.0008600040856425115
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,28,8.6e-05,0.0086,2.674647582583016e-08,3.866570714380629e-08,2.484895684568441e-08,0.9197302442778771,0.919730305671692,-81.94951503115787,0.4445932559242475,0.5186581074041691,145,148,13.669247171913794,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.03499287236235211,0.9197302442778771,0.002646729815617055,-1.0895882815502773,-0.06711567181801412,0.011992723097190036,-5.618562284455503,0.3458762958030378,-5.718024098820252,0.1880109816278276,5.721114203011666,-0.2703770283191539,0.0013024623856860637
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,29,8.9e-05,0.0089,2.6400304698847226e-08,3.8675310300780056e-08,2.4851548744217353e-08,0.8955890853931986,0.8955891728401184,-87.87800950617812,0.44795414720940185,0.46312663578367913,146,148,14.22286287045519,110,True,163,0.005021084565669298,0.009961839765310287,0.0049076871660772275,0.004940755199640989,-0.017058309672333037,0.8955890853931986,0.03175792931454528,-1.0885678646771646,-0.058758324773554894,0.0076130177684835595,-6.067888463740027,0.3776842813863729,-6.111947168871369,0.19231851987089044,6.114972167406821,-0.018246635684298143,0.003566575085135748
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,30,9.2e-05,0.0092,2.663699601172437e-08,3.868710659431711e-08,2.4851673553611485e-08,0.9020765583058227,0.9020764827728271,-93.40191680360583,0.501612839689446,0.39401426785301813,145,148,13.75020066354901,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.015433211070076456,0.9020765583058227,0.041262519468973045,-1.0618259747659105,-0.05485731444339422,-0.0018483915297323886,-6.332135436273419,0.3775577563764117,-6.361163442317917,0.2159599483865915,6.364828280416454,-0.05535268589884363,0.0029610461720844944
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,31,9.5e-05,0.0095,2.606818858345416e-08,3.869307657781256e-08,2.4868606418946608e-08,0.9244392860073724,0.9244393110275269,-101.52081098777559,0.5219462804128184,0.31151955754408667,145,148,14.06364625734159,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.023112228042126516,0.9244392860073724,0.0026245710855549755,-1.053705363802711,-0.0586071102128294,0.008483772444416074,-6.484900328193193,0.38136957242049696,-6.5639950953625945,0.26058726706957447,6.56916564989063,-0.10551162039660993,0.0035963625941715094
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,32,9.8e-05,0.0098,2.6003926289344706e-08,3.8708684769882134e-08,2.487715956612361e-08,0.9226251401894522,0.9226251244544984,-107.90067611261496,0.5907154281269932,0.5447249930675417,146,148,13.318797591836642,110,True,163,0.005021084565669298,0.009961839765310287,0.0049076871660772275,0.004940755199640989,-0.08265975408978195,0.9226251401894522,0.003623026117764584,-1.0407204001646844,-0.04408361855463481,0.01632045886161522,-6.626524649807726,0.35842802185551437,-6.749644996334378,0.25665322074189745,6.7545228145487,-0.026528296374555595,0.005201163769804826
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,33,0.0001,0.01,2.5944059654367054e-08,3.8719085008195006e-08,2.4870696524758762e-08,0.958831328768616,0.9588313698768616,-111.55984237051312,0.3844440100854943,0.5839636401072645,145,148,13.916364337446614,110,True,163,0.005021084565669298,0.009961839765310287,0.004907435537573019,0.004940755199640989,-0.029120544723025752,0.958831328768616,0.013574319613649856,-1.0400921294741883,-0.055967365197069976,0.012739434251327127,-6.9214175798220205,0.33674089307678484,-6.992931170128466,0.2682195266225397,6.998073167995308,-0.14735456652897796,0.004663770043430299
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,34,0.000102,0.010199999999999999,2.5414508023228795e-08,3.8727339850055854e-08,2.488465175290871e-08,0.8972962425474889,0.8972962498664856,-116.54540264085526,0.34530736578857396,0.5255655654595979,146,148,13.437033875401875,110,True,163,0.005021084565669298,0.009961839765310287,0.0049076871660772275,0.004940755199640989,-0.005630629717963315,0.8972962425474889,0.003002577999259296,-1.0551660981576227,-0.042227484497544036,0.013010827176228819,-7.207964516907921,0.36941970885366293,-7.252820053124169,0.22456068041975785,7.256295626708622,0.03838216758028732,0.0015196234810135184
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,35,0.000104,0.0104,2.60975883246882e-08,3.872516350211906e-08,2.489713457814898e-08,0.8892590377526742,0.8892590999603271,-118.95306544369797,0.3604251114536616,0.539158792087409,146,148,13.864064002378406,110,True,163,0.005021084565669298,0.009961839765310287,0.0049076871660772275,0.004940755199640989,-0.022619147149601972,0.8892590377526742,0.010115892601151803,-1.0498094737522896,-0.05287026780156779,0.005824202304159285,-7.456874711669779,0.3405744263015468,-7.522248234019797,0.18584819260609065,7.524543710080294,0.11574295292135495,0.004188552767769513
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,36,0.000106,0.0106,2.587747983491421e-08,3.8744094061126936e-08,2.489203365384381e-08,0.9156781952386078,0.9156782031059264,-124.37750387092592,0.3202515336218803,0.4744708616129709,145,148,13.272729456973472,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.027336650171801622,0.9156781952386078,-0.005078113132460785,-1.0697621044036887,-0.04694162074209008,0.006397777495388921,-7.582000864340564,0.38958950758987104,-7.661357248386917,0.24190337592017908,7.6651752837552465,-0.15308384213660095,0.004005995403347923
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,37,0.000108,0.010799999999999999,2.5485252956141796e-08,3.874118748373245e-08,2.4901652836904758e-08,0.9006639926161384,0.9006640315055847,-128.6323550441278,0.3525231209032696,0.5082172224723692,145,148,13.226683212996441,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.04750078365910864,0.9006639926161384,-0.0323913548646847,-1.064638540787657,-0.05138312584728163,0.009322384253694823,-7.813700668290377,0.3976246543385839,-7.9449759326614515,0.24297249042076008,7.948690345061315,-0.22686030799562526,0.0007020758260103954
D0040,D0040_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_softgate_D0040_seed13_history_default_unitbox,38,0.00011,0.011,2.4970038602931707e-08,3.8746902364430974e-08,2.490831546639406e-08,0.9131267280444662,0.9131267070770264,-134.0645221143515,0.3689231491764194,0.5987635043429642,145,148,13.199782335297956,109,True,164,0.005021084565669298,0.009961839765310287,0.0049064542655265185,0.004940755199640989,-0.05795523407284048,0.9131267280444662,-0.012305311753776776,-0.9960959692615339,-0.05211342853115746,0.0072801510861357395,-7.934301825687737,0.4315187549776201,-8.056675800045513,0.3558296648466881,8.06452972574495,-0.1320265704307967,0.007191785462963909
